Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Total_Deaths,Last_Data_Refresh
Death,2014,Place of Residence,Mendocino,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,Mendocino,35 - 39 years,13,06/10/2021
Death,2014,Place of Residence,Mendocino,40 - 44 years,13,06/10/2021
Death,2014,Place of Residence,Mendocino,45 - 49 years,25,06/10/2021
Death,2014,Place of Residence,Mendocino,50 - 54 years,24,06/10/2021
Death,2014,Place of Residence,Mendocino,55 - 59 years,50,06/10/2021
Death,2014,Place of Residence,Mendocino,60 - 64 years,91,06/10/2021
Death,2014,Place of Residence,Mendocino,65 - 69 years,91,06/10/2021
Death,2014,Place of Residence,Mendocino,70 - 74 years,84,06/10/2021
Death,2014,Place of Residence,Mendocino,75 - 79 years,83,06/10/2021
Death,2014,Place of Residence,Mendocino,80 - 84 years,90,06/10/2021
Death,2014,Place of Residence,Mendocino,85 - 89 years,112,06/10/2021
Death,2014,Place of Residence,Mendocino,90 - 94 years,92,06/10/2021
Death,2014,Place of Residence,Mendocino,95 - 99 years,39,06/10/2021
Death,2014,Place of Residence,Mendocino,100 years and over,14,06/10/2021
Death,2014,Place of Residence,Merced,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Merced,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Merced,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Merced,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Merced,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Merced,20 - 24 years,14,06/10/2021
Death,2014,Place of Residence,Merced,25 - 29 years,24,06/10/2021
Death,2014,Place of Residence,Merced,30 - 34 years,21,06/10/2021
Death,2014,Place of Residence,Merced,35 - 39 years,23,06/10/2021
Death,2014,Place of Residence,Merced,40 - 44 years,36,06/10/2021
Death,2014,Place of Residence,Merced,45 - 49 years,46,06/10/2021
Death,2014,Place of Residence,Merced,50 - 54 years,73,06/10/2021
Death,2014,Place of Residence,Merced,55 - 59 years,110,06/10/2021
Death,2014,Place of Residence,Merced,60 - 64 years,138,06/10/2021
Death,2014,Place of Residence,Merced,65 - 69 years,130,06/10/2021
Death,2014,Place of Residence,Merced,70 - 74 years,155,06/10/2021
Death,2014,Place of Residence,Merced,75 - 79 years,179,06/10/2021
Death,2014,Place of Residence,Merced,80 - 84 years,193,06/10/2021
Death,2014,Place of Residence,Merced,85 - 89 years,205,06/10/2021
Death,2014,Place of Residence,Merced,90 - 94 years,166,06/10/2021
Death,2014,Place of Residence,Merced,95 - 99 years,51,06/10/2021
Death,2014,Place of Residence,Merced,100 years and over,13,06/10/2021
Death,2014,Place of Residence,Modoc,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Modoc,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,Modoc,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Modoc,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Modoc,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,20 - 24 years,0,06/10/2021
Death,2014,Place of Residence,Modoc,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,35 - 39 years,0,06/10/2021
Death,2014,Place of Residence,Modoc,40 - 44 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,45 - 49 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,50 - 54 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,55 - 59 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,60 - 64 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,65 - 69 years,17,06/10/2021
Death,2014,Place of Residence,Modoc,70 - 74 years,17,06/10/2021
Death,2014,Place of Residence,Modoc,75 - 79 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,80 - 84 years,17,06/10/2021
Death,2014,Place of Residence,Modoc,85 - 89 years,14,06/10/2021
Death,2014,Place of Residence,Modoc,90 - 94 years,12,06/10/2021
Death,2014,Place of Residence,Modoc,95 - 99 years,<11,06/10/2021
Death,2014,Place of Residence,Modoc,100 years and over,0,06/10/2021
Death,2014,Place of Residence,Mono,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Mono,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,Mono,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Mono,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Mono,15 - 19 years,0,06/10/2021
Death,2014,Place of Residence,Mono,20 - 24 years,0,06/10/2021
Death,2014,Place of Residence,Mono,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,30 - 34 years,0,06/10/2021
Death,2014,Place of Residence,Mono,35 - 39 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,40 - 44 years,0,06/10/2021
Death,2014,Place of Residence,Mono,45 - 49 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,50 - 54 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,55 - 59 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,60 - 64 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,65 - 69 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,70 - 74 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,75 - 79 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,80 - 84 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,85 - 89 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,90 - 94 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,95 - 99 years,<11,06/10/2021
Death,2014,Place of Residence,Mono,100 years and over,0,06/10/2021
Death,2014,Place of Residence,Monterey,Less than 1 year,31,06/10/2021
Death,2014,Place of Residence,Monterey,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Monterey,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Monterey,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Monterey,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Monterey,20 - 24 years,25,06/10/2021
Death,2014,Place of Residence,Monterey,25 - 29 years,33,06/10/2021
Death,2014,Place of Residence,Monterey,30 - 34 years,26,06/10/2021
Death,2014,Place of Residence,Monterey,35 - 39 years,35,06/10/2021
Death,2014,Place of Residence,Monterey,40 - 44 years,28,06/10/2021
Death,2014,Place of Residence,Monterey,45 - 49 years,61,06/10/2021
Death,2014,Place of Residence,Monterey,50 - 54 years,96,06/10/2021
Death,2014,Place of Residence,Monterey,55 - 59 years,125,06/10/2021
Death,2014,Place of Residence,Monterey,60 - 64 years,159,06/10/2021
Death,2014,Place of Residence,Monterey,65 - 69 years,163,06/10/2021
Death,2014,Place of Residence,Monterey,70 - 74 years,192,06/10/2021
Death,2014,Place of Residence,Monterey,75 - 79 years,228,06/10/2021
Death,2014,Place of Residence,Monterey,80 - 84 years,329,06/10/2021
Death,2014,Place of Residence,Monterey,85 - 89 years,400,06/10/2021
Death,2014,Place of Residence,Monterey,90 - 94 years,323,06/10/2021
Death,2014,Place of Residence,Monterey,95 - 99 years,117,06/10/2021
Death,2014,Place of Residence,Monterey,100 years and over,29,06/10/2021
Death,2014,Place of Residence,Napa,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Napa,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Napa,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Napa,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Napa,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Napa,20 - 24 years,<11,06/10/2021
Death,2014,Place of Residence,Napa,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Napa,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,Napa,35 - 39 years,<11,06/10/2021
Death,2014,Place of Residence,Napa,40 - 44 years,<11,06/10/2021
Death,2014,Place of Residence,Napa,45 - 49 years,21,06/10/2021
Death,2014,Place of Residence,Napa,50 - 54 years,30,06/10/2021
Death,2014,Place of Residence,Napa,55 - 59 years,47,06/10/2021
Death,2014,Place of Residence,Napa,60 - 64 years,62,06/10/2021
Death,2014,Place of Residence,Napa,65 - 69 years,88,06/10/2021
Death,2014,Place of Residence,Napa,70 - 74 years,98,06/10/2021
Death,2014,Place of Residence,Napa,75 - 79 years,113,06/10/2021
Death,2014,Place of Residence,Napa,80 - 84 years,177,06/10/2021
Death,2014,Place of Residence,Napa,85 - 89 years,186,06/10/2021
Death,2014,Place of Residence,Napa,90 - 94 years,183,06/10/2021
Death,2014,Place of Residence,Napa,95 - 99 years,84,06/10/2021
Death,2014,Place of Residence,Napa,100 years and over,12,06/10/2021
Death,2014,Place of Residence,Nevada,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Nevada,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Nevada,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Nevada,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Nevada,15 - 19 years,0,06/10/2021
Death,2014,Place of Residence,Nevada,20 - 24 years,<11,06/10/2021
Death,2014,Place of Residence,Nevada,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Nevada,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,Nevada,35 - 39 years,<11,06/10/2021
Death,2014,Place of Residence,Nevada,40 - 44 years,19,06/10/2021
Death,2014,Place of Residence,Nevada,45 - 49 years,20,06/10/2021
Death,2014,Place of Residence,Nevada,50 - 54 years,27,06/10/2021
Death,2014,Place of Residence,Nevada,55 - 59 years,47,06/10/2021
Death,2014,Place of Residence,Nevada,60 - 64 years,76,06/10/2021
Death,2014,Place of Residence,Nevada,65 - 69 years,75,06/10/2021
Death,2014,Place of Residence,Nevada,70 - 74 years,88,06/10/2021
Death,2014,Place of Residence,Nevada,75 - 79 years,109,06/10/2021
Death,2014,Place of Residence,Nevada,80 - 84 years,140,06/10/2021
Death,2014,Place of Residence,Nevada,85 - 89 years,158,06/10/2021
Death,2014,Place of Residence,Nevada,90 - 94 years,141,06/10/2021
Death,2014,Place of Residence,Nevada,95 - 99 years,52,06/10/2021
Death,2014,Place of Residence,Nevada,100 years and over,19,06/10/2021
Death,2014,Place of Residence,Orange,Less than 1 year,126,06/10/2021
Death,2014,Place of Residence,Orange,1 - 4 years,26,06/10/2021
Death,2014,Place of Residence,Orange,5 - 9 years,16,06/10/2021
Death,2014,Place of Residence,Orange,10 - 14 years,19,06/10/2021
Death,2014,Place of Residence,Orange,15 - 19 years,67,06/10/2021
Death,2014,Place of Residence,Orange,20 - 24 years,113,06/10/2021
Death,2014,Place of Residence,Orange,25 - 29 years,157,06/10/2021
Death,2014,Place of Residence,Orange,30 - 34 years,159,06/10/2021
Death,2014,Place of Residence,Orange,35 - 39 years,164,06/10/2021
Death,2014,Place of Residence,Orange,40 - 44 years,279,06/10/2021
Death,2014,Place of Residence,Orange,45 - 49 years,447,06/10/2021
Death,2014,Place of Residence,Orange,50 - 54 years,724,06/10/2021
Death,2014,Place of Residence,Orange,55 - 59 years,954,06/10/2021
Death,2014,Place of Residence,Orange,60 - 64 years,1071,06/10/2021
Death,2014,Place of Residence,Orange,65 - 69 years,1236,06/10/2021
Death,2014,Place of Residence,Orange,70 - 74 years,1518,06/10/2021
Death,2014,Place of Residence,Orange,75 - 79 years,1867,06/10/2021
Death,2014,Place of Residence,Orange,80 - 84 years,2489,06/10/2021
Death,2014,Place of Residence,Orange,85 - 89 years,3008,06/10/2021
Death,2014,Place of Residence,Orange,90 - 94 years,2684,06/10/2021
Death,2014,Place of Residence,Orange,95 - 99 years,1102,06/10/2021
Death,2014,Place of Residence,Orange,100 years and over,239,06/10/2021
Death,2014,Place of Residence,Placer,Less than 1 year,17,06/10/2021
Death,2014,Place of Residence,Placer,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Placer,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Placer,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Placer,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Placer,20 - 24 years,13,06/10/2021
Death,2014,Place of Residence,Placer,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Placer,30 - 34 years,17,06/10/2021
Death,2014,Place of Residence,Placer,35 - 39 years,20,06/10/2021
Death,2014,Place of Residence,Placer,40 - 44 years,28,06/10/2021
Death,2014,Place of Residence,Placer,45 - 49 years,61,06/10/2021
Death,2014,Place of Residence,Placer,50 - 54 years,94,06/10/2021
Death,2014,Place of Residence,Placer,55 - 59 years,101,06/10/2021
Death,2014,Place of Residence,Placer,60 - 64 years,198,06/10/2021
Death,2014,Place of Residence,Placer,65 - 69 years,223,06/10/2021
Death,2014,Place of Residence,Placer,70 - 74 years,249,06/10/2021
Death,2014,Place of Residence,Placer,75 - 79 years,329,06/10/2021
Death,2014,Place of Residence,Placer,80 - 84 years,423,06/10/2021
Death,2014,Place of Residence,Placer,85 - 89 years,487,06/10/2021
Death,2014,Place of Residence,Placer,90 - 94 years,418,06/10/2021
Death,2014,Place of Residence,Placer,95 - 99 years,150,06/10/2021
Death,2014,Place of Residence,Placer,100 years and over,32,06/10/2021
Death,2014,Place of Residence,Plumas,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Plumas,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Plumas,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Plumas,15 - 19 years,0,06/10/2021
Death,2014,Place of Residence,Plumas,20 - 24 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,35 - 39 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,40 - 44 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,45 - 49 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,50 - 54 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,55 - 59 years,14,06/10/2021
Death,2014,Place of Residence,Plumas,60 - 64 years,15,06/10/2021
Death,2014,Place of Residence,Plumas,65 - 69 years,22,06/10/2021
Death,2014,Place of Residence,Plumas,70 - 74 years,27,06/10/2021
Death,2014,Place of Residence,Plumas,75 - 79 years,31,06/10/2021
Death,2014,Place of Residence,Plumas,80 - 84 years,32,06/10/2021
Death,2014,Place of Residence,Plumas,85 - 89 years,27,06/10/2021
Death,2014,Place of Residence,Plumas,90 - 94 years,20,06/10/2021
Death,2014,Place of Residence,Plumas,95 - 99 years,<11,06/10/2021
Death,2014,Place of Residence,Plumas,100 years and over,<11,06/10/2021
Death,2014,Place of Residence,Riverside,Less than 1 year,137,06/10/2021
Death,2014,Place of Residence,Riverside,1 - 4 years,19,06/10/2021
Death,2014,Place of Residence,Riverside,5 - 9 years,15,06/10/2021
Death,2014,Place of Residence,Riverside,10 - 14 years,25,06/10/2021
Death,2014,Place of Residence,Riverside,15 - 19 years,72,06/10/2021
Death,2014,Place of Residence,Riverside,20 - 24 years,128,06/10/2021
Death,2014,Place of Residence,Riverside,25 - 29 years,143,06/10/2021
Death,2014,Place of Residence,Riverside,30 - 34 years,139,06/10/2021
Death,2014,Place of Residence,Riverside,35 - 39 years,171,06/10/2021
Death,2014,Place of Residence,Riverside,40 - 44 years,229,06/10/2021
Death,2014,Place of Residence,Riverside,45 - 49 years,359,06/10/2021
Death,2014,Place of Residence,Riverside,50 - 54 years,631,06/10/2021
Death,2014,Place of Residence,Riverside,55 - 59 years,928,06/10/2021
Death,2014,Place of Residence,Riverside,60 - 64 years,1053,06/10/2021
Death,2014,Place of Residence,Riverside,65 - 69 years,1279,06/10/2021
Death,2014,Place of Residence,Riverside,70 - 74 years,1465,06/10/2021
Death,2014,Place of Residence,Riverside,75 - 79 years,1711,06/10/2021
Death,2014,Place of Residence,Riverside,80 - 84 years,2125,06/10/2021
Death,2014,Place of Residence,Riverside,85 - 89 years,2146,06/10/2021
Death,2014,Place of Residence,Riverside,90 - 94 years,1688,06/10/2021
Death,2014,Place of Residence,Riverside,95 - 99 years,506,06/10/2021
Death,2014,Place of Residence,Riverside,100 years and over,138,06/10/2021
Death,2014,Place of Residence,Sacramento,Less than 1 year,107,06/10/2021
Death,2014,Place of Residence,Sacramento,1 - 4 years,19,06/10/2021
Death,2014,Place of Residence,Sacramento,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Sacramento,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Sacramento,15 - 19 years,38,06/10/2021
Death,2014,Place of Residence,Sacramento,20 - 24 years,86,06/10/2021
Death,2014,Place of Residence,Sacramento,25 - 29 years,103,06/10/2021
Death,2014,Place of Residence,Sacramento,30 - 34 years,104,06/10/2021
Death,2014,Place of Residence,Sacramento,35 - 39 years,140,06/10/2021
Death,2014,Place of Residence,Sacramento,40 - 44 years,167,06/10/2021
Death,2014,Place of Residence,Sacramento,45 - 49 years,281,06/10/2021
Death,2014,Place of Residence,Sacramento,50 - 54 years,488,06/10/2021
Death,2014,Place of Residence,Sacramento,55 - 59 years,713,06/10/2021
Death,2014,Place of Residence,Sacramento,60 - 64 years,841,06/10/2021
Death,2014,Place of Residence,Sacramento,65 - 69 years,899,06/10/2021
Death,2014,Place of Residence,Sacramento,70 - 74 years,920,06/10/2021
Death,2014,Place of Residence,Sacramento,75 - 79 years,1103,06/10/2021
Death,2014,Place of Residence,Sacramento,80 - 84 years,1413,06/10/2021
Death,2014,Place of Residence,Sacramento,85 - 89 years,1509,06/10/2021
Death,2014,Place of Residence,Sacramento,90 - 94 years,1349,06/10/2021
Death,2014,Place of Residence,Sacramento,95 - 99 years,505,06/10/2021
Death,2014,Place of Residence,Sacramento,100 years and over,102,06/10/2021
Death,2014,Place of Residence,San Benito,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,San Benito,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,San Benito,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,San Benito,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,San Benito,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,San Benito,20 - 24 years,<11,06/10/2021
Death,2014,Place of Residence,San Benito,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,San Benito,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,San Benito,35 - 39 years,<11,06/10/2021
Death,2014,Place of Residence,San Benito,40 - 44 years,<11,06/10/2021
Death,2014,Place of Residence,San Benito,45 - 49 years,<11,06/10/2021
Death,2014,Place of Residence,San Benito,50 - 54 years,12,06/10/2021
Death,2014,Place of Residence,San Benito,55 - 59 years,29,06/10/2021
Death,2014,Place of Residence,San Benito,60 - 64 years,17,06/10/2021
Death,2014,Place of Residence,San Benito,65 - 69 years,28,06/10/2021
Death,2014,Place of Residence,San Benito,70 - 74 years,20,06/10/2021
Death,2014,Place of Residence,San Benito,75 - 79 years,21,06/10/2021
Death,2014,Place of Residence,San Benito,80 - 84 years,38,06/10/2021
Death,2014,Place of Residence,San Benito,85 - 89 years,48,06/10/2021
Death,2014,Place of Residence,San Benito,90 - 94 years,38,06/10/2021
Death,2014,Place of Residence,San Benito,95 - 99 years,13,06/10/2021
Death,2014,Place of Residence,San Benito,100 years and over,<11,06/10/2021
Death,2014,Place of Residence,San Bernardino,Less than 1 year,185,06/10/2021
Death,2014,Place of Residence,San Bernardino,1 - 4 years,34,06/10/2021
Death,2014,Place of Residence,San Bernardino,5 - 9 years,25,06/10/2021
Death,2014,Place of Residence,San Bernardino,10 - 14 years,20,06/10/2021
Death,2014,Place of Residence,San Bernardino,15 - 19 years,63,06/10/2021
Death,2014,Place of Residence,San Bernardino,20 - 24 years,134,06/10/2021
Death,2014,Place of Residence,San Bernardino,25 - 29 years,147,06/10/2021
Death,2014,Place of Residence,San Bernardino,30 - 34 years,155,06/10/2021
Death,2014,Place of Residence,San Bernardino,35 - 39 years,196,06/10/2021
Death,2014,Place of Residence,San Bernardino,40 - 44 years,260,06/10/2021
Death,2014,Place of Residence,San Bernardino,45 - 49 years,392,06/10/2021
Death,2014,Place of Residence,San Bernardino,50 - 54 years,692,06/10/2021
Death,2014,Place of Residence,San Bernardino,55 - 59 years,954,06/10/2021
Death,2014,Place of Residence,San Bernardino,60 - 64 years,1137,06/10/2021
Death,2014,Place of Residence,San Bernardino,65 - 69 years,1255,06/10/2021
Death,2014,Place of Residence,San Bernardino,70 - 74 years,1234,06/10/2021
Death,2014,Place of Residence,San Bernardino,75 - 79 years,1347,06/10/2021
Death,2014,Place of Residence,San Bernardino,80 - 84 years,1557,06/10/2021
Death,2014,Place of Residence,San Bernardino,85 - 89 years,1564,06/10/2021
Death,2014,Place of Residence,San Bernardino,90 - 94 years,1096,06/10/2021
Death,2014,Place of Residence,San Bernardino,95 - 99 years,410,06/10/2021
Death,2014,Place of Residence,San Bernardino,100 years and over,84,06/10/2021
Death,2014,Place of Residence,San Diego,Less than 1 year,169,06/10/2021
Death,2014,Place of Residence,San Diego,1 - 4 years,27,06/10/2021
Death,2014,Place of Residence,San Diego,5 - 9 years,18,06/10/2021
Death,2014,Place of Residence,San Diego,10 - 14 years,12,06/10/2021
Death,2014,Place of Residence,San Diego,15 - 19 years,46,06/10/2021
Death,2014,Place of Residence,San Diego,20 - 24 years,150,06/10/2021
Death,2014,Place of Residence,San Diego,25 - 29 years,175,06/10/2021
Death,2014,Place of Residence,San Diego,30 - 34 years,166,06/10/2021
Death,2014,Place of Residence,San Diego,35 - 39 years,197,06/10/2021
Death,2014,Place of Residence,San Diego,40 - 44 years,295,06/10/2021
Death,2014,Place of Residence,San Diego,45 - 49 years,478,06/10/2021
Death,2014,Place of Residence,San Diego,50 - 54 years,782,06/10/2021
Death,2014,Place of Residence,San Diego,55 - 59 years,1089,06/10/2021
Death,2014,Place of Residence,San Diego,60 - 64 years,1315,06/10/2021
Death,2014,Place of Residence,San Diego,65 - 69 years,1477,06/10/2021
Death,2014,Place of Residence,San Diego,70 - 74 years,1606,06/10/2021
Death,2014,Place of Residence,San Diego,75 - 79 years,1977,06/10/2021
Death,2014,Place of Residence,San Diego,80 - 84 years,2663,06/10/2021
Death,2014,Place of Residence,San Diego,85 - 89 years,3155,06/10/2021
Death,2014,Place of Residence,San Diego,90 - 94 years,2822,06/10/2021
Death,2014,Place of Residence,San Diego,95 - 99 years,1119,06/10/2021
Death,2014,Place of Residence,San Diego,100 years and over,235,06/10/2021
Death,2014,Place of Residence,San Francisco,Less than 1 year,23,06/10/2021
Death,2014,Place of Residence,San Francisco,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,20 - 24 years,30,06/10/2021
Death,2014,Place of Residence,San Francisco,25 - 29 years,33,06/10/2021
Death,2014,Place of Residence,San Francisco,30 - 34 years,52,06/10/2021
Death,2014,Place of Residence,San Francisco,35 - 39 years,50,06/10/2021
Death,2014,Place of Residence,San Francisco,40 - 44 years,94,06/10/2021
Death,2014,Place of Residence,San Francisco,45 - 49 years,149,06/10/2021
Death,2014,Place of Residence,San Francisco,50 - 54 years,214,06/10/2021
Death,2014,Place of Residence,San Francisco,55 - 59 years,296,06/10/2021
Death,2014,Place of Residence,San Francisco,60 - 64 years,430,06/10/2021
Death,2014,Place of Residence,San Francisco,65 - 69 years,422,06/10/2021
Death,2014,Place of Residence,San Francisco,70 - 74 years,410,06/10/2021
Death,2014,Place of Residence,San Francisco,75 - 79 years,480,06/10/2021
Death,2014,Place of Residence,San Francisco,80 - 84 years,646,06/10/2021
Death,2014,Place of Residence,San Francisco,85 - 89 years,868,06/10/2021
Death,2014,Place of Residence,San Francisco,90 - 94 years,729,06/10/2021
Death,2014,Place of Residence,San Francisco,95 - 99 years,346,06/10/2021
Death,2014,Place of Residence,San Francisco,100 years and over,104,06/10/2021
Death,2014,Place of Residence,San Joaquin,Less than 1 year,61,06/10/2021
Death,2014,Place of Residence,San Joaquin,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,10 - 14 years,12,06/10/2021
Death,2014,Place of Residence,San Joaquin,15 - 19 years,39,06/10/2021
Death,2014,Place of Residence,San Joaquin,20 - 24 years,45,06/10/2021
Death,2014,Place of Residence,San Joaquin,25 - 29 years,57,06/10/2021
Death,2014,Place of Residence,San Joaquin,30 - 34 years,59,06/10/2021
Death,2014,Place of Residence,San Joaquin,35 - 39 years,62,06/10/2021
Death,2014,Place of Residence,San Joaquin,40 - 44 years,95,06/10/2021
Death,2014,Place of Residence,San Joaquin,45 - 49 years,173,06/10/2021
Death,2014,Place of Residence,San Joaquin,50 - 54 years,266,06/10/2021
Death,2014,Place of Residence,San Joaquin,55 - 59 years,366,06/10/2021
Death,2014,Place of Residence,San Joaquin,60 - 64 years,412,06/10/2021
Death,2014,Place of Residence,San Joaquin,65 - 69 years,439,06/10/2021
Death,2014,Place of Residence,San Joaquin,70 - 74 years,481,06/10/2021
Death,2014,Place of Residence,San Joaquin,75 - 79 years,551,06/10/2021
Death,2014,Place of Residence,San Joaquin,80 - 84 years,581,06/10/2021
Death,2014,Place of Residence,San Joaquin,85 - 89 years,693,06/10/2021
Death,2014,Place of Residence,San Joaquin,90 - 94 years,584,06/10/2021
Death,2014,Place of Residence,San Joaquin,95 - 99 years,217,06/10/2021
Death,2014,Place of Residence,San Joaquin,100 years and over,42,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,Less than 1 year,13,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,20 - 24 years,15,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,30 - 34 years,19,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,35 - 39 years,16,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,40 - 44 years,31,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,45 - 49 years,48,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,50 - 54 years,81,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,55 - 59 years,98,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,60 - 64 years,140,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,65 - 69 years,190,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,70 - 74 years,192,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,75 - 79 years,190,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,80 - 84 years,286,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,85 - 89 years,388,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,90 - 94 years,358,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,95 - 99 years,153,06/10/2021
Death,2014,Place of Residence,San Luis Obispo,100 years and over,27,06/10/2021
Death,2014,Place of Residence,San Mateo,Less than 1 year,26,06/10/2021
Death,2014,Place of Residence,San Mateo,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,San Mateo,5 - 9 years,<11,06/10/2021
