Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths,Last_Data_Refresh
Death,2015,Place of Residence,Tuolumne,30 - 34 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,35 - 39 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,35 - 39 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,35 - 39 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,35 - 39 years,Never Married,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,35 - 39 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,40 - 44 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,40 - 44 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,40 - 44 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,40 - 44 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,40 - 44 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,45 - 49 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,45 - 49 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,45 - 49 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,45 - 49 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,45 - 49 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,50 - 54 years,Married (including SRDP),14,06/10/2021
Death,2015,Place of Residence,Tuolumne,50 - 54 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,50 - 54 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,50 - 54 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,50 - 54 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,55 - 59 years,Married (including SRDP),15,06/10/2021
Death,2015,Place of Residence,Tuolumne,55 - 59 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,55 - 59 years,Divorced,13,06/10/2021
Death,2015,Place of Residence,Tuolumne,55 - 59 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,55 - 59 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,60 - 64 years,Married (including SRDP),17,06/10/2021
Death,2015,Place of Residence,Tuolumne,60 - 64 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,60 - 64 years,Divorced,25,06/10/2021
Death,2015,Place of Residence,Tuolumne,60 - 64 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,60 - 64 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,65 - 69 years,Married (including SRDP),29,06/10/2021
Death,2015,Place of Residence,Tuolumne,65 - 69 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,65 - 69 years,Divorced,16,06/10/2021
Death,2015,Place of Residence,Tuolumne,65 - 69 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,65 - 69 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,70 - 74 years,Married (including SRDP),27,06/10/2021
Death,2015,Place of Residence,Tuolumne,70 - 74 years,Widowed,13,06/10/2021
Death,2015,Place of Residence,Tuolumne,70 - 74 years,Divorced,20,06/10/2021
Death,2015,Place of Residence,Tuolumne,70 - 74 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,70 - 74 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,75 - 79 years,Married (including SRDP),41,06/10/2021
Death,2015,Place of Residence,Tuolumne,75 - 79 years,Widowed,15,06/10/2021
Death,2015,Place of Residence,Tuolumne,75 - 79 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,75 - 79 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,75 - 79 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,80 - 84 years,Married (including SRDP),48,06/10/2021
Death,2015,Place of Residence,Tuolumne,80 - 84 years,Widowed,36,06/10/2021
Death,2015,Place of Residence,Tuolumne,80 - 84 years,Divorced,11,06/10/2021
Death,2015,Place of Residence,Tuolumne,80 - 84 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,80 - 84 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,85 - 89 years,Married (including SRDP),41,06/10/2021
Death,2015,Place of Residence,Tuolumne,85 - 89 years,Widowed,55,06/10/2021
Death,2015,Place of Residence,Tuolumne,85 - 89 years,Divorced,11,06/10/2021
Death,2015,Place of Residence,Tuolumne,85 - 89 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,85 - 89 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,90 - 94 years,Married (including SRDP),20,06/10/2021
Death,2015,Place of Residence,Tuolumne,90 - 94 years,Widowed,48,06/10/2021
Death,2015,Place of Residence,Tuolumne,90 - 94 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,90 - 94 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,90 - 94 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,95 - 99 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,95 - 99 years,Widowed,27,06/10/2021
Death,2015,Place of Residence,Tuolumne,95 - 99 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,95 - 99 years,Never Married,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,95 - 99 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,100 years and over,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Tuolumne,100 years and over,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Tuolumne,100 years and over,Divorced,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,100 years and over,Never Married,0,06/10/2021
Death,2015,Place of Residence,Tuolumne,100 years and over,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Ventura,Less than 1 year,Widowed,0,06/10/2021
Death,2015,Place of Residence,Ventura,Less than 1 year,Divorced,0,06/10/2021
Death,2015,Place of Residence,Ventura,Less than 1 year,Never Married,50,06/10/2021
Death,2015,Place of Residence,Ventura,Less than 1 year,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Ventura,1 - 4 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Ventura,1 - 4 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Ventura,1 - 4 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Ventura,1 - 4 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Ventura,5 - 9 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Ventura,5 - 9 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Ventura,5 - 9 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Ventura,5 - 9 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Ventura,10 - 14 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Ventura,10 - 14 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Ventura,10 - 14 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Ventura,10 - 14 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Ventura,15 - 19 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Ventura,15 - 19 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Ventura,15 - 19 years,Never Married,29,06/10/2021
Death,2015,Place of Residence,Ventura,15 - 19 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,20 - 24 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Ventura,20 - 24 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Ventura,20 - 24 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Ventura,20 - 24 years,Never Married,32,06/10/2021
Death,2015,Place of Residence,Ventura,20 - 24 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,25 - 29 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Ventura,25 - 29 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Ventura,25 - 29 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Ventura,25 - 29 years,Never Married,40,06/10/2021
Death,2015,Place of Residence,Ventura,25 - 29 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,30 - 34 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Ventura,30 - 34 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Ventura,30 - 34 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Ventura,30 - 34 years,Never Married,32,06/10/2021
Death,2015,Place of Residence,Ventura,30 - 34 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,35 - 39 years,Married (including SRDP),22,06/10/2021
Death,2015,Place of Residence,Ventura,35 - 39 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Ventura,35 - 39 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Ventura,35 - 39 years,Never Married,32,06/10/2021
Death,2015,Place of Residence,Ventura,35 - 39 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,40 - 44 years,Married (including SRDP),37,06/10/2021
Death,2015,Place of Residence,Ventura,40 - 44 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Ventura,40 - 44 years,Divorced,19,06/10/2021
Death,2015,Place of Residence,Ventura,40 - 44 years,Never Married,28,06/10/2021
Death,2015,Place of Residence,Ventura,40 - 44 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,45 - 49 years,Married (including SRDP),61,06/10/2021
Death,2015,Place of Residence,Ventura,45 - 49 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Ventura,45 - 49 years,Divorced,25,06/10/2021
Death,2015,Place of Residence,Ventura,45 - 49 years,Never Married,44,06/10/2021
Death,2015,Place of Residence,Ventura,45 - 49 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,50 - 54 years,Married (including SRDP),71,06/10/2021
Death,2015,Place of Residence,Ventura,50 - 54 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Ventura,50 - 54 years,Divorced,59,06/10/2021
Death,2015,Place of Residence,Ventura,50 - 54 years,Never Married,47,06/10/2021
Death,2015,Place of Residence,Ventura,50 - 54 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,55 - 59 years,Married (including SRDP),132,06/10/2021
Death,2015,Place of Residence,Ventura,55 - 59 years,Widowed,13,06/10/2021
Death,2015,Place of Residence,Ventura,55 - 59 years,Divorced,75,06/10/2021
Death,2015,Place of Residence,Ventura,55 - 59 years,Never Married,57,06/10/2021
Death,2015,Place of Residence,Ventura,55 - 59 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,60 - 64 years,Married (including SRDP),166,06/10/2021
Death,2015,Place of Residence,Ventura,60 - 64 years,Widowed,20,06/10/2021
Death,2015,Place of Residence,Ventura,60 - 64 years,Divorced,101,06/10/2021
Death,2015,Place of Residence,Ventura,60 - 64 years,Never Married,54,06/10/2021
Death,2015,Place of Residence,Ventura,60 - 64 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,65 - 69 years,Married (including SRDP),226,06/10/2021
Death,2015,Place of Residence,Ventura,65 - 69 years,Widowed,48,06/10/2021
Death,2015,Place of Residence,Ventura,65 - 69 years,Divorced,104,06/10/2021
Death,2015,Place of Residence,Ventura,65 - 69 years,Never Married,44,06/10/2021
Death,2015,Place of Residence,Ventura,65 - 69 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,70 - 74 years,Married (including SRDP),263,06/10/2021
Death,2015,Place of Residence,Ventura,70 - 74 years,Widowed,95,06/10/2021
Death,2015,Place of Residence,Ventura,70 - 74 years,Divorced,118,06/10/2021
Death,2015,Place of Residence,Ventura,70 - 74 years,Never Married,23,06/10/2021
Death,2015,Place of Residence,Ventura,70 - 74 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,75 - 79 years,Married (including SRDP),295,06/10/2021
Death,2015,Place of Residence,Ventura,75 - 79 years,Widowed,130,06/10/2021
Death,2015,Place of Residence,Ventura,75 - 79 years,Divorced,119,06/10/2021
Death,2015,Place of Residence,Ventura,75 - 79 years,Never Married,29,06/10/2021
Death,2015,Place of Residence,Ventura,75 - 79 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,80 - 84 years,Married (including SRDP),348,06/10/2021
Death,2015,Place of Residence,Ventura,80 - 84 years,Widowed,266,06/10/2021
Death,2015,Place of Residence,Ventura,80 - 84 years,Divorced,114,06/10/2021
Death,2015,Place of Residence,Ventura,80 - 84 years,Never Married,26,06/10/2021
Death,2015,Place of Residence,Ventura,80 - 84 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,85 - 89 years,Married (including SRDP),297,06/10/2021
Death,2015,Place of Residence,Ventura,85 - 89 years,Widowed,465,06/10/2021
Death,2015,Place of Residence,Ventura,85 - 89 years,Divorced,94,06/10/2021
Death,2015,Place of Residence,Ventura,85 - 89 years,Never Married,32,06/10/2021
Death,2015,Place of Residence,Ventura,85 - 89 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Ventura,90 - 94 years,Married (including SRDP),190,06/10/2021
Death,2015,Place of Residence,Ventura,90 - 94 years,Widowed,542,06/10/2021
Death,2015,Place of Residence,Ventura,90 - 94 years,Divorced,62,06/10/2021
Death,2015,Place of Residence,Ventura,90 - 94 years,Never Married,23,06/10/2021
Death,2015,Place of Residence,Ventura,90 - 94 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,95 - 99 years,Married (including SRDP),37,06/10/2021
Death,2015,Place of Residence,Ventura,95 - 99 years,Widowed,262,06/10/2021
Death,2015,Place of Residence,Ventura,95 - 99 years,Divorced,17,06/10/2021
Death,2015,Place of Residence,Ventura,95 - 99 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Ventura,95 - 99 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Ventura,100 years and over,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Ventura,100 years and over,Widowed,75,06/10/2021
Death,2015,Place of Residence,Ventura,100 years and over,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Ventura,100 years and over,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Ventura,100 years and over,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yolo,Less than 1 year,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,Less than 1 year,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yolo,Less than 1 year,Never Married,21,06/10/2021
Death,2015,Place of Residence,Yolo,Less than 1 year,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yolo,1 - 4 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,1 - 4 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yolo,1 - 4 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,1 - 4 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yolo,5 - 9 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,5 - 9 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yolo,5 - 9 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,5 - 9 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yolo,10 - 14 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,10 - 14 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yolo,10 - 14 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,10 - 14 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yolo,15 - 19 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,15 - 19 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yolo,15 - 19 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,15 - 19 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,20 - 24 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yolo,20 - 24 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,20 - 24 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yolo,20 - 24 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,20 - 24 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,25 - 29 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yolo,25 - 29 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,25 - 29 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yolo,25 - 29 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,25 - 29 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,30 - 34 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yolo,30 - 34 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,30 - 34 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yolo,30 - 34 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,30 - 34 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,35 - 39 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yolo,35 - 39 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,35 - 39 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yolo,35 - 39 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,35 - 39 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,40 - 44 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yolo,40 - 44 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yolo,40 - 44 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yolo,40 - 44 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,40 - 44 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,45 - 49 years,Married (including SRDP),16,06/10/2021
Death,2015,Place of Residence,Yolo,45 - 49 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Yolo,45 - 49 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yolo,45 - 49 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,45 - 49 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,50 - 54 years,Married (including SRDP),17,06/10/2021
Death,2015,Place of Residence,Yolo,50 - 54 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Yolo,50 - 54 years,Divorced,20,06/10/2021
Death,2015,Place of Residence,Yolo,50 - 54 years,Never Married,13,06/10/2021
Death,2015,Place of Residence,Yolo,50 - 54 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,55 - 59 years,Married (including SRDP),28,06/10/2021
Death,2015,Place of Residence,Yolo,55 - 59 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Yolo,55 - 59 years,Divorced,21,06/10/2021
Death,2015,Place of Residence,Yolo,55 - 59 years,Never Married,11,06/10/2021
Death,2015,Place of Residence,Yolo,55 - 59 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,60 - 64 years,Married (including SRDP),43,06/10/2021
Death,2015,Place of Residence,Yolo,60 - 64 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Yolo,60 - 64 years,Divorced,38,06/10/2021
Death,2015,Place of Residence,Yolo,60 - 64 years,Never Married,11,06/10/2021
Death,2015,Place of Residence,Yolo,60 - 64 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,65 - 69 years,Married (including SRDP),48,06/10/2021
Death,2015,Place of Residence,Yolo,65 - 69 years,Widowed,18,06/10/2021
Death,2015,Place of Residence,Yolo,65 - 69 years,Divorced,47,06/10/2021
Death,2015,Place of Residence,Yolo,65 - 69 years,Never Married,14,06/10/2021
Death,2015,Place of Residence,Yolo,65 - 69 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,70 - 74 years,Married (including SRDP),65,06/10/2021
Death,2015,Place of Residence,Yolo,70 - 74 years,Widowed,14,06/10/2021
Death,2015,Place of Residence,Yolo,70 - 74 years,Divorced,33,06/10/2021
Death,2015,Place of Residence,Yolo,70 - 74 years,Never Married,11,06/10/2021
Death,2015,Place of Residence,Yolo,70 - 74 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,75 - 79 years,Married (including SRDP),60,06/10/2021
Death,2015,Place of Residence,Yolo,75 - 79 years,Widowed,23,06/10/2021
Death,2015,Place of Residence,Yolo,75 - 79 years,Divorced,26,06/10/2021
Death,2015,Place of Residence,Yolo,75 - 79 years,Never Married,11,06/10/2021
Death,2015,Place of Residence,Yolo,75 - 79 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,80 - 84 years,Married (including SRDP),59,06/10/2021
Death,2015,Place of Residence,Yolo,80 - 84 years,Widowed,65,06/10/2021
Death,2015,Place of Residence,Yolo,80 - 84 years,Divorced,25,06/10/2021
Death,2015,Place of Residence,Yolo,80 - 84 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,80 - 84 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yolo,85 - 89 years,Married (including SRDP),57,06/10/2021
Death,2015,Place of Residence,Yolo,85 - 89 years,Widowed,97,06/10/2021
Death,2015,Place of Residence,Yolo,85 - 89 years,Divorced,21,06/10/2021
Death,2015,Place of Residence,Yolo,85 - 89 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,85 - 89 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,90 - 94 years,Married (including SRDP),40,06/10/2021
Death,2015,Place of Residence,Yolo,90 - 94 years,Widowed,99,06/10/2021
Death,2015,Place of Residence,Yolo,90 - 94 years,Divorced,22,06/10/2021
Death,2015,Place of Residence,Yolo,90 - 94 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,90 - 94 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,95 - 99 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yolo,95 - 99 years,Widowed,55,06/10/2021
Death,2015,Place of Residence,Yolo,95 - 99 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yolo,95 - 99 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yolo,95 - 99 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yolo,100 years and over,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yolo,100 years and over,Widowed,11,06/10/2021
Death,2015,Place of Residence,Yolo,100 years and over,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yolo,100 years and over,Never Married,0,06/10/2021
Death,2015,Place of Residence,Yolo,100 years and over,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yuba,Less than 1 year,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,Less than 1 year,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yuba,Less than 1 year,Never Married,12,06/10/2021
Death,2015,Place of Residence,Yuba,Less than 1 year,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yuba,1 - 4 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,1 - 4 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yuba,1 - 4 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,1 - 4 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yuba,5 - 9 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,5 - 9 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yuba,5 - 9 years,Never Married,0,06/10/2021
Death,2015,Place of Residence,Yuba,5 - 9 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yuba,10 - 14 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,10 - 14 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yuba,10 - 14 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,10 - 14 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yuba,15 - 19 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,15 - 19 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yuba,15 - 19 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,15 - 19 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,20 - 24 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yuba,20 - 24 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,20 - 24 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yuba,20 - 24 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,20 - 24 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,25 - 29 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yuba,25 - 29 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,25 - 29 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,25 - 29 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,25 - 29 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,30 - 34 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yuba,30 - 34 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,30 - 34 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,30 - 34 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,30 - 34 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,35 - 39 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yuba,35 - 39 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,35 - 39 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,35 - 39 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,35 - 39 years,Unknown,0,06/10/2021
