Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths,Last_Data_Refresh
Death,2015,Place of Residence,Yuba,40 - 44 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yuba,40 - 44 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,40 - 44 years,Divorced,0,06/10/2021
Death,2015,Place of Residence,Yuba,40 - 44 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,40 - 44 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,45 - 49 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yuba,45 - 49 years,Widowed,0,06/10/2021
Death,2015,Place of Residence,Yuba,45 - 49 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,45 - 49 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,45 - 49 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,50 - 54 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yuba,50 - 54 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Yuba,50 - 54 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,50 - 54 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,50 - 54 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,55 - 59 years,Married (including SRDP),<11,06/10/2021
Death,2015,Place of Residence,Yuba,55 - 59 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Yuba,55 - 59 years,Divorced,21,06/10/2021
Death,2015,Place of Residence,Yuba,55 - 59 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,55 - 59 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yuba,60 - 64 years,Married (including SRDP),25,06/10/2021
Death,2015,Place of Residence,Yuba,60 - 64 years,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Yuba,60 - 64 years,Divorced,23,06/10/2021
Death,2015,Place of Residence,Yuba,60 - 64 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,60 - 64 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yuba,65 - 69 years,Married (including SRDP),28,06/10/2021
Death,2015,Place of Residence,Yuba,65 - 69 years,Widowed,13,06/10/2021
Death,2015,Place of Residence,Yuba,65 - 69 years,Divorced,23,06/10/2021
Death,2015,Place of Residence,Yuba,65 - 69 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,65 - 69 years,Unknown,<11,06/10/2021
Death,2015,Place of Residence,Yuba,70 - 74 years,Married (including SRDP),26,06/10/2021
Death,2015,Place of Residence,Yuba,70 - 74 years,Widowed,16,06/10/2021
Death,2015,Place of Residence,Yuba,70 - 74 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,70 - 74 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,70 - 74 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,75 - 79 years,Married (including SRDP),35,06/10/2021
Death,2015,Place of Residence,Yuba,75 - 79 years,Widowed,20,06/10/2021
Death,2015,Place of Residence,Yuba,75 - 79 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,75 - 79 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,75 - 79 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,80 - 84 years,Married (including SRDP),26,06/10/2021
Death,2015,Place of Residence,Yuba,80 - 84 years,Widowed,32,06/10/2021
Death,2015,Place of Residence,Yuba,80 - 84 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,80 - 84 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,80 - 84 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,85 - 89 years,Married (including SRDP),21,06/10/2021
Death,2015,Place of Residence,Yuba,85 - 89 years,Widowed,39,06/10/2021
Death,2015,Place of Residence,Yuba,85 - 89 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,85 - 89 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,85 - 89 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,90 - 94 years,Married (including SRDP),17,06/10/2021
Death,2015,Place of Residence,Yuba,90 - 94 years,Widowed,30,06/10/2021
Death,2015,Place of Residence,Yuba,90 - 94 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,90 - 94 years,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,90 - 94 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,95 - 99 years,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yuba,95 - 99 years,Widowed,12,06/10/2021
Death,2015,Place of Residence,Yuba,95 - 99 years,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,95 - 99 years,Never Married,0,06/10/2021
Death,2015,Place of Residence,Yuba,95 - 99 years,Unknown,0,06/10/2021
Death,2015,Place of Residence,Yuba,100 years and over,Married (including SRDP),0,06/10/2021
Death,2015,Place of Residence,Yuba,100 years and over,Widowed,<11,06/10/2021
Death,2015,Place of Residence,Yuba,100 years and over,Divorced,<11,06/10/2021
Death,2015,Place of Residence,Yuba,100 years and over,Never Married,<11,06/10/2021
Death,2015,Place of Residence,Yuba,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alameda,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alameda,Less than 1 year,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,Less than 1 year,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alameda,Less than 1 year,Never Married,76,06/10/2021
Death,2014,Place of Residence,Alameda,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alameda,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alameda,1 - 4 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,1 - 4 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alameda,1 - 4 years,Never Married,11,06/10/2021
Death,2014,Place of Residence,Alameda,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alameda,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alameda,5 - 9 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,5 - 9 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alameda,5 - 9 years,Never Married,<11,06/10/2021
Death,2014,Place of Residence,Alameda,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alameda,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alameda,10 - 14 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,10 - 14 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alameda,10 - 14 years,Never Married,<11,06/10/2021
Death,2014,Place of Residence,Alameda,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alameda,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alameda,15 - 19 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,15 - 19 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alameda,15 - 19 years,Never Married,38,06/10/2021
Death,2014,Place of Residence,Alameda,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alameda,20 - 24 years,Married (including SRDP),<11,06/10/2021
Death,2014,Place of Residence,Alameda,20 - 24 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,20 - 24 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alameda,20 - 24 years,Never Married,83,06/10/2021
Death,2014,Place of Residence,Alameda,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alameda,25 - 29 years,Married (including SRDP),16,06/10/2021
Death,2014,Place of Residence,Alameda,25 - 29 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,25 - 29 years,Divorced,<11,06/10/2021
Death,2014,Place of Residence,Alameda,25 - 29 years,Never Married,77,06/10/2021
Death,2014,Place of Residence,Alameda,25 - 29 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,30 - 34 years,Married (including SRDP),27,06/10/2021
Death,2014,Place of Residence,Alameda,30 - 34 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,30 - 34 years,Divorced,<11,06/10/2021
Death,2014,Place of Residence,Alameda,30 - 34 years,Never Married,47,06/10/2021
Death,2014,Place of Residence,Alameda,30 - 34 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,35 - 39 years,Married (including SRDP),38,06/10/2021
Death,2014,Place of Residence,Alameda,35 - 39 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alameda,35 - 39 years,Divorced,<11,06/10/2021
Death,2014,Place of Residence,Alameda,35 - 39 years,Never Married,66,06/10/2021
Death,2014,Place of Residence,Alameda,35 - 39 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,40 - 44 years,Married (including SRDP),58,06/10/2021
Death,2014,Place of Residence,Alameda,40 - 44 years,Widowed,<11,06/10/2021
Death,2014,Place of Residence,Alameda,40 - 44 years,Divorced,29,06/10/2021
Death,2014,Place of Residence,Alameda,40 - 44 years,Never Married,60,06/10/2021
Death,2014,Place of Residence,Alameda,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alameda,45 - 49 years,Married (including SRDP),83,06/10/2021
Death,2014,Place of Residence,Alameda,45 - 49 years,Widowed,<11,06/10/2021
Death,2014,Place of Residence,Alameda,45 - 49 years,Divorced,42,06/10/2021
Death,2014,Place of Residence,Alameda,45 - 49 years,Never Married,85,06/10/2021
Death,2014,Place of Residence,Alameda,45 - 49 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,50 - 54 years,Married (including SRDP),128,06/10/2021
Death,2014,Place of Residence,Alameda,50 - 54 years,Widowed,14,06/10/2021
Death,2014,Place of Residence,Alameda,50 - 54 years,Divorced,76,06/10/2021
Death,2014,Place of Residence,Alameda,50 - 54 years,Never Married,111,06/10/2021
Death,2014,Place of Residence,Alameda,50 - 54 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,55 - 59 years,Married (including SRDP),230,06/10/2021
Death,2014,Place of Residence,Alameda,55 - 59 years,Widowed,38,06/10/2021
Death,2014,Place of Residence,Alameda,55 - 59 years,Divorced,145,06/10/2021
Death,2014,Place of Residence,Alameda,55 - 59 years,Never Married,154,06/10/2021
Death,2014,Place of Residence,Alameda,55 - 59 years,Unknown,12,06/10/2021
Death,2014,Place of Residence,Alameda,60 - 64 years,Married (including SRDP),291,06/10/2021
Death,2014,Place of Residence,Alameda,60 - 64 years,Widowed,60,06/10/2021
Death,2014,Place of Residence,Alameda,60 - 64 years,Divorced,188,06/10/2021
Death,2014,Place of Residence,Alameda,60 - 64 years,Never Married,161,06/10/2021
Death,2014,Place of Residence,Alameda,60 - 64 years,Unknown,15,06/10/2021
Death,2014,Place of Residence,Alameda,65 - 69 years,Married (including SRDP),379,06/10/2021
Death,2014,Place of Residence,Alameda,65 - 69 years,Widowed,85,06/10/2021
Death,2014,Place of Residence,Alameda,65 - 69 years,Divorced,201,06/10/2021
Death,2014,Place of Residence,Alameda,65 - 69 years,Never Married,121,06/10/2021
Death,2014,Place of Residence,Alameda,65 - 69 years,Unknown,21,06/10/2021
Death,2014,Place of Residence,Alameda,70 - 74 years,Married (including SRDP),350,06/10/2021
Death,2014,Place of Residence,Alameda,70 - 74 years,Widowed,162,06/10/2021
Death,2014,Place of Residence,Alameda,70 - 74 years,Divorced,182,06/10/2021
Death,2014,Place of Residence,Alameda,70 - 74 years,Never Married,99,06/10/2021
Death,2014,Place of Residence,Alameda,70 - 74 years,Unknown,18,06/10/2021
Death,2014,Place of Residence,Alameda,75 - 79 years,Married (including SRDP),397,06/10/2021
Death,2014,Place of Residence,Alameda,75 - 79 years,Widowed,261,06/10/2021
Death,2014,Place of Residence,Alameda,75 - 79 years,Divorced,160,06/10/2021
Death,2014,Place of Residence,Alameda,75 - 79 years,Never Married,83,06/10/2021
Death,2014,Place of Residence,Alameda,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,80 - 84 years,Married (including SRDP),456,06/10/2021
Death,2014,Place of Residence,Alameda,80 - 84 years,Widowed,423,06/10/2021
Death,2014,Place of Residence,Alameda,80 - 84 years,Divorced,157,06/10/2021
Death,2014,Place of Residence,Alameda,80 - 84 years,Never Married,61,06/10/2021
Death,2014,Place of Residence,Alameda,80 - 84 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,85 - 89 years,Married (including SRDP),417,06/10/2021
Death,2014,Place of Residence,Alameda,85 - 89 years,Widowed,693,06/10/2021
Death,2014,Place of Residence,Alameda,85 - 89 years,Divorced,162,06/10/2021
Death,2014,Place of Residence,Alameda,85 - 89 years,Never Married,68,06/10/2021
Death,2014,Place of Residence,Alameda,85 - 89 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,90 - 94 years,Married (including SRDP),299,06/10/2021
Death,2014,Place of Residence,Alameda,90 - 94 years,Widowed,844,06/10/2021
Death,2014,Place of Residence,Alameda,90 - 94 years,Divorced,99,06/10/2021
Death,2014,Place of Residence,Alameda,90 - 94 years,Never Married,45,06/10/2021
Death,2014,Place of Residence,Alameda,90 - 94 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,95 - 99 years,Married (including SRDP),59,06/10/2021
Death,2014,Place of Residence,Alameda,95 - 99 years,Widowed,389,06/10/2021
Death,2014,Place of Residence,Alameda,95 - 99 years,Divorced,30,06/10/2021
Death,2014,Place of Residence,Alameda,95 - 99 years,Never Married,20,06/10/2021
Death,2014,Place of Residence,Alameda,95 - 99 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Alameda,100 years and over,Married (including SRDP),<11,06/10/2021
Death,2014,Place of Residence,Alameda,100 years and over,Widowed,113,06/10/2021
Death,2014,Place of Residence,Alameda,100 years and over,Divorced,11,06/10/2021
Death,2014,Place of Residence,Alameda,100 years and over,Never Married,<11,06/10/2021
Death,2014,Place of Residence,Alameda,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,Less than 1 year,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,Less than 1 year,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,Less than 1 year,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,1 - 4 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,1 - 4 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,1 - 4 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,5 - 9 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,5 - 9 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,5 - 9 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,10 - 14 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,10 - 14 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,10 - 14 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,15 - 19 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,15 - 19 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,15 - 19 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,20 - 24 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,20 - 24 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,20 - 24 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,20 - 24 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,25 - 29 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,25 - 29 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,25 - 29 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,25 - 29 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,30 - 34 years,Married (including SRDP),<11,06/10/2021
Death,2014,Place of Residence,Alpine,30 - 34 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,30 - 34 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,30 - 34 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,35 - 39 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,35 - 39 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,35 - 39 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,35 - 39 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,40 - 44 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,40 - 44 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,40 - 44 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,40 - 44 years,Never Married,<11,06/10/2021
Death,2014,Place of Residence,Alpine,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,45 - 49 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,45 - 49 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,45 - 49 years,Divorced,<11,06/10/2021
Death,2014,Place of Residence,Alpine,45 - 49 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,50 - 54 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,50 - 54 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,50 - 54 years,Divorced,0,06/10/2021
Death,2014,Place of Residence,Alpine,50 - 54 years,Never Married,<11,06/10/2021
Death,2014,Place of Residence,Alpine,50 - 54 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,55 - 59 years,Married (including SRDP),0,06/10/2021
Death,2014,Place of Residence,Alpine,55 - 59 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,55 - 59 years,Divorced,<11,06/10/2021
Death,2014,Place of Residence,Alpine,55 - 59 years,Never Married,0,06/10/2021
Death,2014,Place of Residence,Alpine,55 - 59 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Alpine,60 - 64 years,Married (including SRDP),<11,06/10/2021
Death,2014,Place of Residence,Alpine,60 - 64 years,Widowed,0,06/10/2021
Death,2014,Place of Residence,Alpine,60 - 64 years,Divorced,0,06/10/2021
