Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Sex,Total_Deaths,Last_Data_Refresh
Death,2018,Place of Residence,Del Norte,90 - 94 years,Male,12,06/10/2021
Death,2018,Place of Residence,Del Norte,95 - 99 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,95 - 99 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,100 years and over,Female,<11,06/10/2021
Death,2018,Place of Residence,Del Norte,100 years and over,Male,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,Less than 1 year,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,Less than 1 year,Male,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,1 - 4 years,Female,0,06/10/2021
Death,2018,Place of Residence,El Dorado,1 - 4 years,Male,0,06/10/2021
Death,2018,Place of Residence,El Dorado,5 - 9 years,Female,0,06/10/2021
Death,2018,Place of Residence,El Dorado,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,El Dorado,10 - 14 years,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,El Dorado,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,15 - 19 years,Male,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,20 - 24 years,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,20 - 24 years,Male,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,25 - 29 years,Male,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,30 - 34 years,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,30 - 34 years,Male,12,06/10/2021
Death,2018,Place of Residence,El Dorado,35 - 39 years,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,35 - 39 years,Male,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,40 - 44 years,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,40 - 44 years,Male,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,45 - 49 years,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,45 - 49 years,Male,13,06/10/2021
Death,2018,Place of Residence,El Dorado,50 - 54 years,Female,13,06/10/2021
Death,2018,Place of Residence,El Dorado,50 - 54 years,Male,29,06/10/2021
Death,2018,Place of Residence,El Dorado,55 - 59 years,Female,26,06/10/2021
Death,2018,Place of Residence,El Dorado,55 - 59 years,Male,44,06/10/2021
Death,2018,Place of Residence,El Dorado,60 - 64 years,Female,42,06/10/2021
Death,2018,Place of Residence,El Dorado,60 - 64 years,Male,62,06/10/2021
Death,2018,Place of Residence,El Dorado,65 - 69 years,Female,54,06/10/2021
Death,2018,Place of Residence,El Dorado,65 - 69 years,Male,94,06/10/2021
Death,2018,Place of Residence,El Dorado,70 - 74 years,Female,83,06/10/2021
Death,2018,Place of Residence,El Dorado,70 - 74 years,Male,93,06/10/2021
Death,2018,Place of Residence,El Dorado,75 - 79 years,Female,89,06/10/2021
Death,2018,Place of Residence,El Dorado,75 - 79 years,Male,119,06/10/2021
Death,2018,Place of Residence,El Dorado,80 - 84 years,Female,88,06/10/2021
Death,2018,Place of Residence,El Dorado,80 - 84 years,Male,124,06/10/2021
Death,2018,Place of Residence,El Dorado,85 - 89 years,Female,133,06/10/2021
Death,2018,Place of Residence,El Dorado,85 - 89 years,Male,119,06/10/2021
Death,2018,Place of Residence,El Dorado,90 - 94 years,Female,112,06/10/2021
Death,2018,Place of Residence,El Dorado,90 - 94 years,Male,78,06/10/2021
Death,2018,Place of Residence,El Dorado,95 - 99 years,Female,66,06/10/2021
Death,2018,Place of Residence,El Dorado,95 - 99 years,Male,28,06/10/2021
Death,2018,Place of Residence,El Dorado,100 years and over,Female,<11,06/10/2021
Death,2018,Place of Residence,El Dorado,100 years and over,Male,<11,06/10/2021
Death,2018,Place of Residence,Fresno,Less than 1 year,Female,41,06/10/2021
Death,2018,Place of Residence,Fresno,Less than 1 year,Male,63,06/10/2021
Death,2018,Place of Residence,Fresno,1 - 4 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Fresno,1 - 4 years,Male,13,06/10/2021
Death,2018,Place of Residence,Fresno,5 - 9 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Fresno,5 - 9 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Fresno,10 - 14 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Fresno,10 - 14 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Fresno,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Fresno,15 - 19 years,Male,24,06/10/2021
Death,2018,Place of Residence,Fresno,20 - 24 years,Female,20,06/10/2021
Death,2018,Place of Residence,Fresno,20 - 24 years,Male,44,06/10/2021
Death,2018,Place of Residence,Fresno,25 - 29 years,Female,19,06/10/2021
Death,2018,Place of Residence,Fresno,25 - 29 years,Male,56,06/10/2021
Death,2018,Place of Residence,Fresno,30 - 34 years,Female,37,06/10/2021
Death,2018,Place of Residence,Fresno,30 - 34 years,Male,71,06/10/2021
Death,2018,Place of Residence,Fresno,35 - 39 years,Female,36,06/10/2021
Death,2018,Place of Residence,Fresno,35 - 39 years,Male,65,06/10/2021
Death,2018,Place of Residence,Fresno,40 - 44 years,Female,38,06/10/2021
Death,2018,Place of Residence,Fresno,40 - 44 years,Male,80,06/10/2021
Death,2018,Place of Residence,Fresno,45 - 49 years,Female,80,06/10/2021
Death,2018,Place of Residence,Fresno,45 - 49 years,Male,113,06/10/2021
Death,2018,Place of Residence,Fresno,50 - 54 years,Female,108,06/10/2021
Death,2018,Place of Residence,Fresno,50 - 54 years,Male,177,06/10/2021
Death,2018,Place of Residence,Fresno,55 - 59 years,Female,170,06/10/2021
Death,2018,Place of Residence,Fresno,55 - 59 years,Male,273,06/10/2021
Death,2018,Place of Residence,Fresno,60 - 64 years,Female,212,06/10/2021
Death,2018,Place of Residence,Fresno,60 - 64 years,Male,321,06/10/2021
Death,2018,Place of Residence,Fresno,65 - 69 years,Female,264,06/10/2021
Death,2018,Place of Residence,Fresno,65 - 69 years,Male,365,06/10/2021
Death,2018,Place of Residence,Fresno,70 - 74 years,Female,313,06/10/2021
Death,2018,Place of Residence,Fresno,70 - 74 years,Male,429,06/10/2021
Death,2018,Place of Residence,Fresno,75 - 79 years,Female,335,06/10/2021
Death,2018,Place of Residence,Fresno,75 - 79 years,Male,390,06/10/2021
Death,2018,Place of Residence,Fresno,80 - 84 years,Female,377,06/10/2021
Death,2018,Place of Residence,Fresno,80 - 84 years,Male,414,06/10/2021
Death,2018,Place of Residence,Fresno,85 - 89 years,Female,482,06/10/2021
Death,2018,Place of Residence,Fresno,85 - 89 years,Male,424,06/10/2021
Death,2018,Place of Residence,Fresno,90 - 94 years,Female,479,06/10/2021
Death,2018,Place of Residence,Fresno,90 - 94 years,Male,304,06/10/2021
Death,2018,Place of Residence,Fresno,95 - 99 years,Female,245,06/10/2021
Death,2018,Place of Residence,Fresno,95 - 99 years,Male,120,06/10/2021
Death,2018,Place of Residence,Fresno,100 years and over,Female,56,06/10/2021
Death,2018,Place of Residence,Fresno,100 years and over,Male,16,06/10/2021
Death,2018,Place of Residence,Glenn,Less than 1 year,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,Less than 1 year,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,1 - 4 years,Female,0,06/10/2021
Death,2018,Place of Residence,Glenn,1 - 4 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,5 - 9 years,Female,0,06/10/2021
Death,2018,Place of Residence,Glenn,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Glenn,10 - 14 years,Female,0,06/10/2021
Death,2018,Place of Residence,Glenn,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Glenn,15 - 19 years,Female,0,06/10/2021
Death,2018,Place of Residence,Glenn,15 - 19 years,Male,0,06/10/2021
Death,2018,Place of Residence,Glenn,20 - 24 years,Female,0,06/10/2021
Death,2018,Place of Residence,Glenn,20 - 24 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,25 - 29 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,30 - 34 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,30 - 34 years,Male,0,06/10/2021
Death,2018,Place of Residence,Glenn,35 - 39 years,Female,0,06/10/2021
Death,2018,Place of Residence,Glenn,35 - 39 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,40 - 44 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,40 - 44 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,45 - 49 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,45 - 49 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,50 - 54 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,50 - 54 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,55 - 59 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,55 - 59 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,60 - 64 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,60 - 64 years,Male,19,06/10/2021
Death,2018,Place of Residence,Glenn,65 - 69 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,65 - 69 years,Male,19,06/10/2021
Death,2018,Place of Residence,Glenn,70 - 74 years,Female,11,06/10/2021
Death,2018,Place of Residence,Glenn,70 - 74 years,Male,17,06/10/2021
Death,2018,Place of Residence,Glenn,75 - 79 years,Female,18,06/10/2021
Death,2018,Place of Residence,Glenn,75 - 79 years,Male,24,06/10/2021
Death,2018,Place of Residence,Glenn,80 - 84 years,Female,15,06/10/2021
Death,2018,Place of Residence,Glenn,80 - 84 years,Male,16,06/10/2021
Death,2018,Place of Residence,Glenn,85 - 89 years,Female,22,06/10/2021
Death,2018,Place of Residence,Glenn,85 - 89 years,Male,24,06/10/2021
Death,2018,Place of Residence,Glenn,90 - 94 years,Female,23,06/10/2021
Death,2018,Place of Residence,Glenn,90 - 94 years,Male,17,06/10/2021
Death,2018,Place of Residence,Glenn,95 - 99 years,Female,12,06/10/2021
Death,2018,Place of Residence,Glenn,95 - 99 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Glenn,100 years and over,Female,<11,06/10/2021
Death,2018,Place of Residence,Glenn,100 years and over,Male,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,Less than 1 year,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,Less than 1 year,Male,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,1 - 4 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,1 - 4 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,5 - 9 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Humboldt,10 - 14 years,Female,0,06/10/2021
Death,2018,Place of Residence,Humboldt,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Humboldt,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,15 - 19 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,20 - 24 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,20 - 24 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,25 - 29 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,30 - 34 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,30 - 34 years,Male,12,06/10/2021
Death,2018,Place of Residence,Humboldt,35 - 39 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,35 - 39 years,Male,14,06/10/2021
Death,2018,Place of Residence,Humboldt,40 - 44 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Humboldt,40 - 44 years,Male,16,06/10/2021
Death,2018,Place of Residence,Humboldt,45 - 49 years,Female,16,06/10/2021
Death,2018,Place of Residence,Humboldt,45 - 49 years,Male,24,06/10/2021
Death,2018,Place of Residence,Humboldt,50 - 54 years,Female,23,06/10/2021
Death,2018,Place of Residence,Humboldt,50 - 54 years,Male,35,06/10/2021
Death,2018,Place of Residence,Humboldt,55 - 59 years,Female,35,06/10/2021
Death,2018,Place of Residence,Humboldt,55 - 59 years,Male,46,06/10/2021
Death,2018,Place of Residence,Humboldt,60 - 64 years,Female,43,06/10/2021
Death,2018,Place of Residence,Humboldt,60 - 64 years,Male,61,06/10/2021
Death,2018,Place of Residence,Humboldt,65 - 69 years,Female,58,06/10/2021
Death,2018,Place of Residence,Humboldt,65 - 69 years,Male,88,06/10/2021
Death,2018,Place of Residence,Humboldt,70 - 74 years,Female,68,06/10/2021
Death,2018,Place of Residence,Humboldt,70 - 74 years,Male,81,06/10/2021
Death,2018,Place of Residence,Humboldt,75 - 79 years,Female,53,06/10/2021
Death,2018,Place of Residence,Humboldt,75 - 79 years,Male,84,06/10/2021
Death,2018,Place of Residence,Humboldt,80 - 84 years,Female,72,06/10/2021
Death,2018,Place of Residence,Humboldt,80 - 84 years,Male,86,06/10/2021
Death,2018,Place of Residence,Humboldt,85 - 89 years,Female,93,06/10/2021
Death,2018,Place of Residence,Humboldt,85 - 89 years,Male,62,06/10/2021
Death,2018,Place of Residence,Humboldt,90 - 94 years,Female,83,06/10/2021
Death,2018,Place of Residence,Humboldt,90 - 94 years,Male,73,06/10/2021
Death,2018,Place of Residence,Humboldt,95 - 99 years,Female,40,06/10/2021
Death,2018,Place of Residence,Humboldt,95 - 99 years,Male,14,06/10/2021
Death,2018,Place of Residence,Humboldt,100 years and over,Female,11,06/10/2021
Death,2018,Place of Residence,Humboldt,100 years and over,Male,<11,06/10/2021
Death,2018,Place of Residence,Imperial,Less than 1 year,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,Less than 1 year,Male,<11,06/10/2021
Death,2018,Place of Residence,Imperial,1 - 4 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,1 - 4 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Imperial,5 - 9 years,Female,0,06/10/2021
Death,2018,Place of Residence,Imperial,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Imperial,10 - 14 years,Female,0,06/10/2021
Death,2018,Place of Residence,Imperial,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Imperial,15 - 19 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,15 - 19 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Imperial,20 - 24 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,20 - 24 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Imperial,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,25 - 29 years,Male,13,06/10/2021
Death,2018,Place of Residence,Imperial,30 - 34 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,30 - 34 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Imperial,35 - 39 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,35 - 39 years,Male,13,06/10/2021
Death,2018,Place of Residence,Imperial,40 - 44 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,40 - 44 years,Male,15,06/10/2021
Death,2018,Place of Residence,Imperial,45 - 49 years,Female,11,06/10/2021
Death,2018,Place of Residence,Imperial,45 - 49 years,Male,20,06/10/2021
Death,2018,Place of Residence,Imperial,50 - 54 years,Female,16,06/10/2021
Death,2018,Place of Residence,Imperial,50 - 54 years,Male,33,06/10/2021
Death,2018,Place of Residence,Imperial,55 - 59 years,Female,21,06/10/2021
Death,2018,Place of Residence,Imperial,55 - 59 years,Male,43,06/10/2021
Death,2018,Place of Residence,Imperial,60 - 64 years,Female,39,06/10/2021
Death,2018,Place of Residence,Imperial,60 - 64 years,Male,72,06/10/2021
Death,2018,Place of Residence,Imperial,65 - 69 years,Female,45,06/10/2021
Death,2018,Place of Residence,Imperial,65 - 69 years,Male,65,06/10/2021
Death,2018,Place of Residence,Imperial,70 - 74 years,Female,41,06/10/2021
Death,2018,Place of Residence,Imperial,70 - 74 years,Male,63,06/10/2021
Death,2018,Place of Residence,Imperial,75 - 79 years,Female,43,06/10/2021
Death,2018,Place of Residence,Imperial,75 - 79 years,Male,78,06/10/2021
Death,2018,Place of Residence,Imperial,80 - 84 years,Female,58,06/10/2021
Death,2018,Place of Residence,Imperial,80 - 84 years,Male,79,06/10/2021
Death,2018,Place of Residence,Imperial,85 - 89 years,Female,70,06/10/2021
Death,2018,Place of Residence,Imperial,85 - 89 years,Male,77,06/10/2021
Death,2018,Place of Residence,Imperial,90 - 94 years,Female,73,06/10/2021
Death,2018,Place of Residence,Imperial,90 - 94 years,Male,58,06/10/2021
Death,2018,Place of Residence,Imperial,95 - 99 years,Female,45,06/10/2021
Death,2018,Place of Residence,Imperial,95 - 99 years,Male,18,06/10/2021
Death,2018,Place of Residence,Imperial,100 years and over,Female,<11,06/10/2021
Death,2018,Place of Residence,Imperial,100 years and over,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,Less than 1 year,Female,0,06/10/2021
Death,2018,Place of Residence,Inyo,Less than 1 year,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,1 - 4 years,Female,0,06/10/2021
Death,2018,Place of Residence,Inyo,1 - 4 years,Male,0,06/10/2021
Death,2018,Place of Residence,Inyo,5 - 9 years,Female,0,06/10/2021
Death,2018,Place of Residence,Inyo,5 - 9 years,Male,0,06/10/2021
Death,2018,Place of Residence,Inyo,10 - 14 years,Female,0,06/10/2021
Death,2018,Place of Residence,Inyo,10 - 14 years,Male,0,06/10/2021
Death,2018,Place of Residence,Inyo,15 - 19 years,Female,0,06/10/2021
Death,2018,Place of Residence,Inyo,15 - 19 years,Male,0,06/10/2021
Death,2018,Place of Residence,Inyo,20 - 24 years,Female,0,06/10/2021
Death,2018,Place of Residence,Inyo,20 - 24 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,25 - 29 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,25 - 29 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,30 - 34 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,30 - 34 years,Male,0,06/10/2021
Death,2018,Place of Residence,Inyo,35 - 39 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,35 - 39 years,Male,0,06/10/2021
Death,2018,Place of Residence,Inyo,40 - 44 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,40 - 44 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,45 - 49 years,Female,0,06/10/2021
Death,2018,Place of Residence,Inyo,45 - 49 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,50 - 54 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,50 - 54 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,55 - 59 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,55 - 59 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,60 - 64 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,60 - 64 years,Male,<11,06/10/2021
Death,2018,Place of Residence,Inyo,65 - 69 years,Female,13,06/10/2021
Death,2018,Place of Residence,Inyo,65 - 69 years,Male,13,06/10/2021
Death,2018,Place of Residence,Inyo,70 - 74 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,70 - 74 years,Male,15,06/10/2021
Death,2018,Place of Residence,Inyo,75 - 79 years,Female,<11,06/10/2021
Death,2018,Place of Residence,Inyo,75 - 79 years,Male,<11,06/10/2021
