Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Sex,Total_Deaths,Last_Data_Refresh
Death,2014,Place of Residence,Mono,5 - 9 years,Female,0,06/10/2021
Death,2014,Place of Residence,Mono,5 - 9 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,10 - 14 years,Female,0,06/10/2021
Death,2014,Place of Residence,Mono,10 - 14 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,15 - 19 years,Female,0,06/10/2021
Death,2014,Place of Residence,Mono,15 - 19 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,20 - 24 years,Female,0,06/10/2021
Death,2014,Place of Residence,Mono,20 - 24 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,25 - 29 years,Female,0,06/10/2021
Death,2014,Place of Residence,Mono,25 - 29 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Mono,30 - 34 years,Female,0,06/10/2021
Death,2014,Place of Residence,Mono,30 - 34 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,35 - 39 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,35 - 39 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,40 - 44 years,Female,0,06/10/2021
Death,2014,Place of Residence,Mono,40 - 44 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,45 - 49 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,45 - 49 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,50 - 54 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,50 - 54 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Mono,55 - 59 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,55 - 59 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Mono,60 - 64 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,60 - 64 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Mono,65 - 69 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,65 - 69 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Mono,70 - 74 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,70 - 74 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,75 - 79 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,75 - 79 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,80 - 84 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,80 - 84 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Mono,85 - 89 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,85 - 89 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Mono,90 - 94 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,90 - 94 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Mono,95 - 99 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Mono,95 - 99 years,Male,0,06/10/2021
Death,2014,Place of Residence,Mono,100 years and over,Female,0,06/10/2021
Death,2014,Place of Residence,Mono,100 years and over,Male,0,06/10/2021
Death,2014,Place of Residence,Monterey,Less than 1 year,Female,19,06/10/2021
Death,2014,Place of Residence,Monterey,Less than 1 year,Male,12,06/10/2021
Death,2014,Place of Residence,Monterey,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Monterey,1 - 4 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Monterey,5 - 9 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Monterey,5 - 9 years,Male,0,06/10/2021
Death,2014,Place of Residence,Monterey,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Monterey,10 - 14 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Monterey,15 - 19 years,Female,0,06/10/2021
Death,2014,Place of Residence,Monterey,15 - 19 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Monterey,20 - 24 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Monterey,20 - 24 years,Male,17,06/10/2021
Death,2014,Place of Residence,Monterey,25 - 29 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Monterey,25 - 29 years,Male,24,06/10/2021
Death,2014,Place of Residence,Monterey,30 - 34 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Monterey,30 - 34 years,Male,22,06/10/2021
Death,2014,Place of Residence,Monterey,35 - 39 years,Female,12,06/10/2021
Death,2014,Place of Residence,Monterey,35 - 39 years,Male,23,06/10/2021
Death,2014,Place of Residence,Monterey,40 - 44 years,Female,11,06/10/2021
Death,2014,Place of Residence,Monterey,40 - 44 years,Male,17,06/10/2021
Death,2014,Place of Residence,Monterey,45 - 49 years,Female,22,06/10/2021
Death,2014,Place of Residence,Monterey,45 - 49 years,Male,39,06/10/2021
Death,2014,Place of Residence,Monterey,50 - 54 years,Female,36,06/10/2021
Death,2014,Place of Residence,Monterey,50 - 54 years,Male,60,06/10/2021
Death,2014,Place of Residence,Monterey,55 - 59 years,Female,49,06/10/2021
Death,2014,Place of Residence,Monterey,55 - 59 years,Male,76,06/10/2021
Death,2014,Place of Residence,Monterey,60 - 64 years,Female,59,06/10/2021
Death,2014,Place of Residence,Monterey,60 - 64 years,Male,100,06/10/2021
Death,2014,Place of Residence,Monterey,65 - 69 years,Female,78,06/10/2021
Death,2014,Place of Residence,Monterey,65 - 69 years,Male,85,06/10/2021
Death,2014,Place of Residence,Monterey,70 - 74 years,Female,86,06/10/2021
Death,2014,Place of Residence,Monterey,70 - 74 years,Male,106,06/10/2021
Death,2014,Place of Residence,Monterey,75 - 79 years,Female,115,06/10/2021
Death,2014,Place of Residence,Monterey,75 - 79 years,Male,113,06/10/2021
Death,2014,Place of Residence,Monterey,80 - 84 years,Female,154,06/10/2021
Death,2014,Place of Residence,Monterey,80 - 84 years,Male,175,06/10/2021
Death,2014,Place of Residence,Monterey,85 - 89 years,Female,211,06/10/2021
Death,2014,Place of Residence,Monterey,85 - 89 years,Male,189,06/10/2021
Death,2014,Place of Residence,Monterey,90 - 94 years,Female,194,06/10/2021
Death,2014,Place of Residence,Monterey,90 - 94 years,Male,129,06/10/2021
Death,2014,Place of Residence,Monterey,95 - 99 years,Female,88,06/10/2021
Death,2014,Place of Residence,Monterey,95 - 99 years,Male,29,06/10/2021
Death,2014,Place of Residence,Monterey,100 years and over,Female,25,06/10/2021
Death,2014,Place of Residence,Monterey,100 years and over,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,Less than 1 year,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,Less than 1 year,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,1 - 4 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,5 - 9 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,5 - 9 years,Male,0,06/10/2021
Death,2014,Place of Residence,Napa,10 - 14 years,Female,0,06/10/2021
Death,2014,Place of Residence,Napa,10 - 14 years,Male,0,06/10/2021
Death,2014,Place of Residence,Napa,15 - 19 years,Female,0,06/10/2021
Death,2014,Place of Residence,Napa,15 - 19 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,20 - 24 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,20 - 24 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,25 - 29 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,25 - 29 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,30 - 34 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,30 - 34 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,35 - 39 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,35 - 39 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,40 - 44 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,40 - 44 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Napa,45 - 49 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,45 - 49 years,Male,11,06/10/2021
Death,2014,Place of Residence,Napa,50 - 54 years,Female,13,06/10/2021
Death,2014,Place of Residence,Napa,50 - 54 years,Male,17,06/10/2021
Death,2014,Place of Residence,Napa,55 - 59 years,Female,23,06/10/2021
Death,2014,Place of Residence,Napa,55 - 59 years,Male,24,06/10/2021
Death,2014,Place of Residence,Napa,60 - 64 years,Female,20,06/10/2021
Death,2014,Place of Residence,Napa,60 - 64 years,Male,42,06/10/2021
Death,2014,Place of Residence,Napa,65 - 69 years,Female,29,06/10/2021
Death,2014,Place of Residence,Napa,65 - 69 years,Male,59,06/10/2021
Death,2014,Place of Residence,Napa,70 - 74 years,Female,37,06/10/2021
Death,2014,Place of Residence,Napa,70 - 74 years,Male,61,06/10/2021
Death,2014,Place of Residence,Napa,75 - 79 years,Female,45,06/10/2021
Death,2014,Place of Residence,Napa,75 - 79 years,Male,68,06/10/2021
Death,2014,Place of Residence,Napa,80 - 84 years,Female,84,06/10/2021
Death,2014,Place of Residence,Napa,80 - 84 years,Male,93,06/10/2021
Death,2014,Place of Residence,Napa,85 - 89 years,Female,102,06/10/2021
Death,2014,Place of Residence,Napa,85 - 89 years,Male,84,06/10/2021
Death,2014,Place of Residence,Napa,90 - 94 years,Female,104,06/10/2021
Death,2014,Place of Residence,Napa,90 - 94 years,Male,79,06/10/2021
Death,2014,Place of Residence,Napa,95 - 99 years,Female,56,06/10/2021
Death,2014,Place of Residence,Napa,95 - 99 years,Male,28,06/10/2021
Death,2014,Place of Residence,Napa,100 years and over,Female,<11,06/10/2021
Death,2014,Place of Residence,Napa,100 years and over,Male,<11,06/10/2021
Death,2014,Place of Residence,Nevada,Less than 1 year,Female,<11,06/10/2021
Death,2014,Place of Residence,Nevada,Less than 1 year,Male,0,06/10/2021
Death,2014,Place of Residence,Nevada,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Nevada,1 - 4 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Nevada,5 - 9 years,Female,0,06/10/2021
Death,2014,Place of Residence,Nevada,5 - 9 years,Male,0,06/10/2021
Death,2014,Place of Residence,Nevada,10 - 14 years,Female,0,06/10/2021
Death,2014,Place of Residence,Nevada,10 - 14 years,Male,0,06/10/2021
Death,2014,Place of Residence,Nevada,15 - 19 years,Female,0,06/10/2021
Death,2014,Place of Residence,Nevada,15 - 19 years,Male,0,06/10/2021
Death,2014,Place of Residence,Nevada,20 - 24 years,Female,0,06/10/2021
Death,2014,Place of Residence,Nevada,20 - 24 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Nevada,25 - 29 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Nevada,25 - 29 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Nevada,30 - 34 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Nevada,30 - 34 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Nevada,35 - 39 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Nevada,35 - 39 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Nevada,40 - 44 years,Female,12,06/10/2021
Death,2014,Place of Residence,Nevada,40 - 44 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Nevada,45 - 49 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Nevada,45 - 49 years,Male,11,06/10/2021
Death,2014,Place of Residence,Nevada,50 - 54 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Nevada,50 - 54 years,Male,17,06/10/2021
Death,2014,Place of Residence,Nevada,55 - 59 years,Female,16,06/10/2021
Death,2014,Place of Residence,Nevada,55 - 59 years,Male,31,06/10/2021
Death,2014,Place of Residence,Nevada,60 - 64 years,Female,29,06/10/2021
Death,2014,Place of Residence,Nevada,60 - 64 years,Male,47,06/10/2021
Death,2014,Place of Residence,Nevada,65 - 69 years,Female,25,06/10/2021
Death,2014,Place of Residence,Nevada,65 - 69 years,Male,50,06/10/2021
Death,2014,Place of Residence,Nevada,70 - 74 years,Female,38,06/10/2021
Death,2014,Place of Residence,Nevada,70 - 74 years,Male,50,06/10/2021
Death,2014,Place of Residence,Nevada,75 - 79 years,Female,46,06/10/2021
Death,2014,Place of Residence,Nevada,75 - 79 years,Male,63,06/10/2021
Death,2014,Place of Residence,Nevada,80 - 84 years,Female,64,06/10/2021
Death,2014,Place of Residence,Nevada,80 - 84 years,Male,76,06/10/2021
Death,2014,Place of Residence,Nevada,85 - 89 years,Female,87,06/10/2021
Death,2014,Place of Residence,Nevada,85 - 89 years,Male,71,06/10/2021
Death,2014,Place of Residence,Nevada,90 - 94 years,Female,83,06/10/2021
Death,2014,Place of Residence,Nevada,90 - 94 years,Male,58,06/10/2021
Death,2014,Place of Residence,Nevada,95 - 99 years,Female,35,06/10/2021
Death,2014,Place of Residence,Nevada,95 - 99 years,Male,17,06/10/2021
Death,2014,Place of Residence,Nevada,100 years and over,Female,18,06/10/2021
Death,2014,Place of Residence,Nevada,100 years and over,Male,<11,06/10/2021
Death,2014,Place of Residence,Orange,Less than 1 year,Female,57,06/10/2021
Death,2014,Place of Residence,Orange,Less than 1 year,Male,69,06/10/2021
Death,2014,Place of Residence,Orange,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Orange,1 - 4 years,Male,17,06/10/2021
Death,2014,Place of Residence,Orange,5 - 9 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Orange,5 - 9 years,Male,12,06/10/2021
Death,2014,Place of Residence,Orange,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Orange,10 - 14 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Orange,15 - 19 years,Female,21,06/10/2021
Death,2014,Place of Residence,Orange,15 - 19 years,Male,46,06/10/2021
Death,2014,Place of Residence,Orange,20 - 24 years,Female,33,06/10/2021
Death,2014,Place of Residence,Orange,20 - 24 years,Male,80,06/10/2021
Death,2014,Place of Residence,Orange,25 - 29 years,Female,39,06/10/2021
Death,2014,Place of Residence,Orange,25 - 29 years,Male,118,06/10/2021
Death,2014,Place of Residence,Orange,30 - 34 years,Female,48,06/10/2021
Death,2014,Place of Residence,Orange,30 - 34 years,Male,111,06/10/2021
Death,2014,Place of Residence,Orange,35 - 39 years,Female,65,06/10/2021
Death,2014,Place of Residence,Orange,35 - 39 years,Male,99,06/10/2021
Death,2014,Place of Residence,Orange,40 - 44 years,Female,101,06/10/2021
Death,2014,Place of Residence,Orange,40 - 44 years,Male,178,06/10/2021
Death,2014,Place of Residence,Orange,45 - 49 years,Female,154,06/10/2021
Death,2014,Place of Residence,Orange,45 - 49 years,Male,293,06/10/2021
Death,2014,Place of Residence,Orange,50 - 54 years,Female,275,06/10/2021
Death,2014,Place of Residence,Orange,50 - 54 years,Male,449,06/10/2021
Death,2014,Place of Residence,Orange,55 - 59 years,Female,358,06/10/2021
Death,2014,Place of Residence,Orange,55 - 59 years,Male,596,06/10/2021
Death,2014,Place of Residence,Orange,60 - 64 years,Female,420,06/10/2021
Death,2014,Place of Residence,Orange,60 - 64 years,Male,651,06/10/2021
Death,2014,Place of Residence,Orange,65 - 69 years,Female,534,06/10/2021
Death,2014,Place of Residence,Orange,65 - 69 years,Male,702,06/10/2021
Death,2014,Place of Residence,Orange,70 - 74 years,Female,683,06/10/2021
Death,2014,Place of Residence,Orange,70 - 74 years,Male,835,06/10/2021
Death,2014,Place of Residence,Orange,75 - 79 years,Female,876,06/10/2021
Death,2014,Place of Residence,Orange,75 - 79 years,Male,991,06/10/2021
Death,2014,Place of Residence,Orange,80 - 84 years,Female,1247,06/10/2021
Death,2014,Place of Residence,Orange,80 - 84 years,Male,1242,06/10/2021
Death,2014,Place of Residence,Orange,85 - 89 years,Female,1693,06/10/2021
Death,2014,Place of Residence,Orange,85 - 89 years,Male,1315,06/10/2021
Death,2014,Place of Residence,Orange,90 - 94 years,Female,1709,06/10/2021
Death,2014,Place of Residence,Orange,90 - 94 years,Male,975,06/10/2021
Death,2014,Place of Residence,Orange,95 - 99 years,Female,784,06/10/2021
Death,2014,Place of Residence,Orange,95 - 99 years,Male,318,06/10/2021
Death,2014,Place of Residence,Orange,100 years and over,Female,183,06/10/2021
Death,2014,Place of Residence,Orange,100 years and over,Male,56,06/10/2021
Death,2014,Place of Residence,Placer,Less than 1 year,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,Less than 1 year,Male,<11,06/10/2021
Death,2014,Place of Residence,Placer,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,1 - 4 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Placer,5 - 9 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,5 - 9 years,Male,0,06/10/2021
Death,2014,Place of Residence,Placer,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,10 - 14 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Placer,15 - 19 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,15 - 19 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Placer,20 - 24 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,20 - 24 years,Male,12,06/10/2021
Death,2014,Place of Residence,Placer,25 - 29 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,25 - 29 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Placer,30 - 34 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,30 - 34 years,Male,15,06/10/2021
Death,2014,Place of Residence,Placer,35 - 39 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,35 - 39 years,Male,11,06/10/2021
Death,2014,Place of Residence,Placer,40 - 44 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Placer,40 - 44 years,Male,20,06/10/2021
Death,2014,Place of Residence,Placer,45 - 49 years,Female,15,06/10/2021
Death,2014,Place of Residence,Placer,45 - 49 years,Male,46,06/10/2021
Death,2014,Place of Residence,Placer,50 - 54 years,Female,31,06/10/2021
Death,2014,Place of Residence,Placer,50 - 54 years,Male,63,06/10/2021
Death,2014,Place of Residence,Placer,55 - 59 years,Female,37,06/10/2021
Death,2014,Place of Residence,Placer,55 - 59 years,Male,64,06/10/2021
Death,2014,Place of Residence,Placer,60 - 64 years,Female,89,06/10/2021
Death,2014,Place of Residence,Placer,60 - 64 years,Male,109,06/10/2021
Death,2014,Place of Residence,Placer,65 - 69 years,Female,99,06/10/2021
Death,2014,Place of Residence,Placer,65 - 69 years,Male,124,06/10/2021
Death,2014,Place of Residence,Placer,70 - 74 years,Female,115,06/10/2021
Death,2014,Place of Residence,Placer,70 - 74 years,Male,134,06/10/2021
Death,2014,Place of Residence,Placer,75 - 79 years,Female,141,06/10/2021
Death,2014,Place of Residence,Placer,75 - 79 years,Male,188,06/10/2021
Death,2014,Place of Residence,Placer,80 - 84 years,Female,184,06/10/2021
Death,2014,Place of Residence,Placer,80 - 84 years,Male,239,06/10/2021
Death,2014,Place of Residence,Placer,85 - 89 years,Female,278,06/10/2021
Death,2014,Place of Residence,Placer,85 - 89 years,Male,209,06/10/2021
Death,2014,Place of Residence,Placer,90 - 94 years,Female,272,06/10/2021
Death,2014,Place of Residence,Placer,90 - 94 years,Male,146,06/10/2021
Death,2014,Place of Residence,Placer,95 - 99 years,Female,99,06/10/2021
Death,2014,Place of Residence,Placer,95 - 99 years,Male,51,06/10/2021
Death,2014,Place of Residence,Placer,100 years and over,Female,25,06/10/2021
Death,2014,Place of Residence,Placer,100 years and over,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,Less than 1 year,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,Less than 1 year,Male,0,06/10/2021
Death,2014,Place of Residence,Plumas,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,1 - 4 years,Male,0,06/10/2021
Death,2014,Place of Residence,Plumas,5 - 9 years,Female,0,06/10/2021
Death,2014,Place of Residence,Plumas,5 - 9 years,Male,0,06/10/2021
Death,2014,Place of Residence,Plumas,10 - 14 years,Female,0,06/10/2021
Death,2014,Place of Residence,Plumas,10 - 14 years,Male,0,06/10/2021
Death,2014,Place of Residence,Plumas,15 - 19 years,Female,0,06/10/2021
Death,2014,Place of Residence,Plumas,15 - 19 years,Male,0,06/10/2021
Death,2014,Place of Residence,Plumas,20 - 24 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,20 - 24 years,Male,0,06/10/2021
Death,2014,Place of Residence,Plumas,25 - 29 years,Female,0,06/10/2021
Death,2014,Place of Residence,Plumas,25 - 29 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,30 - 34 years,Female,0,06/10/2021
Death,2014,Place of Residence,Plumas,30 - 34 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,35 - 39 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,35 - 39 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,40 - 44 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,40 - 44 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,45 - 49 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,45 - 49 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,50 - 54 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,50 - 54 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,55 - 59 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,55 - 59 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,60 - 64 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,60 - 64 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,65 - 69 years,Female,12,06/10/2021
Death,2014,Place of Residence,Plumas,65 - 69 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,70 - 74 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,70 - 74 years,Male,18,06/10/2021
Death,2014,Place of Residence,Plumas,75 - 79 years,Female,12,06/10/2021
Death,2014,Place of Residence,Plumas,75 - 79 years,Male,19,06/10/2021
Death,2014,Place of Residence,Plumas,80 - 84 years,Female,15,06/10/2021
Death,2014,Place of Residence,Plumas,80 - 84 years,Male,17,06/10/2021
Death,2014,Place of Residence,Plumas,85 - 89 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,85 - 89 years,Male,17,06/10/2021
Death,2014,Place of Residence,Plumas,90 - 94 years,Female,16,06/10/2021
Death,2014,Place of Residence,Plumas,90 - 94 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,95 - 99 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,95 - 99 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Plumas,100 years and over,Female,<11,06/10/2021
Death,2014,Place of Residence,Plumas,100 years and over,Male,0,06/10/2021
Death,2014,Place of Residence,Riverside,Less than 1 year,Female,66,06/10/2021
Death,2014,Place of Residence,Riverside,Less than 1 year,Male,71,06/10/2021
Death,2014,Place of Residence,Riverside,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Riverside,1 - 4 years,Male,11,06/10/2021
Death,2014,Place of Residence,Riverside,5 - 9 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Riverside,5 - 9 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Riverside,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Riverside,10 - 14 years,Male,17,06/10/2021
Death,2014,Place of Residence,Riverside,15 - 19 years,Female,14,06/10/2021
Death,2014,Place of Residence,Riverside,15 - 19 years,Male,58,06/10/2021
Death,2014,Place of Residence,Riverside,20 - 24 years,Female,20,06/10/2021
Death,2014,Place of Residence,Riverside,20 - 24 years,Male,108,06/10/2021
Death,2014,Place of Residence,Riverside,25 - 29 years,Female,34,06/10/2021
Death,2014,Place of Residence,Riverside,25 - 29 years,Male,109,06/10/2021
Death,2014,Place of Residence,Riverside,30 - 34 years,Female,36,06/10/2021
Death,2014,Place of Residence,Riverside,30 - 34 years,Male,103,06/10/2021
Death,2014,Place of Residence,Riverside,35 - 39 years,Female,53,06/10/2021
Death,2014,Place of Residence,Riverside,35 - 39 years,Male,118,06/10/2021
Death,2014,Place of Residence,Riverside,40 - 44 years,Female,70,06/10/2021
Death,2014,Place of Residence,Riverside,40 - 44 years,Male,159,06/10/2021
Death,2014,Place of Residence,Riverside,45 - 49 years,Female,136,06/10/2021
Death,2014,Place of Residence,Riverside,45 - 49 years,Male,223,06/10/2021
Death,2014,Place of Residence,Riverside,50 - 54 years,Female,208,06/10/2021
Death,2014,Place of Residence,Riverside,50 - 54 years,Male,423,06/10/2021
Death,2014,Place of Residence,Riverside,55 - 59 years,Female,368,06/10/2021
Death,2014,Place of Residence,Riverside,55 - 59 years,Male,560,06/10/2021
Death,2014,Place of Residence,Riverside,60 - 64 years,Female,415,06/10/2021
Death,2014,Place of Residence,Riverside,60 - 64 years,Male,638,06/10/2021
Death,2014,Place of Residence,Riverside,65 - 69 years,Female,555,06/10/2021
Death,2014,Place of Residence,Riverside,65 - 69 years,Male,724,06/10/2021
Death,2014,Place of Residence,Riverside,70 - 74 years,Female,614,06/10/2021
Death,2014,Place of Residence,Riverside,70 - 74 years,Male,851,06/10/2021
Death,2014,Place of Residence,Riverside,75 - 79 years,Female,796,06/10/2021
Death,2014,Place of Residence,Riverside,75 - 79 years,Male,915,06/10/2021
Death,2014,Place of Residence,Riverside,80 - 84 years,Female,1021,06/10/2021
Death,2014,Place of Residence,Riverside,80 - 84 years,Male,1104,06/10/2021
Death,2014,Place of Residence,Riverside,85 - 89 years,Female,1147,06/10/2021
Death,2014,Place of Residence,Riverside,85 - 89 years,Male,999,06/10/2021
Death,2014,Place of Residence,Riverside,90 - 94 years,Female,1010,06/10/2021
Death,2014,Place of Residence,Riverside,90 - 94 years,Male,678,06/10/2021
Death,2014,Place of Residence,Riverside,95 - 99 years,Female,322,06/10/2021
Death,2014,Place of Residence,Riverside,95 - 99 years,Male,184,06/10/2021
Death,2014,Place of Residence,Riverside,100 years and over,Female,111,06/10/2021
Death,2014,Place of Residence,Riverside,100 years and over,Male,27,06/10/2021
Death,2014,Place of Residence,Sacramento,Less than 1 year,Female,44,06/10/2021
Death,2014,Place of Residence,Sacramento,Less than 1 year,Male,63,06/10/2021
Death,2014,Place of Residence,Sacramento,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Sacramento,1 - 4 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Sacramento,5 - 9 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Sacramento,5 - 9 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Sacramento,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,Sacramento,10 - 14 years,Male,<11,06/10/2021
Death,2014,Place of Residence,Sacramento,15 - 19 years,Female,13,06/10/2021
Death,2014,Place of Residence,Sacramento,15 - 19 years,Male,25,06/10/2021
Death,2014,Place of Residence,Sacramento,20 - 24 years,Female,23,06/10/2021
Death,2014,Place of Residence,Sacramento,20 - 24 years,Male,63,06/10/2021
Death,2014,Place of Residence,Sacramento,25 - 29 years,Female,29,06/10/2021
Death,2014,Place of Residence,Sacramento,25 - 29 years,Male,74,06/10/2021
Death,2014,Place of Residence,Sacramento,30 - 34 years,Female,36,06/10/2021
Death,2014,Place of Residence,Sacramento,30 - 34 years,Male,68,06/10/2021
Death,2014,Place of Residence,Sacramento,35 - 39 years,Female,53,06/10/2021
Death,2014,Place of Residence,Sacramento,35 - 39 years,Male,87,06/10/2021
Death,2014,Place of Residence,Sacramento,40 - 44 years,Female,56,06/10/2021
Death,2014,Place of Residence,Sacramento,40 - 44 years,Male,111,06/10/2021
