County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
Merced,20 - 24 years,6,30,20,68,60,60,0,30,18,69,12,0,0,0,36,30,98,6,0,18,111,0,0,36,94,114,0,12,suburban,0,0,1
Merced,25 - 29 years,7,20,40,71,60,65,20,30,36,74,18,6,0,0,41,36,121,0,18,36,108,12,0,36,110,140,6,18,suburban,0,0,1
Merced,30 - 34 years,8,40,20,72,60,60,20,24,36,73,24,6,0,12,36,36,108,0,36,36,97,12,12,36,107,143,0,18,suburban,0,0,1
Merced,35 - 39 years,9,40,10,75,68,60,10,6,36,98,12,0,0,0,47,43,122,6,36,60,85,0,18,56,103,160,6,24,suburban,0,0,1
Merced,40 - 44 years,10,50,30,77,68,64,0,30,36,106,12,12,0,0,61,58,151,6,36,87,87,0,12,78,135,207,0,18,suburban,0,0,1
Merced,45 - 49 years,11,60,40,140,73,69,40,36,36,125,12,12,6,12,131,77,213,6,56,131,81,18,36,110,188,281,12,30,suburban,0,0,1
Merced,50 - 54 years,12,60,60,211,146,90,40,36,36,191,6,18,0,24,200,145,325,24,106,222,118,18,36,194,282,452,12,36,suburban,0,0,1
Merced,55 - 59 years,13,60,40,284,185,149,40,36,42,217,18,24,12,12,367,154,513,24,205,296,128,18,36,275,400,609,24,62,suburban,0,0,1
Merced,60 - 64 years,14,64,60,319,236,193,60,46,61,251,30,24,18,6,457,210,619,36,222,379,141,36,90,318,522,727,24,107,suburban,0,0,1
Merced,65 - 69 years,15,65,65,339,252,233,60,42,52,241,24,18,0,24,571,204,729,24,237,466,94,24,130,391,548,770,30,162,suburban,0,0,1
Merced,70 - 74 years,16,82,67,341,310,240,50,57,47,257,24,30,12,18,634,240,784,24,216,538,51,24,211,468,563,792,36,229,suburban,0,0,1
Merced,75 - 79 years,17,83,61,427,371,224,60,55,63,300,30,24,6,18,732,264,895,36,189,550,42,24,373,549,621,901,24,262,suburban,0,0,1
Merced,80 - 84 years,18,90,62,433,460,234,60,71,57,329,24,30,0,6,812,319,965,24,138,576,42,24,532,611,680,930,18,356,suburban,0,0,1
Merced,85 - 89 years,19,85,63,435,507,199,60,56,46,311,24,24,18,12,841,264,1012,30,111,440,36,6,697,708,576,938,6,345,suburban,0,0,1
Merced,90 - 94 years,20,62,60,327,398,140,60,36,36,203,18,18,6,6,695,210,755,30,43,196,36,0,697,591,381,735,18,232,suburban,0,0,1
Merced,95 - 99 years,21,50,50,146,165,68,50,36,30,67,18,12,0,6,305,85,324,18,36,61,24,0,337,286,132,332,6,83,suburban,0,0,1
Merced,100 years and over,22,40,10,60,63,60,20,30,18,36,0,0,0,0,63,36,68,0,18,24,12,0,93,78,30,97,0,30,suburban,0,0,1
Modoc,Less than 1 year,1,0,0,0,50,0,0,0,0,6,6,0,0,0,24,0,30,0,0,0,30,0,0,24,12,30,0,0,rural,0,1,0
Modoc,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Modoc,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Modoc,10 - 14 years,4,0,0,0,20,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12,0,0,0,12,12,0,0,rural,0,1,0
Modoc,15 - 19 years,5,0,0,20,20,0,0,0,0,0,0,12,0,0,12,0,24,0,0,0,24,0,0,12,12,24,0,0,rural,0,1,0
Modoc,20 - 24 years,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Modoc,25 - 29 years,7,0,0,0,10,10,0,0,0,12,0,0,0,0,0,0,12,0,0,0,12,0,0,6,6,12,0,0,rural,0,1,0
Modoc,30 - 34 years,8,0,0,10,0,30,0,0,0,6,6,6,0,0,6,0,18,0,12,6,6,0,0,6,18,18,0,0,rural,0,1,0
Modoc,35 - 39 years,9,0,0,30,10,10,0,0,0,6,0,6,0,0,24,6,24,0,12,6,12,0,0,6,18,24,0,0,rural,0,1,0
Modoc,40 - 44 years,10,0,0,40,20,10,0,0,0,6,0,0,0,0,30,6,30,0,12,18,24,0,0,24,24,36,0,0,rural,0,1,0
Modoc,45 - 49 years,11,10,0,40,20,30,0,0,0,0,0,0,0,0,36,0,36,0,30,18,12,0,0,30,18,36,0,6,rural,0,1,0
Modoc,50 - 54 years,12,20,10,50,50,40,10,0,0,12,0,24,0,0,36,6,36,0,36,30,30,0,0,36,36,36,0,12,rural,0,1,0
Modoc,55 - 59 years,13,40,20,60,30,50,10,0,0,12,0,12,0,0,36,6,36,0,24,36,30,0,12,36,36,36,0,18,rural,0,1,0
Modoc,60 - 64 years,14,30,30,60,40,60,10,6,0,12,0,24,6,0,36,24,36,6,36,30,24,0,36,36,36,36,6,24,rural,0,1,0
Modoc,65 - 69 years,15,30,20,60,40,60,50,0,6,0,0,0,0,0,67,0,66,12,36,36,30,6,24,36,36,56,6,30,rural,0,1,0
Modoc,70 - 74 years,16,50,30,60,30,60,20,0,6,6,0,18,0,0,83,6,82,12,36,36,24,18,36,43,51,52,12,41,rural,0,1,0
Modoc,75 - 79 years,17,20,20,63,40,50,30,0,6,12,0,6,0,0,67,6,69,6,30,46,24,18,36,36,46,55,6,36,rural,0,1,0
Modoc,80 - 84 years,18,50,30,60,60,60,20,0,6,24,0,18,6,0,81,18,85,6,36,43,6,6,36,36,53,47,6,36,rural,0,1,0
Modoc,85 - 89 years,19,30,0,60,60,60,0,12,6,24,0,24,0,0,83,36,90,0,36,36,12,0,36,41,36,67,0,36,rural,0,1,0
Modoc,90 - 94 years,20,40,20,60,60,60,0,0,0,24,0,12,0,0,72,18,70,0,18,36,6,0,46,36,36,36,6,36,rural,0,1,0
Modoc,95 - 99 years,21,10,0,60,50,30,0,6,0,6,0,6,0,0,36,6,36,0,0,12,0,0,36,30,24,36,0,24,rural,0,1,0
Modoc,100 years and over,22,0,10,10,20,0,0,0,0,6,0,0,0,0,18,6,18,0,6,0,0,0,18,18,6,18,0,6,rural,0,1,0
Mono,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
Mono,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Mono,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Mono,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Mono,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Mono,20 - 24 years,6,0,0,20,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,6,6,0,0,0,12,12,0,0,rural,0,1,0
Mono,25 - 29 years,7,0,0,20,20,20,0,0,6,12,6,0,0,0,24,6,24,0,0,0,30,0,0,18,24,24,0,12,rural,0,1,0
Mono,30 - 34 years,8,0,10,10,20,40,0,0,0,12,0,0,0,0,24,12,24,6,6,6,24,0,0,6,24,24,0,0,rural,0,1,0
Mono,35 - 39 years,9,10,0,10,20,0,0,0,0,12,0,6,0,0,12,12,18,0,6,6,18,0,0,12,12,24,0,0,rural,0,1,0
Mono,40 - 44 years,10,0,0,10,10,20,0,0,0,6,0,0,0,0,12,6,12,0,0,18,12,6,0,12,12,18,0,0,rural,0,1,0
Mono,45 - 49 years,11,10,20,30,10,20,0,0,0,0,0,12,0,0,24,0,24,0,12,18,18,0,0,18,18,24,0,6,rural,0,1,0
Mono,50 - 54 years,12,10,20,50,10,50,0,0,0,18,0,6,0,0,30,12,36,0,12,24,18,0,6,36,24,36,0,0,rural,0,1,0
Mono,55 - 59 years,13,20,20,40,40,50,0,0,0,18,0,6,0,0,36,18,36,0,36,36,18,0,0,36,36,36,0,12,rural,0,1,0
Mono,60 - 64 years,14,50,40,40,40,50,10,0,0,6,0,12,0,0,36,18,36,0,24,36,36,6,18,36,36,36,6,30,rural,0,1,0
Mono,65 - 69 years,15,40,20,60,20,60,0,0,0,12,0,12,0,0,41,18,41,0,30,36,24,0,24,36,36,36,6,30,rural,0,1,0
Mono,70 - 74 years,16,20,20,60,30,40,0,0,0,12,0,6,0,0,36,12,36,0,18,36,6,0,30,36,30,36,0,24,rural,0,1,0
Mono,75 - 79 years,17,20,30,50,40,60,10,0,0,6,0,12,0,0,41,6,41,0,24,36,6,6,24,36,30,36,0,30,rural,0,1,0
Mono,80 - 84 years,18,40,50,50,40,40,20,6,0,12,0,6,0,0,36,6,36,0,18,36,6,6,30,36,36,36,12,36,rural,0,1,0
Mono,85 - 89 years,19,40,10,50,50,40,0,0,0,6,0,12,0,0,36,6,36,0,12,30,12,0,30,30,30,30,0,30,rural,0,1,0
Mono,90 - 94 years,20,30,20,40,40,30,0,0,0,6,0,12,0,0,36,6,36,0,12,18,6,0,30,30,36,30,0,36,rural,0,1,0
Mono,95 - 99 years,21,0,0,20,10,30,0,0,0,0,0,0,0,0,30,0,30,0,6,0,0,0,30,24,12,24,0,12,rural,0,1,0
Mono,100 years and over,22,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,6,0,6,0,0,rural,0,1,0
Monterey,Less than 1 year,1,0,0,0,168,0,0,6,0,136,24,0,0,12,36,0,168,0,0,0,168,0,0,92,71,167,0,6,suburban,0,0,1
Monterey,1 - 4 years,2,0,0,0,60,0,0,6,0,36,6,0,0,6,0,6,36,0,0,0,36,0,0,36,30,36,0,0,suburban,0,0,1
Monterey,5 - 9 years,3,0,0,0,60,0,0,0,0,36,0,0,0,0,6,0,36,0,0,0,36,0,0,30,24,36,0,0,suburban,0,0,1
Monterey,10 - 14 years,4,0,0,0,60,0,0,0,0,36,0,0,0,0,6,12,36,0,0,0,36,0,0,36,36,36,6,0,suburban,0,0,1
Monterey,15 - 19 years,5,0,0,60,63,30,0,6,6,61,6,0,0,0,24,30,63,0,0,0,78,0,0,30,57,78,0,0,suburban,0,0,1
Monterey,20 - 24 years,6,20,0,80,60,64,0,24,18,136,6,0,0,12,36,43,129,0,12,30,155,0,0,36,133,166,0,24,suburban,0,0,1
Monterey,25 - 29 years,7,50,30,69,72,62,0,12,36,144,18,0,0,0,41,46,151,0,30,36,169,0,0,47,152,203,0,24,suburban,0,0,1
Monterey,30 - 34 years,8,60,30,68,61,60,10,18,18,97,18,0,6,12,41,43,108,0,36,36,105,12,6,36,129,150,6,36,suburban,0,0,1
Monterey,35 - 39 years,9,50,20,70,75,62,20,12,36,117,12,6,6,0,67,68,135,0,36,58,114,6,6,59,147,196,12,24,suburban,0,0,1
Monterey,40 - 44 years,10,60,30,75,86,62,30,18,30,131,18,0,12,12,62,97,129,6,41,93,87,6,12,76,153,221,12,24,suburban,0,0,1
Monterey,45 - 49 years,11,60,60,120,112,76,40,36,24,177,18,18,6,24,140,142,209,12,57,155,124,18,18,126,227,337,18,24,suburban,0,0,1
Monterey,50 - 54 years,12,60,60,199,150,127,60,36,36,231,24,24,12,12,252,182,372,12,131,238,157,30,36,222,336,514,30,36,suburban,0,0,1
Monterey,55 - 59 years,13,74,60,293,196,179,60,46,44,292,30,12,6,30,388,250,539,12,188,362,189,24,36,306,485,711,24,72,suburban,0,0,1
Monterey,60 - 64 years,14,115,70,370,211,262,50,56,42,293,36,18,18,30,608,278,760,18,279,455,204,36,81,415,628,904,30,126,suburban,0,0,1
Monterey,65 - 69 years,15,145,90,362,206,343,60,53,57,305,30,18,6,24,719,278,866,30,292,567,161,36,131,464,696,922,30,226,suburban,0,0,1
Monterey,70 - 74 years,16,222,162,365,262,305,60,61,36,323,30,24,6,24,888,347,984,30,322,674,122,36,199,579,762,1004,30,314,suburban,0,0,1
Monterey,75 - 79 years,17,200,181,438,308,320,60,85,55,348,36,24,12,30,938,396,1066,30,286,713,85,30,377,686,788,1093,36,365,suburban,0,0,1
Monterey,80 - 84 years,18,262,214,566,424,357,60,152,65,404,30,18,12,36,1195,541,1296,36,286,802,74,24,681,920,930,1295,30,544,suburban,0,0,1
Monterey,85 - 89 years,19,366,269,729,533,495,60,206,86,455,36,12,24,36,1649,650,1767,36,282,848,86,36,1202,1327,1099,1700,30,717,suburban,0,0,1
Monterey,90 - 94 years,20,336,231,651,428,392,60,193,36,301,30,18,12,18,1513,507,1537,36,151,485,52,12,1362,1267,798,1453,30,607,suburban,0,0,1
Monterey,95 - 99 years,21,149,119,273,203,189,20,49,36,135,12,12,0,0,724,200,723,30,51,115,42,0,725,646,285,705,6,225,suburban,0,0,1
Monterey,100 years and over,22,60,60,69,60,63,30,30,6,36,0,0,0,0,182,42,176,6,36,36,12,0,188,169,46,186,6,36,suburban,0,0,1
Napa,Less than 1 year,1,0,0,0,60,0,0,18,0,30,6,0,0,0,36,6,36,0,0,0,36,0,0,36,36,36,0,0,suburban,0,0,1
Napa,1 - 4 years,2,0,0,0,30,0,0,0,0,18,0,0,0,0,12,0,18,0,0,0,18,0,0,18,12,18,0,0,suburban,0,0,1
Napa,5 - 9 years,3,0,0,0,30,0,0,0,6,6,6,0,0,0,6,0,18,0,0,0,18,0,0,18,0,18,0,0,suburban,0,0,1
Napa,10 - 14 years,4,0,0,0,40,0,0,0,0,12,0,0,0,0,24,6,24,0,0,0,24,0,0,18,12,24,0,0,suburban,0,0,1
Napa,15 - 19 years,5,0,0,20,50,0,0,6,0,18,12,0,0,0,12,12,24,0,0,0,36,0,0,18,18,36,0,0,suburban,0,0,1
Napa,20 - 24 years,6,10,0,50,30,60,0,18,0,30,0,0,0,0,30,24,36,0,0,12,36,0,0,36,36,36,0,6,suburban,0,0,1
Napa,25 - 29 years,7,60,10,50,40,50,0,0,0,24,0,0,0,0,36,24,36,0,12,18,36,0,0,24,36,36,0,6,suburban,0,0,1
Napa,30 - 34 years,8,20,10,60,50,60,10,0,12,36,0,0,0,0,30,12,36,0,6,24,36,0,0,36,36,36,0,0,suburban,0,0,1
Napa,35 - 39 years,9,40,30,60,60,60,10,12,0,36,0,0,0,0,36,30,36,0,24,30,36,0,0,24,36,41,0,6,suburban,0,0,1
Napa,40 - 44 years,10,60,30,60,50,50,10,18,0,36,18,0,0,6,41,36,57,0,36,36,36,6,0,36,50,65,6,12,suburban,0,0,1
Napa,45 - 49 years,11,60,50,60,60,62,20,24,6,36,12,0,0,0,75,36,77,0,36,59,30,0,12,41,66,109,0,18,suburban,0,0,1
Napa,50 - 54 years,12,50,40,76,61,60,10,18,24,36,12,6,6,12,120,36,141,12,36,75,54,12,18,57,115,174,6,30,suburban,0,0,1
Napa,55 - 59 years,13,60,60,134,63,68,50,18,24,36,18,12,6,0,221,42,234,12,95,101,72,24,24,116,165,256,12,36,suburban,0,0,1
Napa,60 - 64 years,14,65,60,178,64,112,40,36,30,41,24,18,6,6,349,65,360,24,131,191,74,24,36,180,254,380,24,42,suburban,0,0,1
Napa,65 - 69 years,15,104,63,170,62,179,60,36,36,47,24,12,6,12,462,77,478,24,171,263,68,24,42,201,363,419,30,137,suburban,0,0,1
Napa,70 - 74 years,16,118,70,194,68,200,50,36,36,43,18,6,0,0,551,87,555,18,187,320,48,24,82,289,362,461,24,184,suburban,0,0,1
Napa,75 - 79 years,17,120,89,243,83,216,40,41,36,46,18,18,0,6,630,115,631,30,177,352,43,6,182,322,431,508,12,240,suburban,0,0,1
Napa,80 - 84 years,18,172,125,337,109,264,40,36,36,66,12,6,6,6,865,152,855,6,205,425,56,0,323,495,513,657,6,349,suburban,0,0,1
Napa,85 - 89 years,19,178,130,447,145,283,40,36,30,53,30,24,6,12,1051,160,1024,18,188,395,36,6,562,614,574,730,24,453,suburban,0,0,1
Napa,90 - 94 years,20,189,130,447,147,264,40,36,12,52,24,24,6,12,1071,153,1027,18,122,256,44,6,766,643,542,696,6,488,suburban,0,0,1
Napa,95 - 99 years,21,100,67,220,75,130,40,30,18,36,18,0,0,0,529,61,517,0,36,64,36,0,462,373,211,376,18,205,suburban,0,0,1
Napa,100 years and over,22,60,50,60,50,60,10,12,6,6,6,0,6,0,96,24,88,0,18,30,24,0,87,71,36,79,0,36,suburban,0,0,1
Nevada,Less than 1 year,1,0,0,0,50,0,0,0,0,18,0,6,18,0,30,0,30,0,0,0,30,0,0,24,24,30,0,0,rural,0,1,0
Nevada,1 - 4 years,2,0,0,0,50,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,30,0,0,30,12,30,0,0,rural,0,1,0
Nevada,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Nevada,10 - 14 years,4,0,0,0,50,0,0,0,0,0,0,6,0,0,24,0,30,0,0,0,30,0,0,24,6,30,0,0,rural,0,1,0
Nevada,15 - 19 years,5,0,0,20,40,0,0,0,0,12,0,0,0,0,24,0,30,0,0,0,30,0,0,0,30,30,0,0,rural,0,1,0
Nevada,20 - 24 years,6,0,0,50,10,40,0,0,0,12,0,0,0,0,30,0,36,0,0,0,36,0,0,12,36,36,6,6,rural,0,1,0
Nevada,25 - 29 years,7,10,0,60,40,50,0,0,0,12,12,0,0,0,36,6,36,0,0,24,36,0,0,36,36,36,6,6,rural,0,1,0
Nevada,30 - 34 years,8,30,0,60,30,50,10,12,0,12,12,0,0,0,36,18,36,0,12,24,36,18,12,24,36,36,6,12,rural,0,1,0
Nevada,35 - 39 years,9,40,0,60,50,50,10,0,12,12,6,0,0,0,44,12,44,0,18,36,36,0,0,36,36,44,0,6,rural,0,1,0
Nevada,40 - 44 years,10,50,30,60,50,60,0,0,6,18,12,0,0,6,67,18,67,6,36,36,36,0,12,42,49,72,0,6,rural,0,1,0
Nevada,45 - 49 years,11,60,40,60,50,60,0,6,6,30,18,6,0,0,77,0,91,0,36,36,36,0,6,36,46,90,0,6,rural,0,1,0
Nevada,50 - 54 years,12,60,50,62,60,65,20,0,12,24,18,6,0,0,153,24,158,6,46,53,41,18,24,59,100,141,18,36,rural,0,1,0
Nevada,55 - 59 years,13,60,60,107,62,83,40,0,0,18,12,18,6,0,266,36,256,24,74,130,42,24,30,110,166,247,18,36,rural,0,1,0
Nevada,60 - 64 years,14,60,60,167,50,141,20,12,6,36,18,18,6,6,378,36,381,24,141,178,51,18,36,149,257,357,12,43,rural,0,1,0
Nevada,65 - 69 years,15,92,64,184,60,200,50,12,18,30,36,24,0,6,528,30,532,24,161,287,59,36,36,201,362,432,24,127,rural,0,1,0
Nevada,70 - 74 years,16,124,64,209,62,193,50,24,12,36,18,24,18,0,590,36,590,24,164,350,36,18,74,276,353,447,30,173,rural,0,1,0
Nevada,75 - 79 years,17,117,73,233,60,209,40,24,0,36,30,6,12,6,643,36,629,30,126,363,36,18,165,304,376,447,18,226,rural,0,1,0
Nevada,80 - 84 years,18,120,85,278,69,234,50,30,12,36,30,18,0,0,750,56,719,30,106,367,36,6,288,373,414,495,18,289,rural,0,1,0
Nevada,85 - 89 years,19,161,106,334,77,247,40,36,12,36,12,6,0,6,890,62,861,0,102,358,36,0,450,490,435,580,6,344,rural,0,1,0
Nevada,90 - 94 years,20,131,87,394,92,243,40,30,6,30,18,18,6,0,912,76,869,18,68,212,36,6,656,592,361,604,12,346,rural,0,1,0
Nevada,95 - 99 years,21,69,60,201,60,123,30,6,6,30,12,0,0,0,447,36,424,18,36,61,24,6,364,316,146,336,18,116,rural,0,1,0
Nevada,100 years and over,22,60,50,60,60,60,0,0,0,12,0,0,0,0,108,24,98,6,30,12,12,0,92,96,30,93,0,36,rural,0,1,0
Orange,Less than 1 year,1,0,0,0,689,0,30,102,36,364,36,0,24,12,159,6,690,12,0,0,693,0,0,305,388,690,12,6,urban,1,0,0
Orange,1 - 4 years,2,0,0,0,131,0,0,36,12,56,18,0,0,0,41,18,128,0,0,0,131,0,0,53,70,131,0,0,urban,1,0,0
Orange,5 - 9 years,3,0,0,0,103,0,0,30,12,48,12,0,0,0,30,24,89,0,0,0,99,0,0,43,55,99,0,0,urban,1,0,0
Orange,10 - 14 years,4,0,0,0,105,0,0,30,12,44,6,0,0,6,36,18,98,0,0,0,105,0,0,36,53,105,0,0,urban,1,0,0
Orange,15 - 19 years,5,0,0,97,230,76,30,43,24,189,24,0,6,6,137,44,340,12,0,6,398,0,0,115,284,396,6,6,urban,1,0,0
Orange,20 - 24 years,6,69,30,307,97,310,40,62,36,346,36,6,18,30,311,116,667,18,18,36,737,0,6,201,585,768,6,36,urban,1,0,0
Orange,25 - 29 years,7,122,60,334,157,328,20,92,36,381,36,24,6,12,429,169,791,24,36,102,834,6,0,231,734,930,24,36,urban,1,0,0
Orange,30 - 34 years,8,146,65,359,147,284,50,111,41,323,36,18,12,24,503,214,780,36,60,253,670,30,24,290,716,950,36,36,urban,1,0,0
Orange,35 - 39 years,9,167,71,401,205,323,50,142,36,443,36,12,18,18,515,375,789,36,132,393,633,24,30,382,794,1129,36,36,urban,1,0,0
Orange,40 - 44 years,10,234,97,503,299,367,60,262,36,529,36,12,18,24,645,600,905,36,261,642,593,36,36,581,940,1441,36,48,urban,1,0,0
Orange,45 - 49 years,11,405,185,780,506,635,65,350,50,798,36,18,30,36,1275,945,1585,36,496,1144,854,36,36,966,1596,2427,41,100,urban,1,0,0
Orange,50 - 54 years,12,622,276,1279,747,931,110,525,110,1099,48,36,36,36,2132,1370,2507,86,879,1782,1146,46,98,1440,2525,3718,83,163,urban,1,0,0
Orange,55 - 59 years,13,861,386,1899,986,1454,157,738,162,1337,50,30,36,36,3369,1779,3825,139,1336,2705,1353,81,264,2151,3592,5287,125,331,urban,1,0,0
Orange,60 - 64 years,14,1191,567,2148,1034,1926,234,1029,179,1422,52,36,49,36,4318,2267,4649,184,1807,3477,1273,116,427,2718,4382,6360,189,551,urban,1,0,0
Orange,65 - 69 years,15,1569,935,2345,1028,2259,247,1209,206,1353,53,24,44,36,5440,2532,5664,187,2065,4350,1028,112,826,3495,4888,6949,148,1282,urban,1,0,0
Orange,70 - 74 years,16,1890,1233,2823,1179,2652,224,1462,164,1353,51,36,60,45,6845,2891,6914,196,2232,5380,762,110,1517,4376,5625,7884,150,1967,urban,1,0,0
Orange,75 - 79 years,17,2209,1578,3741,1652,3023,200,1924,195,1618,59,36,45,36,8490,3838,8398,167,2287,6464,597,83,2966,5653,6750,9653,121,2629,urban,1,0,0
Orange,80 - 84 years,18,2949,1902,5040,2149,3453,217,2245,201,1883,56,36,54,41,11201,4661,10887,162,2246,7123,578,82,5678,7992,7718,11644,113,3953,urban,1,0,0
Orange,85 - 89 years,19,3322,2069,6562,2875,3944,245,2493,133,2069,77,30,36,36,14161,5144,13729,144,2092,6745,577,49,9546,10476,8541,13636,83,5298,urban,1,0,0
Orange,90 - 94 years,20,2759,1686,6516,2539,3585,170,2061,95,1606,64,36,36,36,13356,4294,12824,137,1371,3970,437,36,11449,10642,6613,12435,49,4772,urban,1,0,0
Orange,95 - 99 years,21,1100,673,3013,1239,1698,83,913,36,623,36,12,30,12,6187,1865,5899,41,489,991,191,24,6123,5327,2479,5981,36,1802,urban,1,0,0
Orange,100 years and over,22,187,112,587,350,335,60,223,30,139,24,6,6,6,1214,427,1155,30,85,80,44,12,1374,1247,347,1413,18,177,urban,1,0,0
Placer,Less than 1 year,1,0,0,0,81,0,0,30,6,36,30,6,6,0,44,0,73,0,0,0,73,0,0,36,43,73,0,0,suburban,0,0,1
Placer,1 - 4 years,2,0,0,0,60,0,0,0,0,12,18,0,0,0,30,0,36,0,0,0,36,0,0,24,30,36,0,0,suburban,0,0,1
Placer,5 - 9 years,3,0,0,0,60,0,0,0,0,12,0,0,0,0,30,6,36,0,0,0,36,0,0,18,24,36,0,0,suburban,0,0,1
Placer,10 - 14 years,4,0,0,0,60,0,10,0,6,24,0,0,6,0,30,6,36,0,0,0,36,0,0,30,36,36,6,0,suburban,0,0,1
Placer,15 - 19 years,5,0,0,60,62,50,10,12,12,24,0,0,6,6,36,30,47,0,0,0,55,0,0,30,48,53,6,6,suburban,0,0,1
Placer,20 - 24 years,6,20,0,60,50,60,10,18,6,30,12,0,6,0,49,18,82,6,0,6,86,0,0,36,60,85,0,12,suburban,0,0,1
Placer,25 - 29 years,7,60,20,62,40,60,20,6,12,36,6,18,0,0,76,18,96,0,24,36,84,6,0,36,76,97,0,18,suburban,0,0,1
Placer,30 - 34 years,8,60,20,63,60,61,0,24,6,30,0,0,6,0,92,36,107,0,36,36,66,0,6,36,82,112,0,24,suburban,0,0,1
Placer,35 - 39 years,9,60,60,73,60,61,10,24,12,36,24,6,0,0,129,36,146,6,36,55,56,6,0,50,107,147,0,36,suburban,0,0,1
Placer,40 - 44 years,10,62,40,67,50,66,0,36,0,36,12,12,6,0,138,36,154,0,36,83,47,0,18,66,100,163,0,30,suburban,0,0,1
Placer,45 - 49 years,11,65,60,130,50,96,20,24,30,36,18,6,6,12,251,36,285,6,69,163,72,6,12,109,210,294,12,30,suburban,0,0,1
Placer,50 - 54 years,12,80,60,192,64,136,50,36,30,41,24,24,0,12,407,50,445,6,140,226,118,6,30,194,303,461,24,36,suburban,0,0,1
Placer,55 - 59 years,13,108,60,292,76,215,60,36,36,60,36,12,12,12,604,56,670,30,231,328,132,24,36,302,437,659,30,70,suburban,0,0,1
Placer,60 - 64 years,14,137,81,427,80,368,60,36,36,75,30,30,12,12,939,91,1004,30,330,531,158,24,77,454,653,957,24,139,suburban,0,0,1
Placer,65 - 69 years,15,217,119,483,86,503,60,41,36,94,36,30,12,18,1245,115,1294,30,421,744,118,18,139,602,825,1072,24,349,suburban,0,0,1
Placer,70 - 74 years,16,298,194,609,120,605,60,55,36,73,36,36,18,6,1651,167,1669,30,409,1040,88,30,300,813,1038,1287,18,558,suburban,0,0,1
Placer,75 - 79 years,17,367,232,789,149,627,60,67,36,91,36,24,24,24,1960,199,1968,36,423,1194,64,24,492,980,1206,1474,24,707,suburban,0,0,1
Placer,80 - 84 years,18,501,293,1003,225,736,60,82,36,138,36,36,18,18,2483,323,2441,36,371,1361,54,24,975,1338,1436,1764,30,1000,suburban,0,0,1
Placer,85 - 89 years,19,499,277,1300,334,747,50,100,36,184,30,18,24,6,2823,342,2821,24,300,1171,46,6,1640,1745,1425,2053,18,1114,suburban,0,0,1
Placer,90 - 94 years,20,401,176,1139,283,647,60,76,36,115,18,30,6,18,2441,262,2398,36,175,627,41,6,1817,1624,1046,1746,12,919,suburban,0,0,1
Placer,95 - 99 years,21,166,89,508,162,263,50,41,18,51,12,12,6,6,1090,131,1063,12,64,165,36,18,945,793,404,840,12,355,suburban,0,0,1
Placer,100 years and over,22,60,50,114,61,66,10,24,12,18,0,12,6,6,233,36,227,6,36,30,12,6,227,203,41,219,0,41,suburban,0,0,1
Plumas,Less than 1 year,1,0,0,0,40,0,0,0,0,0,6,0,6,0,18,0,24,0,0,0,24,0,0,12,18,24,0,0,rural,0,1,0
Plumas,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
Plumas,5 - 9 years,3,0,0,0,20,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12,0,0,6,6,12,0,0,rural,0,1,0
