County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
Siskiyou,35 - 39 years,9,10,0,60,50,40,30,0,6,12,12,12,0,0,36,6,36,0,30,30,30,6,6,30,36,36,0,6,rural,0,1,0
Siskiyou,40 - 44 years,10,10,10,50,50,50,10,6,6,12,6,12,0,0,36,6,41,0,30,36,30,0,6,36,36,36,6,18,rural,0,1,0
Siskiyou,45 - 49 years,11,30,10,60,50,50,20,0,6,18,12,12,0,0,50,12,62,6,36,36,36,12,6,36,47,56,6,24,rural,0,1,0
Siskiyou,50 - 54 years,12,20,30,72,60,60,30,6,6,18,24,24,6,0,108,24,124,0,42,36,36,0,36,51,72,117,0,36,rural,0,1,0
Siskiyou,55 - 59 years,13,40,40,94,60,63,60,12,24,36,30,12,18,6,165,30,186,12,70,62,36,24,30,73,116,167,12,30,rural,0,1,0
Siskiyou,60 - 64 years,14,60,40,129,60,96,50,6,12,30,24,30,0,0,277,24,295,24,112,122,36,18,36,119,189,259,24,36,rural,0,1,0
Siskiyou,65 - 69 years,15,62,60,138,60,113,60,12,24,36,30,36,12,0,318,30,350,30,113,177,36,18,36,133,234,254,36,106,rural,0,1,0
Siskiyou,70 - 74 years,16,60,60,156,60,107,60,18,24,30,30,30,6,0,340,30,355,12,108,177,36,24,49,147,231,253,18,120,rural,0,1,0
Siskiyou,75 - 79 years,17,63,60,150,62,121,50,12,12,30,24,30,0,0,357,36,366,12,68,184,36,12,101,176,214,269,18,117,rural,0,1,0
Siskiyou,80 - 84 years,18,60,50,169,81,107,30,6,24,36,12,30,12,6,371,36,394,18,60,188,36,6,154,182,235,269,18,145,rural,0,1,0
Siskiyou,85 - 89 years,19,65,60,219,74,86,50,12,24,30,36,24,0,6,417,36,442,0,52,174,30,0,221,247,215,304,6,157,rural,0,1,0
Siskiyou,90 - 94 years,20,60,50,183,67,78,40,12,18,30,24,30,6,0,334,36,349,6,36,62,24,0,266,238,139,254,6,122,rural,0,1,0
Siskiyou,95 - 99 years,21,60,40,64,60,60,30,12,12,12,6,0,0,0,134,30,131,0,30,36,18,0,108,98,36,109,0,36,rural,0,1,0
Siskiyou,100 years and over,22,10,20,60,40,50,10,0,0,6,0,0,0,0,36,12,36,0,6,0,0,0,36,36,24,36,6,6,rural,0,1,0
Solano,Less than 1 year,1,0,0,0,164,0,0,30,36,53,36,12,12,6,41,0,164,0,0,0,164,0,0,61,94,164,0,0,suburban,0,0,1
Solano,1 - 4 years,2,0,0,0,60,0,0,6,6,30,6,0,6,0,30,0,36,0,0,0,36,0,0,18,36,36,0,0,suburban,0,0,1
Solano,5 - 9 years,3,0,0,0,50,0,0,18,24,12,18,0,0,0,12,0,30,0,0,0,30,0,0,30,30,30,0,0,suburban,0,0,1
Solano,10 - 14 years,4,0,0,0,60,0,0,18,12,18,6,0,0,0,24,0,36,0,0,0,36,0,0,30,30,36,0,0,suburban,0,0,1
Solano,15 - 19 years,5,0,0,60,68,50,0,18,36,36,36,0,0,0,30,18,90,0,0,0,95,0,0,36,65,94,0,6,suburban,0,0,1
Solano,20 - 24 years,6,20,0,74,50,63,20,18,47,44,36,0,6,0,48,30,140,12,6,36,144,12,0,36,118,148,6,36,suburban,0,0,1
Solano,25 - 29 years,7,40,0,92,60,75,0,30,48,41,30,6,0,0,62,36,184,0,24,36,163,0,0,36,154,181,0,36,suburban,0,0,1
Solano,30 - 34 years,8,60,40,82,60,75,20,30,57,36,30,0,0,12,81,36,174,0,36,44,132,6,12,47,142,180,0,36,suburban,0,0,1
Solano,35 - 39 years,9,60,60,105,60,85,20,36,71,51,36,6,0,18,97,36,218,0,41,90,134,6,6,80,177,243,0,30,suburban,0,0,1
Solano,40 - 44 years,10,60,60,114,63,91,50,36,69,55,30,24,12,36,104,45,238,36,55,87,141,18,18,111,187,277,24,36,suburban,0,0,1
Solano,45 - 49 years,11,64,40,215,64,160,50,44,117,72,36,18,18,30,206,91,402,24,117,209,154,24,36,186,314,446,30,42,suburban,0,0,1
Solano,50 - 54 years,12,70,60,326,115,213,60,67,191,104,36,30,24,30,368,120,636,30,196,306,224,36,36,282,488,674,36,76,suburban,0,0,1
Solano,55 - 59 years,13,117,60,508,139,356,63,97,275,148,36,18,36,30,638,189,983,36,326,504,270,36,66,458,752,1021,36,158,suburban,0,0,1
Solano,60 - 64 years,14,192,75,576,179,530,76,161,347,168,36,18,30,30,880,278,1283,53,458,692,287,42,132,630,987,1305,36,271,suburban,0,0,1
Solano,65 - 69 years,15,242,112,704,167,632,71,196,404,165,36,24,18,30,1089,306,1570,45,489,915,219,42,249,782,1135,1378,45,493,suburban,0,0,1
Solano,70 - 74 years,16,274,132,687,230,630,66,218,302,160,36,36,30,36,1248,375,1592,41,489,982,143,36,357,882,1126,1409,43,557,suburban,0,0,1
Solano,75 - 79 years,17,295,135,775,283,600,60,263,369,169,36,18,24,36,1266,447,1656,36,427,1016,102,36,555,968,1156,1490,36,612,suburban,0,0,1
Solano,80 - 84 years,18,341,174,991,358,666,60,344,389,217,36,12,24,36,1547,580,1962,36,390,1089,81,30,992,1293,1268,1711,36,835,suburban,0,0,1
Solano,85 - 89 years,19,313,168,1020,442,578,60,369,283,220,36,30,12,36,1635,639,1894,36,253,868,55,30,1361,1397,1157,1698,30,844,suburban,0,0,1
Solano,90 - 94 years,20,250,114,899,423,471,60,298,196,178,36,24,18,24,1478,509,1668,36,167,466,44,24,1511,1439,752,1579,36,603,suburban,0,0,1
Solano,95 - 99 years,21,105,66,388,152,227,60,78,71,55,24,12,6,24,697,167,764,12,47,117,36,12,751,638,295,692,12,239,suburban,0,0,1
Solano,100 years and over,22,60,30,74,60,60,20,36,30,36,12,0,0,0,100,36,127,12,30,36,12,0,133,123,36,141,6,36,suburban,0,0,1
Sonoma,Less than 1 year,1,0,0,0,88,0,0,0,6,36,24,6,6,0,42,0,88,0,0,0,88,0,0,36,42,88,0,0,suburban,0,0,1
Sonoma,1 - 4 years,2,0,0,0,40,0,0,0,0,18,0,0,0,0,24,0,24,0,0,0,24,0,0,18,24,24,0,0,suburban,0,0,1
Sonoma,5 - 9 years,3,0,0,0,60,0,0,0,0,30,0,0,0,0,30,0,36,0,0,0,36,0,0,30,18,36,0,0,suburban,0,0,1
Sonoma,10 - 14 years,4,0,0,0,60,0,0,6,0,30,0,0,0,6,30,12,36,0,0,0,36,0,0,30,24,36,0,0,suburban,0,0,1
Sonoma,15 - 19 years,5,0,0,60,60,30,0,12,18,36,6,18,0,0,36,18,60,0,0,0,68,0,0,36,43,68,0,0,suburban,0,0,1
Sonoma,20 - 24 years,6,60,10,64,60,64,0,24,12,42,18,0,0,12,81,36,119,0,0,30,134,6,0,36,112,135,18,18,suburban,0,0,1
Sonoma,25 - 29 years,7,60,20,68,60,60,0,24,24,36,30,0,6,6,101,24,136,0,12,18,140,0,0,36,102,145,6,18,suburban,0,0,1
Sonoma,30 - 34 years,8,60,50,65,60,61,30,18,24,41,24,18,18,0,126,30,158,12,30,41,120,18,6,45,127,164,24,30,suburban,0,0,1
Sonoma,35 - 39 years,9,60,40,87,60,70,30,12,24,43,24,18,12,6,145,36,186,6,41,54,126,6,24,76,149,219,18,24,suburban,0,0,1
Sonoma,40 - 44 years,10,60,50,82,65,63,30,18,24,51,0,18,6,6,162,53,181,18,52,86,89,18,6,77,161,231,12,24,suburban,0,0,1
Sonoma,45 - 49 years,11,60,60,142,77,117,60,30,24,83,18,24,30,12,267,74,315,30,86,168,124,30,24,159,237,367,30,30,suburban,0,0,1
Sonoma,50 - 54 years,12,80,60,294,125,180,60,36,36,129,30,30,36,24,524,95,606,36,216,252,215,36,36,279,441,664,36,43,suburban,0,0,1
Sonoma,55 - 59 years,13,174,67,433,151,300,63,36,36,115,30,36,30,30,942,136,994,36,330,462,290,36,42,497,671,1051,36,82,suburban,0,0,1
Sonoma,60 - 64 years,14,215,125,593,167,468,65,36,36,135,36,36,30,24,1338,141,1433,46,491,680,309,43,97,625,994,1390,36,194,suburban,0,0,1
Sonoma,65 - 69 years,15,346,225,636,166,691,69,36,36,149,36,30,24,24,1828,207,1867,42,630,956,297,36,200,903,1220,1687,36,403,suburban,0,0,1
Sonoma,70 - 74 years,16,440,278,735,222,660,63,43,36,155,36,36,24,18,2072,225,2108,41,657,1134,220,36,335,1025,1346,1739,36,612,suburban,0,0,1
Sonoma,75 - 79 years,17,438,330,795,256,644,60,64,30,160,36,36,30,18,2183,306,2168,36,554,1172,175,36,580,1177,1323,1798,36,683,suburban,0,0,1
Sonoma,80 - 84 years,18,536,378,997,297,700,64,70,36,176,36,36,24,6,2625,440,2485,36,552,1163,165,30,1048,1525,1428,1996,36,931,suburban,0,0,1
Sonoma,85 - 89 years,19,648,450,1234,427,819,60,95,36,212,36,36,18,18,3238,508,3086,36,481,1189,124,36,1808,2049,1564,2446,36,1153,suburban,0,0,1
Sonoma,90 - 94 years,20,605,390,1432,410,794,50,85,36,161,36,30,24,12,3368,521,3127,36,384,828,114,24,2335,2304,1362,2477,24,1178,suburban,0,0,1
Sonoma,95 - 99 years,21,282,183,725,217,446,60,36,36,69,18,30,12,0,1729,219,1640,24,158,253,36,6,1415,1279,587,1354,24,507,suburban,0,0,1
Sonoma,100 years and over,22,61,60,169,66,85,30,24,0,36,6,12,6,0,364,43,343,6,36,30,30,0,336,322,62,340,0,36,suburban,0,0,1
Stanislaus,Less than 1 year,1,0,0,0,216,0,10,24,36,120,36,6,0,0,64,6,216,0,0,0,216,6,0,88,125,216,0,6,suburban,0,0,1
Stanislaus,1 - 4 years,2,0,0,0,60,0,0,12,6,36,18,0,0,0,36,0,36,0,0,0,36,0,0,36,36,36,0,0,suburban,0,0,1
Stanislaus,5 - 9 years,3,0,0,0,60,0,10,6,12,36,6,0,0,6,36,6,36,0,0,0,36,0,0,30,36,36,0,0,suburban,0,0,1
Stanislaus,10 - 14 years,4,0,0,0,60,0,0,6,12,36,0,6,0,0,30,6,36,0,0,0,36,0,0,36,36,36,0,0,suburban,0,0,1
Stanislaus,15 - 19 years,5,0,0,60,68,60,0,12,24,42,18,6,0,0,36,24,94,0,0,0,106,0,0,36,77,105,0,6,suburban,0,0,1
Stanislaus,20 - 24 years,6,30,10,109,60,62,0,30,24,93,24,0,6,6,79,36,181,0,6,24,193,0,0,50,153,196,6,30,suburban,0,0,1
Stanislaus,25 - 29 years,7,60,10,109,65,69,0,30,30,109,24,6,0,18,99,36,216,12,30,36,203,6,0,51,187,244,0,12,suburban,0,0,1
Stanislaus,30 - 34 years,8,60,30,132,68,90,30,30,36,120,24,12,6,24,153,53,255,12,36,76,200,18,6,105,206,298,6,36,suburban,0,0,1
Stanislaus,35 - 39 years,9,60,60,166,92,87,30,36,36,138,24,6,12,36,176,55,304,30,47,134,176,24,18,139,238,357,18,36,suburban,0,0,1
Stanislaus,40 - 44 years,10,50,50,192,103,102,40,36,36,169,30,18,6,18,214,100,335,18,84,168,174,30,18,162,277,419,18,36,suburban,0,0,1
Stanislaus,45 - 49 years,11,60,50,320,198,134,60,36,36,235,36,30,12,24,391,150,552,36,198,277,209,30,36,290,425,676,30,42,suburban,0,0,1
Stanislaus,50 - 54 years,12,68,50,436,289,208,60,36,46,279,36,36,6,36,642,199,832,36,290,417,283,30,42,390,661,975,30,43,suburban,0,0,1
Stanislaus,55 - 59 years,13,82,60,745,405,371,67,48,89,373,36,36,18,30,1111,274,1373,36,512,686,326,36,122,645,1035,1528,36,131,suburban,0,0,1
Stanislaus,60 - 64 years,14,111,63,855,432,477,74,61,99,390,36,24,6,18,1382,335,1613,43,588,886,288,41,198,819,1178,1718,36,251,suburban,0,0,1
Stanislaus,65 - 69 years,15,183,79,939,481,624,72,93,95,423,36,36,18,36,1697,361,1956,46,682,1088,227,43,326,1004,1363,1894,42,439,suburban,0,0,1
Stanislaus,70 - 74 years,16,211,94,930,578,622,63,76,72,411,41,36,12,36,1835,426,2033,36,560,1214,158,30,542,1137,1352,1909,36,557,suburban,0,0,1
Stanislaus,75 - 79 years,17,196,115,1018,792,611,61,123,63,437,36,36,24,30,2088,575,2181,36,505,1299,133,36,828,1329,1451,2152,36,612,suburban,0,0,1
Stanislaus,80 - 84 years,18,225,140,1191,895,612,61,124,69,498,36,36,24,36,2349,623,2464,36,431,1260,86,24,1319,1615,1491,2304,30,794,suburban,0,0,1
Stanislaus,85 - 89 years,19,268,156,1164,1009,622,63,105,48,427,36,36,18,24,2633,624,2625,30,332,1024,61,30,1839,1854,1419,2438,24,827,suburban,0,0,1
Stanislaus,90 - 94 years,20,227,141,939,792,481,64,56,36,306,30,24,6,18,2198,434,2181,36,171,583,54,18,1804,1614,1010,1898,24,720,suburban,0,0,1
Stanislaus,95 - 99 years,21,96,65,443,368,201,60,36,36,128,24,30,6,6,973,196,973,18,63,127,36,0,952,824,348,924,18,245,suburban,0,0,1
Stanislaus,100 years and over,22,50,40,73,88,60,30,30,30,36,12,6,0,0,175,41,174,12,12,30,24,6,203,182,41,202,0,36,suburban,0,0,1
Sutter,Less than 1 year,1,0,0,0,60,0,0,24,0,36,0,0,6,0,36,0,36,0,0,0,36,0,0,36,36,36,0,0,rural,0,1,0
Sutter,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Sutter,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Sutter,10 - 14 years,4,0,0,0,40,0,0,0,0,18,0,0,0,0,12,0,24,0,0,0,24,0,0,18,18,24,0,0,rural,0,1,0
Sutter,15 - 19 years,5,0,0,50,60,0,0,6,0,36,6,0,0,6,36,12,36,0,0,12,36,0,0,30,36,36,0,0,rural,0,1,0
Sutter,20 - 24 years,6,10,0,60,40,50,0,18,6,36,0,0,6,0,36,24,36,0,6,18,36,0,0,24,36,36,0,12,rural,0,1,0
Sutter,25 - 29 years,7,30,40,60,50,60,10,18,0,30,6,0,0,0,36,30,36,6,18,24,36,0,0,30,36,47,0,12,rural,0,1,0
Sutter,30 - 34 years,8,40,20,60,50,60,0,18,0,36,0,6,6,0,36,36,36,0,24,36,36,0,0,36,36,41,0,12,rural,0,1,0
Sutter,35 - 39 years,9,10,10,60,60,40,10,24,6,30,12,0,0,0,36,36,36,0,30,36,36,0,6,36,36,41,0,12,rural,0,1,0
Sutter,40 - 44 years,10,30,10,60,50,60,0,30,6,36,6,0,0,12,36,36,53,6,30,36,36,0,6,36,48,67,0,12,rural,0,1,0
Sutter,45 - 49 years,11,50,30,70,60,60,0,30,18,36,18,12,0,18,91,36,106,6,36,51,41,0,18,36,82,122,0,30,rural,0,1,0
Sutter,50 - 54 years,12,40,20,87,61,60,20,36,18,36,6,6,0,0,121,36,130,6,36,66,36,12,24,67,93,149,12,36,rural,0,1,0
Sutter,55 - 59 years,13,60,50,161,69,71,0,36,24,41,30,6,12,0,227,50,255,6,88,142,47,0,36,114,195,271,0,36,rural,0,1,0
Sutter,60 - 64 years,14,50,60,191,75,93,20,36,30,41,18,12,6,12,289,64,317,18,126,178,36,0,42,153,237,336,6,49,rural,0,1,0
Sutter,65 - 69 years,15,63,60,174,69,117,20,41,36,36,12,18,12,24,311,82,339,24,107,224,36,12,56,179,247,327,12,97,rural,0,1,0
Sutter,70 - 74 years,16,62,60,211,77,111,50,36,18,36,24,0,0,0,373,72,386,24,112,228,36,24,101,211,260,345,6,125,rural,0,1,0
Sutter,75 - 79 years,17,63,60,225,115,114,40,65,24,36,24,18,6,0,399,109,418,24,103,235,36,6,172,266,268,404,12,128,rural,0,1,0
Sutter,80 - 84 years,18,76,60,307,143,157,30,68,30,46,24,12,0,6,575,121,603,18,90,318,36,6,305,354,374,493,6,234,rural,0,1,0
Sutter,85 - 89 years,19,80,62,261,182,129,20,82,24,46,24,12,0,6,540,128,549,24,53,246,24,6,371,359,326,463,0,222,rural,0,1,0
Sutter,90 - 94 years,20,62,60,211,130,87,0,47,12,42,18,6,0,0,400,80,412,18,36,99,12,0,352,296,200,354,0,142,rural,0,1,0
Sutter,95 - 99 years,21,60,50,102,66,69,20,36,18,36,6,0,0,0,201,36,210,6,36,30,12,0,205,178,56,196,0,36,rural,0,1,0
Sutter,100 years and over,22,40,10,60,60,50,0,30,12,12,6,0,0,0,36,36,36,6,12,6,6,0,36,36,36,36,0,24,rural,0,1,0
Tehama,Less than 1 year,1,0,0,0,60,0,0,0,0,24,18,0,6,0,36,0,36,0,0,0,36,0,0,36,36,36,0,0,rural,0,1,0
Tehama,1 - 4 years,2,0,0,0,60,0,0,0,0,6,6,0,0,0,30,0,36,0,0,0,36,0,0,24,12,36,0,0,rural,0,1,0
Tehama,5 - 9 years,3,0,0,0,20,0,0,0,0,6,0,0,0,0,12,0,12,0,0,0,12,0,0,0,12,12,6,0,rural,0,1,0
Tehama,10 - 14 years,4,0,0,0,30,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,18,0,0,0,18,18,0,0,rural,0,1,0
Tehama,15 - 19 years,5,0,0,30,40,10,0,0,0,24,6,0,0,0,18,0,30,0,0,0,30,0,0,24,30,30,0,0,rural,0,1,0
Tehama,20 - 24 years,6,0,0,60,40,50,0,0,6,30,0,0,0,0,36,12,36,0,6,18,36,0,0,30,36,36,0,0,rural,0,1,0
Tehama,25 - 29 years,7,10,0,60,20,60,0,6,0,24,0,0,0,0,36,6,36,0,24,30,36,0,0,24,36,36,0,6,rural,0,1,0
Tehama,30 - 34 years,8,40,10,60,40,30,0,6,0,24,6,6,0,0,36,18,48,0,30,30,36,0,6,36,36,50,0,0,rural,0,1,0
Tehama,35 - 39 years,9,20,10,60,40,50,40,0,0,36,6,6,0,0,41,30,48,0,30,36,36,6,18,36,36,54,0,12,rural,0,1,0
Tehama,40 - 44 years,10,20,10,60,50,60,0,6,0,24,24,0,0,0,43,12,47,0,24,36,36,6,18,36,36,51,0,12,rural,0,1,0
Tehama,45 - 49 years,11,40,20,60,60,60,0,0,0,30,12,6,0,0,75,24,85,0,36,36,36,0,6,36,50,88,0,12,rural,0,1,0
Tehama,50 - 54 years,12,50,20,73,60,60,40,6,12,30,12,18,0,0,141,18,149,30,50,43,36,24,24,42,101,141,30,30,rural,0,1,0
Tehama,55 - 59 years,13,60,10,111,71,76,50,6,12,36,24,24,6,0,224,36,244,12,115,87,36,30,36,108,163,228,18,42,rural,0,1,0
Tehama,60 - 64 years,14,60,20,152,62,97,50,6,18,36,24,24,6,0,285,36,301,36,110,126,41,24,36,124,203,265,36,41,rural,0,1,0
Tehama,65 - 69 years,15,60,50,191,70,145,60,6,6,36,24,24,6,6,394,36,413,18,151,192,36,18,51,183,255,318,24,110,rural,0,1,0
Tehama,70 - 74 years,16,61,60,207,82,158,50,24,12,24,36,24,6,6,472,36,484,30,139,251,36,18,94,221,294,352,24,153,rural,0,1,0
Tehama,75 - 79 years,17,60,50,216,97,136,50,12,12,36,36,12,6,6,460,36,472,30,108,241,30,24,133,225,278,344,36,151,rural,0,1,0
Tehama,80 - 84 years,18,60,60,267,115,125,50,18,18,36,36,18,0,0,531,36,551,12,91,231,36,6,235,278,308,383,12,199,rural,0,1,0
Tehama,85 - 89 years,19,60,60,274,134,98,40,18,12,36,18,18,12,0,527,36,528,18,36,218,18,6,297,293,276,360,18,206,rural,0,1,0
Tehama,90 - 94 years,20,60,60,191,84,79,20,0,0,36,30,12,0,0,377,36,378,0,36,87,30,6,268,236,163,262,6,136,rural,0,1,0
Tehama,95 - 99 years,21,50,40,79,60,61,0,6,0,36,6,12,0,0,165,24,174,6,24,36,6,0,151,119,59,122,0,58,rural,0,1,0
Tehama,100 years and over,22,30,0,50,60,50,0,0,6,6,6,0,0,0,41,12,41,0,6,6,0,0,36,36,18,36,0,18,rural,0,1,0
Trinity,Less than 1 year,1,0,0,0,30,0,0,0,0,12,0,0,0,0,18,0,18,0,0,0,18,0,0,12,12,18,0,0,rural,0,1,0
Trinity,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Trinity,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
Trinity,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Trinity,15 - 19 years,5,0,0,20,20,0,0,6,0,6,0,0,0,0,6,0,18,0,0,0,18,0,0,6,12,18,0,0,rural,0,1,0
Trinity,20 - 24 years,6,0,0,50,10,20,0,6,0,6,18,6,0,0,18,6,30,0,0,0,30,0,0,12,30,30,0,0,rural,0,1,0
Trinity,25 - 29 years,7,0,0,50,20,10,0,0,0,6,0,0,0,0,30,0,30,0,12,0,30,0,0,12,30,30,0,6,rural,0,1,0
Trinity,30 - 34 years,8,0,0,60,30,30,0,6,0,0,0,6,0,0,36,6,36,0,12,12,30,0,0,24,30,36,0,0,rural,0,1,0
Trinity,35 - 39 years,9,10,0,40,10,20,0,0,0,6,12,0,0,0,36,0,36,0,12,6,30,0,0,24,30,36,0,0,rural,0,1,0
Trinity,40 - 44 years,10,10,0,40,20,40,0,0,0,0,6,6,0,0,36,6,36,6,18,18,24,0,6,24,36,36,0,0,rural,0,1,0
Trinity,45 - 49 years,11,0,10,50,0,30,0,0,0,6,0,0,0,0,36,6,36,0,18,24,24,0,6,18,36,36,0,0,rural,0,1,0
Trinity,50 - 54 years,12,10,10,50,30,30,10,6,0,6,12,0,0,0,36,6,30,6,36,30,30,6,0,30,36,30,6,0,rural,0,1,0
Trinity,55 - 59 years,13,20,10,60,50,60,10,0,0,12,12,6,0,0,55,6,57,6,36,36,30,6,12,36,36,54,6,24,rural,0,1,0
Trinity,60 - 64 years,14,30,20,60,50,60,30,0,0,0,18,18,0,0,69,12,74,18,36,41,30,12,24,36,42,55,18,30,rural,0,1,0
Trinity,65 - 69 years,15,50,20,77,50,60,30,6,0,12,12,12,0,0,123,6,129,6,42,54,30,0,36,42,91,87,18,44,rural,0,1,0
Trinity,70 - 74 years,16,60,30,60,50,61,30,6,6,18,6,6,0,0,116,6,116,24,36,50,30,18,36,36,79,76,18,36,rural,0,1,0
Trinity,75 - 79 years,17,50,20,61,60,60,0,0,0,6,12,6,0,0,104,12,105,6,36,42,12,6,36,43,65,62,18,36,rural,0,1,0
Trinity,80 - 84 years,18,60,40,63,60,50,10,12,0,12,0,12,0,0,112,12,115,0,36,55,12,0,41,46,61,67,0,36,rural,0,1,0
Trinity,85 - 89 years,19,30,50,66,60,60,30,0,0,12,24,0,0,0,94,18,90,12,36,36,18,6,43,43,48,59,6,36,rural,0,1,0
Trinity,90 - 94 years,20,50,20,61,20,60,0,0,0,0,6,6,0,0,62,12,63,0,12,36,6,6,43,41,36,42,6,36,rural,0,1,0
Trinity,95 - 99 years,21,0,0,50,40,50,10,6,0,12,6,6,0,0,36,12,36,0,6,24,6,0,36,36,36,36,0,36,rural,0,1,0
Trinity,100 years and over,22,0,10,20,20,10,0,0,0,0,0,0,0,0,24,0,24,0,0,6,0,0,24,24,6,24,0,6,rural,0,1,0
Tulare,Less than 1 year,1,0,0,0,245,0,0,24,30,182,6,6,0,6,52,0,245,0,0,0,245,0,0,121,124,245,0,0,suburban,0,0,1
Tulare,1 - 4 years,2,0,0,0,60,0,0,0,0,36,12,0,0,0,30,0,36,0,0,0,36,0,0,36,36,36,0,0,suburban,0,0,1
Tulare,5 - 9 years,3,0,0,0,60,0,0,0,0,36,0,0,0,0,36,6,36,0,0,0,36,0,0,36,30,36,0,0,suburban,0,0,1
Tulare,10 - 14 years,4,0,0,0,60,0,0,12,0,36,6,0,0,0,36,12,36,0,0,0,36,0,0,30,30,36,0,0,suburban,0,0,1
Tulare,15 - 19 years,5,0,0,60,69,40,10,12,18,70,6,6,0,0,36,30,92,0,0,12,102,0,0,36,74,103,6,0,suburban,0,0,1
Tulare,20 - 24 years,6,40,10,96,73,65,0,18,24,144,18,30,0,6,41,36,175,0,0,24,204,0,6,36,166,208,6,18,suburban,0,0,1
Tulare,25 - 29 years,7,30,20,101,66,63,10,6,24,147,12,12,0,0,49,36,179,6,24,36,170,6,6,50,157,206,6,12,suburban,0,0,1
Tulare,30 - 34 years,8,50,30,101,82,64,20,24,30,146,18,12,0,0,81,48,198,0,36,51,166,6,0,81,164,242,6,30,suburban,0,0,1
Tulare,35 - 39 years,9,60,40,107,92,63,20,30,24,159,6,24,0,0,89,70,198,12,36,98,129,12,12,86,188,262,6,18,suburban,0,0,1
Tulare,40 - 44 years,10,60,60,146,115,80,30,24,30,201,18,18,12,6,142,95,275,12,78,133,144,0,30,135,237,357,0,30,suburban,0,0,1
Tulare,45 - 49 years,11,60,40,196,186,111,30,30,30,276,0,24,12,0,223,145,391,12,129,205,186,12,24,189,349,515,18,36,suburban,0,0,1
Tulare,50 - 54 years,12,60,60,313,275,147,50,36,36,365,12,36,6,6,363,202,586,24,201,339,216,18,36,285,510,764,18,36,suburban,0,0,1
Tulare,55 - 59 years,13,61,60,434,377,243,60,36,30,449,30,36,18,12,623,247,897,36,321,486,256,36,75,410,750,1049,36,98,suburban,0,0,1
Tulare,60 - 64 years,14,81,60,555,466,354,60,42,36,531,24,30,12,6,855,326,1170,30,436,672,231,30,160,573,935,1304,30,191,suburban,0,0,1
Tulare,65 - 69 years,15,105,61,572,481,419,61,53,36,546,12,36,30,0,1011,328,1313,36,409,852,150,36,235,694,966,1320,30,326,suburban,0,0,1
Tulare,70 - 74 years,16,122,69,603,548,428,60,36,36,486,36,36,6,6,1215,311,1473,30,397,903,129,30,357,780,1019,1407,36,373,suburban,0,0,1
Tulare,75 - 79 years,17,132,86,623,712,372,60,54,36,550,30,30,0,6,1303,411,1524,30,321,942,121,30,553,912,1035,1555,18,384,suburban,0,0,1
Tulare,80 - 84 years,18,150,94,721,802,411,60,61,36,573,30,30,0,6,1504,433,1749,36,270,939,48,24,930,1126,1074,1669,30,518,suburban,0,0,1
Tulare,85 - 89 years,19,155,90,691,913,365,60,84,36,573,18,24,12,12,1550,428,1802,30,179,767,57,18,1221,1204,1036,1654,18,582,suburban,0,0,1
Tulare,90 - 94 years,20,129,73,595,664,288,60,58,36,397,24,18,6,0,1293,314,1451,30,125,354,36,6,1257,1122,651,1359,12,410,suburban,0,0,1
Tulare,95 - 99 years,21,62,60,260,320,134,50,36,24,143,6,18,6,0,600,145,653,18,41,98,24,6,651,519,284,626,12,175,suburban,0,0,1
Tulare,100 years and over,22,50,30,62,72,60,20,24,12,36,6,6,0,0,127,36,136,6,24,24,18,0,147,132,36,153,6,30,suburban,0,0,1
Tuolumne,Less than 1 year,1,0,0,0,60,0,0,0,0,18,12,0,0,0,30,0,36,0,0,0,36,0,0,24,30,36,0,0,rural,0,1,0
Tuolumne,1 - 4 years,2,0,0,0,30,0,0,0,0,6,0,0,0,0,12,0,18,0,0,0,18,0,0,12,12,18,0,0,rural,0,1,0
Tuolumne,5 - 9 years,3,0,0,0,30,0,0,0,0,0,0,0,0,0,18,6,18,0,0,0,18,0,0,12,6,18,0,0,rural,0,1,0
Tuolumne,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
Tuolumne,15 - 19 years,5,0,0,30,30,10,0,0,0,0,0,0,0,0,24,0,24,0,0,0,24,0,0,12,18,24,0,0,rural,0,1,0
