Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran,age_cat,veteran_cat,Description
2014,Del Norte,20 - 24 years,No,6,6,1,rural
2014,Del Norte,20 - 24 years,Unknown,0,6,2,rural
2014,Del Norte,20 - 24 years,Yes,0,6,3,rural
2014,Del Norte,25 - 29 years,Unknown,0,7,2,rural
2014,Del Norte,25 - 29 years,No,6,7,1,rural
2014,Del Norte,25 - 29 years,Yes,0,7,3,rural
2014,Del Norte,30 - 34 years,Unknown,0,8,2,rural
2014,Del Norte,30 - 34 years,No,6,8,1,rural
2014,Del Norte,30 - 34 years,Yes,0,8,3,rural
2014,Del Norte,35 - 39 years,No,6,9,1,rural
2014,Del Norte,35 - 39 years,Unknown,0,9,2,rural
2014,Del Norte,35 - 39 years,Yes,0,9,3,rural
2014,Del Norte,40 - 44 years,Unknown,0,10,2,rural
2014,Del Norte,40 - 44 years,Yes,0,10,3,rural
2014,Del Norte,40 - 44 years,No,6,10,1,rural
2014,Del Norte,45 - 49 years,Unknown,0,11,2,rural
2014,Del Norte,45 - 49 years,Yes,0,11,3,rural
2014,Del Norte,45 - 49 years,No,6,11,1,rural
2014,Del Norte,50 - 54 years,Yes,6,12,3,rural
2014,Del Norte,50 - 54 years,Unknown,0,12,2,rural
2014,Del Norte,50 - 54 years,No,14,12,1,rural
2014,Del Norte,55 - 59 years,Yes,6,13,3,rural
2014,Del Norte,55 - 59 years,Unknown,6,13,2,rural
2014,Del Norte,55 - 59 years,No,13,13,1,rural
2014,Del Norte,60 - 64 years,No,19,14,1,rural
2014,Del Norte,60 - 64 years,Unknown,0,14,2,rural
2014,Del Norte,60 - 64 years,Yes,6,14,3,rural
2014,Del Norte,65 - 69 years,Unknown,0,15,2,rural
2014,Del Norte,65 - 69 years,Yes,6,15,3,rural
2014,Del Norte,65 - 69 years,No,21,15,1,rural
2014,Del Norte,70 - 74 years,Unknown,0,16,2,rural
2014,Del Norte,70 - 74 years,No,25,16,1,rural
2014,Del Norte,70 - 74 years,Yes,6,16,3,rural
2014,Del Norte,75 - 79 years,Unknown,0,17,2,rural
2014,Del Norte,75 - 79 years,No,20,17,1,rural
2014,Del Norte,75 - 79 years,Yes,13,17,3,rural
2014,Del Norte,80 - 84 years,No,22,18,1,rural
2014,Del Norte,80 - 84 years,Unknown,6,18,2,rural
2014,Del Norte,80 - 84 years,Yes,11,18,3,rural
2014,Del Norte,85 - 89 years,Yes,15,19,3,rural
2014,Del Norte,85 - 89 years,No,21,19,1,rural
2014,Del Norte,85 - 89 years,Unknown,0,19,2,rural
2014,Del Norte,90 - 94 years,Unknown,0,20,2,rural
2014,Del Norte,90 - 94 years,No,16,20,1,rural
2014,Del Norte,90 - 94 years,Yes,11,20,3,rural
2014,Del Norte,95 - 99 years,Yes,6,21,3,rural
2014,Del Norte,95 - 99 years,Unknown,0,21,2,rural
2014,Del Norte,95 - 99 years,No,6,21,1,rural
2014,Del Norte,100 years and over,No,0,22,1,rural
2014,Del Norte,100 years and over,Unknown,0,22,2,rural
2014,Del Norte,100 years and over,Yes,0,22,3,rural
2014,El Dorado,Less than 1 year,No,6,1,1,rural
2014,El Dorado,Less than 1 year,Yes,0,1,3,rural
2014,El Dorado,Less than 1 year,Unknown,0,1,2,rural
2014,El Dorado,1 - 4 years,Unknown,0,2,2,rural
2014,El Dorado,1 - 4 years,Yes,0,2,3,rural
2014,El Dorado,1 - 4 years,No,0,2,1,rural
2014,El Dorado,5 - 9 years,Unknown,0,3,2,rural
2014,El Dorado,5 - 9 years,No,6,3,1,rural
2014,El Dorado,5 - 9 years,Yes,0,3,3,rural
2014,El Dorado,10 - 14 years,No,6,4,1,rural
2014,El Dorado,10 - 14 years,Yes,0,4,3,rural
2014,El Dorado,10 - 14 years,Unknown,0,4,2,rural
2014,El Dorado,15 - 19 years,Unknown,0,5,2,rural
2014,El Dorado,15 - 19 years,Yes,0,5,3,rural
2014,El Dorado,15 - 19 years,No,6,5,1,rural
2014,El Dorado,20 - 24 years,No,6,6,1,rural
2014,El Dorado,20 - 24 years,Yes,0,6,3,rural
2014,El Dorado,20 - 24 years,Unknown,0,6,2,rural
2014,El Dorado,25 - 29 years,Unknown,0,7,2,rural
2014,El Dorado,25 - 29 years,No,6,7,1,rural
2014,El Dorado,25 - 29 years,Yes,6,7,3,rural
2014,El Dorado,30 - 34 years,Unknown,0,8,2,rural
2014,El Dorado,30 - 34 years,No,6,8,1,rural
2014,El Dorado,30 - 34 years,Yes,6,8,3,rural
2014,El Dorado,35 - 39 years,No,6,9,1,rural
2014,El Dorado,35 - 39 years,Unknown,0,9,2,rural
2014,El Dorado,35 - 39 years,Yes,6,9,3,rural
2014,El Dorado,40 - 44 years,No,14,10,1,rural
2014,El Dorado,40 - 44 years,Unknown,0,10,2,rural
2014,El Dorado,40 - 44 years,Yes,0,10,3,rural
2014,El Dorado,45 - 49 years,Unknown,0,11,2,rural
2014,El Dorado,45 - 49 years,No,32,11,1,rural
2014,El Dorado,45 - 49 years,Yes,6,11,3,rural
2014,El Dorado,50 - 54 years,Unknown,0,12,2,rural
2014,El Dorado,50 - 54 years,Yes,6,12,3,rural
2014,El Dorado,50 - 54 years,No,42,12,1,rural
2014,El Dorado,55 - 59 years,Yes,6,13,3,rural
2014,El Dorado,55 - 59 years,No,69,13,1,rural
2014,El Dorado,55 - 59 years,Unknown,6,13,2,rural
2014,El Dorado,60 - 64 years,Yes,23,14,3,rural
2014,El Dorado,60 - 64 years,Unknown,0,14,2,rural
2014,El Dorado,60 - 64 years,No,80,14,1,rural
2014,El Dorado,65 - 69 years,Yes,60,15,3,rural
2014,El Dorado,65 - 69 years,No,76,15,1,rural
2014,El Dorado,65 - 69 years,Unknown,6,15,2,rural
2014,El Dorado,70 - 74 years,Unknown,6,16,2,rural
2014,El Dorado,70 - 74 years,No,96,16,1,rural
2014,El Dorado,70 - 74 years,Yes,48,16,3,rural
2014,El Dorado,75 - 79 years,Unknown,6,17,2,rural
2014,El Dorado,75 - 79 years,No,68,17,1,rural
2014,El Dorado,75 - 79 years,Yes,68,17,3,rural
2014,El Dorado,80 - 84 years,Yes,80,18,3,rural
2014,El Dorado,80 - 84 years,Unknown,0,18,2,rural
2014,El Dorado,80 - 84 years,No,106,18,1,rural
2014,El Dorado,85 - 89 years,No,115,19,1,rural
2014,El Dorado,85 - 89 years,Unknown,6,19,2,rural
2014,El Dorado,85 - 89 years,Yes,83,19,3,rural
2014,El Dorado,90 - 94 years,Unknown,0,20,2,rural
2014,El Dorado,90 - 94 years,No,111,20,1,rural
2014,El Dorado,90 - 94 years,Yes,70,20,3,rural
2014,El Dorado,95 - 99 years,No,47,21,1,rural
2014,El Dorado,95 - 99 years,Yes,26,21,3,rural
2014,El Dorado,95 - 99 years,Unknown,0,21,2,rural
2014,El Dorado,100 years and over,Yes,6,22,3,rural
2014,El Dorado,100 years and over,Unknown,0,22,2,rural
2014,El Dorado,100 years and over,No,11,22,1,rural
2014,Fresno,Less than 1 year,No,115,1,1,urban
2014,Fresno,Less than 1 year,Unknown,0,1,2,urban
2014,Fresno,Less than 1 year,Yes,0,1,3,urban
2014,Fresno,1 - 4 years,Yes,0,2,3,urban
2014,Fresno,1 - 4 years,Unknown,0,2,2,urban
2014,Fresno,1 - 4 years,No,16,2,1,urban
2014,Fresno,5 - 9 years,Unknown,0,3,2,urban
2014,Fresno,5 - 9 years,Yes,0,3,3,urban
2014,Fresno,5 - 9 years,No,6,3,1,urban
2014,Fresno,10 - 14 years,Unknown,0,4,2,urban
2014,Fresno,10 - 14 years,No,14,4,1,urban
2014,Fresno,10 - 14 years,Yes,0,4,3,urban
2014,Fresno,15 - 19 years,Unknown,0,5,2,urban
2014,Fresno,15 - 19 years,No,33,5,1,urban
2014,Fresno,15 - 19 years,Yes,0,5,3,urban
2014,Fresno,20 - 24 years,Unknown,0,6,2,urban
2014,Fresno,20 - 24 years,Yes,6,6,3,urban
2014,Fresno,20 - 24 years,No,63,6,1,urban
2014,Fresno,25 - 29 years,No,72,7,1,urban
2014,Fresno,25 - 29 years,Unknown,0,7,2,urban
2014,Fresno,25 - 29 years,Yes,6,7,3,urban
2014,Fresno,30 - 34 years,Yes,6,8,3,urban
2014,Fresno,30 - 34 years,No,74,8,1,urban
2014,Fresno,30 - 34 years,Unknown,0,8,2,urban
2014,Fresno,35 - 39 years,Yes,6,9,3,urban
2014,Fresno,35 - 39 years,No,90,9,1,urban
2014,Fresno,35 - 39 years,Unknown,0,9,2,urban
2014,Fresno,40 - 44 years,Yes,6,10,3,urban
2014,Fresno,40 - 44 years,No,116,10,1,urban
2014,Fresno,40 - 44 years,Unknown,0,10,2,urban
2014,Fresno,45 - 49 years,Unknown,6,11,2,urban
2014,Fresno,45 - 49 years,Yes,6,11,3,urban
2014,Fresno,45 - 49 years,No,158,11,1,urban
2014,Fresno,50 - 54 years,Yes,17,12,3,urban
2014,Fresno,50 - 54 years,Unknown,6,12,2,urban
2014,Fresno,50 - 54 years,No,276,12,1,urban
2014,Fresno,55 - 59 years,Yes,36,13,3,urban
2014,Fresno,55 - 59 years,No,348,13,1,urban
2014,Fresno,55 - 59 years,Unknown,6,13,2,urban
2014,Fresno,60 - 64 years,Unknown,6,14,2,urban
2014,Fresno,60 - 64 years,Yes,75,14,3,urban
2014,Fresno,60 - 64 years,No,400,14,1,urban
2014,Fresno,65 - 69 years,Unknown,6,15,2,urban
2014,Fresno,65 - 69 years,No,390,15,1,urban
2014,Fresno,65 - 69 years,Yes,115,15,3,urban
2014,Fresno,70 - 74 years,No,444,16,1,urban
2014,Fresno,70 - 74 years,Unknown,6,16,2,urban
2014,Fresno,70 - 74 years,Yes,122,16,3,urban
2014,Fresno,75 - 79 years,Yes,133,17,3,urban
2014,Fresno,75 - 79 years,No,462,17,1,urban
2014,Fresno,75 - 79 years,Unknown,6,17,2,urban
2014,Fresno,80 - 84 years,Unknown,6,18,2,urban
2014,Fresno,80 - 84 years,No,588,18,1,urban
2014,Fresno,80 - 84 years,Yes,227,18,3,urban
2014,Fresno,85 - 89 years,Unknown,6,19,2,urban
2014,Fresno,85 - 89 years,Yes,257,19,3,urban
2014,Fresno,85 - 89 years,No,616,19,1,urban
2014,Fresno,90 - 94 years,Unknown,0,20,2,urban
2014,Fresno,90 - 94 years,Yes,207,20,3,urban
2014,Fresno,90 - 94 years,No,537,20,1,urban
2014,Fresno,95 - 99 years,Unknown,0,21,2,urban
2014,Fresno,95 - 99 years,Yes,48,21,3,urban
2014,Fresno,95 - 99 years,No,211,21,1,urban
2014,Fresno,100 years and over,Yes,6,22,3,urban
2014,Fresno,100 years and over,No,52,22,1,urban
2014,Fresno,100 years and over,Unknown,0,22,2,urban
2014,Glenn,Less than 1 year,Yes,0,1,3,rural
2014,Glenn,Less than 1 year,No,6,1,1,rural
2014,Glenn,Less than 1 year,Unknown,0,1,2,rural
2014,Glenn,1 - 4 years,Yes,0,2,3,rural
2014,Glenn,1 - 4 years,No,0,2,1,rural
2014,Glenn,1 - 4 years,Unknown,0,2,2,rural
2014,Glenn,5 - 9 years,No,0,3,1,rural
2014,Glenn,5 - 9 years,Unknown,0,3,2,rural
2014,Glenn,5 - 9 years,Yes,0,3,3,rural
2014,Glenn,10 - 14 years,Yes,0,4,3,rural
2014,Glenn,10 - 14 years,No,6,4,1,rural
2014,Glenn,10 - 14 years,Unknown,0,4,2,rural
2014,Glenn,15 - 19 years,Yes,0,5,3,rural
2014,Glenn,15 - 19 years,Unknown,0,5,2,rural
2014,Glenn,15 - 19 years,No,6,5,1,rural
2014,Glenn,20 - 24 years,No,6,6,1,rural
2014,Glenn,20 - 24 years,Unknown,0,6,2,rural
2014,Glenn,20 - 24 years,Yes,0,6,3,rural
2014,Glenn,25 - 29 years,Yes,0,7,3,rural
2014,Glenn,25 - 29 years,No,6,7,1,rural
2014,Glenn,25 - 29 years,Unknown,0,7,2,rural
2014,Glenn,30 - 34 years,No,6,8,1,rural
2014,Glenn,30 - 34 years,Yes,6,8,3,rural
2014,Glenn,30 - 34 years,Unknown,0,8,2,rural
2014,Glenn,35 - 39 years,Yes,0,9,3,rural
2014,Glenn,35 - 39 years,No,6,9,1,rural
2014,Glenn,35 - 39 years,Unknown,0,9,2,rural
2014,Glenn,40 - 44 years,Unknown,0,10,2,rural
2014,Glenn,40 - 44 years,Yes,0,10,3,rural
2014,Glenn,40 - 44 years,No,6,10,1,rural
2014,Glenn,45 - 49 years,No,6,11,1,rural
2014,Glenn,45 - 49 years,Yes,6,11,3,rural
2014,Glenn,45 - 49 years,Unknown,0,11,2,rural
2014,Glenn,50 - 54 years,Unknown,0,12,2,rural
2014,Glenn,50 - 54 years,No,6,12,1,rural
2014,Glenn,50 - 54 years,Yes,0,12,3,rural
2014,Glenn,55 - 59 years,Yes,6,13,3,rural
2014,Glenn,55 - 59 years,Unknown,0,13,2,rural
2014,Glenn,55 - 59 years,No,6,13,1,rural
2014,Glenn,60 - 64 years,Unknown,6,14,2,rural
2014,Glenn,60 - 64 years,Yes,0,14,3,rural
2014,Glenn,60 - 64 years,No,23,14,1,rural
2014,Glenn,65 - 69 years,Unknown,0,15,2,rural
2014,Glenn,65 - 69 years,No,13,15,1,rural
2014,Glenn,65 - 69 years,Yes,6,15,3,rural
2014,Glenn,70 - 74 years,Yes,12,16,3,rural
2014,Glenn,70 - 74 years,No,19,16,1,rural
2014,Glenn,70 - 74 years,Unknown,6,16,2,rural
2014,Glenn,75 - 79 years,Yes,6,17,3,rural
2014,Glenn,75 - 79 years,No,19,17,1,rural
2014,Glenn,75 - 79 years,Unknown,0,17,2,rural
2014,Glenn,80 - 84 years,Yes,18,18,3,rural
2014,Glenn,80 - 84 years,No,23,18,1,rural
2014,Glenn,80 - 84 years,Unknown,0,18,2,rural
2014,Glenn,85 - 89 years,No,22,19,1,rural
2014,Glenn,85 - 89 years,Yes,11,19,3,rural
2014,Glenn,85 - 89 years,Unknown,0,19,2,rural
2014,Glenn,90 - 94 years,Yes,6,20,3,rural
2014,Glenn,90 - 94 years,Unknown,0,20,2,rural
2014,Glenn,90 - 94 years,No,17,20,1,rural
2014,Glenn,95 - 99 years,No,12,21,1,rural
2014,Glenn,95 - 99 years,Yes,6,21,3,rural
2014,Glenn,95 - 99 years,Unknown,0,21,2,rural
2014,Glenn,100 years and over,Yes,0,22,3,rural
2014,Glenn,100 years and over,Unknown,0,22,2,rural
2014,Glenn,100 years and over,No,6,22,1,rural
2014,Humboldt,Less than 1 year,Yes,0,1,3,rural
2014,Humboldt,Less than 1 year,No,11,1,1,rural
2014,Humboldt,Less than 1 year,Unknown,0,1,2,rural
2014,Humboldt,1 - 4 years,No,6,2,1,rural
2014,Humboldt,1 - 4 years,Unknown,0,2,2,rural
2014,Humboldt,1 - 4 years,Yes,0,2,3,rural
2014,Humboldt,5 - 9 years,No,0,3,1,rural
2014,Humboldt,5 - 9 years,Yes,0,3,3,rural
2014,Humboldt,5 - 9 years,Unknown,0,3,2,rural
2014,Humboldt,10 - 14 years,No,6,4,1,rural
2014,Humboldt,10 - 14 years,Yes,0,4,3,rural
2014,Humboldt,10 - 14 years,Unknown,0,4,2,rural
2014,Humboldt,15 - 19 years,Yes,0,5,3,rural
2014,Humboldt,15 - 19 years,Unknown,0,5,2,rural
2014,Humboldt,15 - 19 years,No,6,5,1,rural
2014,Humboldt,20 - 24 years,Yes,0,6,3,rural
2014,Humboldt,20 - 24 years,Unknown,0,6,2,rural
2014,Humboldt,20 - 24 years,No,14,6,1,rural
2014,Humboldt,25 - 29 years,Unknown,0,7,2,rural
2014,Humboldt,25 - 29 years,Yes,6,7,3,rural
2014,Humboldt,25 - 29 years,No,12,7,1,rural
2014,Humboldt,30 - 34 years,Unknown,6,8,2,rural
2014,Humboldt,30 - 34 years,No,16,8,1,rural
2014,Humboldt,30 - 34 years,Yes,0,8,3,rural
2014,Humboldt,35 - 39 years,Yes,6,9,3,rural
2014,Humboldt,35 - 39 years,No,14,9,1,rural
2014,Humboldt,35 - 39 years,Unknown,0,9,2,rural
2014,Humboldt,40 - 44 years,Yes,6,10,3,rural
2014,Humboldt,40 - 44 years,No,23,10,1,rural
2014,Humboldt,40 - 44 years,Unknown,0,10,2,rural
2014,Humboldt,45 - 49 years,No,31,11,1,rural
2014,Humboldt,45 - 49 years,Yes,6,11,3,rural
2014,Humboldt,45 - 49 years,Unknown,6,11,2,rural
2014,Humboldt,50 - 54 years,Unknown,6,12,2,rural
2014,Humboldt,50 - 54 years,No,51,12,1,rural
2014,Humboldt,50 - 54 years,Yes,12,12,3,rural
2014,Humboldt,55 - 59 years,Unknown,6,13,2,rural
2014,Humboldt,55 - 59 years,Yes,6,13,3,rural
2014,Humboldt,55 - 59 years,No,73,13,1,rural
2014,Humboldt,60 - 64 years,No,91,14,1,rural
2014,Humboldt,60 - 64 years,Yes,24,14,3,rural
2014,Humboldt,60 - 64 years,Unknown,6,14,2,rural
2014,Humboldt,65 - 69 years,Yes,39,15,3,rural
2014,Humboldt,65 - 69 years,No,95,15,1,rural
2014,Humboldt,65 - 69 years,Unknown,6,15,2,rural
2014,Humboldt,70 - 74 years,Yes,30,16,3,rural
2014,Humboldt,70 - 74 years,No,75,16,1,rural
2014,Humboldt,70 - 74 years,Unknown,6,16,2,rural
2014,Humboldt,75 - 79 years,No,86,17,1,rural
2014,Humboldt,75 - 79 years,Unknown,6,17,2,rural
2014,Humboldt,75 - 79 years,Yes,41,17,3,rural
2014,Humboldt,80 - 84 years,Yes,51,18,3,rural
2014,Humboldt,80 - 84 years,Unknown,6,18,2,rural
2014,Humboldt,80 - 84 years,No,97,18,1,rural
2014,Humboldt,85 - 89 years,Unknown,6,19,2,rural
2014,Humboldt,85 - 89 years,No,113,19,1,rural
2014,Humboldt,85 - 89 years,Yes,54,19,3,rural
2014,Humboldt,90 - 94 years,Unknown,0,20,2,rural
2014,Humboldt,90 - 94 years,Yes,49,20,3,rural
2014,Humboldt,90 - 94 years,No,82,20,1,rural
2014,Humboldt,95 - 99 years,Unknown,0,21,2,rural
2014,Humboldt,95 - 99 years,No,43,21,1,rural
2014,Humboldt,95 - 99 years,Yes,6,21,3,rural
2014,Humboldt,100 years and over,Yes,6,22,3,rural
2014,Humboldt,100 years and over,No,12,22,1,rural
2014,Humboldt,100 years and over,Unknown,0,22,2,rural
2014,Imperial,Less than 1 year,No,6,1,1,suburban
2014,Imperial,Less than 1 year,Unknown,0,1,2,suburban
2014,Imperial,Less than 1 year,Yes,0,1,3,suburban
2014,Imperial,1 - 4 years,No,6,2,1,suburban
2014,Imperial,1 - 4 years,Unknown,0,2,2,suburban
2014,Imperial,1 - 4 years,Yes,0,2,3,suburban
2014,Imperial,5 - 9 years,Yes,0,3,3,suburban
2014,Imperial,5 - 9 years,Unknown,0,3,2,suburban
2014,Imperial,5 - 9 years,No,6,3,1,suburban
2014,Imperial,10 - 14 years,Yes,0,4,3,suburban
2014,Imperial,10 - 14 years,Unknown,0,4,2,suburban
2014,Imperial,10 - 14 years,No,0,4,1,suburban
2014,Imperial,15 - 19 years,No,6,5,1,suburban
2014,Imperial,15 - 19 years,Unknown,0,5,2,suburban
2014,Imperial,15 - 19 years,Yes,0,5,3,suburban
2014,Imperial,20 - 24 years,Unknown,0,6,2,suburban
2014,Imperial,20 - 24 years,No,11,6,1,suburban
2014,Imperial,20 - 24 years,Yes,0,6,3,suburban
2014,Imperial,25 - 29 years,No,11,7,1,suburban
2014,Imperial,25 - 29 years,Yes,6,7,3,suburban
2014,Imperial,25 - 29 years,Unknown,6,7,2,suburban
2014,Imperial,30 - 34 years,No,6,8,1,suburban
2014,Imperial,30 - 34 years,Yes,6,8,3,suburban
2014,Imperial,30 - 34 years,Unknown,0,8,2,suburban
2014,Imperial,35 - 39 years,Unknown,0,9,2,suburban
2014,Imperial,35 - 39 years,No,22,9,1,suburban
2014,Imperial,35 - 39 years,Yes,0,9,3,suburban
2014,Imperial,40 - 44 years,Unknown,0,10,2,suburban
2014,Imperial,40 - 44 years,Yes,6,10,3,suburban
2014,Imperial,40 - 44 years,No,12,10,1,suburban
2014,Imperial,45 - 49 years,Unknown,0,11,2,suburban
2014,Imperial,45 - 49 years,No,34,11,1,suburban
2014,Imperial,45 - 49 years,Yes,0,11,3,suburban
2014,Imperial,50 - 54 years,Yes,6,12,3,suburban
2014,Imperial,50 - 54 years,Unknown,0,12,2,suburban
2014,Imperial,50 - 54 years,No,49,12,1,suburban
2014,Imperial,55 - 59 years,Yes,6,13,3,suburban
2014,Imperial,55 - 59 years,Unknown,6,13,2,suburban
2014,Imperial,55 - 59 years,No,66,13,1,suburban
2014,Imperial,60 - 64 years,Yes,6,14,3,suburban
2014,Imperial,60 - 64 years,No,76,14,1,suburban
2014,Imperial,60 - 64 years,Unknown,6,14,2,suburban
2014,Imperial,65 - 69 years,No,80,15,1,suburban
2014,Imperial,65 - 69 years,Yes,20,15,3,suburban
2014,Imperial,65 - 69 years,Unknown,6,15,2,suburban
2014,Imperial,70 - 74 years,No,74,16,1,suburban
2014,Imperial,70 - 74 years,Unknown,0,16,2,suburban
2014,Imperial,70 - 74 years,Yes,14,16,3,suburban
2014,Imperial,75 - 79 years,Unknown,6,17,2,suburban
2014,Imperial,75 - 79 years,No,109,17,1,suburban
2014,Imperial,75 - 79 years,Yes,24,17,3,suburban
2014,Imperial,80 - 84 years,No,120,18,1,suburban
2014,Imperial,80 - 84 years,Unknown,0,18,2,suburban
2014,Imperial,80 - 84 years,Yes,16,18,3,suburban
2014,Imperial,85 - 89 years,Yes,31,19,3,suburban
2014,Imperial,85 - 89 years,No,104,19,1,suburban
2014,Imperial,85 - 89 years,Unknown,0,19,2,suburban
2014,Imperial,90 - 94 years,Yes,15,20,3,suburban
2014,Imperial,90 - 94 years,Unknown,0,20,2,suburban
2014,Imperial,90 - 94 years,No,76,20,1,suburban
2014,Imperial,95 - 99 years,Unknown,0,21,2,suburban
2014,Imperial,95 - 99 years,Yes,6,21,3,suburban
2014,Imperial,95 - 99 years,No,20,21,1,suburban
2014,Imperial,100 years and over,Yes,0,22,3,suburban
2014,Imperial,100 years and over,Unknown,0,22,2,suburban
2014,Imperial,100 years and over,No,12,22,1,suburban
2014,Inyo,Less than 1 year,No,6,1,1,rural
2014,Inyo,Less than 1 year,Unknown,0,1,2,rural
2014,Inyo,Less than 1 year,Yes,0,1,3,rural
2014,Inyo,1 - 4 years,No,0,2,1,rural
2014,Inyo,1 - 4 years,Unknown,0,2,2,rural
2014,Inyo,1 - 4 years,Yes,0,2,3,rural
2014,Inyo,5 - 9 years,No,0,3,1,rural
2014,Inyo,5 - 9 years,Unknown,0,3,2,rural
2014,Inyo,5 - 9 years,Yes,0,3,3,rural
2014,Inyo,10 - 14 years,Unknown,0,4,2,rural
2014,Inyo,10 - 14 years,Yes,0,4,3,rural
2014,Inyo,10 - 14 years,No,6,4,1,rural
2014,Inyo,15 - 19 years,No,0,5,1,rural
2014,Inyo,15 - 19 years,Unknown,0,5,2,rural
2014,Inyo,15 - 19 years,Yes,0,5,3,rural
2014,Inyo,20 - 24 years,Yes,0,6,3,rural
2014,Inyo,20 - 24 years,Unknown,0,6,2,rural
2014,Inyo,20 - 24 years,No,6,6,1,rural
2014,Inyo,25 - 29 years,Unknown,0,7,2,rural
2014,Inyo,25 - 29 years,Yes,0,7,3,rural
2014,Inyo,25 - 29 years,No,6,7,1,rural
2014,Inyo,30 - 34 years,Unknown,0,8,2,rural
2014,Inyo,30 - 34 years,No,0,8,1,rural
2014,Inyo,30 - 34 years,Yes,0,8,3,rural
2014,Inyo,35 - 39 years,No,6,9,1,rural
2014,Inyo,35 - 39 years,Yes,0,9,3,rural
2014,Inyo,35 - 39 years,Unknown,0,9,2,rural
2014,Inyo,40 - 44 years,No,6,10,1,rural
2014,Inyo,40 - 44 years,Yes,0,10,3,rural
2014,Inyo,40 - 44 years,Unknown,6,10,2,rural
2014,Inyo,45 - 49 years,Unknown,0,11,2,rural
2014,Inyo,45 - 49 years,No,6,11,1,rural
2014,Inyo,45 - 49 years,Yes,0,11,3,rural
2014,Inyo,50 - 54 years,Unknown,0,12,2,rural
2014,Inyo,50 - 54 years,No,11,12,1,rural
2014,Inyo,50 - 54 years,Yes,0,12,3,rural
2014,Inyo,55 - 59 years,Yes,6,13,3,rural
2014,Inyo,55 - 59 years,No,6,13,1,rural
2014,Inyo,55 - 59 years,Unknown,0,13,2,rural
2014,Inyo,60 - 64 years,No,17,14,1,rural
2014,Inyo,60 - 64 years,Unknown,0,14,2,rural
2014,Inyo,60 - 64 years,Yes,6,14,3,rural
2014,Inyo,65 - 69 years,No,6,15,1,rural
2014,Inyo,65 - 69 years,Yes,6,15,3,rural
2014,Inyo,65 - 69 years,Unknown,0,15,2,rural
2014,Inyo,70 - 74 years,Unknown,6,16,2,rural
2014,Inyo,70 - 74 years,Yes,6,16,3,rural
2014,Inyo,70 - 74 years,No,14,16,1,rural
2014,Inyo,75 - 79 years,No,6,17,1,rural
2014,Inyo,75 - 79 years,Yes,6,17,3,rural
2014,Inyo,75 - 79 years,Unknown,0,17,2,rural
2014,Inyo,80 - 84 years,Yes,6,18,3,rural
2014,Inyo,80 - 84 years,Unknown,6,18,2,rural
2014,Inyo,80 - 84 years,No,17,18,1,rural
2014,Inyo,85 - 89 years,Yes,6,19,3,rural
2014,Inyo,85 - 89 years,Unknown,0,19,2,rural
2014,Inyo,85 - 89 years,No,17,19,1,rural
2014,Inyo,90 - 94 years,No,6,20,1,rural
2014,Inyo,90 - 94 years,Yes,6,20,3,rural
2014,Inyo,90 - 94 years,Unknown,0,20,2,rural
2014,Inyo,95 - 99 years,No,6,21,1,rural
2014,Inyo,95 - 99 years,Unknown,0,21,2,rural
2014,Inyo,95 - 99 years,Yes,6,21,3,rural
2014,Inyo,100 years and over,Unknown,0,22,2,rural
2014,Inyo,100 years and over,No,6,22,1,rural
2014,Inyo,100 years and over,Yes,6,22,3,rural
2014,Kern,Less than 1 year,Yes,0,1,3,suburban
2014,Kern,Less than 1 year,No,81,1,1,suburban
2014,Kern,Less than 1 year,Unknown,0,1,2,suburban
2014,Kern,1 - 4 years,Yes,0,2,3,suburban
2014,Kern,1 - 4 years,No,13,2,1,suburban
2014,Kern,1 - 4 years,Unknown,0,2,2,suburban
2014,Kern,5 - 9 years,No,6,3,1,suburban
2014,Kern,5 - 9 years,Unknown,0,3,2,suburban
2014,Kern,5 - 9 years,Yes,0,3,3,suburban
2014,Kern,10 - 14 years,Unknown,0,4,2,suburban
2014,Kern,10 - 14 years,Yes,0,4,3,suburban
2014,Kern,10 - 14 years,No,14,4,1,suburban
2014,Kern,15 - 19 years,No,43,5,1,suburban
2014,Kern,15 - 19 years,Yes,0,5,3,suburban
2014,Kern,15 - 19 years,Unknown,0,5,2,suburban
2014,Kern,20 - 24 years,Yes,6,6,3,suburban
2014,Kern,20 - 24 years,Unknown,0,6,2,suburban
2014,Kern,20 - 24 years,No,70,6,1,suburban
2014,Kern,25 - 29 years,Yes,6,7,3,suburban
2014,Kern,25 - 29 years,Unknown,6,7,2,suburban
2014,Kern,25 - 29 years,No,67,7,1,suburban
2014,Kern,30 - 34 years,Unknown,0,8,2,suburban
2014,Kern,30 - 34 years,Yes,6,8,3,suburban
2014,Kern,30 - 34 years,No,78,8,1,suburban
2014,Kern,35 - 39 years,Unknown,0,9,2,suburban
2014,Kern,35 - 39 years,Yes,6,9,3,suburban
2014,Kern,35 - 39 years,No,84,9,1,suburban
2014,Kern,40 - 44 years,Yes,6,10,3,suburban
2014,Kern,40 - 44 years,Unknown,6,10,2,suburban
2014,Kern,40 - 44 years,No,116,10,1,suburban
2014,Kern,45 - 49 years,No,187,11,1,suburban
2014,Kern,45 - 49 years,Unknown,6,11,2,suburban
