Year_of_Death,County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
2019,San Joaquin,70 - 74 years,16,63,28,206,107,181,32,61,51,103,6,6,6,6,382,135,470,12,145,303,52,13,104,257,360,463,15,139,urban,1,0,0
2019,San Joaquin,75 - 79 years,17,57,24,236,131,176,26,67,65,99,6,6,6,6,402,126,520,6,177,272,39,6,156,284,366,500,6,144,urban,1,0,0
2019,San Joaquin,80 - 84 years,18,61,38,232,143,131,17,77,61,114,6,0,6,6,359,155,461,6,97,239,22,6,260,314,308,472,6,143,urban,1,0,0
2019,San Joaquin,85 - 89 years,19,60,41,246,165,125,14,66,26,118,6,6,6,6,425,116,526,6,71,224,19,6,334,342,309,468,6,179,urban,1,0,0
2019,San Joaquin,90 - 94 years,20,45,34,197,142,110,14,55,16,86,6,0,6,0,375,102,439,6,43,93,16,6,387,367,175,426,6,115,urban,1,0,0
2019,San Joaquin,95 - 99 years,21,25,22,100,84,55,10,39,11,40,6,6,6,0,198,55,235,6,15,34,6,6,237,194,98,214,6,76,urban,1,0,0
2019,San Joaquin,100 years and over,22,10,10,22,19,10,10,6,6,6,0,0,0,0,40,15,42,0,6,6,6,0,51,41,16,47,0,6,urban,1,0,0
2019,San Luis Obispo,Less than 1 year,1,0,0,0,11,0,0,0,0,6,6,0,0,0,6,0,11,0,0,0,11,0,0,6,6,11,0,0,suburban,0,0,1
2019,San Luis Obispo,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2019,San Luis Obispo,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2019,San Luis Obispo,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2019,San Luis Obispo,15 - 19 years,5,0,0,10,10,0,0,0,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,6,6,6,6,0,suburban,0,0,1
2019,San Luis Obispo,20 - 24 years,6,0,0,10,10,10,0,0,0,6,0,6,0,0,6,6,14,0,0,0,15,0,0,6,11,14,6,0,suburban,0,0,1
2019,San Luis Obispo,25 - 29 years,7,10,0,10,10,10,0,6,0,6,0,0,0,0,6,6,17,0,0,6,17,0,0,6,16,18,0,6,suburban,0,0,1
2019,San Luis Obispo,30 - 34 years,8,10,0,10,10,10,0,0,0,6,6,0,0,0,6,6,12,0,6,6,6,6,0,6,6,14,0,0,suburban,0,0,1
2019,San Luis Obispo,35 - 39 years,9,10,10,10,10,10,0,0,0,6,0,0,0,0,17,6,19,0,6,6,12,0,0,6,11,19,0,6,suburban,0,0,1
2019,San Luis Obispo,40 - 44 years,10,10,10,10,10,10,0,6,0,6,0,0,0,0,18,6,23,0,6,6,12,0,0,6,17,24,0,0,suburban,0,0,1
2019,San Luis Obispo,45 - 49 years,11,10,10,11,10,13,0,0,0,6,6,0,0,0,28,6,30,0,6,13,12,6,0,15,19,32,6,0,suburban,0,0,1
2019,San Luis Obispo,50 - 54 years,12,14,10,19,10,19,10,6,6,6,0,0,6,6,40,6,49,6,16,24,13,6,6,23,34,52,6,6,suburban,0,0,1
2019,San Luis Obispo,55 - 59 years,13,10,10,41,15,27,10,6,6,16,0,6,0,0,77,13,87,0,35,35,20,6,6,30,70,87,6,11,suburban,0,0,1
2019,San Luis Obispo,60 - 64 years,14,22,12,53,17,44,10,6,6,21,6,6,0,0,120,13,136,6,53,66,20,6,6,60,90,132,6,16,suburban,0,0,1
2019,San Luis Obispo,65 - 69 years,15,24,18,71,13,77,10,6,6,11,6,6,6,0,181,15,189,6,63,108,19,6,13,68,137,170,6,33,suburban,0,0,1
2019,San Luis Obispo,70 - 74 years,16,36,29,65,10,74,10,0,6,18,6,0,6,0,194,16,202,6,63,111,16,6,26,79,143,151,6,68,suburban,0,0,1
2019,San Luis Obispo,75 - 79 years,17,46,34,84,14,73,10,6,6,15,6,0,6,0,232,22,229,6,47,131,14,6,61,104,153,183,6,69,suburban,0,0,1
2019,San Luis Obispo,80 - 84 years,18,48,43,94,30,93,10,6,6,31,6,6,6,0,264,36,275,6,52,136,13,6,110,154,159,205,6,106,suburban,0,0,1
2019,San Luis Obispo,85 - 89 years,19,70,46,125,35,93,10,6,6,29,6,6,6,0,338,29,345,6,43,128,12,6,192,199,177,235,6,139,suburban,0,0,1
2019,San Luis Obispo,90 - 94 years,20,59,37,138,24,84,10,6,6,13,0,0,0,0,323,35,312,0,32,84,6,0,224,201,146,232,6,114,suburban,0,0,1
2019,San Luis Obispo,95 - 99 years,21,31,16,83,18,43,10,6,0,6,6,6,0,0,178,6,182,0,18,23,6,6,146,132,60,134,0,58,suburban,0,0,1
2019,San Luis Obispo,100 years and over,22,10,10,13,10,12,0,0,0,6,0,6,0,0,31,6,30,0,6,6,0,0,30,26,6,26,0,6,suburban,0,0,1
2019,San Mateo,Less than 1 year,1,0,0,0,24,0,10,6,0,13,6,0,0,0,6,0,25,0,0,0,25,0,0,6,21,25,0,0,urban,1,0,0
2019,San Mateo,1 - 4 years,2,0,0,0,10,0,0,6,0,6,0,0,0,0,0,6,6,0,0,0,6,0,0,6,6,6,0,0,urban,1,0,0
2019,San Mateo,5 - 9 years,3,0,0,0,10,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,urban,1,0,0
2019,San Mateo,10 - 14 years,4,0,0,0,10,0,0,0,0,6,6,0,6,6,6,6,6,0,0,0,6,0,0,6,6,6,0,0,urban,1,0,0
2019,San Mateo,15 - 19 years,5,0,0,10,10,10,0,6,6,6,6,0,0,0,6,6,6,0,0,0,6,0,0,0,6,6,0,0,urban,1,0,0
2019,San Mateo,20 - 24 years,6,10,0,10,10,10,0,6,6,6,6,0,0,0,6,6,11,0,0,6,13,0,0,6,12,14,0,0,urban,1,0,0
2019,San Mateo,25 - 29 years,7,10,10,10,10,11,0,6,6,6,0,0,0,6,15,6,27,0,0,6,25,0,0,6,23,26,6,6,urban,1,0,0
2019,San Mateo,30 - 34 years,8,10,10,12,10,10,0,6,6,11,6,0,0,6,17,13,29,0,6,6,34,0,0,6,35,40,0,6,urban,1,0,0
2019,San Mateo,35 - 39 years,9,12,10,13,10,10,0,6,6,14,6,0,0,6,17,16,29,0,6,14,29,0,0,15,30,45,0,0,urban,1,0,0
2019,San Mateo,40 - 44 years,10,10,10,18,10,11,0,13,6,14,6,0,6,6,15,19,28,6,6,11,30,0,0,16,32,45,0,6,urban,1,0,0
2019,San Mateo,45 - 49 years,11,12,10,14,11,16,10,6,6,18,6,0,6,6,27,20,43,0,15,23,25,0,0,19,44,59,0,6,urban,1,0,0
2019,San Mateo,50 - 54 years,12,23,10,42,13,24,10,23,6,27,6,6,0,6,45,49,63,0,19,55,36,0,6,46,66,110,6,6,urban,1,0,0
2019,San Mateo,55 - 59 years,13,33,24,51,25,44,10,25,15,39,6,6,6,6,94,55,125,6,39,80,53,6,6,75,107,173,6,6,urban,1,0,0
2019,San Mateo,60 - 64 years,14,59,22,99,22,67,10,60,19,36,6,6,6,6,147,102,169,6,73,121,64,6,13,95,178,255,6,17,urban,1,0,0
2019,San Mateo,65 - 69 years,15,73,36,71,27,81,11,55,13,44,6,6,6,6,171,108,188,6,65,142,57,6,28,107,192,263,6,31,urban,1,0,0
2019,San Mateo,70 - 74 years,16,86,54,134,44,112,19,104,27,43,6,6,6,6,264,146,291,12,110,205,69,6,60,191,258,364,13,72,urban,1,0,0
2019,San Mateo,75 - 79 years,17,95,61,155,42,112,12,93,19,56,6,6,6,6,293,178,292,6,82,257,46,6,90,226,251,381,6,92,urban,1,0,0
2019,San Mateo,80 - 84 years,18,119,100,182,60,143,16,129,31,64,6,6,6,6,384,253,357,6,84,292,48,6,194,301,319,480,6,136,urban,1,0,0
2019,San Mateo,85 - 89 years,19,153,86,269,102,144,16,153,27,82,6,6,0,6,493,313,455,6,64,274,38,6,393,414,356,577,6,190,urban,1,0,0
2019,San Mateo,90 - 94 years,20,144,90,243,92,145,10,114,20,67,6,6,6,6,514,238,480,6,60,176,24,0,461,426,295,535,6,185,urban,1,0,0
2019,San Mateo,95 - 99 years,21,63,38,160,50,80,10,64,6,31,0,0,0,6,295,128,270,6,27,56,22,0,295,272,128,318,6,81,urban,1,0,0
2019,San Mateo,100 years and over,22,18,10,50,17,21,10,19,6,11,0,0,6,0,79,24,90,0,6,6,6,6,90,87,27,97,0,17,urban,1,0,0
2019,Santa Barbara,Less than 1 year,1,0,0,0,28,0,0,0,0,17,6,0,6,0,6,0,28,0,0,0,28,0,0,17,11,28,0,0,suburban,0,0,1
2019,Santa Barbara,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Santa Barbara,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Santa Barbara,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Santa Barbara,15 - 19 years,5,0,0,10,10,10,0,0,0,12,6,0,0,0,6,6,13,0,0,0,16,0,0,6,6,16,0,0,suburban,0,0,1
2019,Santa Barbara,20 - 24 years,6,0,0,10,10,10,10,6,6,6,6,0,0,0,6,6,13,0,0,0,16,0,0,6,11,15,0,6,suburban,0,0,1
2019,Santa Barbara,25 - 29 years,7,10,10,14,10,10,0,6,6,6,0,0,0,0,16,6,20,0,6,6,25,0,0,6,18,28,0,0,suburban,0,0,1
2019,Santa Barbara,30 - 34 years,8,10,0,15,10,11,10,0,0,21,6,0,0,0,20,14,28,0,6,6,29,6,0,13,29,39,6,6,suburban,0,0,1
2019,Santa Barbara,35 - 39 years,9,10,10,10,10,11,0,6,0,13,6,0,0,0,19,6,27,0,6,6,22,0,0,6,29,29,0,6,suburban,0,0,1
2019,Santa Barbara,40 - 44 years,10,10,10,10,10,10,10,0,0,6,6,6,6,0,13,6,18,0,6,6,11,0,0,6,18,23,6,6,suburban,0,0,1
2019,Santa Barbara,45 - 49 years,11,10,10,20,14,12,10,0,6,23,6,0,6,0,28,6,47,0,17,14,23,6,0,20,35,52,6,6,suburban,0,0,1
2019,Santa Barbara,50 - 54 years,12,16,10,31,19,25,0,0,6,37,0,6,6,0,55,21,75,0,16,46,33,0,6,39,57,91,6,6,suburban,0,0,1
2019,Santa Barbara,55 - 59 years,13,15,10,62,20,24,10,6,6,38,6,6,6,6,78,25,100,6,29,52,34,6,6,47,82,112,6,15,suburban,0,0,1
2019,Santa Barbara,60 - 64 years,14,28,16,79,26,61,10,6,6,53,6,6,0,0,154,41,174,6,57,105,40,6,14,80,139,191,6,26,suburban,0,0,1
2019,Santa Barbara,65 - 69 years,15,33,22,63,23,69,10,6,6,37,6,6,0,0,163,32,179,6,70,87,41,6,15,97,117,173,6,38,suburban,0,0,1
2019,Santa Barbara,70 - 74 years,16,44,43,81,41,75,10,11,6,53,6,6,0,0,215,59,227,6,82,134,22,6,52,118,173,209,6,79,suburban,0,0,1
2019,Santa Barbara,75 - 79 years,17,59,38,89,38,81,10,6,6,52,0,6,6,0,238,57,251,6,73,151,23,6,62,141,172,226,6,84,suburban,0,0,1
2019,Santa Barbara,80 - 84 years,18,57,54,105,55,114,10,11,6,68,6,6,0,0,305,89,298,6,73,178,21,0,120,176,216,269,6,118,suburban,0,0,1
2019,Santa Barbara,85 - 89 years,19,91,63,157,71,114,10,17,11,85,6,6,0,0,384,96,403,6,80,190,16,6,213,271,229,356,6,140,suburban,0,0,1
2019,Santa Barbara,90 - 94 years,20,95,60,159,64,125,10,19,6,64,6,0,6,0,423,100,407,6,57,131,16,6,305,286,224,342,6,165,suburban,0,0,1
2019,Santa Barbara,95 - 99 years,21,41,35,89,39,54,10,6,6,36,0,6,0,0,224,43,221,6,28,38,6,6,193,168,98,180,6,85,suburban,0,0,1
2019,Santa Barbara,100 years and over,22,10,10,27,10,10,0,6,0,6,0,0,0,0,46,12,43,0,6,6,6,0,47,42,13,50,0,6,suburban,0,0,1
2019,Santa Clara,Less than 1 year,1,0,0,0,55,0,0,15,6,20,6,0,6,6,6,0,54,6,0,0,55,0,0,19,36,55,0,0,urban,1,0,0
2019,Santa Clara,1 - 4 years,2,0,0,0,14,0,0,6,6,6,0,0,0,0,6,0,14,0,0,0,14,0,0,6,6,14,0,0,urban,1,0,0
2019,Santa Clara,5 - 9 years,3,0,0,0,12,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,12,0,0,6,11,12,0,0,urban,1,0,0
2019,Santa Clara,10 - 14 years,4,0,0,0,10,0,0,6,0,6,6,0,0,0,0,6,6,0,0,0,6,0,0,6,6,6,0,0,urban,1,0,0
2019,Santa Clara,15 - 19 years,5,0,0,10,19,10,10,6,6,15,6,0,0,0,6,6,27,0,0,0,29,0,0,6,24,29,0,0,urban,1,0,0
2019,Santa Clara,20 - 24 years,6,10,0,15,10,21,0,11,6,24,0,0,0,6,13,6,42,0,0,0,52,0,0,12,40,50,6,6,urban,1,0,0
2019,Santa Clara,25 - 29 years,7,15,10,21,10,17,10,16,0,24,6,6,6,0,24,16,51,6,6,11,55,6,0,16,52,67,0,6,urban,1,0,0
2019,Santa Clara,30 - 34 years,8,14,10,28,15,20,10,23,6,33,6,6,0,6,24,26,62,0,6,23,63,0,0,24,64,88,0,0,urban,1,0,0
2019,Santa Clara,35 - 39 years,9,16,14,30,21,24,10,26,6,41,6,0,6,6,32,36,68,6,18,30,55,6,6,37,70,102,6,6,urban,1,0,0
2019,Santa Clara,40 - 44 years,10,19,17,34,27,34,10,35,6,51,6,0,0,0,40,50,81,6,17,53,60,0,6,44,89,130,6,6,urban,1,0,0
2019,Santa Clara,45 - 49 years,11,30,31,57,37,39,10,62,11,56,6,0,0,6,71,95,101,6,31,94,68,6,6,79,124,198,6,6,urban,1,0,0
2019,Santa Clara,50 - 54 years,12,64,30,81,48,81,13,66,16,85,6,6,6,6,139,117,194,6,74,140,94,6,6,107,210,301,6,15,urban,1,0,0
2019,Santa Clara,55 - 59 years,13,86,55,123,88,114,18,114,18,114,6,6,6,6,219,178,297,6,107,205,145,11,16,166,318,458,6,22,urban,1,0,0
2019,Santa Clara,60 - 64 years,14,121,66,240,81,126,32,146,42,162,6,6,6,6,300,225,423,18,162,307,155,13,29,238,428,607,6,53,urban,1,0,0
2019,Santa Clara,65 - 69 years,15,103,86,212,72,199,18,175,31,122,6,6,6,6,344,261,419,6,150,365,105,6,64,261,429,620,6,64,urban,1,0,0
2019,Santa Clara,70 - 74 years,16,154,140,224,86,212,26,201,30,140,6,6,6,6,451,324,504,14,172,452,79,6,130,357,485,705,6,133,urban,1,0,0
2019,Santa Clara,75 - 79 years,17,223,163,281,115,212,15,228,26,139,6,6,6,6,601,344,648,17,203,515,70,6,216,457,552,800,6,203,urban,1,0,0
2019,Santa Clara,80 - 84 years,18,280,203,368,208,247,11,344,27,185,6,6,6,6,739,503,811,6,173,658,69,6,416,622,695,1028,6,285,urban,1,0,0
2019,Santa Clara,85 - 89 years,19,348,233,455,250,307,15,377,30,195,11,6,6,6,984,587,1014,6,163,611,59,6,774,860,748,1197,6,408,urban,1,0,0
2019,Santa Clara,90 - 94 years,20,270,209,488,272,234,17,332,27,152,6,0,6,6,967,520,968,6,100,400,37,6,952,878,612,1127,6,360,urban,1,0,0
2019,Santa Clara,95 - 99 years,21,124,89,300,139,128,15,179,6,72,6,0,6,0,529,252,540,6,37,122,17,6,617,532,263,611,6,183,urban,1,0,0
2019,Santa Clara,100 years and over,22,19,14,68,54,28,10,45,6,24,0,0,0,6,113,62,123,0,11,18,6,0,151,145,40,157,0,28,urban,1,0,0
2019,Santa Cruz,Less than 1 year,1,0,0,0,11,0,0,0,0,6,0,0,0,0,6,0,11,0,0,0,11,0,0,6,6,11,0,0,suburban,0,0,1
2019,Santa Cruz,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2019,Santa Cruz,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Santa Cruz,10 - 14 years,4,0,0,0,10,0,0,0,6,0,0,0,0,0,6,6,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Santa Cruz,15 - 19 years,5,0,0,0,10,10,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Santa Cruz,20 - 24 years,6,0,0,10,0,10,0,0,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2019,Santa Cruz,25 - 29 years,7,10,10,10,10,10,0,6,0,6,0,0,0,0,6,6,6,0,0,6,14,0,0,6,14,15,0,6,suburban,0,0,1
2019,Santa Cruz,30 - 34 years,8,10,10,10,10,10,0,0,6,6,6,0,0,0,12,6,19,0,0,6,14,0,0,11,12,22,0,6,suburban,0,0,1
2019,Santa Cruz,35 - 39 years,9,0,10,10,10,10,0,0,0,6,0,0,0,0,12,6,14,0,6,6,6,0,0,6,14,17,0,6,suburban,0,0,1
2019,Santa Cruz,40 - 44 years,10,10,10,10,10,10,0,6,6,14,6,0,0,0,16,6,26,0,6,16,15,0,0,14,21,35,0,0,suburban,0,0,1
2019,Santa Cruz,45 - 49 years,11,10,10,10,10,10,0,6,6,6,6,0,0,0,21,6,25,0,6,13,13,0,0,6,25,32,0,6,suburban,0,0,1
2019,Santa Cruz,50 - 54 years,12,10,10,17,10,12,10,6,6,16,6,0,0,0,31,15,38,0,6,18,28,0,0,19,34,52,0,6,suburban,0,0,1
2019,Santa Cruz,55 - 59 years,13,15,10,22,10,15,10,6,0,6,0,0,0,0,65,6,65,0,19,28,19,6,6,28,45,67,6,6,suburban,0,0,1
2019,Santa Cruz,60 - 64 years,14,26,17,35,28,37,10,6,6,35,6,6,0,0,99,31,116,6,40,70,31,6,6,56,93,131,6,16,suburban,0,0,1
2019,Santa Cruz,65 - 69 years,15,27,18,43,18,51,11,6,6,27,6,6,6,0,128,30,136,6,47,70,33,6,12,51,117,144,6,18,suburban,0,0,1
2019,Santa Cruz,70 - 74 years,16,29,24,53,17,57,10,6,6,24,6,6,6,6,155,36,150,6,55,83,26,6,22,81,108,148,6,34,suburban,0,0,1
2019,Santa Cruz,75 - 79 years,17,35,36,44,15,42,10,6,6,20,6,0,6,0,152,22,153,6,56,79,15,6,25,75,103,129,6,47,suburban,0,0,1
2019,Santa Cruz,80 - 84 years,18,47,26,55,24,50,10,6,6,22,6,0,0,6,174,48,155,6,45,85,6,6,67,88,117,142,6,62,suburban,0,0,1
2019,Santa Cruz,85 - 89 years,19,48,31,75,32,47,10,6,6,32,6,6,0,6,191,47,186,6,40,69,6,0,118,132,103,171,0,64,suburban,0,0,1
2019,Santa Cruz,90 - 94 years,20,48,28,86,29,48,10,6,6,19,6,6,0,0,208,34,206,0,34,38,6,0,161,171,69,186,0,54,suburban,0,0,1
2019,Santa Cruz,95 - 99 years,21,15,17,43,14,30,10,6,0,12,6,0,0,0,107,27,95,0,6,14,6,0,98,90,32,98,0,24,suburban,0,0,1
2019,Santa Cruz,100 years and over,22,10,10,13,10,10,0,6,0,6,0,0,0,0,30,6,31,0,6,6,6,0,30,26,6,28,0,6,suburban,0,0,1
2019,Shasta,Less than 1 year,1,0,0,0,18,0,0,0,6,6,6,6,0,0,6,0,18,0,0,0,18,0,0,6,13,18,0,0,suburban,0,0,1
2019,Shasta,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2019,Shasta,5 - 9 years,3,0,0,0,10,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2019,Shasta,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2019,Shasta,15 - 19 years,5,0,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2019,Shasta,20 - 24 years,6,0,0,10,10,10,0,0,0,6,0,6,0,0,11,6,14,0,0,0,15,0,0,6,6,15,0,0,suburban,0,0,1
2019,Shasta,25 - 29 years,7,10,0,12,10,10,0,0,6,6,6,0,0,0,15,6,20,0,0,6,20,0,0,6,14,21,0,0,suburban,0,0,1
2019,Shasta,30 - 34 years,8,10,10,13,10,10,10,6,0,6,6,6,0,0,24,6,28,6,6,6,22,0,0,11,20,28,6,6,suburban,0,0,1
2019,Shasta,35 - 39 years,9,10,0,10,10,10,10,0,0,6,6,6,6,0,17,6,22,6,6,6,6,6,6,13,11,21,6,6,suburban,0,0,1
2019,Shasta,40 - 44 years,10,0,10,13,10,10,0,6,6,6,6,6,0,0,18,6,22,0,6,6,6,0,6,6,15,23,0,6,suburban,0,0,1
2019,Shasta,45 - 49 years,11,10,0,16,10,15,10,6,0,6,6,6,0,0,33,6,39,6,6,18,15,6,0,13,28,34,6,6,suburban,0,0,1
2019,Shasta,50 - 54 years,12,10,10,22,10,10,10,6,0,6,6,6,0,0,44,6,44,6,19,17,6,6,6,12,36,43,6,6,suburban,0,0,1
2019,Shasta,55 - 59 years,13,10,10,55,28,18,10,6,6,6,6,6,0,0,96,0,109,6,40,33,26,6,6,34,79,99,6,6,suburban,0,0,1
2019,Shasta,60 - 64 years,14,10,10,90,16,50,11,6,6,6,6,6,6,0,163,11,164,6,61,74,25,6,15,73,110,155,6,18,suburban,0,0,1
2019,Shasta,65 - 69 years,15,17,10,101,16,63,18,6,6,6,6,6,6,0,198,6,199,15,70,88,27,6,27,89,131,172,6,39,suburban,0,0,1
2019,Shasta,70 - 74 years,16,31,14,97,19,83,10,6,6,6,6,6,6,0,227,6,238,6,66,120,15,6,47,118,136,176,6,72,suburban,0,0,1
2019,Shasta,75 - 79 years,17,31,12,124,38,78,10,6,6,6,6,6,6,0,271,6,279,6,53,147,6,6,79,132,161,208,6,79,suburban,0,0,1
2019,Shasta,80 - 84 years,18,24,20,118,34,71,10,0,6,6,6,6,6,0,248,6,265,6,59,107,6,6,102,125,152,171,6,103,suburban,0,0,1
2019,Shasta,85 - 89 years,19,34,19,140,40,72,10,6,0,6,6,6,0,0,301,13,295,6,41,122,6,6,145,168,145,200,6,112,suburban,0,0,1
2019,Shasta,90 - 94 years,20,18,18,104,32,50,10,6,6,0,6,6,0,6,219,15,209,6,15,50,6,0,158,138,90,158,6,69,suburban,0,0,1
2019,Shasta,95 - 99 years,21,12,11,41,11,17,10,0,6,6,6,0,0,0,88,6,90,6,6,6,0,0,77,67,29,63,0,33,suburban,0,0,1
2019,Shasta,100 years and over,22,10,10,10,10,10,0,0,0,0,0,0,0,0,19,0,19,0,6,6,0,0,15,15,6,16,0,6,suburban,0,0,1
2019,Sierra,Less than 1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,20 - 24 years,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,25 - 29 years,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,30 - 34 years,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,35 - 39 years,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,40 - 44 years,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,45 - 49 years,11,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2019,Sierra,50 - 54 years,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Sierra,55 - 59 years,13,0,0,10,0,10,0,0,6,0,0,0,0,0,6,0,6,0,6,6,0,0,0,6,6,6,0,6,rural,0,1,0
2019,Sierra,60 - 64 years,14,0,0,10,0,10,0,0,0,0,0,0,0,0,6,6,6,0,6,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Sierra,65 - 69 years,15,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,6,0,0,0,6,6,0,6,rural,0,1,0
2019,Sierra,70 - 74 years,16,10,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,6,6,0,0,0,0,6,6,0,0,rural,0,1,0
2019,Sierra,75 - 79 years,17,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,6,6,6,6,0,0,rural,0,1,0
2019,Sierra,80 - 84 years,18,0,10,10,10,0,0,0,0,6,0,0,0,0,6,6,6,0,6,6,0,0,6,6,6,6,0,6,rural,0,1,0
2019,Sierra,85 - 89 years,19,10,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2019,Sierra,90 - 94 years,20,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,0,6,0,6,0,0,rural,0,1,0
2019,Sierra,95 - 99 years,21,10,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2019,Sierra,100 years and over,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2019,Siskiyou,Less than 1 year,1,0,0,0,10,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Siskiyou,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2019,Siskiyou,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2019,Siskiyou,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
