Year_of_Death,County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
2014,Del Norte,25 - 29 years,7,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,6,6,0,6,6,6,0,0,rural,0,1,0
2014,Del Norte,30 - 34 years,8,10,0,10,0,10,0,6,0,0,0,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2014,Del Norte,35 - 39 years,9,0,0,10,0,0,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,0,0,0,6,6,0,0,rural,0,1,0
2014,Del Norte,40 - 44 years,10,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,6,0,6,0,0,rural,0,1,0
2014,Del Norte,45 - 49 years,11,0,0,10,10,10,0,0,0,0,0,6,0,0,6,0,6,0,0,6,6,0,6,6,6,6,0,0,rural,0,1,0
2014,Del Norte,50 - 54 years,12,0,0,10,10,10,0,6,0,6,0,6,0,0,11,6,14,0,6,6,6,0,6,6,6,14,0,6,rural,0,1,0
2014,Del Norte,55 - 59 years,13,0,0,10,10,10,10,0,6,6,0,6,0,0,14,6,17,6,6,6,6,6,0,6,14,13,6,6,rural,0,1,0
2014,Del Norte,60 - 64 years,14,10,10,11,10,10,0,6,0,6,0,6,0,0,22,6,26,0,6,12,6,6,6,6,18,19,0,6,rural,0,1,0
2014,Del Norte,65 - 69 years,15,10,0,14,10,10,0,0,0,6,0,6,0,0,23,6,26,0,6,14,6,0,6,11,16,21,0,6,rural,0,1,0
2014,Del Norte,70 - 74 years,16,10,10,13,10,10,0,0,0,0,6,6,0,0,28,0,31,0,6,12,6,6,6,20,11,25,0,6,rural,0,1,0
2014,Del Norte,75 - 79 years,17,10,0,16,10,10,10,0,0,0,0,6,0,0,31,6,30,6,6,11,0,0,15,13,20,20,0,13,rural,0,1,0
2014,Del Norte,80 - 84 years,18,10,10,20,10,10,10,0,0,6,0,6,6,0,31,6,31,6,6,13,0,6,13,16,18,22,6,11,rural,0,1,0
2014,Del Norte,85 - 89 years,19,10,10,22,10,10,10,0,6,0,0,6,0,0,34,0,35,6,6,13,0,6,18,20,16,21,0,15,rural,0,1,0
2014,Del Norte,90 - 94 years,20,10,10,14,10,10,0,6,0,6,0,0,0,0,24,6,25,0,6,6,6,0,18,13,14,16,0,11,rural,0,1,0
2014,Del Norte,95 - 99 years,21,10,0,10,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2014,Del Norte,100 years and over,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,El Dorado,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2014,El Dorado,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,El Dorado,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2014,El Dorado,10 - 14 years,4,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2014,El Dorado,15 - 19 years,5,0,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2014,El Dorado,20 - 24 years,6,10,0,10,0,10,0,6,0,6,6,0,0,0,6,6,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2014,El Dorado,25 - 29 years,7,10,0,10,10,10,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2014,El Dorado,30 - 34 years,8,10,10,10,10,10,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,6,rural,0,1,0
2014,El Dorado,35 - 39 years,9,10,0,10,10,10,0,6,6,0,0,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2014,El Dorado,40 - 44 years,10,0,10,10,10,10,0,0,0,6,0,0,0,0,13,0,14,0,6,6,6,0,0,6,11,14,0,0,rural,0,1,0
2014,El Dorado,45 - 49 years,11,10,10,20,10,10,10,0,6,6,6,6,0,0,32,0,37,0,6,20,6,0,6,11,26,32,0,6,rural,0,1,0
2014,El Dorado,50 - 54 years,12,10,10,18,10,18,0,0,6,6,6,6,0,0,40,6,44,0,17,20,6,0,0,16,31,42,0,6,rural,0,1,0
2014,El Dorado,55 - 59 years,13,10,10,36,10,24,10,6,6,6,0,0,0,0,78,6,72,6,29,35,6,6,6,32,50,69,6,6,rural,0,1,0
2014,El Dorado,60 - 64 years,14,18,10,30,10,42,10,6,0,6,6,6,0,0,96,6,94,6,33,45,18,0,6,39,64,80,0,23,rural,0,1,0
2014,El Dorado,65 - 69 years,15,23,12,43,10,53,10,6,6,6,6,6,6,0,121,6,128,6,28,79,6,6,22,46,93,76,6,60,rural,0,1,0
2014,El Dorado,70 - 74 years,16,24,12,65,10,36,10,6,6,6,0,6,0,0,134,6,139,0,29,93,6,6,13,55,90,96,6,48,rural,0,1,0
2014,El Dorado,75 - 79 years,17,18,11,49,10,52,10,6,0,6,6,0,0,6,129,6,129,6,23,89,6,6,21,44,94,68,6,68,rural,0,1,0
2014,El Dorado,80 - 84 years,18,36,12,65,19,53,10,6,6,6,6,6,0,0,174,11,175,0,21,83,6,0,78,88,98,106,0,80,rural,0,1,0
2014,El Dorado,85 - 89 years,19,27,13,78,36,45,10,6,6,6,6,6,0,6,182,19,179,6,23,69,6,6,103,98,102,115,6,83,rural,0,1,0
2014,El Dorado,90 - 94 years,20,26,15,77,23,39,10,6,0,6,6,0,0,0,174,12,167,6,13,35,6,0,131,108,73,111,0,70,rural,0,1,0
2014,El Dorado,95 - 99 years,21,10,10,36,10,16,0,6,0,6,0,0,6,0,68,6,68,6,6,11,0,0,58,46,27,47,0,26,rural,0,1,0
2014,El Dorado,100 years and over,22,0,0,10,10,10,0,0,0,6,6,0,0,0,6,6,11,0,6,0,0,0,11,11,6,11,0,6,rural,0,1,0
2014,Fresno,Less than 1 year,1,0,0,0,115,0,0,13,20,52,6,0,6,0,26,0,115,0,0,0,115,0,0,58,56,115,0,0,urban,1,0,0
2014,Fresno,1 - 4 years,2,0,0,0,16,0,0,0,6,6,6,0,0,0,6,6,15,0,0,0,16,0,0,6,6,16,0,0,urban,1,0,0
2014,Fresno,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,urban,1,0,0
2014,Fresno,10 - 14 years,4,0,0,0,14,0,0,6,0,11,0,0,0,0,6,0,14,0,0,0,14,0,0,6,6,14,0,0,urban,1,0,0
2014,Fresno,15 - 19 years,5,0,0,10,20,10,0,6,0,19,6,0,0,6,6,6,32,0,0,0,33,0,0,14,19,33,0,0,urban,1,0,0
2014,Fresno,20 - 24 years,6,0,10,24,24,16,0,6,6,33,6,6,6,0,15,6,57,0,6,6,60,0,0,6,55,63,0,6,urban,1,0,0
2014,Fresno,25 - 29 years,7,10,10,32,20,15,0,6,6,33,6,6,6,6,19,13,61,0,6,20,49,0,0,25,49,72,0,6,urban,1,0,0
2014,Fresno,30 - 34 years,8,10,0,28,24,24,0,6,6,42,6,6,0,0,19,13,66,6,6,25,45,0,0,25,55,74,0,6,urban,1,0,0
2014,Fresno,35 - 39 years,9,10,10,36,26,23,10,6,12,44,6,6,0,0,28,16,75,6,6,30,51,0,6,33,59,90,0,6,urban,1,0,0
2014,Fresno,40 - 44 years,10,10,10,46,35,32,10,6,16,46,6,6,0,0,47,29,91,6,23,55,41,0,6,38,83,116,0,6,urban,1,0,0
2014,Fresno,45 - 49 years,11,13,10,59,47,37,10,11,14,62,6,6,0,0,77,36,128,6,29,72,56,6,6,65,102,158,6,6,urban,1,0,0
2014,Fresno,50 - 54 years,12,30,10,91,86,75,10,22,26,103,0,6,6,0,141,60,227,6,74,137,60,6,16,124,172,276,6,17,urban,1,0,0
2014,Fresno,55 - 59 years,13,22,10,138,109,96,15,26,41,130,6,6,6,6,185,83,294,6,97,164,102,6,16,151,236,348,6,36,urban,1,0,0
2014,Fresno,60 - 64 years,14,42,16,146,126,129,21,40,39,143,6,6,6,6,250,84,378,18,130,204,86,15,45,187,293,400,6,75,urban,1,0,0
2014,Fresno,65 - 69 years,15,35,20,156,135,145,15,33,27,154,6,6,6,0,281,102,397,6,123,270,45,6,63,212,294,390,6,115,urban,1,0,0
2014,Fresno,70 - 74 years,16,54,26,173,162,145,10,43,27,136,6,6,6,6,348,113,446,6,135,294,34,6,100,252,315,444,6,122,urban,1,0,0
2014,Fresno,75 - 79 years,17,52,28,183,189,137,10,28,33,168,6,6,0,6,359,124,464,6,100,283,31,6,176,272,324,462,6,133,urban,1,0,0
2014,Fresno,80 - 84 years,18,80,53,278,258,136,12,44,27,173,0,6,6,6,568,133,677,6,101,332,32,6,347,425,392,588,6,227,urban,1,0,0
2014,Fresno,85 - 89 years,19,87,54,328,259,142,10,50,27,180,6,6,6,0,613,136,734,6,75,290,36,6,470,489,388,616,6,257,urban,1,0,0
2014,Fresno,90 - 94 years,20,66,32,302,209,129,10,55,13,104,6,6,6,0,568,120,622,6,50,143,11,6,537,468,276,537,0,207,urban,1,0,0
2014,Fresno,95 - 99 years,21,24,11,89,90,45,0,18,6,43,0,6,0,0,191,45,214,0,13,37,6,0,202,181,78,211,0,48,urban,1,0,0
2014,Fresno,100 years and over,22,10,10,20,21,10,0,6,6,6,0,6,0,0,43,11,46,0,6,6,6,6,45,44,13,52,0,6,urban,1,0,0
2014,Glenn,Less than 1 year,1,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2014,Glenn,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,Glenn,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,Glenn,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2014,Glenn,15 - 19 years,5,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2014,Glenn,20 - 24 years,6,0,0,10,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,6,0,0,rural,0,1,0
2014,Glenn,25 - 29 years,7,0,0,10,0,0,0,0,0,6,0,0,0,0,6,6,6,0,6,0,6,0,0,0,6,6,0,0,rural,0,1,0
2014,Glenn,30 - 34 years,8,10,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2014,Glenn,35 - 39 years,9,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,6,6,0,0,0,6,6,0,0,rural,0,1,0
2014,Glenn,40 - 44 years,10,0,0,10,10,0,0,6,0,6,0,0,0,0,0,6,0,0,0,6,6,0,0,0,6,6,0,0,rural,0,1,0
2014,Glenn,45 - 49 years,11,0,0,10,10,10,0,0,0,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,6,6,0,6,rural,0,1,0
2014,Glenn,50 - 54 years,12,0,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,6,6,0,0,0,6,6,6,0,0,rural,0,1,0
2014,Glenn,55 - 59 years,13,0,0,10,0,10,10,0,0,0,0,0,0,0,13,0,13,0,6,6,0,6,0,6,6,6,0,6,rural,0,1,0
2014,Glenn,60 - 64 years,14,0,0,11,10,10,10,0,0,6,0,0,0,0,21,6,22,0,6,6,6,0,6,13,11,23,6,0,rural,0,1,0
2014,Glenn,65 - 69 years,15,10,10,10,10,10,0,0,0,6,0,0,0,0,18,6,17,0,6,6,0,0,6,6,6,13,0,6,rural,0,1,0
2014,Glenn,70 - 74 years,16,10,0,10,10,11,10,6,0,6,0,0,0,0,28,6,28,0,6,15,6,0,6,13,19,19,6,12,rural,0,1,0
2014,Glenn,75 - 79 years,17,10,10,10,10,10,0,0,0,6,0,0,0,0,20,6,19,0,0,6,0,0,13,13,6,19,0,6,rural,0,1,0
2014,Glenn,80 - 84 years,18,10,10,17,13,10,0,6,0,6,6,0,0,0,35,6,37,0,6,22,6,0,16,20,21,23,0,18,rural,0,1,0
2014,Glenn,85 - 89 years,19,10,0,21,10,10,0,0,0,6,6,0,0,0,30,6,30,0,6,13,0,0,17,20,13,22,0,11,rural,0,1,0
2014,Glenn,90 - 94 years,20,10,0,11,10,10,0,6,0,6,0,0,0,0,20,6,20,0,6,6,0,0,16,13,6,17,0,6,rural,0,1,0
2014,Glenn,95 - 99 years,21,10,0,10,10,10,0,0,0,0,6,0,0,0,15,6,14,0,0,6,0,0,15,6,6,12,0,6,rural,0,1,0
2014,Glenn,100 years and over,22,0,0,10,10,0,0,0,0,6,0,0,0,0,6,6,6,0,0,0,0,0,6,6,6,6,0,0,rural,0,1,0
2014,Humboldt,Less than 1 year,1,0,0,0,11,0,0,0,0,6,6,0,0,0,6,0,11,0,0,0,11,0,0,6,6,11,0,0,rural,0,1,0
2014,Humboldt,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2014,Humboldt,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,Humboldt,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2014,Humboldt,15 - 19 years,5,0,0,10,10,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2014,Humboldt,20 - 24 years,6,0,0,10,10,10,10,0,0,6,6,6,0,0,6,0,14,0,0,6,13,0,0,6,6,14,0,0,rural,0,1,0
2014,Humboldt,25 - 29 years,7,10,0,10,10,10,0,0,6,6,0,6,6,0,6,6,12,0,0,6,6,0,0,6,6,12,0,6,rural,0,1,0
2014,Humboldt,30 - 34 years,8,10,0,10,10,10,10,0,6,6,6,0,0,0,12,6,15,6,6,6,6,6,6,6,12,16,6,0,rural,0,1,0
2014,Humboldt,35 - 39 years,9,10,0,10,10,10,10,0,0,0,0,6,0,0,6,0,16,0,0,6,13,0,0,6,6,14,0,6,rural,0,1,0
2014,Humboldt,40 - 44 years,10,10,10,10,10,10,10,6,0,6,6,6,0,0,17,6,22,0,6,6,12,0,0,6,16,23,0,6,rural,0,1,0
2014,Humboldt,45 - 49 years,11,10,10,13,10,10,10,6,6,6,6,0,6,0,29,6,32,6,11,6,13,6,6,14,21,31,6,6,rural,0,1,0
2014,Humboldt,50 - 54 years,12,10,10,31,10,18,10,6,0,6,0,6,6,0,58,6,62,6,22,21,17,6,6,19,46,51,6,12,rural,0,1,0
2014,Humboldt,55 - 59 years,13,10,10,36,13,24,10,6,0,6,6,6,6,0,74,6,83,6,22,33,21,6,6,32,54,73,6,6,rural,0,1,0
2014,Humboldt,60 - 64 years,14,11,10,52,10,43,10,0,6,6,6,6,6,0,98,6,113,6,52,34,20,6,6,42,75,91,6,24,rural,0,1,0
2014,Humboldt,65 - 69 years,15,14,12,52,13,39,10,6,0,6,6,6,0,0,118,6,130,0,50,52,15,6,18,54,82,95,6,39,rural,0,1,0
2014,Humboldt,70 - 74 years,16,15,10,35,19,24,10,0,0,6,6,6,0,0,92,6,96,6,35,42,6,6,23,47,59,75,6,30,rural,0,1,0
2014,Humboldt,75 - 79 years,17,13,10,57,23,23,10,0,6,6,6,6,0,0,117,6,117,6,27,62,6,0,33,58,70,86,6,41,rural,0,1,0
2014,Humboldt,80 - 84 years,18,21,11,53,28,34,10,0,0,6,6,6,0,0,141,11,140,0,22,69,6,6,52,81,70,97,6,51,rural,0,1,0
2014,Humboldt,85 - 89 years,19,26,13,59,38,26,10,6,6,6,0,6,0,0,160,18,149,6,17,52,6,6,96,103,67,113,6,54,rural,0,1,0
2014,Humboldt,90 - 94 years,20,15,12,51,22,25,10,6,0,6,6,6,0,0,126,6,122,0,11,17,6,6,101,81,50,82,0,49,rural,0,1,0
2014,Humboldt,95 - 99 years,21,10,10,25,10,10,10,0,0,0,0,0,0,0,53,6,49,6,6,6,6,0,42,38,15,43,0,6,rural,0,1,0
2014,Humboldt,100 years and over,22,10,10,10,0,0,10,0,0,0,0,0,0,0,13,6,12,0,6,0,0,0,12,12,6,12,0,6,rural,0,1,0
2014,Imperial,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2014,Imperial,1 - 4 years,2,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2014,Imperial,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2014,Imperial,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburban,0,0,1
2014,Imperial,15 - 19 years,5,0,0,10,10,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2014,Imperial,20 - 24 years,6,0,0,10,10,10,0,0,0,11,0,0,0,0,0,6,6,0,6,6,6,0,0,6,6,11,0,0,suburban,0,0,1
2014,Imperial,25 - 29 years,7,10,0,10,10,10,10,0,0,6,0,0,6,0,6,6,12,6,0,6,11,6,0,6,6,11,6,6,suburban,0,0,1
2014,Imperial,30 - 34 years,8,10,10,10,10,10,0,0,6,6,0,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,6,suburban,0,0,1
2014,Imperial,35 - 39 years,9,0,0,10,10,10,0,0,0,17,0,6,0,0,6,6,17,0,6,11,6,0,6,6,17,22,0,0,suburban,0,0,1
2014,Imperial,40 - 44 years,10,10,10,10,10,10,0,0,0,13,0,6,0,0,0,6,6,0,6,6,6,0,0,6,6,12,0,6,suburban,0,0,1
2014,Imperial,45 - 49 years,11,10,10,10,11,10,10,0,6,22,0,6,0,0,6,11,23,0,6,13,12,0,6,6,25,34,0,0,suburban,0,0,1
2014,Imperial,50 - 54 years,12,10,0,15,23,11,10,0,6,33,0,6,0,0,15,17,34,6,15,24,11,0,6,21,31,49,0,6,suburban,0,0,1
2014,Imperial,55 - 59 years,13,10,10,24,24,16,10,6,6,44,0,0,0,0,28,29,45,0,11,33,23,6,6,25,49,66,6,6,suburban,0,0,1
2014,Imperial,60 - 64 years,14,10,10,24,40,17,10,0,6,61,6,6,6,0,23,44,43,6,20,46,6,6,11,30,59,76,6,6,suburban,0,0,1
2014,Imperial,65 - 69 years,15,10,10,25,41,17,10,6,6,55,0,6,0,0,41,42,54,6,16,50,11,6,16,33,68,80,6,20,suburban,0,0,1
2014,Imperial,70 - 74 years,16,10,10,21,45,15,10,0,6,49,0,6,0,0,32,39,49,0,18,47,6,6,14,30,58,74,0,14,suburban,0,0,1
2014,Imperial,75 - 79 years,17,10,11,24,76,16,10,6,6,85,6,6,0,0,43,67,65,6,17,71,6,6,36,44,90,109,6,24,suburban,0,0,1
2014,Imperial,80 - 84 years,18,10,10,15,95,11,10,0,6,99,0,0,6,0,34,78,57,6,11,59,6,6,61,64,72,120,0,16,suburban,0,0,1
2014,Imperial,85 - 89 years,19,10,10,24,88,11,10,6,6,91,0,6,0,0,38,60,74,6,6,52,6,6,64,62,73,104,0,31,suburban,0,0,1
2014,Imperial,90 - 94 years,20,10,10,10,60,14,10,6,0,57,0,0,0,0,33,47,44,0,6,30,6,0,57,50,41,76,0,15,suburban,0,0,1
2014,Imperial,95 - 99 years,21,10,0,10,11,10,10,6,6,6,0,6,0,0,15,6,18,6,6,6,0,0,23,14,12,20,0,6,suburban,0,0,1
2014,Imperial,100 years and over,22,10,0,10,10,10,0,6,0,6,0,0,0,0,6,6,6,0,6,0,0,0,11,12,0,12,0,0,suburban,0,0,1
2014,Inyo,Less than 1 year,1,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2014,Inyo,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,Inyo,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,Inyo,10 - 14 years,4,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2014,Inyo,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,Inyo,20 - 24 years,6,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2014,Inyo,25 - 29 years,7,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,6,0,0,0,6,6,0,0,rural,0,1,0
2014,Inyo,30 - 34 years,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2014,Inyo,35 - 39 years,9,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2014,Inyo,40 - 44 years,10,0,0,10,0,10,0,0,0,0,0,6,0,0,6,0,6,0,6,6,0,0,0,0,6,6,6,0,rural,0,1,0
2014,Inyo,45 - 49 years,11,10,0,0,10,10,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2014,Inyo,50 - 54 years,12,0,0,10,10,10,0,0,6,0,6,0,0,0,6,0,11,0,6,6,6,0,0,6,6,11,0,0,rural,0,1,0
2014,Inyo,55 - 59 years,13,10,0,10,10,10,0,0,0,0,0,6,6,0,6,6,6,0,6,6,6,0,6,6,6,6,0,6,rural,0,1,0
2014,Inyo,60 - 64 years,14,10,10,10,0,10,0,0,0,6,0,6,0,0,16,6,19,0,6,6,6,0,6,6,14,17,0,6,rural,0,1,0
2014,Inyo,65 - 69 years,15,10,10,10,0,10,0,0,0,6,0,6,0,0,6,6,6,0,6,6,6,0,6,6,6,6,0,6,rural,0,1,0
2014,Inyo,70 - 74 years,16,10,0,10,10,10,10,0,0,6,0,6,0,0,20,6,21,6,6,14,6,0,6,6,19,14,6,6,rural,0,1,0
2014,Inyo,75 - 79 years,17,10,0,10,10,10,0,0,0,0,0,6,0,0,13,6,12,0,6,6,0,0,6,6,6,6,0,6,rural,0,1,0
2014,Inyo,80 - 84 years,18,10,10,10,10,10,10,0,0,6,0,6,0,0,22,6,21,6,6,6,0,0,13,17,6,17,6,6,rural,0,1,0
2014,Inyo,85 - 89 years,19,10,10,10,10,10,0,0,0,0,0,6,0,0,24,0,25,0,6,6,6,0,11,17,6,17,0,6,rural,0,1,0
2014,Inyo,90 - 94 years,20,10,10,10,10,10,0,0,0,0,0,0,0,0,17,6,15,0,6,6,0,0,6,6,6,6,0,6,rural,0,1,0
2014,Inyo,95 - 99 years,21,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2014,Inyo,100 years and over,22,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,6,6,0,0,6,6,6,6,0,6,rural,0,1,0
2014,Kern,Less than 1 year,1,0,0,0,81,0,0,6,11,40,6,0,0,0,25,0,81,0,0,0,81,0,0,39,42,81,0,0,suburban,0,0,1
2014,Kern,1 - 4 years,2,0,0,0,13,0,0,0,0,6,0,0,0,0,6,0,13,0,0,0,13,0,0,6,6,13,0,0,suburban,0,0,1
2014,Kern,5 - 9 years,3,0,0,0,10,0,0,0,6,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2014,Kern,10 - 14 years,4,0,0,0,14,0,0,0,6,6,0,0,0,0,6,0,14,0,0,0,14,0,0,6,6,14,0,0,suburban,0,0,1
2014,Kern,15 - 19 years,5,0,0,11,21,11,0,6,6,29,6,0,0,0,6,6,40,0,0,0,43,0,0,6,37,43,0,0,suburban,0,0,1
2014,Kern,20 - 24 years,6,10,0,35,16,14,10,6,6,35,0,0,0,6,25,6,65,0,6,6,67,0,0,19,53,70,0,6,suburban,0,0,1
2014,Kern,25 - 29 years,7,10,10,29,22,12,10,6,6,30,6,6,0,0,27,14,54,6,6,6,54,6,6,17,52,67,6,6,suburban,0,0,1
2014,Kern,30 - 34 years,8,10,0,35,20,17,10,6,6,39,6,0,0,0,34,6,68,6,6,22,47,6,0,21,58,78,0,6,suburban,0,0,1
2014,Kern,35 - 39 years,9,10,10,39,19,19,10,6,6,31,0,6,0,0,41,11,73,6,16,37,30,6,6,34,51,84,0,6,suburban,0,0,1
2014,Kern,40 - 44 years,10,10,10,53,28,27,10,6,14,42,6,6,6,0,60,23,99,6,23,59,38,6,6,48,75,116,6,6,suburban,0,0,1
2014,Kern,45 - 49 years,11,14,10,79,69,28,10,6,22,71,0,6,0,0,102,33,162,6,50,76,60,6,6,80,117,187,6,6,suburban,0,0,1
2014,Kern,50 - 54 years,12,26,10,109,89,57,16,6,27,80,6,6,6,6,184,39,259,6,84,114,85,6,15,106,199,277,6,24,suburban,0,0,1
2014,Kern,55 - 59 years,13,24,10,158,113,94,20,14,41,92,6,6,0,0,266,56,352,6,118,181,74,6,41,158,260,358,6,53,suburban,0,0,1
2014,Kern,60 - 64 years,14,38,29,202,110,114,24,16,51,107,6,6,6,0,326,75,426,16,153,235,62,6,57,198,319,409,6,100,suburban,0,0,1
2014,Kern,65 - 69 years,15,47,16,170,113,111,12,13,27,113,6,6,0,0,310,83,376,6,110,245,36,6,76,199,270,354,6,110,suburban,0,0,1
2014,Kern,70 - 74 years,16,42,25,213,157,135,17,15,30,120,6,6,0,0,414,92,486,11,133,279,37,6,137,258,331,438,6,144,suburban,0,0,1
2014,Kern,75 - 79 years,17,46,21,230,171,123,10,18,24,105,6,6,6,6,441,86,505,6,94,289,17,6,196,301,299,445,6,150,suburban,0,0,1
2014,Kern,80 - 84 years,18,52,37,240,218,134,15,18,31,139,6,6,0,6,494,87,605,6,79,280,21,6,312,331,365,475,6,220,suburban,0,0,1
2014,Kern,85 - 89 years,19,56,27,251,227,150,13,35,27,129,6,6,6,0,518,110,607,6,57,223,16,6,427,426,298,518,6,202,suburban,0,0,1
2014,Kern,90 - 94 years,20,33,22,173,142,85,10,6,13,75,6,6,0,0,355,64,395,6,34,94,6,0,324,289,172,329,6,131,suburban,0,0,1
2014,Kern,95 - 99 years,21,16,10,49,64,24,10,6,11,29,0,0,0,0,111,27,131,6,13,6,6,0,135,122,38,141,0,19,suburban,0,0,1
