Year_of_Death,County_of_Residence,Age,Education_level,Total_Deaths_Education,age_cat,education_cat,Description
2019,Humboldt,Less than 1 year,Graduate Degree,0,1,2,rural
2019,Humboldt,Less than 1 year,Unknown,0,1,6,rural
2019,Humboldt,1 - 4 years,Less than High School,10,2,4,rural
2019,Humboldt,1 - 4 years,High School Graduate or GED Completed,0,2,3,rural
2019,Humboldt,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,rural
2019,Humboldt,1 - 4 years,Bachelor's Degree,0,2,1,rural
2019,Humboldt,1 - 4 years,Graduate Degree,0,2,2,rural
2019,Humboldt,1 - 4 years,Unknown,0,2,6,rural
2019,Humboldt,5 - 9 years,Less than High School,10,3,4,rural
2019,Humboldt,5 - 9 years,High School Graduate or GED Completed,0,3,3,rural
2019,Humboldt,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,rural
2019,Humboldt,5 - 9 years,Bachelor's Degree,0,3,1,rural
2019,Humboldt,5 - 9 years,Graduate Degree,0,3,2,rural
2019,Humboldt,5 - 9 years,Unknown,0,3,6,rural
2019,Humboldt,10 - 14 years,Less than High School,0,4,4,rural
2019,Humboldt,10 - 14 years,High School Graduate or GED Completed,0,4,3,rural
2019,Humboldt,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,rural
2019,Humboldt,10 - 14 years,Bachelor's Degree,0,4,1,rural
2019,Humboldt,10 - 14 years,Graduate Degree,0,4,2,rural
2019,Humboldt,10 - 14 years,Unknown,0,4,6,rural
2019,Humboldt,15 - 19 years,Less than High School,10,5,4,rural
2019,Humboldt,15 - 19 years,High School Graduate or GED Completed,10,5,3,rural
2019,Humboldt,15 - 19 years,"Some College Credit, No 4-Year Degree",0,5,5,rural
2019,Humboldt,15 - 19 years,Bachelor's Degree,0,5,1,rural
2019,Humboldt,15 - 19 years,Graduate Degree,0,5,2,rural
2019,Humboldt,15 - 19 years,Unknown,0,5,6,rural
2019,Humboldt,20 - 24 years,Less than High School,10,6,4,rural
2019,Humboldt,20 - 24 years,High School Graduate or GED Completed,10,6,3,rural
2019,Humboldt,20 - 24 years,"Some College Credit, No 4-Year Degree",10,6,5,rural
2019,Humboldt,20 - 24 years,Bachelor's Degree,10,6,1,rural
2019,Humboldt,20 - 24 years,Graduate Degree,0,6,2,rural
2019,Humboldt,20 - 24 years,Unknown,0,6,6,rural
2019,Humboldt,25 - 29 years,High School Graduate or GED Completed,10,7,3,rural
2019,Humboldt,25 - 29 years,"Some College Credit, No 4-Year Degree",10,7,5,rural
2019,Humboldt,25 - 29 years,Bachelor's Degree,10,7,1,rural
2019,Humboldt,25 - 29 years,Graduate Degree,0,7,2,rural
2019,Humboldt,25 - 29 years,Unknown,10,7,6,rural
2019,Humboldt,25 - 29 years,Less than High School,10,7,4,rural
2019,Humboldt,30 - 34 years,Less than High School,10,8,4,rural
2019,Humboldt,30 - 34 years,High School Graduate or GED Completed,10,8,3,rural
2019,Humboldt,30 - 34 years,"Some College Credit, No 4-Year Degree",12,8,5,rural
2019,Humboldt,30 - 34 years,Bachelor's Degree,10,8,1,rural
2019,Humboldt,30 - 34 years,Graduate Degree,0,8,2,rural
2019,Humboldt,30 - 34 years,Unknown,0,8,6,rural
2019,Humboldt,35 - 39 years,Less than High School,10,9,4,rural
2019,Humboldt,35 - 39 years,High School Graduate or GED Completed,10,9,3,rural
2019,Humboldt,35 - 39 years,"Some College Credit, No 4-Year Degree",10,9,5,rural
2019,Humboldt,35 - 39 years,Bachelor's Degree,10,9,1,rural
2019,Humboldt,35 - 39 years,Graduate Degree,0,9,2,rural
2019,Humboldt,35 - 39 years,Unknown,0,9,6,rural
2019,Humboldt,40 - 44 years,Less than High School,10,10,4,rural
2019,Humboldt,40 - 44 years,High School Graduate or GED Completed,10,10,3,rural
2019,Humboldt,40 - 44 years,"Some College Credit, No 4-Year Degree",10,10,5,rural
2019,Humboldt,40 - 44 years,Bachelor's Degree,10,10,1,rural
2019,Humboldt,40 - 44 years,Graduate Degree,0,10,2,rural
2019,Humboldt,40 - 44 years,Unknown,10,10,6,rural
2019,Humboldt,45 - 49 years,Less than High School,10,11,4,rural
2019,Humboldt,45 - 49 years,High School Graduate or GED Completed,19,11,3,rural
2019,Humboldt,45 - 49 years,"Some College Credit, No 4-Year Degree",10,11,5,rural
2019,Humboldt,45 - 49 years,Bachelor's Degree,10,11,1,rural
2019,Humboldt,45 - 49 years,Graduate Degree,10,11,2,rural
2019,Humboldt,45 - 49 years,Unknown,10,11,6,rural
2019,Humboldt,50 - 54 years,Less than High School,10,12,4,rural
2019,Humboldt,50 - 54 years,High School Graduate or GED Completed,18,12,3,rural
2019,Humboldt,50 - 54 years,"Some College Credit, No 4-Year Degree",10,12,5,rural
2019,Humboldt,50 - 54 years,Bachelor's Degree,10,12,1,rural
2019,Humboldt,50 - 54 years,Graduate Degree,10,12,2,rural
2019,Humboldt,50 - 54 years,Unknown,10,12,6,rural
2019,Humboldt,55 - 59 years,Less than High School,14,13,4,rural
2019,Humboldt,55 - 59 years,High School Graduate or GED Completed,38,13,3,rural
2019,Humboldt,55 - 59 years,"Some College Credit, No 4-Year Degree",22,13,5,rural
2019,Humboldt,55 - 59 years,Bachelor's Degree,10,13,1,rural
2019,Humboldt,55 - 59 years,Graduate Degree,10,13,2,rural
2019,Humboldt,55 - 59 years,Unknown,10,13,6,rural
2019,Humboldt,60 - 64 years,Less than High School,23,14,4,rural
2019,Humboldt,60 - 64 years,High School Graduate or GED Completed,53,14,3,rural
2019,Humboldt,60 - 64 years,"Some College Credit, No 4-Year Degree",25,14,5,rural
2019,Humboldt,60 - 64 years,Bachelor's Degree,10,14,1,rural
2019,Humboldt,60 - 64 years,Graduate Degree,10,14,2,rural
2019,Humboldt,60 - 64 years,Unknown,10,14,6,rural
2019,Humboldt,65 - 69 years,Less than High School,11,15,4,rural
2019,Humboldt,65 - 69 years,High School Graduate or GED Completed,71,15,3,rural
2019,Humboldt,65 - 69 years,"Some College Credit, No 4-Year Degree",38,15,5,rural
2019,Humboldt,65 - 69 years,Bachelor's Degree,15,15,1,rural
2019,Humboldt,65 - 69 years,Graduate Degree,12,15,2,rural
2019,Humboldt,65 - 69 years,Unknown,10,15,6,rural
2019,Humboldt,70 - 74 years,Less than High School,12,16,4,rural
2019,Humboldt,70 - 74 years,High School Graduate or GED Completed,51,16,3,rural
2019,Humboldt,70 - 74 years,"Some College Credit, No 4-Year Degree",43,16,5,rural
2019,Humboldt,70 - 74 years,Bachelor's Degree,22,16,1,rural
2019,Humboldt,70 - 74 years,Graduate Degree,13,16,2,rural
2019,Humboldt,70 - 74 years,Unknown,12,16,6,rural
2019,Humboldt,75 - 79 years,Less than High School,16,17,4,rural
2019,Humboldt,75 - 79 years,High School Graduate or GED Completed,58,17,3,rural
2019,Humboldt,75 - 79 years,"Some College Credit, No 4-Year Degree",30,17,5,rural
2019,Humboldt,75 - 79 years,Bachelor's Degree,31,17,1,rural
2019,Humboldt,75 - 79 years,Graduate Degree,15,17,2,rural
2019,Humboldt,75 - 79 years,Unknown,11,17,6,rural
2019,Humboldt,80 - 84 years,Less than High School,17,18,4,rural
2019,Humboldt,80 - 84 years,High School Graduate or GED Completed,80,18,3,rural
2019,Humboldt,80 - 84 years,"Some College Credit, No 4-Year Degree",33,18,5,rural
2019,Humboldt,80 - 84 years,Bachelor's Degree,13,18,1,rural
2019,Humboldt,80 - 84 years,Graduate Degree,15,18,2,rural
2019,Humboldt,80 - 84 years,Unknown,10,18,6,rural
2019,Humboldt,85 - 89 years,Less than High School,28,19,4,rural
2019,Humboldt,85 - 89 years,High School Graduate or GED Completed,56,19,3,rural
2019,Humboldt,85 - 89 years,"Some College Credit, No 4-Year Degree",39,19,5,rural
2019,Humboldt,85 - 89 years,Bachelor's Degree,18,19,1,rural
2019,Humboldt,85 - 89 years,Graduate Degree,19,19,2,rural
2019,Humboldt,85 - 89 years,Unknown,10,19,6,rural
2019,Humboldt,90 - 94 years,Less than High School,20,20,4,rural
2019,Humboldt,90 - 94 years,High School Graduate or GED Completed,59,20,3,rural
2019,Humboldt,90 - 94 years,"Some College Credit, No 4-Year Degree",21,20,5,rural
2019,Humboldt,90 - 94 years,Bachelor's Degree,18,20,1,rural
2019,Humboldt,90 - 94 years,Graduate Degree,13,20,2,rural
2019,Humboldt,90 - 94 years,Unknown,10,20,6,rural
2019,Humboldt,95 - 99 years,Less than High School,11,21,4,rural
2019,Humboldt,95 - 99 years,High School Graduate or GED Completed,22,21,3,rural
2019,Humboldt,95 - 99 years,"Some College Credit, No 4-Year Degree",13,21,5,rural
2019,Humboldt,95 - 99 years,Bachelor's Degree,11,21,1,rural
2019,Humboldt,95 - 99 years,Graduate Degree,10,21,2,rural
2019,Humboldt,95 - 99 years,Unknown,10,21,6,rural
2019,Humboldt,100 years and over,Less than High School,10,22,4,rural
2019,Humboldt,100 years and over,High School Graduate or GED Completed,10,22,3,rural
2019,Humboldt,100 years and over,"Some College Credit, No 4-Year Degree",10,22,5,rural
2019,Humboldt,100 years and over,Bachelor's Degree,0,22,1,rural
2019,Humboldt,100 years and over,Graduate Degree,10,22,2,rural
2019,Humboldt,100 years and over,Unknown,0,22,6,rural
2019,Imperial,Less than 1 year,Less than High School,10,1,4,suburban
2019,Imperial,Less than 1 year,High School Graduate or GED Completed,0,1,3,suburban
2019,Imperial,Less than 1 year,"Some College Credit, No 4-Year Degree",0,1,5,suburban
2019,Imperial,Less than 1 year,Bachelor's Degree,0,1,1,suburban
2019,Imperial,Less than 1 year,Graduate Degree,0,1,2,suburban
2019,Imperial,Less than 1 year,Unknown,10,1,6,suburban
2019,Imperial,1 - 4 years,Less than High School,10,2,4,suburban
2019,Imperial,1 - 4 years,High School Graduate or GED Completed,0,2,3,suburban
2019,Imperial,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,suburban
2019,Imperial,1 - 4 years,Bachelor's Degree,0,2,1,suburban
2019,Imperial,1 - 4 years,Graduate Degree,0,2,2,suburban
2019,Imperial,1 - 4 years,Unknown,0,2,6,suburban
2019,Imperial,5 - 9 years,Less than High School,10,3,4,suburban
2019,Imperial,5 - 9 years,High School Graduate or GED Completed,0,3,3,suburban
2019,Imperial,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,suburban
2019,Imperial,5 - 9 years,Bachelor's Degree,0,3,1,suburban
2019,Imperial,5 - 9 years,Graduate Degree,0,3,2,suburban
2019,Imperial,5 - 9 years,Unknown,0,3,6,suburban
2019,Imperial,10 - 14 years,Less than High School,10,4,4,suburban
2019,Imperial,10 - 14 years,High School Graduate or GED Completed,0,4,3,suburban
2019,Imperial,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,suburban
2019,Imperial,10 - 14 years,Bachelor's Degree,0,4,1,suburban
2019,Imperial,10 - 14 years,Graduate Degree,0,4,2,suburban
2019,Imperial,10 - 14 years,Unknown,0,4,6,suburban
2019,Imperial,15 - 19 years,Less than High School,10,5,4,suburban
2019,Imperial,15 - 19 years,High School Graduate or GED Completed,10,5,3,suburban
2019,Imperial,15 - 19 years,"Some College Credit, No 4-Year Degree",0,5,5,suburban
2019,Imperial,15 - 19 years,Bachelor's Degree,0,5,1,suburban
2019,Imperial,15 - 19 years,Graduate Degree,0,5,2,suburban
2019,Imperial,15 - 19 years,Unknown,0,5,6,suburban
2019,Imperial,20 - 24 years,Less than High School,10,6,4,suburban
2019,Imperial,20 - 24 years,High School Graduate or GED Completed,10,6,3,suburban
2019,Imperial,20 - 24 years,"Some College Credit, No 4-Year Degree",10,6,5,suburban
2019,Imperial,20 - 24 years,Bachelor's Degree,10,6,1,suburban
2019,Imperial,20 - 24 years,Graduate Degree,0,6,2,suburban
2019,Imperial,20 - 24 years,Unknown,0,6,6,suburban
2019,Imperial,25 - 29 years,Less than High School,10,7,4,suburban
2019,Imperial,25 - 29 years,High School Graduate or GED Completed,10,7,3,suburban
2019,Imperial,25 - 29 years,"Some College Credit, No 4-Year Degree",10,7,5,suburban
2019,Imperial,25 - 29 years,Bachelor's Degree,0,7,1,suburban
2019,Imperial,25 - 29 years,Graduate Degree,0,7,2,suburban
2019,Imperial,25 - 29 years,Unknown,0,7,6,suburban
2019,Imperial,30 - 34 years,Graduate Degree,0,8,2,suburban
2019,Imperial,30 - 34 years,Unknown,0,8,6,suburban
2019,Imperial,30 - 34 years,Less than High School,10,8,4,suburban
2019,Imperial,30 - 34 years,High School Graduate or GED Completed,10,8,3,suburban
2019,Imperial,30 - 34 years,"Some College Credit, No 4-Year Degree",10,8,5,suburban
2019,Imperial,30 - 34 years,Bachelor's Degree,0,8,1,suburban
2019,Imperial,35 - 39 years,Less than High School,10,9,4,suburban
2019,Imperial,35 - 39 years,High School Graduate or GED Completed,10,9,3,suburban
2019,Imperial,35 - 39 years,"Some College Credit, No 4-Year Degree",10,9,5,suburban
2019,Imperial,35 - 39 years,Bachelor's Degree,10,9,1,suburban
2019,Imperial,35 - 39 years,Graduate Degree,0,9,2,suburban
2019,Imperial,35 - 39 years,Unknown,0,9,6,suburban
2019,Imperial,40 - 44 years,Less than High School,10,10,4,suburban
2019,Imperial,40 - 44 years,High School Graduate or GED Completed,10,10,3,suburban
2019,Imperial,40 - 44 years,"Some College Credit, No 4-Year Degree",10,10,5,suburban
2019,Imperial,40 - 44 years,Bachelor's Degree,10,10,1,suburban
2019,Imperial,40 - 44 years,Graduate Degree,0,10,2,suburban
2019,Imperial,40 - 44 years,Unknown,10,10,6,suburban
2019,Imperial,45 - 49 years,Less than High School,10,11,4,suburban
2019,Imperial,45 - 49 years,High School Graduate or GED Completed,10,11,3,suburban
2019,Imperial,45 - 49 years,"Some College Credit, No 4-Year Degree",10,11,5,suburban
2019,Imperial,45 - 49 years,Bachelor's Degree,0,11,1,suburban
2019,Imperial,45 - 49 years,Graduate Degree,10,11,2,suburban
2019,Imperial,45 - 49 years,Unknown,0,11,6,suburban
2019,Imperial,50 - 54 years,Less than High School,16,12,4,suburban
2019,Imperial,50 - 54 years,High School Graduate or GED Completed,16,12,3,suburban
2019,Imperial,50 - 54 years,"Some College Credit, No 4-Year Degree",10,12,5,suburban
2019,Imperial,50 - 54 years,Bachelor's Degree,10,12,1,suburban
2019,Imperial,50 - 54 years,Graduate Degree,10,12,2,suburban
2019,Imperial,50 - 54 years,Unknown,10,12,6,suburban
2019,Imperial,55 - 59 years,Less than High School,26,13,4,suburban
2019,Imperial,55 - 59 years,High School Graduate or GED Completed,22,13,3,suburban
2019,Imperial,55 - 59 years,"Some College Credit, No 4-Year Degree",10,13,5,suburban
2019,Imperial,55 - 59 years,Bachelor's Degree,10,13,1,suburban
2019,Imperial,55 - 59 years,Graduate Degree,10,13,2,suburban
2019,Imperial,55 - 59 years,Unknown,10,13,6,suburban
2019,Imperial,60 - 64 years,Less than High School,25,14,4,suburban
2019,Imperial,60 - 64 years,High School Graduate or GED Completed,32,14,3,suburban
2019,Imperial,60 - 64 years,"Some College Credit, No 4-Year Degree",22,14,5,suburban
2019,Imperial,60 - 64 years,Bachelor's Degree,10,14,1,suburban
2019,Imperial,60 - 64 years,Graduate Degree,10,14,2,suburban
2019,Imperial,60 - 64 years,Unknown,10,14,6,suburban
2019,Imperial,65 - 69 years,Less than High School,43,15,4,suburban
2019,Imperial,65 - 69 years,High School Graduate or GED Completed,32,15,3,suburban
2019,Imperial,65 - 69 years,"Some College Credit, No 4-Year Degree",21,15,5,suburban
2019,Imperial,65 - 69 years,Bachelor's Degree,10,15,1,suburban
2019,Imperial,65 - 69 years,Graduate Degree,10,15,2,suburban
2019,Imperial,65 - 69 years,Unknown,10,15,6,suburban
2019,Imperial,70 - 74 years,Less than High School,55,16,4,suburban
2019,Imperial,70 - 74 years,High School Graduate or GED Completed,18,16,3,suburban
2019,Imperial,70 - 74 years,"Some College Credit, No 4-Year Degree",31,16,5,suburban
2019,Imperial,70 - 74 years,Bachelor's Degree,10,16,1,suburban
2019,Imperial,70 - 74 years,Graduate Degree,10,16,2,suburban
2019,Imperial,70 - 74 years,Unknown,10,16,6,suburban
2019,Imperial,75 - 79 years,Less than High School,49,17,4,suburban
2019,Imperial,75 - 79 years,High School Graduate or GED Completed,29,17,3,suburban
2019,Imperial,75 - 79 years,"Some College Credit, No 4-Year Degree",16,17,5,suburban
2019,Imperial,75 - 79 years,Bachelor's Degree,10,17,1,suburban
2019,Imperial,75 - 79 years,Graduate Degree,10,17,2,suburban
2019,Imperial,75 - 79 years,Unknown,10,17,6,suburban
2019,Imperial,80 - 84 years,High School Graduate or GED Completed,20,18,3,suburban
2019,Imperial,80 - 84 years,"Some College Credit, No 4-Year Degree",24,18,5,suburban
2019,Imperial,80 - 84 years,Bachelor's Degree,10,18,1,suburban
2019,Imperial,80 - 84 years,Graduate Degree,10,18,2,suburban
2019,Imperial,80 - 84 years,Unknown,10,18,6,suburban
2019,Imperial,80 - 84 years,Less than High School,88,18,4,suburban
2019,Imperial,85 - 89 years,Less than High School,101,19,4,suburban
2019,Imperial,85 - 89 years,High School Graduate or GED Completed,25,19,3,suburban
2019,Imperial,85 - 89 years,"Some College Credit, No 4-Year Degree",10,19,5,suburban
2019,Imperial,85 - 89 years,Bachelor's Degree,10,19,1,suburban
2019,Imperial,85 - 89 years,Graduate Degree,10,19,2,suburban
2019,Imperial,85 - 89 years,Unknown,10,19,6,suburban
2019,Imperial,90 - 94 years,Less than High School,66,20,4,suburban
2019,Imperial,90 - 94 years,High School Graduate or GED Completed,18,20,3,suburban
2019,Imperial,90 - 94 years,"Some College Credit, No 4-Year Degree",11,20,5,suburban
2019,Imperial,90 - 94 years,Bachelor's Degree,0,20,1,suburban
2019,Imperial,90 - 94 years,Graduate Degree,10,20,2,suburban
2019,Imperial,90 - 94 years,Unknown,10,20,6,suburban
2019,Imperial,95 - 99 years,Less than High School,35,21,4,suburban
2019,Imperial,95 - 99 years,High School Graduate or GED Completed,10,21,3,suburban
2019,Imperial,95 - 99 years,"Some College Credit, No 4-Year Degree",10,21,5,suburban
2019,Imperial,95 - 99 years,Bachelor's Degree,10,21,1,suburban
2019,Imperial,95 - 99 years,Graduate Degree,0,21,2,suburban
2019,Imperial,95 - 99 years,Unknown,10,21,6,suburban
2019,Imperial,100 years and over,Less than High School,10,22,4,suburban
2019,Imperial,100 years and over,High School Graduate or GED Completed,10,22,3,suburban
2019,Imperial,100 years and over,"Some College Credit, No 4-Year Degree",10,22,5,suburban
2019,Imperial,100 years and over,Bachelor's Degree,0,22,1,suburban
2019,Imperial,100 years and over,Graduate Degree,0,22,2,suburban
2019,Imperial,100 years and over,Unknown,0,22,6,suburban
2019,Inyo,Less than 1 year,Less than High School,10,1,4,rural
2019,Inyo,Less than 1 year,High School Graduate or GED Completed,0,1,3,rural
2019,Inyo,Less than 1 year,"Some College Credit, No 4-Year Degree",0,1,5,rural
2019,Inyo,Less than 1 year,Bachelor's Degree,0,1,1,rural
2019,Inyo,Less than 1 year,Graduate Degree,0,1,2,rural
2019,Inyo,Less than 1 year,Unknown,0,1,6,rural
2019,Inyo,1 - 4 years,Less than High School,0,2,4,rural
2019,Inyo,1 - 4 years,High School Graduate or GED Completed,0,2,3,rural
2019,Inyo,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,rural
2019,Inyo,1 - 4 years,Bachelor's Degree,0,2,1,rural
2019,Inyo,1 - 4 years,Graduate Degree,0,2,2,rural
2019,Inyo,1 - 4 years,Unknown,0,2,6,rural
2019,Inyo,5 - 9 years,Less than High School,0,3,4,rural
2019,Inyo,5 - 9 years,High School Graduate or GED Completed,0,3,3,rural
2019,Inyo,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,rural
2019,Inyo,5 - 9 years,Bachelor's Degree,0,3,1,rural
2019,Inyo,5 - 9 years,Graduate Degree,0,3,2,rural
2019,Inyo,5 - 9 years,Unknown,0,3,6,rural
2019,Inyo,10 - 14 years,Less than High School,0,4,4,rural
2019,Inyo,10 - 14 years,High School Graduate or GED Completed,0,4,3,rural
2019,Inyo,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,rural
2019,Inyo,10 - 14 years,Bachelor's Degree,0,4,1,rural
2019,Inyo,10 - 14 years,Graduate Degree,0,4,2,rural
2019,Inyo,10 - 14 years,Unknown,0,4,6,rural
2019,Inyo,15 - 19 years,Less than High School,0,5,4,rural
2019,Inyo,15 - 19 years,High School Graduate or GED Completed,0,5,3,rural
2019,Inyo,15 - 19 years,"Some College Credit, No 4-Year Degree",0,5,5,rural
2019,Inyo,15 - 19 years,Bachelor's Degree,0,5,1,rural
2019,Inyo,15 - 19 years,Graduate Degree,0,5,2,rural
2019,Inyo,15 - 19 years,Unknown,0,5,6,rural
2019,Inyo,20 - 24 years,Less than High School,0,6,4,rural
2019,Inyo,20 - 24 years,High School Graduate or GED Completed,0,6,3,rural
2019,Inyo,20 - 24 years,"Some College Credit, No 4-Year Degree",0,6,5,rural
2019,Inyo,20 - 24 years,Bachelor's Degree,0,6,1,rural
2019,Inyo,20 - 24 years,Graduate Degree,0,6,2,rural
2019,Inyo,20 - 24 years,Unknown,0,6,6,rural
2019,Inyo,25 - 29 years,Less than High School,10,7,4,rural
2019,Inyo,25 - 29 years,High School Graduate or GED Completed,10,7,3,rural
2019,Inyo,25 - 29 years,"Some College Credit, No 4-Year Degree",0,7,5,rural
2019,Inyo,25 - 29 years,Bachelor's Degree,0,7,1,rural
2019,Inyo,25 - 29 years,Graduate Degree,0,7,2,rural
2019,Inyo,25 - 29 years,Unknown,0,7,6,rural
2019,Inyo,30 - 34 years,Less than High School,0,8,4,rural
2019,Inyo,30 - 34 years,High School Graduate or GED Completed,0,8,3,rural
2019,Inyo,30 - 34 years,"Some College Credit, No 4-Year Degree",10,8,5,rural
2019,Inyo,30 - 34 years,Bachelor's Degree,0,8,1,rural
2019,Inyo,30 - 34 years,Graduate Degree,0,8,2,rural
2019,Inyo,30 - 34 years,Unknown,0,8,6,rural
2019,Inyo,35 - 39 years,Less than High School,10,9,4,rural
2019,Inyo,35 - 39 years,High School Graduate or GED Completed,10,9,3,rural
2019,Inyo,35 - 39 years,"Some College Credit, No 4-Year Degree",10,9,5,rural
2019,Inyo,35 - 39 years,Bachelor's Degree,0,9,1,rural
2019,Inyo,35 - 39 years,Graduate Degree,10,9,2,rural
2019,Inyo,35 - 39 years,Unknown,0,9,6,rural
2019,Inyo,40 - 44 years,Less than High School,0,10,4,rural
2019,Inyo,40 - 44 years,High School Graduate or GED Completed,10,10,3,rural
2019,Inyo,40 - 44 years,"Some College Credit, No 4-Year Degree",0,10,5,rural
2019,Inyo,40 - 44 years,Bachelor's Degree,0,10,1,rural
2019,Inyo,40 - 44 years,Graduate Degree,0,10,2,rural
2019,Inyo,40 - 44 years,Unknown,0,10,6,rural
2019,Inyo,45 - 49 years,Less than High School,0,11,4,rural
2019,Inyo,45 - 49 years,High School Graduate or GED Completed,10,11,3,rural
2019,Inyo,45 - 49 years,"Some College Credit, No 4-Year Degree",10,11,5,rural
2019,Inyo,45 - 49 years,Bachelor's Degree,0,11,1,rural
2019,Inyo,45 - 49 years,Graduate Degree,0,11,2,rural
2019,Inyo,45 - 49 years,Unknown,0,11,6,rural
2019,Inyo,50 - 54 years,Less than High School,0,12,4,rural
2019,Inyo,50 - 54 years,High School Graduate or GED Completed,10,12,3,rural
2019,Inyo,50 - 54 years,"Some College Credit, No 4-Year Degree",0,12,5,rural
2019,Inyo,50 - 54 years,Bachelor's Degree,0,12,1,rural
2019,Inyo,50 - 54 years,Graduate Degree,0,12,2,rural
2019,Inyo,50 - 54 years,Unknown,0,12,6,rural
2019,Inyo,55 - 59 years,Less than High School,10,13,4,rural
2019,Inyo,55 - 59 years,High School Graduate or GED Completed,10,13,3,rural
2019,Inyo,55 - 59 years,"Some College Credit, No 4-Year Degree",0,13,5,rural
2019,Inyo,55 - 59 years,Bachelor's Degree,10,13,1,rural
2019,Inyo,55 - 59 years,Graduate Degree,0,13,2,rural
2019,Inyo,55 - 59 years,Unknown,0,13,6,rural
2019,Inyo,60 - 64 years,Less than High School,10,14,4,rural
2019,Inyo,60 - 64 years,High School Graduate or GED Completed,10,14,3,rural
2019,Inyo,60 - 64 years,"Some College Credit, No 4-Year Degree",10,14,5,rural
2019,Inyo,60 - 64 years,Bachelor's Degree,10,14,1,rural
2019,Inyo,60 - 64 years,Graduate Degree,10,14,2,rural
2019,Inyo,60 - 64 years,Unknown,0,14,6,rural
2019,Inyo,65 - 69 years,Less than High School,10,15,4,rural
2019,Inyo,65 - 69 years,High School Graduate or GED Completed,11,15,3,rural
2019,Inyo,65 - 69 years,"Some College Credit, No 4-Year Degree",10,15,5,rural
2019,Inyo,65 - 69 years,Bachelor's Degree,10,15,1,rural
2019,Inyo,65 - 69 years,Graduate Degree,10,15,2,rural
2019,Inyo,65 - 69 years,Unknown,10,15,6,rural
2019,Inyo,70 - 74 years,Less than High School,10,16,4,rural
2019,Inyo,70 - 74 years,High School Graduate or GED Completed,10,16,3,rural
2019,Inyo,70 - 74 years,"Some College Credit, No 4-Year Degree",10,16,5,rural
2019,Inyo,70 - 74 years,Bachelor's Degree,10,16,1,rural
2019,Inyo,70 - 74 years,Graduate Degree,10,16,2,rural
2019,Inyo,70 - 74 years,Unknown,10,16,6,rural
2019,Inyo,75 - 79 years,Less than High School,10,17,4,rural
2019,Inyo,75 - 79 years,High School Graduate or GED Completed,10,17,3,rural
2019,Inyo,75 - 79 years,"Some College Credit, No 4-Year Degree",10,17,5,rural
2019,Inyo,75 - 79 years,Bachelor's Degree,10,17,1,rural
2019,Inyo,75 - 79 years,Graduate Degree,10,17,2,rural
2019,Inyo,75 - 79 years,Unknown,0,17,6,rural
2019,Inyo,80 - 84 years,Less than High School,10,18,4,rural
2019,Inyo,80 - 84 years,High School Graduate or GED Completed,10,18,3,rural
2019,Inyo,80 - 84 years,"Some College Credit, No 4-Year Degree",10,18,5,rural
2019,Inyo,80 - 84 years,Bachelor's Degree,10,18,1,rural
2019,Inyo,80 - 84 years,Graduate Degree,10,18,2,rural
2019,Inyo,80 - 84 years,Unknown,0,18,6,rural
2019,Inyo,85 - 89 years,Less than High School,10,19,4,rural
2019,Inyo,85 - 89 years,High School Graduate or GED Completed,11,19,3,rural
2019,Inyo,85 - 89 years,"Some College Credit, No 4-Year Degree",10,19,5,rural
2019,Inyo,85 - 89 years,Bachelor's Degree,10,19,1,rural
2019,Inyo,85 - 89 years,Graduate Degree,10,19,2,rural
2019,Inyo,85 - 89 years,Unknown,0,19,6,rural
2019,Inyo,90 - 94 years,Less than High School,10,20,4,rural
2019,Inyo,90 - 94 years,High School Graduate or GED Completed,12,20,3,rural
2019,Inyo,90 - 94 years,"Some College Credit, No 4-Year Degree",10,20,5,rural
2019,Inyo,90 - 94 years,Bachelor's Degree,10,20,1,rural
2019,Inyo,90 - 94 years,Graduate Degree,0,20,2,rural
2019,Inyo,90 - 94 years,Unknown,0,20,6,rural
2019,Inyo,95 - 99 years,Less than High School,10,21,4,rural
2019,Inyo,95 - 99 years,High School Graduate or GED Completed,10,21,3,rural
2019,Inyo,95 - 99 years,"Some College Credit, No 4-Year Degree",10,21,5,rural
2019,Inyo,95 - 99 years,Bachelor's Degree,10,21,1,rural
2019,Inyo,95 - 99 years,Graduate Degree,0,21,2,rural
2019,Inyo,95 - 99 years,Unknown,0,21,6,rural
2019,Inyo,100 years and over,Less than High School,0,22,4,rural
2019,Inyo,100 years and over,High School Graduate or GED Completed,10,22,3,rural
2019,Inyo,100 years and over,"Some College Credit, No 4-Year Degree",0,22,5,rural
2019,Inyo,100 years and over,Bachelor's Degree,0,22,1,rural
2019,Inyo,100 years and over,Graduate Degree,0,22,2,rural
2019,Inyo,100 years and over,Unknown,0,22,6,rural
