Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex,age_cat,sex_cat,Description
2020,Mariposa,100 years and over,Male,0,22,2,rural
2020,Mendocino,Less than 1 year,Female,6,1,1,rural
2020,Mendocino,Less than 1 year,Male,6,1,2,rural
2020,Mendocino,1 - 4 years,Female,0,2,1,rural
2020,Mendocino,1 - 4 years,Male,0,2,2,rural
2020,Mendocino,5 - 9 years,Female,0,3,1,rural
2020,Mendocino,5 - 9 years,Male,0,3,2,rural
2020,Mendocino,10 - 14 years,Female,6,4,1,rural
2020,Mendocino,10 - 14 years,Male,0,4,2,rural
2020,Mendocino,15 - 19 years,Female,0,5,1,rural
2020,Mendocino,15 - 19 years,Male,6,5,2,rural
2020,Mendocino,20 - 24 years,Female,6,6,1,rural
2020,Mendocino,20 - 24 years,Male,6,6,2,rural
2020,Mendocino,25 - 29 years,Female,6,7,1,rural
2020,Mendocino,25 - 29 years,Male,6,7,2,rural
2020,Mendocino,30 - 34 years,Female,6,8,1,rural
2020,Mendocino,30 - 34 years,Male,13,8,2,rural
2020,Mendocino,35 - 39 years,Female,6,9,1,rural
2020,Mendocino,35 - 39 years,Male,11,9,2,rural
2020,Mendocino,40 - 44 years,Female,6,10,1,rural
2020,Mendocino,40 - 44 years,Male,14,10,2,rural
2020,Mendocino,45 - 49 years,Female,6,11,1,rural
2020,Mendocino,45 - 49 years,Male,17,11,2,rural
2020,Mendocino,50 - 54 years,Female,6,12,1,rural
2020,Mendocino,50 - 54 years,Male,27,12,2,rural
2020,Mendocino,55 - 59 years,Female,22,13,1,rural
2020,Mendocino,55 - 59 years,Male,32,13,2,rural
2020,Mendocino,60 - 64 years,Female,27,14,1,rural
2020,Mendocino,60 - 64 years,Male,44,14,2,rural
2020,Mendocino,65 - 69 years,Female,47,15,1,rural
2020,Mendocino,65 - 69 years,Male,76,15,2,rural
2020,Mendocino,70 - 74 years,Female,50,16,1,rural
2020,Mendocino,70 - 74 years,Male,70,16,2,rural
2020,Mendocino,75 - 79 years,Female,59,17,1,rural
2020,Mendocino,75 - 79 years,Male,73,17,2,rural
2020,Mendocino,80 - 84 years,Female,39,18,1,rural
2020,Mendocino,80 - 84 years,Male,60,18,2,rural
2020,Mendocino,85 - 89 years,Female,50,19,1,rural
2020,Mendocino,85 - 89 years,Male,64,19,2,rural
2020,Mendocino,90 - 94 years,Female,66,20,1,rural
2020,Mendocino,90 - 94 years,Male,47,20,2,rural
2020,Mendocino,95 - 99 years,Female,38,21,1,rural
2020,Mendocino,95 - 99 years,Male,17,21,2,rural
2020,Mendocino,100 years and over,Female,6,22,1,rural
2020,Mendocino,100 years and over,Male,0,22,2,rural
2020,Merced,Less than 1 year,Female,6,1,1,suburban
2020,Merced,Less than 1 year,Male,6,1,2,suburban
2020,Merced,1 - 4 years,Female,0,2,1,suburban
2020,Merced,1 - 4 years,Male,6,2,2,suburban
2020,Merced,5 - 9 years,Female,6,3,1,suburban
2020,Merced,5 - 9 years,Male,6,3,2,suburban
2020,Merced,10 - 14 years,Female,6,4,1,suburban
2020,Merced,10 - 14 years,Male,6,4,2,suburban
2020,Merced,15 - 19 years,Female,6,5,1,suburban
2020,Merced,15 - 19 years,Male,6,5,2,suburban
2020,Merced,20 - 24 years,Male,21,6,2,suburban
2020,Merced,20 - 24 years,Female,6,6,1,suburban
2020,Merced,25 - 29 years,Female,6,7,1,suburban
2020,Merced,25 - 29 years,Male,21,7,2,suburban
2020,Merced,30 - 34 years,Female,6,8,1,suburban
2020,Merced,30 - 34 years,Male,29,8,2,suburban
2020,Merced,35 - 39 years,Female,14,9,1,suburban
2020,Merced,35 - 39 years,Male,24,9,2,suburban
2020,Merced,40 - 44 years,Female,16,10,1,suburban
2020,Merced,40 - 44 years,Male,31,10,2,suburban
2020,Merced,45 - 49 years,Female,23,11,1,suburban
2020,Merced,45 - 49 years,Male,51,11,2,suburban
2020,Merced,50 - 54 years,Female,42,12,1,suburban
2020,Merced,50 - 54 years,Male,66,12,2,suburban
2020,Merced,55 - 59 years,Female,58,13,1,suburban
2020,Merced,55 - 59 years,Male,105,13,2,suburban
2020,Merced,60 - 64 years,Female,58,14,1,suburban
2020,Merced,60 - 64 years,Male,129,14,2,suburban
2020,Merced,65 - 69 years,Female,106,15,1,suburban
2020,Merced,65 - 69 years,Male,120,15,2,suburban
2020,Merced,70 - 74 years,Female,100,16,1,suburban
2020,Merced,70 - 74 years,Male,145,16,2,suburban
2020,Merced,75 - 79 years,Female,103,17,1,suburban
2020,Merced,75 - 79 years,Male,146,17,2,suburban
2020,Merced,80 - 84 years,Female,137,18,1,suburban
2020,Merced,80 - 84 years,Male,132,18,2,suburban
2020,Merced,85 - 89 years,Female,115,19,1,suburban
2020,Merced,85 - 89 years,Male,120,19,2,suburban
2020,Merced,90 - 94 years,Female,102,20,1,suburban
2020,Merced,90 - 94 years,Male,70,20,2,suburban
2020,Merced,95 - 99 years,Female,63,21,1,suburban
2020,Merced,95 - 99 years,Male,37,21,2,suburban
2020,Merced,100 years and over,Female,12,22,1,suburban
2020,Merced,100 years and over,Male,6,22,2,suburban
2020,Modoc,Less than 1 year,Female,0,1,1,rural
2020,Modoc,Less than 1 year,Male,0,1,2,rural
2020,Modoc,1 - 4 years,Female,0,2,1,rural
2020,Modoc,1 - 4 years,Male,0,2,2,rural
2020,Modoc,5 - 9 years,Female,0,3,1,rural
2020,Modoc,5 - 9 years,Male,0,3,2,rural
2020,Modoc,10 - 14 years,Female,0,4,1,rural
2020,Modoc,10 - 14 years,Male,0,4,2,rural
2020,Modoc,15 - 19 years,Female,0,5,1,rural
2020,Modoc,15 - 19 years,Male,0,5,2,rural
2020,Modoc,20 - 24 years,Female,0,6,1,rural
2020,Modoc,20 - 24 years,Male,0,6,2,rural
2020,Modoc,25 - 29 years,Female,0,7,1,rural
2020,Modoc,25 - 29 years,Male,0,7,2,rural
2020,Modoc,30 - 34 years,Female,6,8,1,rural
2020,Modoc,30 - 34 years,Male,6,8,2,rural
2020,Modoc,35 - 39 years,Female,0,9,1,rural
2020,Modoc,35 - 39 years,Male,6,9,2,rural
2020,Modoc,40 - 44 years,Female,0,10,1,rural
2020,Modoc,40 - 44 years,Male,6,10,2,rural
2020,Modoc,45 - 49 years,Female,0,11,1,rural
2020,Modoc,45 - 49 years,Male,6,11,2,rural
2020,Modoc,50 - 54 years,Female,6,12,1,rural
2020,Modoc,50 - 54 years,Male,6,12,2,rural
2020,Modoc,55 - 59 years,Female,6,13,1,rural
2020,Modoc,55 - 59 years,Male,6,13,2,rural
2020,Modoc,60 - 64 years,Female,6,14,1,rural
2020,Modoc,60 - 64 years,Male,6,14,2,rural
2020,Modoc,65 - 69 years,Female,6,15,1,rural
2020,Modoc,65 - 69 years,Male,6,15,2,rural
2020,Modoc,70 - 74 years,Female,6,16,1,rural
2020,Modoc,70 - 74 years,Male,6,16,2,rural
2020,Modoc,75 - 79 years,Female,6,17,1,rural
2020,Modoc,75 - 79 years,Male,6,17,2,rural
2020,Modoc,80 - 84 years,Female,6,18,1,rural
2020,Modoc,80 - 84 years,Male,6,18,2,rural
2020,Modoc,85 - 89 years,Female,6,19,1,rural
2020,Modoc,85 - 89 years,Male,6,19,2,rural
2020,Modoc,90 - 94 years,Female,6,20,1,rural
2020,Modoc,90 - 94 years,Male,6,20,2,rural
2020,Modoc,95 - 99 years,Female,6,21,1,rural
2020,Modoc,95 - 99 years,Male,6,21,2,rural
2020,Modoc,100 years and over,Female,0,22,1,rural
2020,Modoc,100 years and over,Male,6,22,2,rural
2020,Mono,Less than 1 year,Female,0,1,1,rural
2020,Mono,Less than 1 year,Male,0,1,2,rural
2020,Mono,1 - 4 years,Female,0,2,1,rural
2020,Mono,1 - 4 years,Male,0,2,2,rural
2020,Mono,5 - 9 years,Female,0,3,1,rural
2020,Mono,5 - 9 years,Male,0,3,2,rural
2020,Mono,10 - 14 years,Female,0,4,1,rural
2020,Mono,10 - 14 years,Male,0,4,2,rural
2020,Mono,15 - 19 years,Female,0,5,1,rural
2020,Mono,15 - 19 years,Male,0,5,2,rural
2020,Mono,20 - 24 years,Female,0,6,1,rural
2020,Mono,20 - 24 years,Male,0,6,2,rural
2020,Mono,25 - 29 years,Female,6,7,1,rural
2020,Mono,25 - 29 years,Male,0,7,2,rural
2020,Mono,30 - 34 years,Female,6,8,1,rural
2020,Mono,30 - 34 years,Male,6,8,2,rural
2020,Mono,35 - 39 years,Female,0,9,1,rural
2020,Mono,35 - 39 years,Male,0,9,2,rural
2020,Mono,40 - 44 years,Female,0,10,1,rural
2020,Mono,40 - 44 years,Male,0,10,2,rural
2020,Mono,45 - 49 years,Female,0,11,1,rural
2020,Mono,45 - 49 years,Male,0,11,2,rural
2020,Mono,50 - 54 years,Female,0,12,1,rural
2020,Mono,50 - 54 years,Male,6,12,2,rural
2020,Mono,55 - 59 years,Female,6,13,1,rural
2020,Mono,55 - 59 years,Male,0,13,2,rural
2020,Mono,60 - 64 years,Female,6,14,1,rural
2020,Mono,60 - 64 years,Male,6,14,2,rural
2020,Mono,65 - 69 years,Female,6,15,1,rural
2020,Mono,65 - 69 years,Male,6,15,2,rural
2020,Mono,70 - 74 years,Female,6,16,1,rural
2020,Mono,70 - 74 years,Male,0,16,2,rural
2020,Mono,75 - 79 years,Female,0,17,1,rural
2020,Mono,75 - 79 years,Male,6,17,2,rural
2020,Mono,80 - 84 years,Female,6,18,1,rural
2020,Mono,80 - 84 years,Male,6,18,2,rural
2020,Mono,85 - 89 years,Female,0,19,1,rural
2020,Mono,85 - 89 years,Male,6,19,2,rural
2020,Mono,90 - 94 years,Female,0,20,1,rural
2020,Mono,90 - 94 years,Male,6,20,2,rural
2020,Mono,95 - 99 years,Female,6,21,1,rural
2020,Mono,95 - 99 years,Male,6,21,2,rural
2020,Mono,100 years and over,Female,0,22,1,rural
2020,Mono,100 years and over,Male,0,22,2,rural
2020,Monterey,Less than 1 year,Female,12,1,1,suburban
2020,Monterey,Less than 1 year,Male,6,1,2,suburban
2020,Monterey,1 - 4 years,Female,6,2,1,suburban
2020,Monterey,1 - 4 years,Male,6,2,2,suburban
2020,Monterey,5 - 9 years,Female,0,3,1,suburban
2020,Monterey,5 - 9 years,Male,6,3,2,suburban
2020,Monterey,10 - 14 years,Female,6,4,1,suburban
2020,Monterey,10 - 14 years,Male,6,4,2,suburban
2020,Monterey,15 - 19 years,Female,6,5,1,suburban
2020,Monterey,15 - 19 years,Male,12,5,2,suburban
2020,Monterey,20 - 24 years,Female,6,6,1,suburban
2020,Monterey,20 - 24 years,Male,22,6,2,suburban
2020,Monterey,25 - 29 years,Female,6,7,1,suburban
2020,Monterey,25 - 29 years,Male,22,7,2,suburban
2020,Monterey,30 - 34 years,Female,6,8,1,suburban
2020,Monterey,30 - 34 years,Male,25,8,2,suburban
2020,Monterey,35 - 39 years,Female,13,9,1,suburban
2020,Monterey,35 - 39 years,Male,31,9,2,suburban
2020,Monterey,40 - 44 years,Female,17,10,1,suburban
2020,Monterey,40 - 44 years,Male,27,10,2,suburban
2020,Monterey,45 - 49 years,Female,21,11,1,suburban
2020,Monterey,45 - 49 years,Male,50,11,2,suburban
2020,Monterey,50 - 54 years,Female,30,12,1,suburban
2020,Monterey,50 - 54 years,Male,69,12,2,suburban
2020,Monterey,55 - 59 years,Female,65,13,1,suburban
2020,Monterey,55 - 59 years,Male,122,13,2,suburban
2020,Monterey,60 - 64 years,Female,81,14,1,suburban
2020,Monterey,60 - 64 years,Male,128,14,2,suburban
2020,Monterey,65 - 69 years,Female,96,15,1,suburban
2020,Monterey,65 - 69 years,Male,162,15,2,suburban
2020,Monterey,70 - 74 years,Female,124,16,1,suburban
2020,Monterey,70 - 74 years,Male,156,16,2,suburban
2020,Monterey,75 - 79 years,Female,136,17,1,suburban
2020,Monterey,75 - 79 years,Male,161,17,2,suburban
2020,Monterey,80 - 84 years,Female,172,18,1,suburban
2020,Monterey,80 - 84 years,Male,180,18,2,suburban
2020,Monterey,85 - 89 years,Female,207,19,1,suburban
2020,Monterey,85 - 89 years,Male,186,19,2,suburban
2020,Monterey,90 - 94 years,Female,220,20,1,suburban
2020,Monterey,90 - 94 years,Male,172,20,2,suburban
2020,Monterey,95 - 99 years,Female,119,21,1,suburban
2020,Monterey,95 - 99 years,Male,65,21,2,suburban
2020,Monterey,100 years and over,Female,42,22,1,suburban
2020,Monterey,100 years and over,Male,18,22,2,suburban
2020,Napa,Less than 1 year,Female,6,1,1,suburban
2020,Napa,Less than 1 year,Male,6,1,2,suburban
2020,Napa,1 - 4 years,Female,0,2,1,suburban
2020,Napa,1 - 4 years,Male,6,2,2,suburban
2020,Napa,5 - 9 years,Female,0,3,1,suburban
2020,Napa,5 - 9 years,Male,0,3,2,suburban
2020,Napa,10 - 14 years,Female,0,4,1,suburban
2020,Napa,10 - 14 years,Male,6,4,2,suburban
2020,Napa,15 - 19 years,Female,6,5,1,suburban
2020,Napa,15 - 19 years,Male,6,5,2,suburban
2020,Napa,20 - 24 years,Female,6,6,1,suburban
2020,Napa,20 - 24 years,Male,6,6,2,suburban
2020,Napa,25 - 29 years,Female,6,7,1,suburban
2020,Napa,25 - 29 years,Male,6,7,2,suburban
2020,Napa,30 - 34 years,Female,6,8,1,suburban
2020,Napa,30 - 34 years,Male,6,8,2,suburban
2020,Napa,35 - 39 years,Female,6,9,1,suburban
2020,Napa,35 - 39 years,Male,6,9,2,suburban
2020,Napa,40 - 44 years,Female,6,10,1,suburban
2020,Napa,40 - 44 years,Male,6,10,2,suburban
2020,Napa,45 - 49 years,Female,6,11,1,suburban
2020,Napa,45 - 49 years,Male,12,11,2,suburban
2020,Napa,50 - 54 years,Female,11,12,1,suburban
2020,Napa,50 - 54 years,Male,16,12,2,suburban
2020,Napa,55 - 59 years,Female,26,13,1,suburban
2020,Napa,55 - 59 years,Male,33,13,2,suburban
2020,Napa,60 - 64 years,Female,30,14,1,suburban
2020,Napa,60 - 64 years,Male,35,14,2,suburban
2020,Napa,65 - 69 years,Female,21,15,1,suburban
2020,Napa,65 - 69 years,Male,54,15,2,suburban
2020,Napa,70 - 74 years,Female,36,16,1,suburban
2020,Napa,70 - 74 years,Male,85,16,2,suburban
2020,Napa,75 - 79 years,Female,60,17,1,suburban
2020,Napa,75 - 79 years,Male,82,17,2,suburban
2020,Napa,80 - 84 years,Female,73,18,1,suburban
2020,Napa,80 - 84 years,Male,104,18,2,suburban
2020,Napa,85 - 89 years,Female,96,19,1,suburban
2020,Napa,85 - 89 years,Male,103,19,2,suburban
2020,Napa,90 - 94 years,Female,103,20,1,suburban
2020,Napa,90 - 94 years,Male,82,20,2,suburban
2020,Napa,95 - 99 years,Female,72,21,1,suburban
2020,Napa,95 - 99 years,Male,33,21,2,suburban
2020,Napa,100 years and over,Female,15,22,1,suburban
2020,Napa,100 years and over,Male,6,22,2,suburban
2020,Nevada,Less than 1 year,Female,6,1,1,rural
2020,Nevada,Less than 1 year,Male,6,1,2,rural
2020,Nevada,1 - 4 years,Female,0,2,1,rural
2020,Nevada,1 - 4 years,Male,0,2,2,rural
2020,Nevada,5 - 9 years,Female,0,3,1,rural
2020,Nevada,5 - 9 years,Male,0,3,2,rural
2020,Nevada,10 - 14 years,Female,6,4,1,rural
2020,Nevada,10 - 14 years,Male,0,4,2,rural
2020,Nevada,15 - 19 years,Female,6,5,1,rural
2020,Nevada,15 - 19 years,Male,6,5,2,rural
2020,Nevada,20 - 24 years,Female,6,6,1,rural
2020,Nevada,20 - 24 years,Male,6,6,2,rural
2020,Nevada,25 - 29 years,Female,0,7,1,rural
2020,Nevada,25 - 29 years,Male,6,7,2,rural
2020,Nevada,30 - 34 years,Female,6,8,1,rural
2020,Nevada,30 - 34 years,Male,12,8,2,rural
2020,Nevada,35 - 39 years,Female,6,9,1,rural
2020,Nevada,35 - 39 years,Male,6,9,2,rural
2020,Nevada,40 - 44 years,Female,6,10,1,rural
2020,Nevada,40 - 44 years,Male,14,10,2,rural
2020,Nevada,45 - 49 years,Female,6,11,1,rural
2020,Nevada,45 - 49 years,Male,6,11,2,rural
2020,Nevada,50 - 54 years,Female,6,12,1,rural
2020,Nevada,50 - 54 years,Male,6,12,2,rural
2020,Nevada,55 - 59 years,Female,11,13,1,rural
2020,Nevada,55 - 59 years,Male,16,13,2,rural
2020,Nevada,60 - 64 years,Female,34,14,1,rural
2020,Nevada,60 - 64 years,Male,38,14,2,rural
2020,Nevada,65 - 69 years,Female,43,15,1,rural
2020,Nevada,65 - 69 years,Male,61,15,2,rural
2020,Nevada,70 - 74 years,Female,52,16,1,rural
2020,Nevada,70 - 74 years,Male,72,16,2,rural
2020,Nevada,75 - 79 years,Female,56,17,1,rural
2020,Nevada,75 - 79 years,Male,78,17,2,rural
2020,Nevada,80 - 84 years,Female,72,18,1,rural
2020,Nevada,80 - 84 years,Male,82,18,2,rural
2020,Nevada,85 - 89 years,Female,86,19,1,rural
2020,Nevada,85 - 89 years,Male,78,19,2,rural
2020,Nevada,90 - 94 years,Female,96,20,1,rural
2020,Nevada,90 - 94 years,Male,61,20,2,rural
2020,Nevada,95 - 99 years,Female,51,21,1,rural
2020,Nevada,95 - 99 years,Male,25,21,2,rural
2020,Nevada,100 years and over,Female,20,22,1,rural
2020,Nevada,100 years and over,Male,6,22,2,rural
2020,Orange,Less than 1 year,Female,36,1,1,urban
2020,Orange,Less than 1 year,Male,53,1,2,urban
2020,Orange,1 - 4 years,Female,6,2,1,urban
2020,Orange,1 - 4 years,Male,12,2,2,urban
2020,Orange,5 - 9 years,Female,6,3,1,urban
2020,Orange,5 - 9 years,Male,6,3,2,urban
2020,Orange,10 - 14 years,Female,6,4,1,urban
2020,Orange,10 - 14 years,Male,14,4,2,urban
2020,Orange,15 - 19 years,Female,22,5,1,urban
2020,Orange,15 - 19 years,Male,47,5,2,urban
2020,Orange,20 - 24 years,Female,43,6,1,urban
2020,Orange,20 - 24 years,Male,116,6,2,urban
2020,Orange,25 - 29 years,Female,56,7,1,urban
2020,Orange,25 - 29 years,Male,174,7,2,urban
2020,Orange,30 - 34 years,Female,68,8,1,urban
2020,Orange,30 - 34 years,Male,176,8,2,urban
2020,Orange,35 - 39 years,Female,74,9,1,urban
2020,Orange,35 - 39 years,Male,173,9,2,urban
2020,Orange,40 - 44 years,Female,94,10,1,urban
2020,Orange,40 - 44 years,Male,218,10,2,urban
2020,Orange,45 - 49 years,Female,176,11,1,urban
2020,Orange,45 - 49 years,Male,315,11,2,urban
2020,Orange,50 - 54 years,Female,255,12,1,urban
2020,Orange,50 - 54 years,Male,505,12,2,urban
2020,Orange,55 - 59 years,Female,382,13,1,urban
2020,Orange,55 - 59 years,Male,726,13,2,urban
2020,Orange,60 - 64 years,Female,517,14,1,urban
2020,Orange,60 - 64 years,Male,978,14,2,urban
2020,Orange,65 - 69 years,Female,680,15,1,urban
2020,Orange,65 - 69 years,Male,1070,15,2,urban
2020,Orange,70 - 74 years,Female,908,16,1,urban
2020,Orange,70 - 74 years,Male,1197,16,2,urban
2020,Orange,75 - 79 years,Female,1167,17,1,urban
2020,Orange,75 - 79 years,Male,1387,17,2,urban
2020,Orange,80 - 84 years,Female,1505,18,1,urban
2020,Orange,80 - 84 years,Male,1585,18,2,urban
2020,Orange,85 - 89 years,Female,1965,19,1,urban
2020,Orange,85 - 89 years,Male,1707,19,2,urban
2020,Orange,90 - 94 years,Female,1857,20,1,urban
2020,Orange,90 - 94 years,Male,1208,20,2,urban
2020,Orange,95 - 99 years,Female,1081,21,1,urban
2020,Orange,95 - 99 years,Male,559,21,2,urban
2020,Orange,100 years and over,Female,252,22,1,urban
2020,Orange,100 years and over,Male,69,22,2,urban
2020,Placer,Less than 1 year,Female,6,1,1,suburban
2020,Placer,Less than 1 year,Male,6,1,2,suburban
2020,Placer,1 - 4 years,Female,6,2,1,suburban
2020,Placer,1 - 4 years,Male,6,2,2,suburban
2020,Placer,5 - 9 years,Female,6,3,1,suburban
2020,Placer,5 - 9 years,Male,6,3,2,suburban
2020,Placer,10 - 14 years,Female,6,4,1,suburban
2020,Placer,10 - 14 years,Male,6,4,2,suburban
2020,Placer,15 - 19 years,Female,6,5,1,suburban
2020,Placer,15 - 19 years,Male,6,5,2,suburban
2020,Placer,20 - 24 years,Female,6,6,1,suburban
2020,Placer,20 - 24 years,Male,21,6,2,suburban
2020,Placer,25 - 29 years,Female,6,7,1,suburban
2020,Placer,25 - 29 years,Male,12,7,2,suburban
2020,Placer,30 - 34 years,Female,6,8,1,suburban
2020,Placer,30 - 34 years,Male,16,8,2,suburban
2020,Placer,35 - 39 years,Female,6,9,1,suburban
2020,Placer,35 - 39 years,Male,17,9,2,suburban
2020,Placer,40 - 44 years,Female,11,10,1,suburban
2020,Placer,40 - 44 years,Male,24,10,2,suburban
2020,Placer,45 - 49 years,Female,14,11,1,suburban
2020,Placer,45 - 49 years,Male,26,11,2,suburban
2020,Placer,50 - 54 years,Female,36,12,1,suburban
2020,Placer,50 - 54 years,Male,42,12,2,suburban
2020,Placer,55 - 59 years,Female,52,13,1,suburban
2020,Placer,55 - 59 years,Male,77,13,2,suburban
2020,Placer,60 - 64 years,Female,71,14,1,suburban
2020,Placer,60 - 64 years,Male,112,14,2,suburban
2020,Placer,65 - 69 years,Female,101,15,1,suburban
2020,Placer,65 - 69 years,Male,169,15,2,suburban
2020,Placer,70 - 74 years,Female,149,16,1,suburban
2020,Placer,70 - 74 years,Male,216,16,2,suburban
2020,Placer,75 - 79 years,Female,196,17,1,suburban
2020,Placer,75 - 79 years,Male,226,17,2,suburban
2020,Placer,80 - 84 years,Female,260,18,1,suburban
2020,Placer,80 - 84 years,Male,278,18,2,suburban
2020,Placer,85 - 89 years,Female,293,19,1,suburban
2020,Placer,85 - 89 years,Male,284,19,2,suburban
2020,Placer,90 - 94 years,Female,274,20,1,suburban
2020,Placer,90 - 94 years,Male,225,20,2,suburban
2020,Placer,95 - 99 years,Female,166,21,1,suburban
2020,Placer,95 - 99 years,Male,87,21,2,suburban
2020,Placer,100 years and over,Female,36,22,1,suburban
2020,Placer,100 years and over,Male,6,22,2,suburban
2020,Plumas,Less than 1 year,Female,0,1,1,rural
2020,Plumas,Less than 1 year,Male,6,1,2,rural
2020,Plumas,1 - 4 years,Female,0,2,1,rural
2020,Plumas,1 - 4 years,Male,0,2,2,rural
2020,Plumas,5 - 9 years,Female,0,3,1,rural
2020,Plumas,5 - 9 years,Male,0,3,2,rural
2020,Plumas,10 - 14 years,Female,0,4,1,rural
2020,Plumas,10 - 14 years,Male,0,4,2,rural
2020,Plumas,15 - 19 years,Female,0,5,1,rural
2020,Plumas,15 - 19 years,Male,0,5,2,rural
2020,Plumas,20 - 24 years,Female,0,6,1,rural
2020,Plumas,20 - 24 years,Male,0,6,2,rural
2020,Plumas,25 - 29 years,Female,6,7,1,rural
2020,Plumas,25 - 29 years,Male,6,7,2,rural
2020,Plumas,30 - 34 years,Female,6,8,1,rural
2020,Plumas,30 - 34 years,Male,6,8,2,rural
2020,Plumas,35 - 39 years,Female,6,9,1,rural
2020,Plumas,35 - 39 years,Male,6,9,2,rural
2020,Plumas,40 - 44 years,Female,6,10,1,rural
2020,Plumas,40 - 44 years,Male,6,10,2,rural
2020,Plumas,45 - 49 years,Female,6,11,1,rural
2020,Plumas,45 - 49 years,Male,6,11,2,rural
2020,Plumas,50 - 54 years,Female,0,12,1,rural
2020,Plumas,50 - 54 years,Male,6,12,2,rural
2020,Plumas,55 - 59 years,Female,6,13,1,rural
2020,Plumas,55 - 59 years,Male,6,13,2,rural
2020,Plumas,60 - 64 years,Female,6,14,1,rural
2020,Plumas,60 - 64 years,Male,12,14,2,rural
2020,Plumas,65 - 69 years,Female,6,15,1,rural
2020,Plumas,65 - 69 years,Male,12,15,2,rural
2020,Plumas,70 - 74 years,Female,6,16,1,rural
2020,Plumas,70 - 74 years,Male,19,16,2,rural
2020,Plumas,75 - 79 years,Female,13,17,1,rural
2020,Plumas,75 - 79 years,Male,17,17,2,rural
2020,Plumas,80 - 84 years,Female,6,18,1,rural
2020,Plumas,80 - 84 years,Male,22,18,2,rural
2020,Plumas,85 - 89 years,Female,6,19,1,rural
2020,Plumas,85 - 89 years,Male,6,19,2,rural
2020,Plumas,90 - 94 years,Female,6,20,1,rural
2020,Plumas,90 - 94 years,Male,6,20,2,rural
2020,Plumas,95 - 99 years,Female,12,21,1,rural
2020,Plumas,95 - 99 years,Male,6,21,2,rural
2020,Plumas,100 years and over,Female,6,22,1,rural
2020,Plumas,100 years and over,Male,6,22,2,rural
2020,Riverside,Less than 1 year,Female,36,1,1,urban
2020,Riverside,Less than 1 year,Male,58,1,2,urban
2020,Riverside,1 - 4 years,Female,15,2,1,urban
2020,Riverside,1 - 4 years,Male,11,2,2,urban
2020,Riverside,5 - 9 years,Female,6,3,1,urban
2020,Riverside,5 - 9 years,Male,6,3,2,urban
2020,Riverside,10 - 14 years,Female,6,4,1,urban
2020,Riverside,10 - 14 years,Male,15,4,2,urban
2020,Riverside,15 - 19 years,Female,22,5,1,urban
2020,Riverside,15 - 19 years,Male,71,5,2,urban
2020,Riverside,20 - 24 years,Female,38,6,1,urban
2020,Riverside,20 - 24 years,Male,164,6,2,urban
2020,Riverside,25 - 29 years,Female,65,7,1,urban
2020,Riverside,25 - 29 years,Male,176,7,2,urban
2020,Riverside,30 - 34 years,Female,73,8,1,urban
2020,Riverside,30 - 34 years,Male,198,8,2,urban
2020,Riverside,35 - 39 years,Female,110,9,1,urban
2020,Riverside,35 - 39 years,Male,208,9,2,urban
2020,Riverside,40 - 44 years,Female,139,10,1,urban
2020,Riverside,40 - 44 years,Male,257,10,2,urban
2020,Riverside,45 - 49 years,Female,170,11,1,urban
2020,Riverside,45 - 49 years,Male,340,11,2,urban
2020,Riverside,50 - 54 years,Female,256,12,1,urban
2020,Riverside,50 - 54 years,Male,497,12,2,urban
2020,Riverside,55 - 59 years,Female,432,13,1,urban
2020,Riverside,55 - 59 years,Male,809,13,2,urban
2020,Riverside,60 - 64 years,Female,631,14,1,urban
2020,Riverside,60 - 64 years,Male,1072,14,2,urban
2020,Riverside,65 - 69 years,Female,733,15,1,urban
2020,Riverside,65 - 69 years,Male,1197,15,2,urban
2020,Riverside,70 - 74 years,Female,981,16,1,urban
2020,Riverside,70 - 74 years,Male,1411,16,2,urban
2020,Riverside,75 - 79 years,Female,1193,17,1,urban
2020,Riverside,75 - 79 years,Male,1471,17,2,urban
2020,Riverside,80 - 84 years,Female,1253,18,1,urban
2020,Riverside,80 - 84 years,Male,1408,18,2,urban
2020,Riverside,85 - 89 years,Female,1426,19,1,urban
2020,Riverside,85 - 89 years,Male,1312,19,2,urban
2020,Riverside,90 - 94 years,Female,1243,20,1,urban
2020,Riverside,90 - 94 years,Male,874,20,2,urban
2020,Riverside,95 - 99 years,Female,629,21,1,urban
2020,Riverside,95 - 99 years,Male,319,21,2,urban
2020,Riverside,100 years and over,Female,152,22,1,urban
2020,Riverside,100 years and over,Male,47,22,2,urban
2020,Sacramento,Less than 1 year,Female,46,1,1,urban
2020,Sacramento,Less than 1 year,Male,47,1,2,urban
2020,Sacramento,1 - 4 years,Female,6,2,1,urban
2020,Sacramento,1 - 4 years,Male,6,2,2,urban
2020,Sacramento,5 - 9 years,Female,6,3,1,urban
2020,Sacramento,5 - 9 years,Male,6,3,2,urban
2020,Sacramento,10 - 14 years,Female,6,4,1,urban
2020,Sacramento,10 - 14 years,Male,11,4,2,urban
2020,Sacramento,15 - 19 years,Female,21,5,1,urban
2020,Sacramento,15 - 19 years,Male,41,5,2,urban
2020,Sacramento,20 - 24 years,Female,24,6,1,urban
2020,Sacramento,20 - 24 years,Male,81,6,2,urban
2020,Sacramento,25 - 29 years,Female,37,7,1,urban
