Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex,age_cat,sex_cat,Description
2014,Solano,70 - 74 years,Male,162,16,2,suburban
2014,Solano,70 - 74 years,Female,141,16,1,suburban
2014,Solano,75 - 79 years,Female,143,17,1,suburban
2014,Solano,75 - 79 years,Male,179,17,2,suburban
2014,Solano,80 - 84 years,Male,181,18,2,suburban
2014,Solano,80 - 84 years,Female,206,18,1,suburban
2014,Solano,85 - 89 years,Female,214,19,1,suburban
2014,Solano,85 - 89 years,Male,151,19,2,suburban
2014,Solano,90 - 94 years,Female,208,20,1,suburban
2014,Solano,90 - 94 years,Male,116,20,2,suburban
2014,Solano,95 - 99 years,Female,68,21,1,suburban
2014,Solano,95 - 99 years,Male,38,21,2,suburban
2014,Solano,100 years and over,Female,15,22,1,suburban
2014,Solano,100 years and over,Male,6,22,2,suburban
2014,Sonoma,Less than 1 year,Male,6,1,2,suburban
2014,Sonoma,Less than 1 year,Female,6,1,1,suburban
2014,Sonoma,1 - 4 years,Male,0,2,2,suburban
2014,Sonoma,1 - 4 years,Female,0,2,1,suburban
2014,Sonoma,5 - 9 years,Female,6,3,1,suburban
2014,Sonoma,5 - 9 years,Male,6,3,2,suburban
2014,Sonoma,10 - 14 years,Female,0,4,1,suburban
2014,Sonoma,10 - 14 years,Male,6,4,2,suburban
2014,Sonoma,15 - 19 years,Female,6,5,1,suburban
2014,Sonoma,15 - 19 years,Male,6,5,2,suburban
2014,Sonoma,20 - 24 years,Male,19,6,2,suburban
2014,Sonoma,20 - 24 years,Female,6,6,1,suburban
2014,Sonoma,25 - 29 years,Female,6,7,1,suburban
2014,Sonoma,25 - 29 years,Male,13,7,2,suburban
2014,Sonoma,30 - 34 years,Female,6,8,1,suburban
2014,Sonoma,30 - 34 years,Male,15,8,2,suburban
2014,Sonoma,35 - 39 years,Male,23,9,2,suburban
2014,Sonoma,35 - 39 years,Female,6,9,1,suburban
2014,Sonoma,40 - 44 years,Male,26,10,2,suburban
2014,Sonoma,40 - 44 years,Female,6,10,1,suburban
2014,Sonoma,45 - 49 years,Male,40,11,2,suburban
2014,Sonoma,45 - 49 years,Female,32,11,1,suburban
2014,Sonoma,50 - 54 years,Male,74,12,2,suburban
2014,Sonoma,50 - 54 years,Female,68,12,1,suburban
2014,Sonoma,55 - 59 years,Female,82,13,1,suburban
2014,Sonoma,55 - 59 years,Male,105,13,2,suburban
2014,Sonoma,60 - 64 years,Female,115,14,1,suburban
2014,Sonoma,60 - 64 years,Male,153,14,2,suburban
2014,Sonoma,65 - 69 years,Female,149,15,1,suburban
2014,Sonoma,65 - 69 years,Male,180,15,2,suburban
2014,Sonoma,70 - 74 years,Female,163,16,1,suburban
2014,Sonoma,70 - 74 years,Male,180,16,2,suburban
2014,Sonoma,75 - 79 years,Female,180,17,1,suburban
2014,Sonoma,75 - 79 years,Male,184,17,2,suburban
2014,Sonoma,80 - 84 years,Female,250,18,1,suburban
2014,Sonoma,80 - 84 years,Male,218,18,2,suburban
2014,Sonoma,85 - 89 years,Male,283,19,2,suburban
2014,Sonoma,85 - 89 years,Female,360,19,1,suburban
2014,Sonoma,90 - 94 years,Female,375,20,1,suburban
2014,Sonoma,90 - 94 years,Male,212,20,2,suburban
2014,Sonoma,95 - 99 years,Male,98,21,2,suburban
2014,Sonoma,95 - 99 years,Female,158,21,1,suburban
2014,Sonoma,100 years and over,Male,12,22,2,suburban
2014,Sonoma,100 years and over,Female,49,22,1,suburban
2014,Stanislaus,Less than 1 year,Male,21,1,2,suburban
2014,Stanislaus,Less than 1 year,Female,15,1,1,suburban
2014,Stanislaus,1 - 4 years,Female,6,2,1,suburban
2014,Stanislaus,1 - 4 years,Male,6,2,2,suburban
2014,Stanislaus,5 - 9 years,Male,6,3,2,suburban
2014,Stanislaus,5 - 9 years,Female,6,3,1,suburban
2014,Stanislaus,10 - 14 years,Female,6,4,1,suburban
2014,Stanislaus,10 - 14 years,Male,6,4,2,suburban
2014,Stanislaus,15 - 19 years,Male,14,5,2,suburban
2014,Stanislaus,15 - 19 years,Female,6,5,1,suburban
2014,Stanislaus,20 - 24 years,Female,6,6,1,suburban
2014,Stanislaus,20 - 24 years,Male,18,6,2,suburban
2014,Stanislaus,25 - 29 years,Female,6,7,1,suburban
2014,Stanislaus,25 - 29 years,Male,21,7,2,suburban
2014,Stanislaus,30 - 34 years,Female,19,8,1,suburban
2014,Stanislaus,30 - 34 years,Male,26,8,2,suburban
2014,Stanislaus,35 - 39 years,Male,26,9,2,suburban
2014,Stanislaus,35 - 39 years,Female,30,9,1,suburban
2014,Stanislaus,40 - 44 years,Male,55,10,2,suburban
2014,Stanislaus,40 - 44 years,Female,22,10,1,suburban
2014,Stanislaus,45 - 49 years,Female,46,11,1,suburban
2014,Stanislaus,45 - 49 years,Male,62,11,2,suburban
2014,Stanislaus,50 - 54 years,Male,102,12,2,suburban
2014,Stanislaus,50 - 54 years,Female,56,12,1,suburban
2014,Stanislaus,55 - 59 years,Female,119,13,1,suburban
2014,Stanislaus,55 - 59 years,Male,159,13,2,suburban
2014,Stanislaus,60 - 64 years,Female,137,14,1,suburban
2014,Stanislaus,60 - 64 years,Male,175,14,2,suburban
2014,Stanislaus,65 - 69 years,Male,166,15,2,suburban
2014,Stanislaus,65 - 69 years,Female,162,15,1,suburban
2014,Stanislaus,70 - 74 years,Male,197,16,2,suburban
2014,Stanislaus,70 - 74 years,Female,158,16,1,suburban
2014,Stanislaus,75 - 79 years,Male,234,17,2,suburban
2014,Stanislaus,75 - 79 years,Female,210,17,1,suburban
2014,Stanislaus,80 - 84 years,Female,252,18,1,suburban
2014,Stanislaus,80 - 84 years,Male,232,18,2,suburban
2014,Stanislaus,85 - 89 years,Female,307,19,1,suburban
2014,Stanislaus,85 - 89 years,Male,226,19,2,suburban
2014,Stanislaus,90 - 94 years,Female,233,20,1,suburban
2014,Stanislaus,90 - 94 years,Male,139,20,2,suburban
2014,Stanislaus,95 - 99 years,Male,47,21,2,suburban
2014,Stanislaus,95 - 99 years,Female,109,21,1,suburban
2014,Stanislaus,100 years and over,Female,28,22,1,suburban
2014,Stanislaus,100 years and over,Male,11,22,2,suburban
2014,Sutter,Less than 1 year,Female,6,1,1,rural
2014,Sutter,Less than 1 year,Male,6,1,2,rural
2014,Sutter,1 - 4 years,Male,0,2,2,rural
2014,Sutter,1 - 4 years,Female,0,2,1,rural
2014,Sutter,5 - 9 years,Male,0,3,2,rural
2014,Sutter,5 - 9 years,Female,0,3,1,rural
2014,Sutter,10 - 14 years,Female,0,4,1,rural
2014,Sutter,10 - 14 years,Male,6,4,2,rural
2014,Sutter,15 - 19 years,Male,6,5,2,rural
2014,Sutter,15 - 19 years,Female,6,5,1,rural
2014,Sutter,20 - 24 years,Male,6,6,2,rural
2014,Sutter,20 - 24 years,Female,6,6,1,rural
2014,Sutter,25 - 29 years,Female,6,7,1,rural
2014,Sutter,25 - 29 years,Male,6,7,2,rural
2014,Sutter,30 - 34 years,Female,6,8,1,rural
2014,Sutter,30 - 34 years,Male,6,8,2,rural
2014,Sutter,35 - 39 years,Female,6,9,1,rural
2014,Sutter,35 - 39 years,Male,6,9,2,rural
2014,Sutter,40 - 44 years,Male,12,10,2,rural
2014,Sutter,40 - 44 years,Female,6,10,1,rural
2014,Sutter,45 - 49 years,Male,6,11,2,rural
2014,Sutter,45 - 49 years,Female,6,11,1,rural
2014,Sutter,50 - 54 years,Male,14,12,2,rural
2014,Sutter,50 - 54 years,Female,15,12,1,rural
2014,Sutter,55 - 59 years,Female,23,13,1,rural
2014,Sutter,55 - 59 years,Male,32,13,2,rural
2014,Sutter,60 - 64 years,Female,24,14,1,rural
2014,Sutter,60 - 64 years,Male,37,14,2,rural
2014,Sutter,65 - 69 years,Female,32,15,1,rural
2014,Sutter,65 - 69 years,Male,37,15,2,rural
2014,Sutter,70 - 74 years,Female,33,16,1,rural
2014,Sutter,70 - 74 years,Male,33,16,2,rural
2014,Sutter,75 - 79 years,Male,40,17,2,rural
2014,Sutter,75 - 79 years,Female,49,17,1,rural
2014,Sutter,80 - 84 years,Male,50,18,2,rural
2014,Sutter,80 - 84 years,Female,57,18,1,rural
2014,Sutter,85 - 89 years,Female,43,19,1,rural
2014,Sutter,85 - 89 years,Male,43,19,2,rural
2014,Sutter,90 - 94 years,Male,23,20,2,rural
2014,Sutter,90 - 94 years,Female,55,20,1,rural
2014,Sutter,95 - 99 years,Female,21,21,1,rural
2014,Sutter,95 - 99 years,Male,6,21,2,rural
2014,Sutter,100 years and over,Female,6,22,1,rural
2014,Sutter,100 years and over,Male,6,22,2,rural
2014,Tehama,Less than 1 year,Male,6,1,2,rural
2014,Tehama,Less than 1 year,Female,6,1,1,rural
2014,Tehama,1 - 4 years,Male,0,2,2,rural
2014,Tehama,1 - 4 years,Female,6,2,1,rural
2014,Tehama,5 - 9 years,Male,6,3,2,rural
2014,Tehama,5 - 9 years,Female,0,3,1,rural
2014,Tehama,10 - 14 years,Female,0,4,1,rural
2014,Tehama,10 - 14 years,Male,0,4,2,rural
2014,Tehama,15 - 19 years,Female,6,5,1,rural
2014,Tehama,15 - 19 years,Male,6,5,2,rural
2014,Tehama,20 - 24 years,Male,6,6,2,rural
2014,Tehama,20 - 24 years,Female,6,6,1,rural
2014,Tehama,25 - 29 years,Male,6,7,2,rural
2014,Tehama,25 - 29 years,Female,6,7,1,rural
2014,Tehama,30 - 34 years,Female,6,8,1,rural
2014,Tehama,30 - 34 years,Male,6,8,2,rural
2014,Tehama,35 - 39 years,Male,6,9,2,rural
2014,Tehama,35 - 39 years,Female,6,9,1,rural
2014,Tehama,40 - 44 years,Female,6,10,1,rural
2014,Tehama,40 - 44 years,Male,6,10,2,rural
2014,Tehama,45 - 49 years,Female,6,11,1,rural
2014,Tehama,45 - 49 years,Male,15,11,2,rural
2014,Tehama,50 - 54 years,Female,6,12,1,rural
2014,Tehama,50 - 54 years,Male,20,12,2,rural
2014,Tehama,55 - 59 years,Female,16,13,1,rural
2014,Tehama,55 - 59 years,Male,33,13,2,rural
2014,Tehama,60 - 64 years,Female,13,14,1,rural
2014,Tehama,60 - 64 years,Male,37,14,2,rural
2014,Tehama,65 - 69 years,Female,31,15,1,rural
2014,Tehama,65 - 69 years,Male,42,15,2,rural
2014,Tehama,70 - 74 years,Female,34,16,1,rural
2014,Tehama,70 - 74 years,Male,56,16,2,rural
2014,Tehama,75 - 79 years,Female,45,17,1,rural
2014,Tehama,75 - 79 years,Male,51,17,2,rural
2014,Tehama,80 - 84 years,Female,40,18,1,rural
2014,Tehama,80 - 84 years,Male,47,18,2,rural
2014,Tehama,85 - 89 years,Male,38,19,2,rural
2014,Tehama,85 - 89 years,Female,49,19,1,rural
2014,Tehama,90 - 94 years,Male,20,20,2,rural
2014,Tehama,90 - 94 years,Female,32,20,1,rural
2014,Tehama,95 - 99 years,Male,6,21,2,rural
2014,Tehama,95 - 99 years,Female,17,21,1,rural
2014,Tehama,100 years and over,Male,0,22,2,rural
2014,Tehama,100 years and over,Female,6,22,1,rural
2014,Trinity,Less than 1 year,Female,6,1,1,rural
2014,Trinity,Less than 1 year,Male,0,1,2,rural
2014,Trinity,1 - 4 years,Female,0,2,1,rural
2014,Trinity,1 - 4 years,Male,0,2,2,rural
2014,Trinity,5 - 9 years,Female,0,3,1,rural
2014,Trinity,5 - 9 years,Male,0,3,2,rural
2014,Trinity,10 - 14 years,Female,0,4,1,rural
2014,Trinity,10 - 14 years,Male,0,4,2,rural
2014,Trinity,15 - 19 years,Male,0,5,2,rural
2014,Trinity,15 - 19 years,Female,0,5,1,rural
2014,Trinity,20 - 24 years,Female,0,6,1,rural
2014,Trinity,20 - 24 years,Male,6,6,2,rural
2014,Trinity,25 - 29 years,Female,6,7,1,rural
2014,Trinity,25 - 29 years,Male,6,7,2,rural
2014,Trinity,30 - 34 years,Female,6,8,1,rural
2014,Trinity,30 - 34 years,Male,6,8,2,rural
2014,Trinity,35 - 39 years,Female,6,9,1,rural
2014,Trinity,35 - 39 years,Male,6,9,2,rural
2014,Trinity,40 - 44 years,Male,6,10,2,rural
2014,Trinity,40 - 44 years,Female,6,10,1,rural
2014,Trinity,45 - 49 years,Female,0,11,1,rural
2014,Trinity,45 - 49 years,Male,6,11,2,rural
2014,Trinity,50 - 54 years,Female,6,12,1,rural
2014,Trinity,50 - 54 years,Male,6,12,2,rural
2014,Trinity,55 - 59 years,Male,6,13,2,rural
2014,Trinity,55 - 59 years,Female,6,13,1,rural
2014,Trinity,60 - 64 years,Female,6,14,1,rural
2014,Trinity,60 - 64 years,Male,6,14,2,rural
2014,Trinity,65 - 69 years,Male,6,15,2,rural
2014,Trinity,65 - 69 years,Female,6,15,1,rural
2014,Trinity,70 - 74 years,Female,6,16,1,rural
2014,Trinity,70 - 74 years,Male,15,16,2,rural
2014,Trinity,75 - 79 years,Female,6,17,1,rural
2014,Trinity,75 - 79 years,Male,6,17,2,rural
2014,Trinity,80 - 84 years,Male,14,18,2,rural
2014,Trinity,80 - 84 years,Female,6,18,1,rural
2014,Trinity,85 - 89 years,Female,6,19,1,rural
2014,Trinity,85 - 89 years,Male,6,19,2,rural
2014,Trinity,90 - 94 years,Female,6,20,1,rural
2014,Trinity,90 - 94 years,Male,6,20,2,rural
2014,Trinity,95 - 99 years,Female,6,21,1,rural
2014,Trinity,95 - 99 years,Male,6,21,2,rural
2014,Trinity,100 years and over,Male,0,22,2,rural
2014,Trinity,100 years and over,Female,6,22,1,rural
2014,Tulare,Less than 1 year,Female,21,1,1,suburban
2014,Tulare,Less than 1 year,Male,22,1,2,suburban
2014,Tulare,1 - 4 years,Female,6,2,1,suburban
2014,Tulare,1 - 4 years,Male,6,2,2,suburban
2014,Tulare,5 - 9 years,Male,6,3,2,suburban
2014,Tulare,5 - 9 years,Female,6,3,1,suburban
2014,Tulare,10 - 14 years,Female,6,4,1,suburban
2014,Tulare,10 - 14 years,Male,6,4,2,suburban
2014,Tulare,15 - 19 years,Female,6,5,1,suburban
2014,Tulare,15 - 19 years,Male,6,5,2,suburban
2014,Tulare,20 - 24 years,Male,25,6,2,suburban
2014,Tulare,20 - 24 years,Female,6,6,1,suburban
2014,Tulare,25 - 29 years,Female,6,7,1,suburban
2014,Tulare,25 - 29 years,Male,27,7,2,suburban
2014,Tulare,30 - 34 years,Female,18,8,1,suburban
2014,Tulare,30 - 34 years,Male,27,8,2,suburban
2014,Tulare,35 - 39 years,Female,12,9,1,suburban
2014,Tulare,35 - 39 years,Male,25,9,2,suburban
2014,Tulare,40 - 44 years,Female,28,10,1,suburban
2014,Tulare,40 - 44 years,Male,44,10,2,suburban
2014,Tulare,45 - 49 years,Female,33,11,1,suburban
2014,Tulare,45 - 49 years,Male,59,11,2,suburban
2014,Tulare,50 - 54 years,Female,50,12,1,suburban
2014,Tulare,50 - 54 years,Male,87,12,2,suburban
2014,Tulare,55 - 59 years,Male,108,13,2,suburban
2014,Tulare,55 - 59 years,Female,58,13,1,suburban
2014,Tulare,60 - 64 years,Male,147,14,2,suburban
2014,Tulare,60 - 64 years,Female,69,14,1,suburban
2014,Tulare,65 - 69 years,Female,113,15,1,suburban
2014,Tulare,65 - 69 years,Male,138,15,2,suburban
2014,Tulare,70 - 74 years,Female,119,16,1,suburban
2014,Tulare,70 - 74 years,Male,175,16,2,suburban
2014,Tulare,75 - 79 years,Female,124,17,1,suburban
2014,Tulare,75 - 79 years,Male,162,17,2,suburban
2014,Tulare,80 - 84 years,Female,168,18,1,suburban
2014,Tulare,80 - 84 years,Male,169,18,2,suburban
2014,Tulare,85 - 89 years,Male,149,19,2,suburban
2014,Tulare,85 - 89 years,Female,196,19,1,suburban
2014,Tulare,90 - 94 years,Female,167,20,1,suburban
2014,Tulare,90 - 94 years,Male,101,20,2,suburban
2014,Tulare,95 - 99 years,Female,81,21,1,suburban
2014,Tulare,95 - 99 years,Male,40,21,2,suburban
2014,Tulare,100 years and over,Female,22,22,1,suburban
2014,Tulare,100 years and over,Male,6,22,2,suburban
2014,Tuolumne,Less than 1 year,Male,6,1,2,rural
2014,Tuolumne,Less than 1 year,Female,6,1,1,rural
2014,Tuolumne,1 - 4 years,Female,0,2,1,rural
2014,Tuolumne,1 - 4 years,Male,0,2,2,rural
2014,Tuolumne,5 - 9 years,Male,0,3,2,rural
2014,Tuolumne,5 - 9 years,Female,6,3,1,rural
2014,Tuolumne,10 - 14 years,Female,0,4,1,rural
2014,Tuolumne,10 - 14 years,Male,0,4,2,rural
2014,Tuolumne,15 - 19 years,Male,0,5,2,rural
2014,Tuolumne,15 - 19 years,Female,0,5,1,rural
2014,Tuolumne,20 - 24 years,Female,0,6,1,rural
2014,Tuolumne,20 - 24 years,Male,6,6,2,rural
2014,Tuolumne,25 - 29 years,Female,6,7,1,rural
2014,Tuolumne,25 - 29 years,Male,6,7,2,rural
2014,Tuolumne,30 - 34 years,Female,6,8,1,rural
2014,Tuolumne,30 - 34 years,Male,6,8,2,rural
2014,Tuolumne,35 - 39 years,Male,6,9,2,rural
2014,Tuolumne,35 - 39 years,Female,0,9,1,rural
2014,Tuolumne,40 - 44 years,Male,6,10,2,rural
2014,Tuolumne,40 - 44 years,Female,0,10,1,rural
2014,Tuolumne,45 - 49 years,Female,6,11,1,rural
2014,Tuolumne,45 - 49 years,Male,6,11,2,rural
2014,Tuolumne,50 - 54 years,Female,14,12,1,rural
2014,Tuolumne,50 - 54 years,Male,6,12,2,rural
2014,Tuolumne,55 - 59 years,Female,21,13,1,rural
2014,Tuolumne,55 - 59 years,Male,26,13,2,rural
2014,Tuolumne,60 - 64 years,Female,20,14,1,rural
2014,Tuolumne,60 - 64 years,Male,25,14,2,rural
2014,Tuolumne,65 - 69 years,Female,14,15,1,rural
2014,Tuolumne,65 - 69 years,Male,27,15,2,rural
2014,Tuolumne,70 - 74 years,Female,16,16,1,rural
2014,Tuolumne,70 - 74 years,Male,48,16,2,rural
2014,Tuolumne,75 - 79 years,Female,40,17,1,rural
2014,Tuolumne,75 - 79 years,Male,34,17,2,rural
2014,Tuolumne,80 - 84 years,Female,33,18,1,rural
2014,Tuolumne,80 - 84 years,Male,50,18,2,rural
2014,Tuolumne,85 - 89 years,Male,44,19,2,rural
2014,Tuolumne,85 - 89 years,Female,60,19,1,rural
2014,Tuolumne,90 - 94 years,Male,27,20,2,rural
2014,Tuolumne,90 - 94 years,Female,46,20,1,rural
2014,Tuolumne,95 - 99 years,Female,24,21,1,rural
2014,Tuolumne,95 - 99 years,Male,17,21,2,rural
2014,Tuolumne,100 years and over,Male,6,22,2,rural
2014,Tuolumne,100 years and over,Female,13,22,1,rural
2014,Ventura,Less than 1 year,Female,21,1,1,urban
2014,Ventura,Less than 1 year,Male,26,1,2,urban
2014,Ventura,1 - 4 years,Male,6,2,2,urban
2014,Ventura,1 - 4 years,Female,6,2,1,urban
2014,Ventura,5 - 9 years,Female,6,3,1,urban
2014,Ventura,5 - 9 years,Male,6,3,2,urban
2014,Ventura,10 - 14 years,Male,6,4,2,urban
2014,Ventura,10 - 14 years,Female,6,4,1,urban
2014,Ventura,15 - 19 years,Male,11,5,2,urban
2014,Ventura,15 - 19 years,Female,6,5,1,urban
2014,Ventura,20 - 24 years,Male,25,6,2,urban
2014,Ventura,20 - 24 years,Female,6,6,1,urban
2014,Ventura,25 - 29 years,Male,25,7,2,urban
2014,Ventura,25 - 29 years,Female,11,7,1,urban
2014,Ventura,30 - 34 years,Male,33,8,2,urban
2014,Ventura,30 - 34 years,Female,15,8,1,urban
2014,Ventura,35 - 39 years,Male,27,9,2,urban
2014,Ventura,35 - 39 years,Female,15,9,1,urban
2014,Ventura,40 - 44 years,Female,32,10,1,urban
2014,Ventura,40 - 44 years,Male,36,10,2,urban
2014,Ventura,45 - 49 years,Male,64,11,2,urban
2014,Ventura,45 - 49 years,Female,41,11,1,urban
2014,Ventura,50 - 54 years,Female,71,12,1,urban
2014,Ventura,50 - 54 years,Male,106,12,2,urban
2014,Ventura,55 - 59 years,Male,182,13,2,urban
2014,Ventura,55 - 59 years,Female,112,13,1,urban
2014,Ventura,60 - 64 years,Female,143,14,1,urban
2014,Ventura,60 - 64 years,Male,193,14,2,urban
2014,Ventura,65 - 69 years,Male,221,15,2,urban
2014,Ventura,65 - 69 years,Female,140,15,1,urban
2014,Ventura,70 - 74 years,Male,265,16,2,urban
2014,Ventura,70 - 74 years,Female,189,16,1,urban
2014,Ventura,75 - 79 years,Female,250,17,1,urban
2014,Ventura,75 - 79 years,Male,286,17,2,urban
2014,Ventura,80 - 84 years,Female,373,18,1,urban
2014,Ventura,80 - 84 years,Male,381,18,2,urban
2014,Ventura,85 - 89 years,Male,387,19,2,urban
2014,Ventura,85 - 89 years,Female,517,19,1,urban
2014,Ventura,90 - 94 years,Female,417,20,1,urban
2014,Ventura,90 - 94 years,Male,282,20,2,urban
2014,Ventura,95 - 99 years,Female,207,21,1,urban
2014,Ventura,95 - 99 years,Male,93,21,2,urban
2014,Ventura,100 years and over,Male,13,22,2,urban
2014,Ventura,100 years and over,Female,56,22,1,urban
2014,Yolo,Less than 1 year,Female,6,1,1,suburban
2014,Yolo,Less than 1 year,Male,6,1,2,suburban
2014,Yolo,1 - 4 years,Male,6,2,2,suburban
2014,Yolo,1 - 4 years,Female,0,2,1,suburban
2014,Yolo,5 - 9 years,Male,6,3,2,suburban
2014,Yolo,5 - 9 years,Female,0,3,1,suburban
2014,Yolo,10 - 14 years,Male,0,4,2,suburban
2014,Yolo,10 - 14 years,Female,0,4,1,suburban
2014,Yolo,15 - 19 years,Female,6,5,1,suburban
2014,Yolo,15 - 19 years,Male,6,5,2,suburban
2014,Yolo,20 - 24 years,Female,6,6,1,suburban
2014,Yolo,20 - 24 years,Male,6,6,2,suburban
2014,Yolo,25 - 29 years,Male,6,7,2,suburban
2014,Yolo,25 - 29 years,Female,6,7,1,suburban
2014,Yolo,30 - 34 years,Male,6,8,2,suburban
2014,Yolo,30 - 34 years,Female,6,8,1,suburban
2014,Yolo,35 - 39 years,Female,6,9,1,suburban
2014,Yolo,35 - 39 years,Male,11,9,2,suburban
2014,Yolo,40 - 44 years,Female,11,10,1,suburban
2014,Yolo,40 - 44 years,Male,6,10,2,suburban
2014,Yolo,45 - 49 years,Male,19,11,2,suburban
2014,Yolo,45 - 49 years,Female,14,11,1,suburban
2014,Yolo,50 - 54 years,Male,29,12,2,suburban
2014,Yolo,50 - 54 years,Female,19,12,1,suburban
2014,Yolo,55 - 59 years,Female,28,13,1,suburban
2014,Yolo,55 - 59 years,Male,50,13,2,suburban
2014,Yolo,60 - 64 years,Female,31,14,1,suburban
2014,Yolo,60 - 64 years,Male,56,14,2,suburban
2014,Yolo,65 - 69 years,Female,48,15,1,suburban
2014,Yolo,65 - 69 years,Male,55,15,2,suburban
2014,Yolo,70 - 74 years,Female,40,16,1,suburban
2014,Yolo,70 - 74 years,Male,53,16,2,suburban
2014,Yolo,75 - 79 years,Female,61,17,1,suburban
2014,Yolo,75 - 79 years,Male,64,17,2,suburban
2014,Yolo,80 - 84 years,Female,76,18,1,suburban
2014,Yolo,80 - 84 years,Male,80,18,2,suburban
2014,Yolo,85 - 89 years,Male,77,19,2,suburban
2014,Yolo,85 - 89 years,Female,86,19,1,suburban
2014,Yolo,90 - 94 years,Female,99,20,1,suburban
2014,Yolo,90 - 94 years,Male,66,20,2,suburban
2014,Yolo,95 - 99 years,Female,40,21,1,suburban
2014,Yolo,95 - 99 years,Male,16,21,2,suburban
2014,Yolo,100 years and over,Male,6,22,2,suburban
2014,Yolo,100 years and over,Female,6,22,1,suburban
2014,Yuba,Less than 1 year,Male,6,1,2,rural
2014,Yuba,Less than 1 year,Female,6,1,1,rural
2014,Yuba,1 - 4 years,Female,6,2,1,rural
2014,Yuba,1 - 4 years,Male,0,2,2,rural
2014,Yuba,5 - 9 years,Female,0,3,1,rural
2014,Yuba,5 - 9 years,Male,6,3,2,rural
2014,Yuba,10 - 14 years,Female,0,4,1,rural
2014,Yuba,10 - 14 years,Male,6,4,2,rural
2014,Yuba,15 - 19 years,Male,6,5,2,rural
2014,Yuba,15 - 19 years,Female,0,5,1,rural
2014,Yuba,20 - 24 years,Female,0,6,1,rural
2014,Yuba,20 - 24 years,Male,6,6,2,rural
2014,Yuba,25 - 29 years,Female,6,7,1,rural
2014,Yuba,25 - 29 years,Male,6,7,2,rural
2014,Yuba,30 - 34 years,Female,0,8,1,rural
2014,Yuba,30 - 34 years,Male,6,8,2,rural
2014,Yuba,35 - 39 years,Female,6,9,1,rural
2014,Yuba,35 - 39 years,Male,6,9,2,rural
2014,Yuba,40 - 44 years,Male,6,10,2,rural
2014,Yuba,40 - 44 years,Female,6,10,1,rural
2014,Yuba,45 - 49 years,Female,6,11,1,rural
2014,Yuba,45 - 49 years,Male,6,11,2,rural
2014,Yuba,50 - 54 years,Male,15,12,2,rural
2014,Yuba,50 - 54 years,Female,16,12,1,rural
2014,Yuba,55 - 59 years,Female,15,13,1,rural
2014,Yuba,55 - 59 years,Male,28,13,2,rural
2014,Yuba,60 - 64 years,Female,22,14,1,rural
2014,Yuba,60 - 64 years,Male,25,14,2,rural
2014,Yuba,65 - 69 years,Female,20,15,1,rural
2014,Yuba,65 - 69 years,Male,36,15,2,rural
2014,Yuba,70 - 74 years,Male,43,16,2,rural
2014,Yuba,70 - 74 years,Female,21,16,1,rural
2014,Yuba,75 - 79 years,Male,29,17,2,rural
2014,Yuba,75 - 79 years,Female,36,17,1,rural
2014,Yuba,80 - 84 years,Male,36,18,2,rural
2014,Yuba,80 - 84 years,Female,34,18,1,rural
2014,Yuba,85 - 89 years,Female,33,19,1,rural
2014,Yuba,85 - 89 years,Male,32,19,2,rural
2014,Yuba,90 - 94 years,Male,18,20,2,rural
2014,Yuba,90 - 94 years,Female,28,20,1,rural
2014,Yuba,95 - 99 years,Female,11,21,1,rural
2014,Yuba,95 - 99 years,Male,6,21,2,rural
2014,Yuba,100 years and over,Female,6,22,1,rural
