Year_of_Death,County_of_Residence,Age,Total_Deaths
2014,Lassen,50 - 54 years,15
2014,Lassen,55 - 59 years,13
2014,Lassen,60 - 64 years,19
2014,Lassen,65 - 69 years,28
2014,Lassen,70 - 74 years,14
2014,Lassen,75 - 79 years,21
2014,Lassen,80 - 84 years,32
2014,Lassen,85 - 89 years,26
2014,Lassen,90 - 94 years,15
2014,Lassen,95 - 99 years,6
2014,Lassen,100 years and over,6
2014,Los Angeles,Less than 1 year,522
2014,Los Angeles,1 - 4 years,98
2014,Los Angeles,5 - 9 years,53
2014,Los Angeles,10 - 14 years,64
2014,Los Angeles,15 - 19 years,240
2014,Los Angeles,20 - 24 years,460
2014,Los Angeles,25 - 29 years,532
2014,Los Angeles,30 - 34 years,559
2014,Los Angeles,35 - 39 years,712
2014,Los Angeles,40 - 44 years,1015
2014,Los Angeles,45 - 49 years,1644
2014,Los Angeles,50 - 54 years,2512
2014,Los Angeles,55 - 59 years,3634
2014,Los Angeles,60 - 64 years,4239
2014,Los Angeles,65 - 69 years,4666
2014,Los Angeles,70 - 74 years,4986
2014,Los Angeles,75 - 79 years,5986
2014,Los Angeles,80 - 84 years,7146
2014,Los Angeles,85 - 89 years,8523
2014,Los Angeles,90 - 94 years,7208
2014,Los Angeles,95 - 99 years,2978
2014,Los Angeles,100 years and over,763
2014,Madera,Less than 1 year,6
2014,Madera,1 - 4 years,6
2014,Madera,5 - 9 years,0
2014,Madera,10 - 14 years,6
2014,Madera,15 - 19 years,6
2014,Madera,20 - 24 years,11
2014,Madera,25 - 29 years,6
2014,Madera,30 - 34 years,6
2014,Madera,35 - 39 years,20
2014,Madera,40 - 44 years,18
2014,Madera,45 - 49 years,35
2014,Madera,50 - 54 years,44
2014,Madera,55 - 59 years,63
2014,Madera,60 - 64 years,80
2014,Madera,65 - 69 years,75
2014,Madera,70 - 74 years,103
2014,Madera,75 - 79 years,115
2014,Madera,80 - 84 years,135
2014,Madera,85 - 89 years,145
2014,Madera,90 - 94 years,78
2014,Madera,95 - 99 years,34
2014,Madera,100 years and over,6
2014,Marin,Less than 1 year,6
2014,Marin,1 - 4 years,0
2014,Marin,5 - 9 years,0
2014,Marin,10 - 14 years,6
2014,Marin,15 - 19 years,6
2014,Marin,20 - 24 years,6
2014,Marin,25 - 29 years,13
2014,Marin,30 - 34 years,6
2014,Marin,35 - 39 years,6
2014,Marin,40 - 44 years,23
2014,Marin,45 - 49 years,34
2014,Marin,50 - 54 years,46
2014,Marin,55 - 59 years,71
2014,Marin,60 - 64 years,105
2014,Marin,65 - 69 years,118
2014,Marin,70 - 74 years,155
2014,Marin,75 - 79 years,184
2014,Marin,80 - 84 years,255
2014,Marin,85 - 89 years,315
2014,Marin,90 - 94 years,340
2014,Marin,95 - 99 years,155
2014,Marin,100 years and over,29
2014,Mariposa,Less than 1 year,0
2014,Mariposa,1 - 4 years,0
2014,Mariposa,5 - 9 years,0
2014,Mariposa,10 - 14 years,0
2014,Mariposa,15 - 19 years,6
2014,Mariposa,20 - 24 years,0
2014,Mariposa,25 - 29 years,0
2014,Mariposa,30 - 34 years,6
2014,Mariposa,35 - 39 years,6
2014,Mariposa,40 - 44 years,6
2014,Mariposa,45 - 49 years,6
2014,Mariposa,50 - 54 years,6
2014,Mariposa,55 - 59 years,6
2014,Mariposa,60 - 64 years,18
2014,Mariposa,65 - 69 years,16
2014,Mariposa,70 - 74 years,17
2014,Mariposa,75 - 79 years,18
2014,Mariposa,80 - 84 years,27
2014,Mariposa,85 - 89 years,25
2014,Mariposa,90 - 94 years,19
2014,Mariposa,95 - 99 years,6
2014,Mariposa,100 years and over,6
2014,Mendocino,Less than 1 year,12
2014,Mendocino,1 - 4 years,6
2014,Mendocino,5 - 9 years,0
2014,Mendocino,10 - 14 years,6
2014,Mendocino,15 - 19 years,6
2014,Mendocino,20 - 24 years,6
2014,Mendocino,25 - 29 years,13
2014,Mendocino,30 - 34 years,6
2014,Mendocino,35 - 39 years,13
2014,Mendocino,40 - 44 years,13
2014,Mendocino,45 - 49 years,25
2014,Mendocino,50 - 54 years,24
2014,Mendocino,55 - 59 years,50
2014,Mendocino,60 - 64 years,91
2014,Mendocino,65 - 69 years,91
2014,Mendocino,70 - 74 years,84
2014,Mendocino,75 - 79 years,83
2014,Mendocino,80 - 84 years,90
2014,Mendocino,85 - 89 years,112
2014,Mendocino,90 - 94 years,92
2014,Mendocino,95 - 99 years,39
2014,Mendocino,100 years and over,14
2014,Merced,Less than 1 year,6
2014,Merced,1 - 4 years,6
2014,Merced,5 - 9 years,6
2014,Merced,10 - 14 years,6
2014,Merced,15 - 19 years,6
2014,Merced,20 - 24 years,14
2014,Merced,25 - 29 years,24
2014,Merced,30 - 34 years,21
2014,Merced,35 - 39 years,23
2014,Merced,40 - 44 years,36
2014,Merced,45 - 49 years,46
2014,Merced,50 - 54 years,73
2014,Merced,55 - 59 years,110
2014,Merced,60 - 64 years,138
2014,Merced,65 - 69 years,130
2014,Merced,70 - 74 years,155
2014,Merced,75 - 79 years,179
2014,Merced,80 - 84 years,193
2014,Merced,85 - 89 years,205
2014,Merced,90 - 94 years,166
2014,Merced,95 - 99 years,51
2014,Merced,100 years and over,13
2014,Modoc,Less than 1 year,6
2014,Modoc,1 - 4 years,0
2014,Modoc,5 - 9 years,0
2014,Modoc,10 - 14 years,0
2014,Modoc,15 - 19 years,6
2014,Modoc,20 - 24 years,0
2014,Modoc,25 - 29 years,6
2014,Modoc,30 - 34 years,6
2014,Modoc,35 - 39 years,0
2014,Modoc,40 - 44 years,6
2014,Modoc,45 - 49 years,6
2014,Modoc,50 - 54 years,6
2014,Modoc,55 - 59 years,6
2014,Modoc,60 - 64 years,6
2014,Modoc,65 - 69 years,17
2014,Modoc,70 - 74 years,17
2014,Modoc,75 - 79 years,6
2014,Modoc,80 - 84 years,17
2014,Modoc,85 - 89 years,14
2014,Modoc,90 - 94 years,12
2014,Modoc,95 - 99 years,6
2014,Modoc,100 years and over,0
2014,Mono,Less than 1 year,6
2014,Mono,1 - 4 years,0
2014,Mono,5 - 9 years,0
2014,Mono,10 - 14 years,0
2014,Mono,15 - 19 years,0
2014,Mono,20 - 24 years,0
2014,Mono,25 - 29 years,6
2014,Mono,30 - 34 years,0
2014,Mono,35 - 39 years,6
2014,Mono,40 - 44 years,0
2014,Mono,45 - 49 years,6
2014,Mono,50 - 54 years,6
2014,Mono,55 - 59 years,6
2014,Mono,60 - 64 years,6
2014,Mono,65 - 69 years,6
2014,Mono,70 - 74 years,6
2014,Mono,75 - 79 years,6
2014,Mono,80 - 84 years,6
2014,Mono,85 - 89 years,6
2014,Mono,90 - 94 years,6
2014,Mono,95 - 99 years,6
2014,Mono,100 years and over,0
2014,Monterey,Less than 1 year,31
2014,Monterey,1 - 4 years,6
2014,Monterey,5 - 9 years,6
2014,Monterey,10 - 14 years,6
2014,Monterey,15 - 19 years,6
2014,Monterey,20 - 24 years,25
2014,Monterey,25 - 29 years,33
2014,Monterey,30 - 34 years,26
2014,Monterey,35 - 39 years,35
2014,Monterey,40 - 44 years,28
2014,Monterey,45 - 49 years,61
2014,Monterey,50 - 54 years,96
2014,Monterey,55 - 59 years,125
2014,Monterey,60 - 64 years,159
2014,Monterey,65 - 69 years,163
2014,Monterey,70 - 74 years,192
2014,Monterey,75 - 79 years,228
2014,Monterey,80 - 84 years,329
2014,Monterey,85 - 89 years,400
2014,Monterey,90 - 94 years,323
2014,Monterey,95 - 99 years,117
2014,Monterey,100 years and over,29
2014,Napa,Less than 1 year,6
2014,Napa,1 - 4 years,6
2014,Napa,5 - 9 years,6
2014,Napa,10 - 14 years,0
2014,Napa,15 - 19 years,6
2014,Napa,20 - 24 years,6
2014,Napa,25 - 29 years,6
2014,Napa,30 - 34 years,6
2014,Napa,35 - 39 years,6
2014,Napa,40 - 44 years,6
2014,Napa,45 - 49 years,21
2014,Napa,50 - 54 years,30
2014,Napa,55 - 59 years,47
2014,Napa,60 - 64 years,62
2014,Napa,65 - 69 years,88
2014,Napa,70 - 74 years,98
2014,Napa,75 - 79 years,113
2014,Napa,80 - 84 years,177
2014,Napa,85 - 89 years,186
2014,Napa,90 - 94 years,183
2014,Napa,95 - 99 years,84
2014,Napa,100 years and over,12
2014,Nevada,Less than 1 year,6
2014,Nevada,1 - 4 years,6
2014,Nevada,5 - 9 years,0
2014,Nevada,10 - 14 years,0
2014,Nevada,15 - 19 years,0
2014,Nevada,20 - 24 years,6
2014,Nevada,25 - 29 years,6
2014,Nevada,30 - 34 years,6
2014,Nevada,35 - 39 years,6
2014,Nevada,40 - 44 years,19
2014,Nevada,45 - 49 years,20
2014,Nevada,50 - 54 years,27
2014,Nevada,55 - 59 years,47
2014,Nevada,60 - 64 years,76
2014,Nevada,65 - 69 years,75
2014,Nevada,70 - 74 years,88
2014,Nevada,75 - 79 years,109
2014,Nevada,80 - 84 years,140
2014,Nevada,85 - 89 years,158
2014,Nevada,90 - 94 years,141
2014,Nevada,95 - 99 years,52
2014,Nevada,100 years and over,19
2014,Orange,Less than 1 year,126
2014,Orange,1 - 4 years,26
2014,Orange,5 - 9 years,16
2014,Orange,10 - 14 years,19
2014,Orange,15 - 19 years,67
2014,Orange,20 - 24 years,113
2014,Orange,25 - 29 years,157
2014,Orange,30 - 34 years,159
2014,Orange,35 - 39 years,164
2014,Orange,40 - 44 years,279
2014,Orange,45 - 49 years,447
2014,Orange,50 - 54 years,724
2014,Orange,55 - 59 years,954
2014,Orange,60 - 64 years,1071
2014,Orange,65 - 69 years,1236
2014,Orange,70 - 74 years,1518
2014,Orange,75 - 79 years,1867
2014,Orange,80 - 84 years,2489
2014,Orange,85 - 89 years,3008
2014,Orange,90 - 94 years,2684
2014,Orange,95 - 99 years,1102
2014,Orange,100 years and over,239
2014,Placer,Less than 1 year,17
2014,Placer,1 - 4 years,6
2014,Placer,5 - 9 years,6
2014,Placer,10 - 14 years,6
2014,Placer,15 - 19 years,6
2014,Placer,20 - 24 years,13
2014,Placer,25 - 29 years,6
2014,Placer,30 - 34 years,17
2014,Placer,35 - 39 years,20
2014,Placer,40 - 44 years,28
2014,Placer,45 - 49 years,61
2014,Placer,50 - 54 years,94
2014,Placer,55 - 59 years,101
2014,Placer,60 - 64 years,198
2014,Placer,65 - 69 years,223
2014,Placer,70 - 74 years,249
2014,Placer,75 - 79 years,329
2014,Placer,80 - 84 years,423
2014,Placer,85 - 89 years,487
2014,Placer,90 - 94 years,418
2014,Placer,95 - 99 years,150
2014,Placer,100 years and over,32
2014,Plumas,Less than 1 year,6
2014,Plumas,1 - 4 years,6
2014,Plumas,5 - 9 years,0
2014,Plumas,10 - 14 years,0
2014,Plumas,15 - 19 years,0
2014,Plumas,20 - 24 years,6
2014,Plumas,25 - 29 years,6
2014,Plumas,30 - 34 years,6
2014,Plumas,35 - 39 years,6
2014,Plumas,40 - 44 years,6
2014,Plumas,45 - 49 years,6
2014,Plumas,50 - 54 years,6
2014,Plumas,55 - 59 years,14
2014,Plumas,60 - 64 years,15
2014,Plumas,65 - 69 years,22
2014,Plumas,70 - 74 years,27
2014,Plumas,75 - 79 years,31
2014,Plumas,80 - 84 years,32
2014,Plumas,85 - 89 years,27
2014,Plumas,90 - 94 years,20
2014,Plumas,95 - 99 years,6
2014,Plumas,100 years and over,6
2014,Riverside,Less than 1 year,137
2014,Riverside,1 - 4 years,19
2014,Riverside,5 - 9 years,15
2014,Riverside,10 - 14 years,25
2014,Riverside,15 - 19 years,72
2014,Riverside,20 - 24 years,128
2014,Riverside,25 - 29 years,143
2014,Riverside,30 - 34 years,139
2014,Riverside,35 - 39 years,171
2014,Riverside,40 - 44 years,229
2014,Riverside,45 - 49 years,359
2014,Riverside,50 - 54 years,631
2014,Riverside,55 - 59 years,928
2014,Riverside,60 - 64 years,1053
2014,Riverside,65 - 69 years,1279
2014,Riverside,70 - 74 years,1465
2014,Riverside,75 - 79 years,1711
2014,Riverside,80 - 84 years,2125
2014,Riverside,85 - 89 years,2146
2014,Riverside,90 - 94 years,1688
2014,Riverside,95 - 99 years,506
2014,Riverside,100 years and over,138
2014,Sacramento,Less than 1 year,107
2014,Sacramento,1 - 4 years,19
2014,Sacramento,5 - 9 years,6
2014,Sacramento,10 - 14 years,6
2014,Sacramento,15 - 19 years,38
2014,Sacramento,20 - 24 years,86
2014,Sacramento,25 - 29 years,103
2014,Sacramento,30 - 34 years,104
2014,Sacramento,35 - 39 years,140
2014,Sacramento,40 - 44 years,167
2014,Sacramento,45 - 49 years,281
2014,Sacramento,50 - 54 years,488
2014,Sacramento,55 - 59 years,713
2014,Sacramento,60 - 64 years,841
2014,Sacramento,65 - 69 years,899
2014,Sacramento,70 - 74 years,920
2014,Sacramento,75 - 79 years,1103
2014,Sacramento,80 - 84 years,1413
2014,Sacramento,85 - 89 years,1509
2014,Sacramento,90 - 94 years,1349
2014,Sacramento,95 - 99 years,505
2014,Sacramento,100 years and over,102
2014,San Benito,Less than 1 year,6
2014,San Benito,1 - 4 years,0
2014,San Benito,5 - 9 years,0
2014,San Benito,10 - 14 years,0
2014,San Benito,15 - 19 years,6
2014,San Benito,20 - 24 years,6
2014,San Benito,25 - 29 years,6
2014,San Benito,30 - 34 years,6
2014,San Benito,35 - 39 years,6
2014,San Benito,40 - 44 years,6
2014,San Benito,45 - 49 years,6
2014,San Benito,50 - 54 years,12
2014,San Benito,55 - 59 years,29
2014,San Benito,60 - 64 years,17
2014,San Benito,65 - 69 years,28
2014,San Benito,70 - 74 years,20
2014,San Benito,75 - 79 years,21
2014,San Benito,80 - 84 years,38
2014,San Benito,85 - 89 years,48
2014,San Benito,90 - 94 years,38
2014,San Benito,95 - 99 years,13
2014,San Benito,100 years and over,6
2014,San Bernardino,Less than 1 year,185
2014,San Bernardino,1 - 4 years,34
2014,San Bernardino,5 - 9 years,25
2014,San Bernardino,10 - 14 years,20
2014,San Bernardino,15 - 19 years,63
2014,San Bernardino,20 - 24 years,134
2014,San Bernardino,25 - 29 years,147
2014,San Bernardino,30 - 34 years,155
2014,San Bernardino,35 - 39 years,196
2014,San Bernardino,40 - 44 years,260
2014,San Bernardino,45 - 49 years,392
2014,San Bernardino,50 - 54 years,692
2014,San Bernardino,55 - 59 years,954
2014,San Bernardino,60 - 64 years,1137
2014,San Bernardino,65 - 69 years,1255
2014,San Bernardino,70 - 74 years,1234
2014,San Bernardino,75 - 79 years,1347
2014,San Bernardino,80 - 84 years,1557
2014,San Bernardino,85 - 89 years,1564
2014,San Bernardino,90 - 94 years,1096
2014,San Bernardino,95 - 99 years,410
2014,San Bernardino,100 years and over,84
2014,San Diego,Less than 1 year,169
2014,San Diego,1 - 4 years,27
2014,San Diego,5 - 9 years,18
2014,San Diego,10 - 14 years,12
2014,San Diego,15 - 19 years,46
2014,San Diego,20 - 24 years,150
2014,San Diego,25 - 29 years,175
2014,San Diego,30 - 34 years,166
2014,San Diego,35 - 39 years,197
2014,San Diego,40 - 44 years,295
2014,San Diego,45 - 49 years,478
2014,San Diego,50 - 54 years,782
2014,San Diego,55 - 59 years,1089
2014,San Diego,60 - 64 years,1315
2014,San Diego,65 - 69 years,1477
2014,San Diego,70 - 74 years,1606
2014,San Diego,75 - 79 years,1977
2014,San Diego,80 - 84 years,2663
2014,San Diego,85 - 89 years,3155
2014,San Diego,90 - 94 years,2822
2014,San Diego,95 - 99 years,1119
2014,San Diego,100 years and over,235
2014,San Francisco,Less than 1 year,23
2014,San Francisco,1 - 4 years,6
2014,San Francisco,5 - 9 years,6
2014,San Francisco,10 - 14 years,6
2014,San Francisco,15 - 19 years,6
2014,San Francisco,20 - 24 years,30
2014,San Francisco,25 - 29 years,33
2014,San Francisco,30 - 34 years,52
2014,San Francisco,35 - 39 years,50
2014,San Francisco,40 - 44 years,94
2014,San Francisco,45 - 49 years,149
2014,San Francisco,50 - 54 years,214
2014,San Francisco,55 - 59 years,296
2014,San Francisco,60 - 64 years,430
2014,San Francisco,65 - 69 years,422
2014,San Francisco,70 - 74 years,410
2014,San Francisco,75 - 79 years,480
2014,San Francisco,80 - 84 years,646
2014,San Francisco,85 - 89 years,868
2014,San Francisco,90 - 94 years,729
2014,San Francisco,95 - 99 years,346
2014,San Francisco,100 years and over,104
2014,San Joaquin,Less than 1 year,61
2014,San Joaquin,1 - 4 years,6
2014,San Joaquin,5 - 9 years,6
2014,San Joaquin,10 - 14 years,12
2014,San Joaquin,15 - 19 years,39
2014,San Joaquin,20 - 24 years,45
2014,San Joaquin,25 - 29 years,57
2014,San Joaquin,30 - 34 years,59
2014,San Joaquin,35 - 39 years,62
2014,San Joaquin,40 - 44 years,95
2014,San Joaquin,45 - 49 years,173
2014,San Joaquin,50 - 54 years,266
2014,San Joaquin,55 - 59 years,366
2014,San Joaquin,60 - 64 years,412
2014,San Joaquin,65 - 69 years,439
2014,San Joaquin,70 - 74 years,481
2014,San Joaquin,75 - 79 years,551
2014,San Joaquin,80 - 84 years,581
2014,San Joaquin,85 - 89 years,693
2014,San Joaquin,90 - 94 years,584
2014,San Joaquin,95 - 99 years,217
2014,San Joaquin,100 years and over,42
2014,San Luis Obispo,Less than 1 year,13
2014,San Luis Obispo,1 - 4 years,6
2014,San Luis Obispo,5 - 9 years,6
2014,San Luis Obispo,10 - 14 years,6
2014,San Luis Obispo,15 - 19 years,6
2014,San Luis Obispo,20 - 24 years,15
2014,San Luis Obispo,25 - 29 years,6
2014,San Luis Obispo,30 - 34 years,19
2014,San Luis Obispo,35 - 39 years,16
2014,San Luis Obispo,40 - 44 years,31
2014,San Luis Obispo,45 - 49 years,48
2014,San Luis Obispo,50 - 54 years,81
2014,San Luis Obispo,55 - 59 years,98
2014,San Luis Obispo,60 - 64 years,140
2014,San Luis Obispo,65 - 69 years,190
2014,San Luis Obispo,70 - 74 years,192
2014,San Luis Obispo,75 - 79 years,190
2014,San Luis Obispo,80 - 84 years,286
2014,San Luis Obispo,85 - 89 years,388
2014,San Luis Obispo,90 - 94 years,358
2014,San Luis Obispo,95 - 99 years,153
2014,San Luis Obispo,100 years and over,27
2014,San Mateo,Less than 1 year,26
2014,San Mateo,1 - 4 years,6
2014,San Mateo,5 - 9 years,6
2014,San Mateo,10 - 14 years,6
2014,San Mateo,15 - 19 years,14
2014,San Mateo,20 - 24 years,12
2014,San Mateo,25 - 29 years,23
2014,San Mateo,30 - 34 years,27
2014,San Mateo,35 - 39 years,40
2014,San Mateo,40 - 44 years,58
2014,San Mateo,45 - 49 years,74
2014,San Mateo,50 - 54 years,135
2014,San Mateo,55 - 59 years,209
2014,San Mateo,60 - 64 years,262
2014,San Mateo,65 - 69 years,340
2014,San Mateo,70 - 74 years,354
2014,San Mateo,75 - 79 years,452
2014,San Mateo,80 - 84 years,633
2014,San Mateo,85 - 89 years,768
2014,San Mateo,90 - 94 years,712
2014,San Mateo,95 - 99 years,305
2014,San Mateo,100 years and over,80
2014,Santa Barbara,Less than 1 year,22
2014,Santa Barbara,1 - 4 years,6
2014,Santa Barbara,5 - 9 years,6
2014,Santa Barbara,10 - 14 years,6
2014,Santa Barbara,15 - 19 years,6
2014,Santa Barbara,20 - 24 years,21
2014,Santa Barbara,25 - 29 years,20
2014,Santa Barbara,30 - 34 years,29
2014,Santa Barbara,35 - 39 years,29
2014,Santa Barbara,40 - 44 years,41
2014,Santa Barbara,45 - 49 years,61
2014,Santa Barbara,50 - 54 years,121
2014,Santa Barbara,55 - 59 years,139
2014,Santa Barbara,60 - 64 years,193
2014,Santa Barbara,65 - 69 years,191
2014,Santa Barbara,70 - 74 years,234
2014,Santa Barbara,75 - 79 years,267
2014,Santa Barbara,80 - 84 years,426
2014,Santa Barbara,85 - 89 years,485
2014,Santa Barbara,90 - 94 years,452
2014,Santa Barbara,95 - 99 years,199
2014,Santa Barbara,100 years and over,45
2014,Santa Clara,Less than 1 year,66
2014,Santa Clara,1 - 4 years,6
2014,Santa Clara,5 - 9 years,6
2014,Santa Clara,10 - 14 years,11
2014,Santa Clara,15 - 19 years,34
2014,Santa Clara,20 - 24 years,63
2014,Santa Clara,25 - 29 years,66
2014,Santa Clara,30 - 34 years,67
2014,Santa Clara,35 - 39 years,84
2014,Santa Clara,40 - 44 years,123
2014,Santa Clara,45 - 49 years,233
2014,Santa Clara,50 - 54 years,406
2014,Santa Clara,55 - 59 years,512
2014,Santa Clara,60 - 64 years,622
2014,Santa Clara,65 - 69 years,741
2014,Santa Clara,70 - 74 years,777
2014,Santa Clara,75 - 79 years,916
2014,Santa Clara,80 - 84 years,1292
2014,Santa Clara,85 - 89 years,1573
2014,Santa Clara,90 - 94 years,1347
2014,Santa Clara,95 - 99 years,591
2014,Santa Clara,100 years and over,128
2014,Santa Cruz,Less than 1 year,13
2014,Santa Cruz,1 - 4 years,6
2014,Santa Cruz,5 - 9 years,6
2014,Santa Cruz,10 - 14 years,6
2014,Santa Cruz,15 - 19 years,15
2014,Santa Cruz,20 - 24 years,15
2014,Santa Cruz,25 - 29 years,13
2014,Santa Cruz,30 - 34 years,16
2014,Santa Cruz,35 - 39 years,19
2014,Santa Cruz,40 - 44 years,29
2014,Santa Cruz,45 - 49 years,43
2014,Santa Cruz,50 - 54 years,68
2014,Santa Cruz,55 - 59 years,85
2014,Santa Cruz,60 - 64 years,133
2014,Santa Cruz,65 - 69 years,157
2014,Santa Cruz,70 - 74 years,130
2014,Santa Cruz,75 - 79 years,135
2014,Santa Cruz,80 - 84 years,204
2014,Santa Cruz,85 - 89 years,246
2014,Santa Cruz,90 - 94 years,249
2014,Santa Cruz,95 - 99 years,107
2014,Santa Cruz,100 years and over,27
2014,Shasta,Less than 1 year,6
2014,Shasta,1 - 4 years,0
2014,Shasta,5 - 9 years,0
2014,Shasta,10 - 14 years,6
2014,Shasta,15 - 19 years,6
2014,Shasta,20 - 24 years,11
2014,Shasta,25 - 29 years,6
2014,Shasta,30 - 34 years,18
2014,Shasta,35 - 39 years,20
2014,Shasta,40 - 44 years,26
2014,Shasta,45 - 49 years,53
2014,Shasta,50 - 54 years,80
2014,Shasta,55 - 59 years,140
2014,Shasta,60 - 64 years,190
2014,Shasta,65 - 69 years,206
2014,Shasta,70 - 74 years,195
2014,Shasta,75 - 79 years,215
2014,Shasta,80 - 84 years,282
2014,Shasta,85 - 89 years,282
2014,Shasta,90 - 94 years,224
2014,Shasta,95 - 99 years,89
2014,Shasta,100 years and over,15
2014,Sierra,Less than 1 year,0
2014,Sierra,1 - 4 years,0
2014,Sierra,5 - 9 years,0
2014,Sierra,10 - 14 years,0
2014,Sierra,15 - 19 years,6
2014,Sierra,20 - 24 years,0
2014,Sierra,25 - 29 years,0
2014,Sierra,30 - 34 years,0
2014,Sierra,35 - 39 years,0
2014,Sierra,40 - 44 years,0
2014,Sierra,45 - 49 years,6
2014,Sierra,50 - 54 years,6
2014,Sierra,55 - 59 years,6
2014,Sierra,60 - 64 years,6
2014,Sierra,65 - 69 years,6
2014,Sierra,70 - 74 years,6
2014,Sierra,75 - 79 years,6
2014,Sierra,80 - 84 years,6
2014,Sierra,85 - 89 years,6
2014,Sierra,90 - 94 years,6
2014,Sierra,95 - 99 years,6
2014,Sierra,100 years and over,0
2014,Siskiyou,Less than 1 year,6
2014,Siskiyou,1 - 4 years,0
2014,Siskiyou,5 - 9 years,0
2014,Siskiyou,10 - 14 years,0
2014,Siskiyou,15 - 19 years,0
2014,Siskiyou,20 - 24 years,6
2014,Siskiyou,25 - 29 years,6
2014,Siskiyou,30 - 34 years,6
2014,Siskiyou,35 - 39 years,6
2014,Siskiyou,40 - 44 years,6
2014,Siskiyou,45 - 49 years,6
2014,Siskiyou,50 - 54 years,33
2014,Siskiyou,55 - 59 years,35
2014,Siskiyou,60 - 64 years,44
2014,Siskiyou,65 - 69 years,56
2014,Siskiyou,70 - 74 years,60
2014,Siskiyou,75 - 79 years,54
2014,Siskiyou,80 - 84 years,64
2014,Siskiyou,85 - 89 years,72
2014,Siskiyou,90 - 94 years,63
2014,Siskiyou,95 - 99 years,21
2014,Siskiyou,100 years and over,6
2014,Solano,Less than 1 year,38
2014,Solano,1 - 4 years,6
2014,Solano,5 - 9 years,0
2014,Solano,10 - 14 years,6
2014,Solano,15 - 19 years,18
2014,Solano,20 - 24 years,32
2014,Solano,25 - 29 years,34
2014,Solano,30 - 34 years,27
2014,Solano,35 - 39 years,34
2014,Solano,40 - 44 years,57
2014,Solano,45 - 49 years,101
2014,Solano,50 - 54 years,149
2014,Solano,55 - 59 years,198
2014,Solano,60 - 64 years,253
2014,Solano,65 - 69 years,311
2014,Solano,70 - 74 years,303
2014,Solano,75 - 79 years,322
2014,Solano,80 - 84 years,387
2014,Solano,85 - 89 years,365
2014,Solano,90 - 94 years,324
2014,Solano,95 - 99 years,106
2014,Solano,100 years and over,23
2014,Sonoma,Less than 1 year,11
2014,Sonoma,1 - 4 years,0
2014,Sonoma,5 - 9 years,6
2014,Sonoma,10 - 14 years,6
2014,Sonoma,15 - 19 years,15
2014,Sonoma,20 - 24 years,24
2014,Sonoma,25 - 29 years,21
2014,Sonoma,30 - 34 years,24
2014,Sonoma,35 - 39 years,33
2014,Sonoma,40 - 44 years,35
2014,Sonoma,45 - 49 years,72
2014,Sonoma,50 - 54 years,142
2014,Sonoma,55 - 59 years,187
2014,Sonoma,60 - 64 years,268
2014,Sonoma,65 - 69 years,329
2014,Sonoma,70 - 74 years,343
2014,Sonoma,75 - 79 years,364
2014,Sonoma,80 - 84 years,468
2014,Sonoma,85 - 89 years,643
2014,Sonoma,90 - 94 years,587
2014,Sonoma,95 - 99 years,256
2014,Sonoma,100 years and over,61
2014,Stanislaus,Less than 1 year,36
2014,Stanislaus,1 - 4 years,6
2014,Stanislaus,5 - 9 years,6
2014,Stanislaus,10 - 14 years,6
2014,Stanislaus,15 - 19 years,20
2014,Stanislaus,20 - 24 years,26
2014,Stanislaus,25 - 29 years,30
2014,Stanislaus,30 - 34 years,45
2014,Stanislaus,35 - 39 years,56
