Year_of_Death,County_of_Residence,Age,Total_Deaths
2015,San Mateo,95 - 99 years,350
2015,San Mateo,100 years and over,96
2015,Santa Barbara,Less than 1 year,28
2015,Santa Barbara,1 - 4 years,6
2015,Santa Barbara,5 - 9 years,6
2015,Santa Barbara,10 - 14 years,6
2015,Santa Barbara,15 - 19 years,17
2015,Santa Barbara,20 - 24 years,25
2015,Santa Barbara,25 - 29 years,28
2015,Santa Barbara,30 - 34 years,24
2015,Santa Barbara,35 - 39 years,29
2015,Santa Barbara,40 - 44 years,48
2015,Santa Barbara,45 - 49 years,58
2015,Santa Barbara,50 - 54 years,87
2015,Santa Barbara,55 - 59 years,127
2015,Santa Barbara,60 - 64 years,201
2015,Santa Barbara,65 - 69 years,196
2015,Santa Barbara,70 - 74 years,216
2015,Santa Barbara,75 - 79 years,295
2015,Santa Barbara,80 - 84 years,410
2015,Santa Barbara,85 - 89 years,517
2015,Santa Barbara,90 - 94 years,511
2015,Santa Barbara,95 - 99 years,224
2015,Santa Barbara,100 years and over,46
2015,Santa Clara,Less than 1 year,76
2015,Santa Clara,1 - 4 years,6
2015,Santa Clara,5 - 9 years,6
2015,Santa Clara,10 - 14 years,11
2015,Santa Clara,15 - 19 years,39
2015,Santa Clara,20 - 24 years,77
2015,Santa Clara,25 - 29 years,66
2015,Santa Clara,30 - 34 years,74
2015,Santa Clara,35 - 39 years,101
2015,Santa Clara,40 - 44 years,145
2015,Santa Clara,45 - 49 years,213
2015,Santa Clara,50 - 54 years,387
2015,Santa Clara,55 - 59 years,499
2015,Santa Clara,60 - 64 years,609
2015,Santa Clara,65 - 69 years,747
2015,Santa Clara,70 - 74 years,800
2015,Santa Clara,75 - 79 years,1019
2015,Santa Clara,80 - 84 years,1305
2015,Santa Clara,85 - 89 years,1561
2015,Santa Clara,90 - 94 years,1456
2015,Santa Clara,95 - 99 years,678
2015,Santa Clara,100 years and over,135
2015,Santa Cruz,Less than 1 year,14
2015,Santa Cruz,1 - 4 years,6
2015,Santa Cruz,5 - 9 years,6
2015,Santa Cruz,10 - 14 years,6
2015,Santa Cruz,15 - 19 years,14
2015,Santa Cruz,20 - 24 years,6
2015,Santa Cruz,25 - 29 years,16
2015,Santa Cruz,30 - 34 years,19
2015,Santa Cruz,35 - 39 years,20
2015,Santa Cruz,40 - 44 years,22
2015,Santa Cruz,45 - 49 years,34
2015,Santa Cruz,50 - 54 years,65
2015,Santa Cruz,55 - 59 years,80
2015,Santa Cruz,60 - 64 years,156
2015,Santa Cruz,65 - 69 years,151
2015,Santa Cruz,70 - 74 years,166
2015,Santa Cruz,75 - 79 years,145
2015,Santa Cruz,80 - 84 years,191
2015,Santa Cruz,85 - 89 years,251
2015,Santa Cruz,90 - 94 years,255
2015,Santa Cruz,95 - 99 years,124
2015,Santa Cruz,100 years and over,26
2015,Shasta,Less than 1 year,6
2015,Shasta,1 - 4 years,6
2015,Shasta,5 - 9 years,0
2015,Shasta,10 - 14 years,6
2015,Shasta,15 - 19 years,6
2015,Shasta,20 - 24 years,17
2015,Shasta,25 - 29 years,15
2015,Shasta,30 - 34 years,20
2015,Shasta,35 - 39 years,20
2015,Shasta,40 - 44 years,32
2015,Shasta,45 - 49 years,41
2015,Shasta,50 - 54 years,107
2015,Shasta,55 - 59 years,136
2015,Shasta,60 - 64 years,152
2015,Shasta,65 - 69 years,208
2015,Shasta,70 - 74 years,247
2015,Shasta,75 - 79 years,223
2015,Shasta,80 - 84 years,293
2015,Shasta,85 - 89 years,300
2015,Shasta,90 - 94 years,248
2015,Shasta,95 - 99 years,78
2015,Shasta,100 years and over,26
2015,Sierra,Less than 1 year,0
2015,Sierra,1 - 4 years,0
2015,Sierra,5 - 9 years,0
2015,Sierra,10 - 14 years,0
2015,Sierra,15 - 19 years,0
2015,Sierra,20 - 24 years,0
2015,Sierra,25 - 29 years,0
2015,Sierra,30 - 34 years,6
2015,Sierra,35 - 39 years,0
2015,Sierra,40 - 44 years,6
2015,Sierra,45 - 49 years,0
2015,Sierra,50 - 54 years,6
2015,Sierra,55 - 59 years,0
2015,Sierra,60 - 64 years,6
2015,Sierra,65 - 69 years,6
2015,Sierra,70 - 74 years,6
2015,Sierra,75 - 79 years,6
2015,Sierra,80 - 84 years,6
2015,Sierra,85 - 89 years,6
2015,Sierra,90 - 94 years,6
2015,Sierra,95 - 99 years,0
2015,Sierra,100 years and over,0
2015,Siskiyou,Less than 1 year,6
2015,Siskiyou,1 - 4 years,6
2015,Siskiyou,5 - 9 years,0
2015,Siskiyou,10 - 14 years,6
2015,Siskiyou,15 - 19 years,0
2015,Siskiyou,20 - 24 years,6
2015,Siskiyou,25 - 29 years,6
2015,Siskiyou,30 - 34 years,6
2015,Siskiyou,35 - 39 years,6
2015,Siskiyou,40 - 44 years,6
2015,Siskiyou,45 - 49 years,16
2015,Siskiyou,50 - 54 years,20
2015,Siskiyou,55 - 59 years,38
2015,Siskiyou,60 - 64 years,45
2015,Siskiyou,65 - 69 years,63
2015,Siskiyou,70 - 74 years,54
2015,Siskiyou,75 - 79 years,54
2015,Siskiyou,80 - 84 years,73
2015,Siskiyou,85 - 89 years,75
2015,Siskiyou,90 - 94 years,71
2015,Siskiyou,95 - 99 years,23
2015,Siskiyou,100 years and over,6
2015,Solano,Less than 1 year,23
2015,Solano,1 - 4 years,6
2015,Solano,5 - 9 years,6
2015,Solano,10 - 14 years,6
2015,Solano,15 - 19 years,17
2015,Solano,20 - 24 years,27
2015,Solano,25 - 29 years,39
2015,Solano,30 - 34 years,31
2015,Solano,35 - 39 years,40
2015,Solano,40 - 44 years,42
2015,Solano,45 - 49 years,77
2015,Solano,50 - 54 years,137
2015,Solano,55 - 59 years,209
2015,Solano,60 - 64 years,248
2015,Solano,65 - 69 years,290
2015,Solano,70 - 74 years,313
2015,Solano,75 - 79 years,335
2015,Solano,80 - 84 years,409
2015,Solano,85 - 89 years,409
2015,Solano,90 - 94 years,372
2015,Solano,95 - 99 years,136
2015,Solano,100 years and over,19
2015,Sonoma,Less than 1 year,20
2015,Sonoma,1 - 4 years,6
2015,Sonoma,5 - 9 years,6
2015,Sonoma,10 - 14 years,6
2015,Sonoma,15 - 19 years,6
2015,Sonoma,20 - 24 years,24
2015,Sonoma,25 - 29 years,29
2015,Sonoma,30 - 34 years,28
2015,Sonoma,35 - 39 years,34
2015,Sonoma,40 - 44 years,42
2015,Sonoma,45 - 49 years,68
2015,Sonoma,50 - 54 years,127
2015,Sonoma,55 - 59 years,221
2015,Sonoma,60 - 64 years,260
2015,Sonoma,65 - 69 years,342
2015,Sonoma,70 - 74 years,366
2015,Sonoma,75 - 79 years,395
2015,Sonoma,80 - 84 years,524
2015,Sonoma,85 - 89 years,597
2015,Sonoma,90 - 94 years,659
2015,Sonoma,95 - 99 years,271
2015,Sonoma,100 years and over,76
2015,Stanislaus,Less than 1 year,42
2015,Stanislaus,1 - 4 years,6
2015,Stanislaus,5 - 9 years,6
2015,Stanislaus,10 - 14 years,6
2015,Stanislaus,15 - 19 years,19
2015,Stanislaus,20 - 24 years,41
2015,Stanislaus,25 - 29 years,43
2015,Stanislaus,30 - 34 years,52
2015,Stanislaus,35 - 39 years,55
2015,Stanislaus,40 - 44 years,74
2015,Stanislaus,45 - 49 years,117
2015,Stanislaus,50 - 54 years,186
2015,Stanislaus,55 - 59 years,296
2015,Stanislaus,60 - 64 years,341
2015,Stanislaus,65 - 69 years,384
2015,Stanislaus,70 - 74 years,415
2015,Stanislaus,75 - 79 years,443
2015,Stanislaus,80 - 84 years,522
2015,Stanislaus,85 - 89 years,569
2015,Stanislaus,90 - 94 years,441
2015,Stanislaus,95 - 99 years,190
2015,Stanislaus,100 years and over,30
2015,Sutter,Less than 1 year,6
2015,Sutter,1 - 4 years,0
2015,Sutter,5 - 9 years,0
2015,Sutter,10 - 14 years,0
2015,Sutter,15 - 19 years,6
2015,Sutter,20 - 24 years,6
2015,Sutter,25 - 29 years,6
2015,Sutter,30 - 34 years,6
2015,Sutter,35 - 39 years,6
2015,Sutter,40 - 44 years,15
2015,Sutter,45 - 49 years,17
2015,Sutter,50 - 54 years,27
2015,Sutter,55 - 59 years,55
2015,Sutter,60 - 64 years,68
2015,Sutter,65 - 69 years,74
2015,Sutter,70 - 74 years,86
2015,Sutter,75 - 79 years,82
2015,Sutter,80 - 84 years,119
2015,Sutter,85 - 89 years,111
2015,Sutter,90 - 94 years,87
2015,Sutter,95 - 99 years,38
2015,Sutter,100 years and over,6
2015,Tehama,Less than 1 year,6
2015,Tehama,1 - 4 years,6
2015,Tehama,5 - 9 years,0
2015,Tehama,10 - 14 years,0
2015,Tehama,15 - 19 years,6
2015,Tehama,20 - 24 years,6
2015,Tehama,25 - 29 years,6
2015,Tehama,30 - 34 years,6
2015,Tehama,35 - 39 years,6
2015,Tehama,40 - 44 years,17
2015,Tehama,45 - 49 years,19
2015,Tehama,50 - 54 years,24
2015,Tehama,55 - 59 years,39
2015,Tehama,60 - 64 years,46
2015,Tehama,65 - 69 years,58
2015,Tehama,70 - 74 years,85
2015,Tehama,75 - 79 years,83
2015,Tehama,80 - 84 years,93
2015,Tehama,85 - 89 years,112
2015,Tehama,90 - 94 years,61
2015,Tehama,95 - 99 years,24
2015,Tehama,100 years and over,6
2015,Trinity,Less than 1 year,0
2015,Trinity,1 - 4 years,0
2015,Trinity,5 - 9 years,0
2015,Trinity,10 - 14 years,0
2015,Trinity,15 - 19 years,6
2015,Trinity,20 - 24 years,0
2015,Trinity,25 - 29 years,6
2015,Trinity,30 - 34 years,6
2015,Trinity,35 - 39 years,6
2015,Trinity,40 - 44 years,6
2015,Trinity,45 - 49 years,6
2015,Trinity,50 - 54 years,6
2015,Trinity,55 - 59 years,11
2015,Trinity,60 - 64 years,12
2015,Trinity,65 - 69 years,35
2015,Trinity,70 - 74 years,17
2015,Trinity,75 - 79 years,17
2015,Trinity,80 - 84 years,22
2015,Trinity,85 - 89 years,22
2015,Trinity,90 - 94 years,20
2015,Trinity,95 - 99 years,6
2015,Trinity,100 years and over,6
2015,Tulare,Less than 1 year,46
2015,Tulare,1 - 4 years,6
2015,Tulare,5 - 9 years,6
2015,Tulare,10 - 14 years,6
2015,Tulare,15 - 19 years,19
2015,Tulare,20 - 24 years,50
2015,Tulare,25 - 29 years,44
2015,Tulare,30 - 34 years,34
2015,Tulare,35 - 39 years,43
2015,Tulare,40 - 44 years,62
2015,Tulare,45 - 49 years,97
2015,Tulare,50 - 54 years,150
2015,Tulare,55 - 59 years,209
2015,Tulare,60 - 64 years,249
2015,Tulare,65 - 69 years,261
2015,Tulare,70 - 74 years,282
2015,Tulare,75 - 79 years,335
2015,Tulare,80 - 84 years,381
2015,Tulare,85 - 89 years,388
2015,Tulare,90 - 94 years,299
2015,Tulare,95 - 99 years,125
2015,Tulare,100 years and over,24
2015,Tuolumne,Less than 1 year,6
2015,Tuolumne,1 - 4 years,6
2015,Tuolumne,5 - 9 years,0
2015,Tuolumne,10 - 14 years,0
2015,Tuolumne,15 - 19 years,6
2015,Tuolumne,20 - 24 years,0
2015,Tuolumne,25 - 29 years,6
2015,Tuolumne,30 - 34 years,6
2015,Tuolumne,35 - 39 years,6
2015,Tuolumne,40 - 44 years,6
2015,Tuolumne,45 - 49 years,6
2015,Tuolumne,50 - 54 years,25
2015,Tuolumne,55 - 59 years,40
2015,Tuolumne,60 - 64 years,53
2015,Tuolumne,65 - 69 years,57
2015,Tuolumne,70 - 74 years,65
2015,Tuolumne,75 - 79 years,70
2015,Tuolumne,80 - 84 years,97
2015,Tuolumne,85 - 89 years,111
2015,Tuolumne,90 - 94 years,81
2015,Tuolumne,95 - 99 years,30
2015,Tuolumne,100 years and over,6
2015,Ventura,Less than 1 year,50
2015,Ventura,1 - 4 years,6
2015,Ventura,5 - 9 years,6
2015,Ventura,10 - 14 years,6
2015,Ventura,15 - 19 years,29
2015,Ventura,20 - 24 years,32
2015,Ventura,25 - 29 years,50
2015,Ventura,30 - 34 years,44
2015,Ventura,35 - 39 years,62
2015,Ventura,40 - 44 years,86
2015,Ventura,45 - 49 years,136
2015,Ventura,50 - 54 years,185
2015,Ventura,55 - 59 years,281
2015,Ventura,60 - 64 years,347
2015,Ventura,65 - 69 years,426
2015,Ventura,70 - 74 years,500
2015,Ventura,75 - 79 years,576
2015,Ventura,80 - 84 years,758
2015,Ventura,85 - 89 years,889
2015,Ventura,90 - 94 years,817
2015,Ventura,95 - 99 years,326
2015,Ventura,100 years and over,87
2015,Yolo,Less than 1 year,21
2015,Yolo,1 - 4 years,6
2015,Yolo,5 - 9 years,6
2015,Yolo,10 - 14 years,6
2015,Yolo,15 - 19 years,6
2015,Yolo,20 - 24 years,6
2015,Yolo,25 - 29 years,6
2015,Yolo,30 - 34 years,11
2015,Yolo,35 - 39 years,12
2015,Yolo,40 - 44 years,21
2015,Yolo,45 - 49 years,31
2015,Yolo,50 - 54 years,60
2015,Yolo,55 - 59 years,67
2015,Yolo,60 - 64 years,104
2015,Yolo,65 - 69 years,127
2015,Yolo,70 - 74 years,125
2015,Yolo,75 - 79 years,122
2015,Yolo,80 - 84 years,156
2015,Yolo,85 - 89 years,180
2015,Yolo,90 - 94 years,165
2015,Yolo,95 - 99 years,67
2015,Yolo,100 years and over,11
2015,Yuba,Less than 1 year,12
2015,Yuba,1 - 4 years,6
2015,Yuba,5 - 9 years,0
2015,Yuba,10 - 14 years,6
2015,Yuba,15 - 19 years,6
2015,Yuba,20 - 24 years,6
2015,Yuba,25 - 29 years,6
2015,Yuba,30 - 34 years,11
2015,Yuba,35 - 39 years,15
2015,Yuba,40 - 44 years,6
2015,Yuba,45 - 49 years,18
2015,Yuba,50 - 54 years,28
2015,Yuba,55 - 59 years,42
2015,Yuba,60 - 64 years,62
2015,Yuba,65 - 69 years,71
2015,Yuba,70 - 74 years,53
2015,Yuba,75 - 79 years,62
2015,Yuba,80 - 84 years,68
2015,Yuba,85 - 89 years,65
2015,Yuba,90 - 94 years,54
2015,Yuba,95 - 99 years,13
2015,Yuba,100 years and over,6
2014,Alameda,Less than 1 year,76
2014,Alameda,1 - 4 years,11
2014,Alameda,5 - 9 years,6
2014,Alameda,10 - 14 years,6
2014,Alameda,15 - 19 years,38
2014,Alameda,20 - 24 years,86
2014,Alameda,25 - 29 years,96
2014,Alameda,30 - 34 years,83
2014,Alameda,35 - 39 years,111
2014,Alameda,40 - 44 years,149
2014,Alameda,45 - 49 years,216
2014,Alameda,50 - 54 years,332
2014,Alameda,55 - 59 years,579
2014,Alameda,60 - 64 years,715
2014,Alameda,65 - 69 years,807
2014,Alameda,70 - 74 years,811
2014,Alameda,75 - 79 years,908
2014,Alameda,80 - 84 years,1104
2014,Alameda,85 - 89 years,1345
2014,Alameda,90 - 94 years,1291
2014,Alameda,95 - 99 years,499
2014,Alameda,100 years and over,136
2014,Alpine,Less than 1 year,0
2014,Alpine,1 - 4 years,0
2014,Alpine,5 - 9 years,0
2014,Alpine,10 - 14 years,0
2014,Alpine,15 - 19 years,0
2014,Alpine,20 - 24 years,0
2014,Alpine,25 - 29 years,0
2014,Alpine,30 - 34 years,6
2014,Alpine,35 - 39 years,0
2014,Alpine,40 - 44 years,6
2014,Alpine,45 - 49 years,6
2014,Alpine,50 - 54 years,6
2014,Alpine,55 - 59 years,6
2014,Alpine,60 - 64 years,6
2014,Alpine,65 - 69 years,6
2014,Alpine,70 - 74 years,0
2014,Alpine,75 - 79 years,6
2014,Alpine,80 - 84 years,6
2014,Alpine,85 - 89 years,6
2014,Alpine,90 - 94 years,6
2014,Alpine,95 - 99 years,0
2014,Alpine,100 years and over,0
2014,Amador,Less than 1 year,6
2014,Amador,1 - 4 years,0
2014,Amador,5 - 9 years,0
2014,Amador,10 - 14 years,0
2014,Amador,15 - 19 years,0
2014,Amador,20 - 24 years,6
2014,Amador,25 - 29 years,6
2014,Amador,30 - 34 years,6
2014,Amador,35 - 39 years,6
2014,Amador,40 - 44 years,6
2014,Amador,45 - 49 years,6
2014,Amador,50 - 54 years,14
2014,Amador,55 - 59 years,24
2014,Amador,60 - 64 years,28
2014,Amador,65 - 69 years,38
2014,Amador,70 - 74 years,42
2014,Amador,75 - 79 years,45
2014,Amador,80 - 84 years,49
2014,Amador,85 - 89 years,79
2014,Amador,90 - 94 years,63
2014,Amador,95 - 99 years,31
2014,Amador,100 years and over,6
2014,Butte,Less than 1 year,11
2014,Butte,1 - 4 years,6
2014,Butte,5 - 9 years,6
2014,Butte,10 - 14 years,6
2014,Butte,15 - 19 years,6
2014,Butte,20 - 24 years,16
2014,Butte,25 - 29 years,15
2014,Butte,30 - 34 years,11
2014,Butte,35 - 39 years,22
2014,Butte,40 - 44 years,23
2014,Butte,45 - 49 years,44
2014,Butte,50 - 54 years,82
2014,Butte,55 - 59 years,140
2014,Butte,60 - 64 years,184
2014,Butte,65 - 69 years,180
2014,Butte,70 - 74 years,178
2014,Butte,75 - 79 years,218
2014,Butte,80 - 84 years,277
2014,Butte,85 - 89 years,316
2014,Butte,90 - 94 years,250
2014,Butte,95 - 99 years,120
2014,Butte,100 years and over,17
2014,Calaveras,Less than 1 year,6
2014,Calaveras,1 - 4 years,0
2014,Calaveras,5 - 9 years,0
2014,Calaveras,10 - 14 years,0
2014,Calaveras,15 - 19 years,6
2014,Calaveras,20 - 24 years,6
2014,Calaveras,25 - 29 years,6
2014,Calaveras,30 - 34 years,6
2014,Calaveras,35 - 39 years,6
2014,Calaveras,40 - 44 years,6
2014,Calaveras,45 - 49 years,6
2014,Calaveras,50 - 54 years,19
2014,Calaveras,55 - 59 years,38
2014,Calaveras,60 - 64 years,35
2014,Calaveras,65 - 69 years,45
2014,Calaveras,70 - 74 years,67
2014,Calaveras,75 - 79 years,68
2014,Calaveras,80 - 84 years,72
2014,Calaveras,85 - 89 years,72
2014,Calaveras,90 - 94 years,50
2014,Calaveras,95 - 99 years,21
2014,Calaveras,100 years and over,6
2014,Colusa,Less than 1 year,0
2014,Colusa,1 - 4 years,0
2014,Colusa,5 - 9 years,6
2014,Colusa,10 - 14 years,0
2014,Colusa,15 - 19 years,6
2014,Colusa,20 - 24 years,6
2014,Colusa,25 - 29 years,6
2014,Colusa,30 - 34 years,6
2014,Colusa,35 - 39 years,6
2014,Colusa,40 - 44 years,6
2014,Colusa,45 - 49 years,6
2014,Colusa,50 - 54 years,6
2014,Colusa,55 - 59 years,15
2014,Colusa,60 - 64 years,6
2014,Colusa,65 - 69 years,6
2014,Colusa,70 - 74 years,6
2014,Colusa,75 - 79 years,17
2014,Colusa,80 - 84 years,6
2014,Colusa,85 - 89 years,23
2014,Colusa,90 - 94 years,12
2014,Colusa,95 - 99 years,6
2014,Colusa,100 years and over,6
2014,Contra Costa,Less than 1 year,48
2014,Contra Costa,1 - 4 years,6
2014,Contra Costa,5 - 9 years,6
2014,Contra Costa,10 - 14 years,6
2014,Contra Costa,15 - 19 years,30
2014,Contra Costa,20 - 24 years,67
2014,Contra Costa,25 - 29 years,53
2014,Contra Costa,30 - 34 years,69
2014,Contra Costa,35 - 39 years,55
2014,Contra Costa,40 - 44 years,109
2014,Contra Costa,45 - 49 years,159
2014,Contra Costa,50 - 54 years,292
2014,Contra Costa,55 - 59 years,397
2014,Contra Costa,60 - 64 years,474
2014,Contra Costa,65 - 69 years,574
2014,Contra Costa,70 - 74 years,613
2014,Contra Costa,75 - 79 years,746
2014,Contra Costa,80 - 84 years,947
2014,Contra Costa,85 - 89 years,1100
2014,Contra Costa,90 - 94 years,1083
2014,Contra Costa,95 - 99 years,407
2014,Contra Costa,100 years and over,109
2014,Del Norte,Less than 1 year,6
2014,Del Norte,1 - 4 years,0
2014,Del Norte,5 - 9 years,0
2014,Del Norte,10 - 14 years,6
2014,Del Norte,15 - 19 years,0
2014,Del Norte,20 - 24 years,6
2014,Del Norte,25 - 29 years,6
2014,Del Norte,30 - 34 years,6
2014,Del Norte,35 - 39 years,6
2014,Del Norte,40 - 44 years,6
2014,Del Norte,45 - 49 years,6
2014,Del Norte,50 - 54 years,15
2014,Del Norte,55 - 59 years,19
2014,Del Norte,60 - 64 years,28
2014,Del Norte,65 - 69 years,27
2014,Del Norte,70 - 74 years,31
2014,Del Norte,75 - 79 years,33
2014,Del Norte,80 - 84 years,34
2014,Del Norte,85 - 89 years,36
2014,Del Norte,90 - 94 years,27
2014,Del Norte,95 - 99 years,6
2014,Del Norte,100 years and over,0
2014,El Dorado,Less than 1 year,6
2014,El Dorado,1 - 4 years,0
2014,El Dorado,5 - 9 years,6
2014,El Dorado,10 - 14 years,6
2014,El Dorado,15 - 19 years,6
2014,El Dorado,20 - 24 years,6
2014,El Dorado,25 - 29 years,6
2014,El Dorado,30 - 34 years,6
2014,El Dorado,35 - 39 years,11
2014,El Dorado,40 - 44 years,14
2014,El Dorado,45 - 49 years,37
2014,El Dorado,50 - 54 years,47
2014,El Dorado,55 - 59 years,82
2014,El Dorado,60 - 64 years,103
2014,El Dorado,65 - 69 years,139
2014,El Dorado,70 - 74 years,145
2014,El Dorado,75 - 79 years,138
2014,El Dorado,80 - 84 years,186
2014,El Dorado,85 - 89 years,200
2014,El Dorado,90 - 94 years,181
2014,El Dorado,95 - 99 years,73
2014,El Dorado,100 years and over,12
2014,Fresno,Less than 1 year,115
2014,Fresno,1 - 4 years,16
2014,Fresno,5 - 9 years,6
2014,Fresno,10 - 14 years,14
2014,Fresno,15 - 19 years,33
2014,Fresno,20 - 24 years,65
2014,Fresno,25 - 29 years,74
2014,Fresno,30 - 34 years,80
2014,Fresno,35 - 39 years,92
2014,Fresno,40 - 44 years,121
2014,Fresno,45 - 49 years,167
2014,Fresno,50 - 54 years,296
2014,Fresno,55 - 59 years,387
2014,Fresno,60 - 64 years,480
2014,Fresno,65 - 69 years,506
2014,Fresno,70 - 74 years,567
2014,Fresno,75 - 79 years,596
2014,Fresno,80 - 84 years,817
2014,Fresno,85 - 89 years,877
2014,Fresno,90 - 94 years,744
2014,Fresno,95 - 99 years,259
2014,Fresno,100 years and over,57
2014,Glenn,Less than 1 year,6
2014,Glenn,1 - 4 years,0
2014,Glenn,5 - 9 years,0
2014,Glenn,10 - 14 years,6
2014,Glenn,15 - 19 years,6
2014,Glenn,20 - 24 years,6
2014,Glenn,25 - 29 years,6
2014,Glenn,30 - 34 years,6
2014,Glenn,35 - 39 years,6
2014,Glenn,40 - 44 years,6
2014,Glenn,45 - 49 years,6
2014,Glenn,50 - 54 years,6
2014,Glenn,55 - 59 years,13
2014,Glenn,60 - 64 years,24
2014,Glenn,65 - 69 years,19
2014,Glenn,70 - 74 years,32
2014,Glenn,75 - 79 years,21
2014,Glenn,80 - 84 years,41
2014,Glenn,85 - 89 years,33
2014,Glenn,90 - 94 years,22
2014,Glenn,95 - 99 years,16
2014,Glenn,100 years and over,6
2014,Humboldt,Less than 1 year,11
2014,Humboldt,1 - 4 years,6
2014,Humboldt,5 - 9 years,0
2014,Humboldt,10 - 14 years,6
2014,Humboldt,15 - 19 years,6
2014,Humboldt,20 - 24 years,14
2014,Humboldt,25 - 29 years,13
2014,Humboldt,30 - 34 years,17
2014,Humboldt,35 - 39 years,16
2014,Humboldt,40 - 44 years,25
2014,Humboldt,45 - 49 years,35
2014,Humboldt,50 - 54 years,65
2014,Humboldt,55 - 59 years,86
2014,Humboldt,60 - 64 years,117
2014,Humboldt,65 - 69 years,136
2014,Humboldt,70 - 74 years,106
2014,Humboldt,75 - 79 years,128
2014,Humboldt,80 - 84 years,151
2014,Humboldt,85 - 89 years,170
2014,Humboldt,90 - 94 years,131
2014,Humboldt,95 - 99 years,53
2014,Humboldt,100 years and over,13
2014,Imperial,Less than 1 year,6
2014,Imperial,1 - 4 years,6
2014,Imperial,5 - 9 years,6
2014,Imperial,10 - 14 years,0
2014,Imperial,15 - 19 years,6
2014,Imperial,20 - 24 years,11
2014,Imperial,25 - 29 years,14
2014,Imperial,30 - 34 years,6
2014,Imperial,35 - 39 years,22
2014,Imperial,40 - 44 years,14
2014,Imperial,45 - 49 years,34
2014,Imperial,50 - 54 years,52
2014,Imperial,55 - 59 years,74
2014,Imperial,60 - 64 years,89
2014,Imperial,65 - 69 years,101
2014,Imperial,70 - 74 years,88
2014,Imperial,75 - 79 years,134
2014,Imperial,80 - 84 years,136
2014,Imperial,85 - 89 years,135
2014,Imperial,90 - 94 years,91
2014,Imperial,95 - 99 years,26
2014,Imperial,100 years and over,12
2014,Inyo,Less than 1 year,6
2014,Inyo,1 - 4 years,0
2014,Inyo,5 - 9 years,0
2014,Inyo,10 - 14 years,6
2014,Inyo,15 - 19 years,0
2014,Inyo,20 - 24 years,6
2014,Inyo,25 - 29 years,6
2014,Inyo,30 - 34 years,0
2014,Inyo,35 - 39 years,6
2014,Inyo,40 - 44 years,6
2014,Inyo,45 - 49 years,6
2014,Inyo,50 - 54 years,11
2014,Inyo,55 - 59 years,11
2014,Inyo,60 - 64 years,20
2014,Inyo,65 - 69 years,11
2014,Inyo,70 - 74 years,24
2014,Inyo,75 - 79 years,14
2014,Inyo,80 - 84 years,25
2014,Inyo,85 - 89 years,25
2014,Inyo,90 - 94 years,17
2014,Inyo,95 - 99 years,6
2014,Inyo,100 years and over,6
2014,Kern,Less than 1 year,81
2014,Kern,1 - 4 years,13
2014,Kern,5 - 9 years,6
2014,Kern,10 - 14 years,14
2014,Kern,15 - 19 years,43
2014,Kern,20 - 24 years,72
2014,Kern,25 - 29 years,69
2014,Kern,30 - 34 years,79
2014,Kern,35 - 39 years,85
2014,Kern,40 - 44 years,123
2014,Kern,45 - 49 years,197
2014,Kern,50 - 54 years,305
2014,Kern,55 - 59 years,418
2014,Kern,60 - 64 years,517
2014,Kern,65 - 69 years,469
2014,Kern,70 - 74 years,589
2014,Kern,75 - 79 years,600
2014,Kern,80 - 84 years,696
2014,Kern,85 - 89 years,724
2014,Kern,90 - 94 years,461
2014,Kern,95 - 99 years,160
2014,Kern,100 years and over,34
2014,Kings,Less than 1 year,13
2014,Kings,1 - 4 years,6
2014,Kings,5 - 9 years,0
2014,Kings,10 - 14 years,6
2014,Kings,15 - 19 years,6
2014,Kings,20 - 24 years,6
2014,Kings,25 - 29 years,11
2014,Kings,30 - 34 years,11
2014,Kings,35 - 39 years,13
2014,Kings,40 - 44 years,15
2014,Kings,45 - 49 years,38
2014,Kings,50 - 54 years,41
2014,Kings,55 - 59 years,62
2014,Kings,60 - 64 years,68
2014,Kings,65 - 69 years,70
2014,Kings,70 - 74 years,71
2014,Kings,75 - 79 years,77
2014,Kings,80 - 84 years,94
2014,Kings,85 - 89 years,96
2014,Kings,90 - 94 years,65
2014,Kings,95 - 99 years,24
2014,Kings,100 years and over,6
2014,Lake,Less than 1 year,6
2014,Lake,1 - 4 years,6
2014,Lake,5 - 9 years,6
2014,Lake,10 - 14 years,6
2014,Lake,15 - 19 years,6
2014,Lake,20 - 24 years,6
2014,Lake,25 - 29 years,6
2014,Lake,30 - 34 years,6
2014,Lake,35 - 39 years,6
2014,Lake,40 - 44 years,15
2014,Lake,45 - 49 years,22
2014,Lake,50 - 54 years,41
2014,Lake,55 - 59 years,55
2014,Lake,60 - 64 years,65
2014,Lake,65 - 69 years,83
2014,Lake,70 - 74 years,78
2014,Lake,75 - 79 years,90
2014,Lake,80 - 84 years,74
2014,Lake,85 - 89 years,103
2014,Lake,90 - 94 years,60
2014,Lake,95 - 99 years,38
2014,Lake,100 years and over,6
2014,Lassen,Less than 1 year,6
2014,Lassen,1 - 4 years,0
2014,Lassen,5 - 9 years,0
2014,Lassen,10 - 14 years,0
2014,Lassen,15 - 19 years,6
2014,Lassen,20 - 24 years,6
2014,Lassen,25 - 29 years,6
2014,Lassen,30 - 34 years,6
2014,Lassen,35 - 39 years,6
2014,Lassen,40 - 44 years,6
2014,Lassen,45 - 49 years,6
