Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital
2016,Nevada,Less than 1 year,Widowed,0
2016,Nevada,Less than 1 year,Divorced,0
2016,Nevada,Less than 1 year,Never Married,6
2016,Nevada,Less than 1 year,Unknown,0
2016,Nevada,1 - 4 years,Married (including SRDP),0
2016,Nevada,1 - 4 years,Widowed,0
2016,Nevada,1 - 4 years,Divorced,0
2016,Nevada,1 - 4 years,Never Married,6
2016,Nevada,1 - 4 years,Unknown,0
2016,Nevada,5 - 9 years,Married (including SRDP),0
2016,Nevada,5 - 9 years,Widowed,0
2016,Nevada,5 - 9 years,Divorced,0
2016,Nevada,5 - 9 years,Never Married,0
2016,Nevada,5 - 9 years,Unknown,0
2016,Nevada,10 - 14 years,Married (including SRDP),0
2016,Nevada,10 - 14 years,Widowed,0
2016,Nevada,10 - 14 years,Divorced,0
2016,Nevada,10 - 14 years,Never Married,6
2016,Nevada,10 - 14 years,Unknown,0
2016,Nevada,15 - 19 years,Married (including SRDP),0
2016,Nevada,15 - 19 years,Widowed,0
2016,Nevada,15 - 19 years,Divorced,0
2016,Nevada,15 - 19 years,Never Married,6
2016,Nevada,15 - 19 years,Unknown,0
2016,Nevada,20 - 24 years,Married (including SRDP),0
2016,Nevada,20 - 24 years,Widowed,0
2016,Nevada,20 - 24 years,Divorced,0
2016,Nevada,20 - 24 years,Never Married,6
2016,Nevada,20 - 24 years,Unknown,0
2016,Nevada,25 - 29 years,Married (including SRDP),6
2016,Nevada,25 - 29 years,Widowed,0
2016,Nevada,25 - 29 years,Divorced,0
2016,Nevada,25 - 29 years,Never Married,6
2016,Nevada,25 - 29 years,Unknown,0
2016,Nevada,30 - 34 years,Married (including SRDP),6
2016,Nevada,30 - 34 years,Widowed,0
2016,Nevada,30 - 34 years,Divorced,6
2016,Nevada,30 - 34 years,Never Married,6
2016,Nevada,30 - 34 years,Unknown,6
2016,Nevada,35 - 39 years,Married (including SRDP),6
2016,Nevada,35 - 39 years,Widowed,0
2016,Nevada,35 - 39 years,Divorced,6
2016,Nevada,35 - 39 years,Never Married,6
2016,Nevada,35 - 39 years,Unknown,0
2016,Nevada,40 - 44 years,Married (including SRDP),6
2016,Nevada,40 - 44 years,Widowed,0
2016,Nevada,40 - 44 years,Divorced,6
2016,Nevada,40 - 44 years,Never Married,6
2016,Nevada,40 - 44 years,Unknown,0
2016,Nevada,45 - 49 years,Married (including SRDP),6
2016,Nevada,45 - 49 years,Widowed,6
2016,Nevada,45 - 49 years,Divorced,6
2016,Nevada,45 - 49 years,Never Married,6
2016,Nevada,45 - 49 years,Unknown,0
2016,Nevada,50 - 54 years,Married (including SRDP),14
2016,Nevada,50 - 54 years,Widowed,6
2016,Nevada,50 - 54 years,Divorced,6
2016,Nevada,50 - 54 years,Never Married,6
2016,Nevada,50 - 54 years,Unknown,6
2016,Nevada,55 - 59 years,Married (including SRDP),23
2016,Nevada,55 - 59 years,Widowed,6
2016,Nevada,55 - 59 years,Divorced,6
2016,Nevada,55 - 59 years,Never Married,6
2016,Nevada,55 - 59 years,Unknown,6
2016,Nevada,60 - 64 years,Married (including SRDP),14
2016,Nevada,60 - 64 years,Widowed,6
2016,Nevada,60 - 64 years,Divorced,29
2016,Nevada,60 - 64 years,Never Married,6
2016,Nevada,60 - 64 years,Unknown,0
2016,Nevada,65 - 69 years,Married (including SRDP),61
2016,Nevada,65 - 69 years,Widowed,6
2016,Nevada,65 - 69 years,Divorced,35
2016,Nevada,65 - 69 years,Never Married,6
2016,Nevada,65 - 69 years,Unknown,6
2016,Nevada,70 - 74 years,Married (including SRDP),46
2016,Nevada,70 - 74 years,Widowed,12
2016,Nevada,70 - 74 years,Divorced,24
2016,Nevada,70 - 74 years,Never Married,6
2016,Nevada,70 - 74 years,Unknown,6
2016,Nevada,75 - 79 years,Married (including SRDP),68
2016,Nevada,75 - 79 years,Widowed,29
2016,Nevada,75 - 79 years,Divorced,21
2016,Nevada,75 - 79 years,Never Married,6
2016,Nevada,75 - 79 years,Unknown,0
2016,Nevada,80 - 84 years,Married (including SRDP),61
2016,Nevada,80 - 84 years,Widowed,54
2016,Nevada,80 - 84 years,Divorced,22
2016,Nevada,80 - 84 years,Never Married,6
2016,Nevada,80 - 84 years,Unknown,6
2016,Nevada,85 - 89 years,Married (including SRDP),59
2016,Nevada,85 - 89 years,Widowed,70
2016,Nevada,85 - 89 years,Divorced,15
2016,Nevada,85 - 89 years,Never Married,6
2016,Nevada,85 - 89 years,Unknown,0
2016,Nevada,90 - 94 years,Married (including SRDP),33
2016,Nevada,90 - 94 years,Widowed,117
2016,Nevada,90 - 94 years,Divorced,12
2016,Nevada,90 - 94 years,Never Married,6
2016,Nevada,90 - 94 years,Unknown,0
2016,Nevada,95 - 99 years,Married (including SRDP),12
2016,Nevada,95 - 99 years,Widowed,73
2016,Nevada,95 - 99 years,Divorced,6
2016,Nevada,95 - 99 years,Never Married,6
2016,Nevada,95 - 99 years,Unknown,0
2016,Nevada,100 years and over,Married (including SRDP),0
2016,Nevada,100 years and over,Widowed,6
2016,Nevada,100 years and over,Divorced,6
2016,Nevada,100 years and over,Never Married,6
2016,Nevada,100 years and over,Unknown,0
2016,Orange,Less than 1 year,Married (including SRDP),0
2016,Orange,Less than 1 year,Widowed,0
2016,Orange,Less than 1 year,Divorced,0
2016,Orange,Less than 1 year,Never Married,115
2016,Orange,Less than 1 year,Unknown,0
2016,Orange,1 - 4 years,Married (including SRDP),0
2016,Orange,1 - 4 years,Widowed,0
2016,Orange,1 - 4 years,Divorced,0
2016,Orange,1 - 4 years,Never Married,26
2016,Orange,1 - 4 years,Unknown,0
2016,Orange,5 - 9 years,Married (including SRDP),0
2016,Orange,5 - 9 years,Widowed,0
2016,Orange,5 - 9 years,Divorced,0
2016,Orange,5 - 9 years,Never Married,23
2016,Orange,5 - 9 years,Unknown,0
2016,Orange,10 - 14 years,Married (including SRDP),0
2016,Orange,10 - 14 years,Widowed,0
2016,Orange,10 - 14 years,Divorced,0
2016,Orange,10 - 14 years,Never Married,22
2016,Orange,10 - 14 years,Unknown,0
2016,Orange,15 - 19 years,Married (including SRDP),6
2016,Orange,15 - 19 years,Widowed,0
2016,Orange,15 - 19 years,Divorced,0
2016,Orange,15 - 19 years,Never Married,83
2016,Orange,15 - 19 years,Unknown,0
2016,Orange,20 - 24 years,Married (including SRDP),6
2016,Orange,20 - 24 years,Widowed,6
2016,Orange,20 - 24 years,Divorced,6
2016,Orange,20 - 24 years,Never Married,129
2016,Orange,20 - 24 years,Unknown,0
2016,Orange,25 - 29 years,Married (including SRDP),16
2016,Orange,25 - 29 years,Widowed,0
2016,Orange,25 - 29 years,Divorced,6
2016,Orange,25 - 29 years,Never Married,125
2016,Orange,25 - 29 years,Unknown,0
2016,Orange,30 - 34 years,Married (including SRDP),33
2016,Orange,30 - 34 years,Widowed,6
2016,Orange,30 - 34 years,Divorced,6
2016,Orange,30 - 34 years,Never Married,116
2016,Orange,30 - 34 years,Unknown,6
2016,Orange,35 - 39 years,Married (including SRDP),56
2016,Orange,35 - 39 years,Widowed,6
2016,Orange,35 - 39 years,Divorced,25
2016,Orange,35 - 39 years,Never Married,101
2016,Orange,35 - 39 years,Unknown,0
2016,Orange,40 - 44 years,Married (including SRDP),97
2016,Orange,40 - 44 years,Widowed,6
2016,Orange,40 - 44 years,Divorced,51
2016,Orange,40 - 44 years,Never Married,105
2016,Orange,40 - 44 years,Unknown,6
2016,Orange,45 - 49 years,Married (including SRDP),200
2016,Orange,45 - 49 years,Widowed,6
2016,Orange,45 - 49 years,Divorced,84
2016,Orange,45 - 49 years,Never Married,139
2016,Orange,45 - 49 years,Unknown,6
2016,Orange,50 - 54 years,Married (including SRDP),292
2016,Orange,50 - 54 years,Widowed,14
2016,Orange,50 - 54 years,Divorced,137
2016,Orange,50 - 54 years,Never Married,190
2016,Orange,50 - 54 years,Unknown,11
2016,Orange,55 - 59 years,Married (including SRDP),452
2016,Orange,55 - 59 years,Widowed,45
2016,Orange,55 - 59 years,Divorced,248
2016,Orange,55 - 59 years,Never Married,240
2016,Orange,55 - 59 years,Unknown,16
2016,Orange,60 - 64 years,Married (including SRDP),567
2016,Orange,60 - 64 years,Widowed,80
2016,Orange,60 - 64 years,Divorced,331
2016,Orange,60 - 64 years,Never Married,203
2016,Orange,60 - 64 years,Unknown,23
2016,Orange,65 - 69 years,Married (including SRDP),719
2016,Orange,65 - 69 years,Widowed,154
2016,Orange,65 - 69 years,Divorced,372
2016,Orange,65 - 69 years,Never Married,178
2016,Orange,65 - 69 years,Unknown,23
2016,Orange,70 - 74 years,Married (including SRDP),912
2016,Orange,70 - 74 years,Widowed,244
2016,Orange,70 - 74 years,Divorced,328
2016,Orange,70 - 74 years,Never Married,110
2016,Orange,70 - 74 years,Unknown,21
2016,Orange,75 - 79 years,Married (including SRDP),1044
2016,Orange,75 - 79 years,Widowed,478
2016,Orange,75 - 79 years,Divorced,389
2016,Orange,75 - 79 years,Never Married,88
2016,Orange,75 - 79 years,Unknown,13
2016,Orange,80 - 84 years,Married (including SRDP),1151
2016,Orange,80 - 84 years,Widowed,908
2016,Orange,80 - 84 years,Divorced,375
2016,Orange,80 - 84 years,Never Married,89
2016,Orange,80 - 84 years,Unknown,6
2016,Orange,85 - 89 years,Married (including SRDP),1071
2016,Orange,85 - 89 years,Widowed,1625
2016,Orange,85 - 89 years,Divorced,351
2016,Orange,85 - 89 years,Never Married,93
2016,Orange,85 - 89 years,Unknown,6
2016,Orange,90 - 94 years,Married (including SRDP),662
2016,Orange,90 - 94 years,Widowed,1896
2016,Orange,90 - 94 years,Divorced,226
2016,Orange,90 - 94 years,Never Married,74
2016,Orange,90 - 94 years,Unknown,6
2016,Orange,95 - 99 years,Married (including SRDP),152
2016,Orange,95 - 99 years,Widowed,982
2016,Orange,95 - 99 years,Divorced,70
2016,Orange,95 - 99 years,Never Married,39
2016,Orange,95 - 99 years,Unknown,6
2016,Orange,100 years and over,Married (including SRDP),6
2016,Orange,100 years and over,Widowed,225
2016,Orange,100 years and over,Divorced,18
2016,Orange,100 years and over,Never Married,6
2016,Orange,100 years and over,Unknown,0
2016,Placer,Less than 1 year,Married (including SRDP),0
2016,Placer,Less than 1 year,Widowed,0
2016,Placer,Less than 1 year,Divorced,0
2016,Placer,Less than 1 year,Never Married,11
2016,Placer,Less than 1 year,Unknown,0
2016,Placer,1 - 4 years,Married (including SRDP),0
2016,Placer,1 - 4 years,Widowed,0
2016,Placer,1 - 4 years,Divorced,0
2016,Placer,1 - 4 years,Never Married,6
2016,Placer,1 - 4 years,Unknown,0
2016,Placer,5 - 9 years,Married (including SRDP),0
2016,Placer,5 - 9 years,Widowed,0
2016,Placer,5 - 9 years,Divorced,0
2016,Placer,5 - 9 years,Never Married,6
2016,Placer,5 - 9 years,Unknown,0
2016,Placer,10 - 14 years,Married (including SRDP),0
2016,Placer,10 - 14 years,Widowed,0
2016,Placer,10 - 14 years,Divorced,0
2016,Placer,10 - 14 years,Never Married,6
2016,Placer,10 - 14 years,Unknown,0
2016,Placer,15 - 19 years,Married (including SRDP),0
2016,Placer,15 - 19 years,Widowed,0
2016,Placer,15 - 19 years,Divorced,0
2016,Placer,15 - 19 years,Never Married,13
2016,Placer,15 - 19 years,Unknown,0
2016,Placer,20 - 24 years,Married (including SRDP),0
2016,Placer,20 - 24 years,Widowed,0
2016,Placer,20 - 24 years,Divorced,0
2016,Placer,20 - 24 years,Never Married,12
2016,Placer,20 - 24 years,Unknown,0
2016,Placer,25 - 29 years,Married (including SRDP),6
2016,Placer,25 - 29 years,Widowed,0
2016,Placer,25 - 29 years,Divorced,6
2016,Placer,25 - 29 years,Never Married,13
2016,Placer,25 - 29 years,Unknown,0
2016,Placer,30 - 34 years,Married (including SRDP),6
2016,Placer,30 - 34 years,Widowed,0
2016,Placer,30 - 34 years,Divorced,6
2016,Placer,30 - 34 years,Never Married,14
2016,Placer,30 - 34 years,Unknown,0
2016,Placer,35 - 39 years,Married (including SRDP),6
2016,Placer,35 - 39 years,Widowed,0
2016,Placer,35 - 39 years,Divorced,6
2016,Placer,35 - 39 years,Never Married,6
2016,Placer,35 - 39 years,Unknown,0
2016,Placer,40 - 44 years,Married (including SRDP),11
2016,Placer,40 - 44 years,Widowed,6
2016,Placer,40 - 44 years,Divorced,6
2016,Placer,40 - 44 years,Never Married,6
2016,Placer,40 - 44 years,Unknown,0
2016,Placer,45 - 49 years,Married (including SRDP),31
2016,Placer,45 - 49 years,Widowed,0
2016,Placer,45 - 49 years,Divorced,13
2016,Placer,45 - 49 years,Never Married,19
2016,Placer,45 - 49 years,Unknown,0
2016,Placer,50 - 54 years,Married (including SRDP),38
2016,Placer,50 - 54 years,Widowed,6
2016,Placer,50 - 54 years,Divorced,30
2016,Placer,50 - 54 years,Never Married,19
2016,Placer,50 - 54 years,Unknown,0
2016,Placer,55 - 59 years,Married (including SRDP),50
2016,Placer,55 - 59 years,Widowed,6
2016,Placer,55 - 59 years,Divorced,41
2016,Placer,55 - 59 years,Never Married,17
2016,Placer,55 - 59 years,Unknown,6
2016,Placer,60 - 64 years,Married (including SRDP),90
2016,Placer,60 - 64 years,Widowed,6
2016,Placer,60 - 64 years,Divorced,56
2016,Placer,60 - 64 years,Never Married,26
2016,Placer,60 - 64 years,Unknown,6
2016,Placer,65 - 69 years,Married (including SRDP),124
2016,Placer,65 - 69 years,Widowed,30
2016,Placer,65 - 69 years,Divorced,78
2016,Placer,65 - 69 years,Never Married,27
2016,Placer,65 - 69 years,Unknown,6
2016,Placer,70 - 74 years,Married (including SRDP),181
2016,Placer,70 - 74 years,Widowed,52
2016,Placer,70 - 74 years,Divorced,67
2016,Placer,70 - 74 years,Never Married,13
2016,Placer,70 - 74 years,Unknown,6
2016,Placer,75 - 79 years,Married (including SRDP),195
2016,Placer,75 - 79 years,Widowed,82
2016,Placer,75 - 79 years,Divorced,70
2016,Placer,75 - 79 years,Never Married,6
2016,Placer,75 - 79 years,Unknown,6
2016,Placer,80 - 84 years,Married (including SRDP),206
2016,Placer,80 - 84 years,Widowed,165
2016,Placer,80 - 84 years,Divorced,70
2016,Placer,80 - 84 years,Never Married,6
2016,Placer,80 - 84 years,Unknown,6
2016,Placer,85 - 89 years,Married (including SRDP),197
2016,Placer,85 - 89 years,Widowed,278
2016,Placer,85 - 89 years,Divorced,52
2016,Placer,85 - 89 years,Never Married,11
2016,Placer,85 - 89 years,Unknown,0
2016,Placer,90 - 94 years,Married (including SRDP),111
2016,Placer,90 - 94 years,Widowed,287
2016,Placer,90 - 94 years,Divorced,26
2016,Placer,90 - 94 years,Never Married,6
2016,Placer,90 - 94 years,Unknown,0
2016,Placer,95 - 99 years,Married (including SRDP),29
2016,Placer,95 - 99 years,Widowed,153
2016,Placer,95 - 99 years,Divorced,14
2016,Placer,95 - 99 years,Never Married,6
2016,Placer,95 - 99 years,Unknown,6
2016,Placer,100 years and over,Married (including SRDP),6
2016,Placer,100 years and over,Widowed,41
2016,Placer,100 years and over,Divorced,6
2016,Placer,100 years and over,Never Married,0
2016,Placer,100 years and over,Unknown,0
2016,Plumas,Less than 1 year,Married (including SRDP),0
2016,Plumas,Less than 1 year,Widowed,0
2016,Plumas,Less than 1 year,Divorced,0
2016,Plumas,Less than 1 year,Never Married,6
2016,Plumas,Less than 1 year,Unknown,0
2016,Plumas,1 - 4 years,Married (including SRDP),0
2016,Plumas,1 - 4 years,Widowed,0
2016,Plumas,1 - 4 years,Divorced,0
2016,Plumas,1 - 4 years,Never Married,0
2016,Plumas,1 - 4 years,Unknown,0
2016,Plumas,5 - 9 years,Married (including SRDP),0
2016,Plumas,5 - 9 years,Widowed,0
2016,Plumas,5 - 9 years,Divorced,0
2016,Plumas,5 - 9 years,Never Married,0
2016,Plumas,5 - 9 years,Unknown,0
2016,Plumas,10 - 14 years,Married (including SRDP),0
2016,Plumas,10 - 14 years,Widowed,0
2016,Plumas,10 - 14 years,Divorced,0
2016,Plumas,10 - 14 years,Never Married,0
2016,Plumas,10 - 14 years,Unknown,0
2016,Plumas,15 - 19 years,Married (including SRDP),0
2016,Plumas,15 - 19 years,Widowed,0
2016,Plumas,15 - 19 years,Divorced,0
2016,Plumas,15 - 19 years,Never Married,6
2016,Plumas,15 - 19 years,Unknown,0
2016,Plumas,20 - 24 years,Married (including SRDP),0
2016,Plumas,20 - 24 years,Widowed,0
2016,Plumas,20 - 24 years,Divorced,0
2016,Plumas,20 - 24 years,Never Married,6
2016,Plumas,20 - 24 years,Unknown,0
2016,Plumas,25 - 29 years,Married (including SRDP),0
2016,Plumas,25 - 29 years,Widowed,0
2016,Plumas,25 - 29 years,Divorced,0
2016,Plumas,25 - 29 years,Never Married,0
2016,Plumas,25 - 29 years,Unknown,0
2016,Plumas,30 - 34 years,Married (including SRDP),0
2016,Plumas,30 - 34 years,Widowed,0
2016,Plumas,30 - 34 years,Divorced,0
2016,Plumas,30 - 34 years,Never Married,0
2016,Plumas,30 - 34 years,Unknown,0
2016,Plumas,35 - 39 years,Married (including SRDP),6
2016,Plumas,35 - 39 years,Widowed,0
2016,Plumas,35 - 39 years,Divorced,6
2016,Plumas,35 - 39 years,Never Married,0
2016,Plumas,35 - 39 years,Unknown,0
2016,Plumas,40 - 44 years,Married (including SRDP),6
2016,Plumas,40 - 44 years,Widowed,0
2016,Plumas,40 - 44 years,Divorced,6
2016,Plumas,40 - 44 years,Never Married,6
2016,Plumas,40 - 44 years,Unknown,0
2016,Plumas,45 - 49 years,Married (including SRDP),6
2016,Plumas,45 - 49 years,Widowed,0
2016,Plumas,45 - 49 years,Divorced,6
2016,Plumas,45 - 49 years,Never Married,6
2016,Plumas,45 - 49 years,Unknown,0
2016,Plumas,50 - 54 years,Married (including SRDP),6
2016,Plumas,50 - 54 years,Widowed,0
2016,Plumas,50 - 54 years,Divorced,6
2016,Plumas,50 - 54 years,Never Married,0
2016,Plumas,50 - 54 years,Unknown,0
2016,Plumas,55 - 59 years,Married (including SRDP),6
2016,Plumas,55 - 59 years,Widowed,0
2016,Plumas,55 - 59 years,Divorced,6
2016,Plumas,55 - 59 years,Never Married,6
2016,Plumas,55 - 59 years,Unknown,0
2016,Plumas,60 - 64 years,Married (including SRDP),6
2016,Plumas,60 - 64 years,Widowed,6
2016,Plumas,60 - 64 years,Divorced,6
2016,Plumas,60 - 64 years,Never Married,6
2016,Plumas,60 - 64 years,Unknown,0
2016,Plumas,65 - 69 years,Married (including SRDP),6
2016,Plumas,65 - 69 years,Widowed,6
2016,Plumas,65 - 69 years,Divorced,6
2016,Plumas,65 - 69 years,Never Married,6
2016,Plumas,65 - 69 years,Unknown,0
2016,Plumas,70 - 74 years,Married (including SRDP),13
2016,Plumas,70 - 74 years,Widowed,6
2016,Plumas,70 - 74 years,Divorced,6
2016,Plumas,70 - 74 years,Never Married,0
2016,Plumas,70 - 74 years,Unknown,0
2016,Plumas,75 - 79 years,Married (including SRDP),18
2016,Plumas,75 - 79 years,Widowed,6
2016,Plumas,75 - 79 years,Divorced,6
2016,Plumas,75 - 79 years,Never Married,6
2016,Plumas,75 - 79 years,Unknown,0
2016,Plumas,80 - 84 years,Married (including SRDP),15
2016,Plumas,80 - 84 years,Widowed,6
2016,Plumas,80 - 84 years,Divorced,6
2016,Plumas,80 - 84 years,Never Married,0
2016,Plumas,80 - 84 years,Unknown,0
2016,Plumas,85 - 89 years,Married (including SRDP),6
2016,Plumas,85 - 89 years,Widowed,13
2016,Plumas,85 - 89 years,Divorced,6
2016,Plumas,85 - 89 years,Never Married,0
2016,Plumas,85 - 89 years,Unknown,6
2016,Plumas,90 - 94 years,Married (including SRDP),6
2016,Plumas,90 - 94 years,Widowed,13
2016,Plumas,90 - 94 years,Divorced,6
2016,Plumas,90 - 94 years,Never Married,0
2016,Plumas,90 - 94 years,Unknown,0
2016,Plumas,95 - 99 years,Married (including SRDP),6
2016,Plumas,95 - 99 years,Widowed,12
2016,Plumas,95 - 99 years,Divorced,0
2016,Plumas,95 - 99 years,Never Married,0
2016,Plumas,95 - 99 years,Unknown,0
2016,Plumas,100 years and over,Married (including SRDP),0
2016,Plumas,100 years and over,Widowed,6
2016,Plumas,100 years and over,Divorced,0
2016,Plumas,100 years and over,Never Married,0
2016,Plumas,100 years and over,Unknown,0
2016,Riverside,Less than 1 year,Married (including SRDP),0
2016,Riverside,Less than 1 year,Widowed,0
2016,Riverside,Less than 1 year,Divorced,0
2016,Riverside,Less than 1 year,Never Married,143
2016,Riverside,Less than 1 year,Unknown,0
2016,Riverside,1 - 4 years,Married (including SRDP),0
2016,Riverside,1 - 4 years,Widowed,0
2016,Riverside,1 - 4 years,Divorced,0
2016,Riverside,1 - 4 years,Never Married,30
2016,Riverside,1 - 4 years,Unknown,0
2016,Riverside,5 - 9 years,Married (including SRDP),0
2016,Riverside,5 - 9 years,Widowed,0
2016,Riverside,5 - 9 years,Divorced,0
2016,Riverside,5 - 9 years,Never Married,24
2016,Riverside,5 - 9 years,Unknown,0
2016,Riverside,10 - 14 years,Married (including SRDP),0
2016,Riverside,10 - 14 years,Widowed,0
2016,Riverside,10 - 14 years,Divorced,0
2016,Riverside,10 - 14 years,Never Married,15
2016,Riverside,10 - 14 years,Unknown,0
2016,Riverside,15 - 19 years,Married (including SRDP),0
2016,Riverside,15 - 19 years,Widowed,0
2016,Riverside,15 - 19 years,Divorced,0
2016,Riverside,15 - 19 years,Never Married,68
2016,Riverside,15 - 19 years,Unknown,0
2016,Riverside,20 - 24 years,Married (including SRDP),6
2016,Riverside,20 - 24 years,Widowed,0
2016,Riverside,20 - 24 years,Divorced,0
2016,Riverside,20 - 24 years,Never Married,120
2016,Riverside,20 - 24 years,Unknown,6
2016,Riverside,25 - 29 years,Married (including SRDP),17
2016,Riverside,25 - 29 years,Widowed,0
2016,Riverside,25 - 29 years,Divorced,11
2016,Riverside,25 - 29 years,Never Married,123
2016,Riverside,25 - 29 years,Unknown,6
2016,Riverside,30 - 34 years,Married (including SRDP),46
2016,Riverside,30 - 34 years,Widowed,0
2016,Riverside,30 - 34 years,Divorced,15
2016,Riverside,30 - 34 years,Never Married,120
2016,Riverside,30 - 34 years,Unknown,6
2016,Riverside,35 - 39 years,Married (including SRDP),63
2016,Riverside,35 - 39 years,Widowed,0
2016,Riverside,35 - 39 years,Divorced,29
2016,Riverside,35 - 39 years,Never Married,108
2016,Riverside,35 - 39 years,Unknown,6
2016,Riverside,40 - 44 years,Married (including SRDP),103
2016,Riverside,40 - 44 years,Widowed,6
2016,Riverside,40 - 44 years,Divorced,46
2016,Riverside,40 - 44 years,Never Married,83
2016,Riverside,40 - 44 years,Unknown,0
2016,Riverside,45 - 49 years,Married (including SRDP),184
2016,Riverside,45 - 49 years,Widowed,11
2016,Riverside,45 - 49 years,Divorced,86
2016,Riverside,45 - 49 years,Never Married,118
2016,Riverside,45 - 49 years,Unknown,6
2016,Riverside,50 - 54 years,Married (including SRDP),302
2016,Riverside,50 - 54 years,Widowed,28
2016,Riverside,50 - 54 years,Divorced,139
2016,Riverside,50 - 54 years,Never Married,169
2016,Riverside,50 - 54 years,Unknown,6
2016,Riverside,55 - 59 years,Married (including SRDP),432
2016,Riverside,55 - 59 years,Widowed,60
2016,Riverside,55 - 59 years,Divorced,246
2016,Riverside,55 - 59 years,Never Married,169
2016,Riverside,55 - 59 years,Unknown,17
2016,Riverside,60 - 64 years,Married (including SRDP),589
2016,Riverside,60 - 64 years,Widowed,94
2016,Riverside,60 - 64 years,Divorced,319
2016,Riverside,60 - 64 years,Never Married,199
2016,Riverside,60 - 64 years,Unknown,21
2016,Riverside,65 - 69 years,Married (including SRDP),656
2016,Riverside,65 - 69 years,Widowed,165
2016,Riverside,65 - 69 years,Divorced,354
2016,Riverside,65 - 69 years,Never Married,129
2016,Riverside,65 - 69 years,Unknown,20
2016,Riverside,70 - 74 years,Married (including SRDP),841
2016,Riverside,70 - 74 years,Widowed,275
2016,Riverside,70 - 74 years,Divorced,391
2016,Riverside,70 - 74 years,Never Married,98
2016,Riverside,70 - 74 years,Unknown,18
2016,Riverside,75 - 79 years,Married (including SRDP),914
2016,Riverside,75 - 79 years,Widowed,548
2016,Riverside,75 - 79 years,Divorced,310
2016,Riverside,75 - 79 years,Never Married,104
2016,Riverside,75 - 79 years,Unknown,11
2016,Riverside,80 - 84 years,Married (including SRDP),915
2016,Riverside,80 - 84 years,Widowed,748
2016,Riverside,80 - 84 years,Divorced,303
2016,Riverside,80 - 84 years,Never Married,71
2016,Riverside,80 - 84 years,Unknown,6
2016,Riverside,85 - 89 years,Married (including SRDP),775
2016,Riverside,85 - 89 years,Widowed,1230
2016,Riverside,85 - 89 years,Divorced,256
2016,Riverside,85 - 89 years,Never Married,73
2016,Riverside,85 - 89 years,Unknown,6
2016,Riverside,90 - 94 years,Married (including SRDP),423
2016,Riverside,90 - 94 years,Widowed,1165
2016,Riverside,90 - 94 years,Divorced,131
2016,Riverside,90 - 94 years,Never Married,43
2016,Riverside,90 - 94 years,Unknown,6
2016,Riverside,95 - 99 years,Married (including SRDP),94
2016,Riverside,95 - 99 years,Widowed,565
2016,Riverside,95 - 99 years,Divorced,45
2016,Riverside,95 - 99 years,Never Married,21
2016,Riverside,95 - 99 years,Unknown,0
2016,Riverside,100 years and over,Married (including SRDP),6
2016,Riverside,100 years and over,Widowed,111
2016,Riverside,100 years and over,Divorced,6
2016,Riverside,100 years and over,Never Married,6
2016,Riverside,100 years and over,Unknown,0
2016,Sacramento,Less than 1 year,Married (including SRDP),0
2016,Sacramento,Less than 1 year,Widowed,0
2016,Sacramento,Less than 1 year,Divorced,0
2016,Sacramento,Less than 1 year,Never Married,93
2016,Sacramento,Less than 1 year,Unknown,6
2016,Sacramento,1 - 4 years,Married (including SRDP),0
2016,Sacramento,1 - 4 years,Widowed,0
2016,Sacramento,1 - 4 years,Divorced,0
2016,Sacramento,1 - 4 years,Never Married,24
2016,Sacramento,1 - 4 years,Unknown,0
2016,Sacramento,5 - 9 years,Married (including SRDP),0
2016,Sacramento,5 - 9 years,Widowed,0
2016,Sacramento,5 - 9 years,Divorced,0
2016,Sacramento,5 - 9 years,Never Married,6
2016,Sacramento,5 - 9 years,Unknown,0
2016,Sacramento,10 - 14 years,Married (including SRDP),0
2016,Sacramento,10 - 14 years,Widowed,0
2016,Sacramento,10 - 14 years,Divorced,0
2016,Sacramento,10 - 14 years,Never Married,19
2016,Sacramento,10 - 14 years,Unknown,0
2016,Sacramento,15 - 19 years,Married (including SRDP),0
2016,Sacramento,15 - 19 years,Widowed,0
2016,Sacramento,15 - 19 years,Divorced,0
2016,Sacramento,15 - 19 years,Never Married,45
2016,Sacramento,15 - 19 years,Unknown,0
2016,Sacramento,20 - 24 years,Married (including SRDP),6
2016,Sacramento,20 - 24 years,Widowed,0
2016,Sacramento,20 - 24 years,Divorced,0
2016,Sacramento,20 - 24 years,Never Married,75
2016,Sacramento,20 - 24 years,Unknown,0
2016,Sacramento,25 - 29 years,Married (including SRDP),26
2016,Sacramento,25 - 29 years,Widowed,0
2016,Sacramento,25 - 29 years,Divorced,6
2016,Sacramento,25 - 29 years,Never Married,102
2016,Sacramento,25 - 29 years,Unknown,0
2016,Sacramento,30 - 34 years,Married (including SRDP),32
2016,Sacramento,30 - 34 years,Widowed,0
2016,Sacramento,30 - 34 years,Divorced,6
2016,Sacramento,30 - 34 years,Never Married,89
2016,Sacramento,30 - 34 years,Unknown,6
2016,Sacramento,35 - 39 years,Married (including SRDP),51
2016,Sacramento,35 - 39 years,Widowed,6
2016,Sacramento,35 - 39 years,Divorced,17
2016,Sacramento,35 - 39 years,Never Married,70
2016,Sacramento,35 - 39 years,Unknown,0
2016,Sacramento,40 - 44 years,Married (including SRDP),60
