Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital
2020,Los Angeles,Less than 1 year,Unknown,0
2020,Los Angeles,1 - 4 years,Married (including SRDP),0
2020,Los Angeles,1 - 4 years,Widowed,0
2020,Los Angeles,1 - 4 years,Divorced,0
2020,Los Angeles,1 - 4 years,Never Married,68
2020,Los Angeles,1 - 4 years,Unknown,0
2020,Los Angeles,5 - 9 years,Married (including SRDP),0
2020,Los Angeles,5 - 9 years,Widowed,0
2020,Los Angeles,5 - 9 years,Divorced,0
2020,Los Angeles,5 - 9 years,Never Married,40
2020,Los Angeles,5 - 9 years,Unknown,0
2020,Los Angeles,10 - 14 years,Married (including SRDP),0
2020,Los Angeles,10 - 14 years,Widowed,0
2020,Los Angeles,10 - 14 years,Divorced,0
2020,Los Angeles,10 - 14 years,Never Married,72
2020,Los Angeles,10 - 14 years,Unknown,0
2020,Los Angeles,15 - 19 years,Married (including SRDP),0
2020,Los Angeles,15 - 19 years,Widowed,0
2020,Los Angeles,15 - 19 years,Divorced,0
2020,Los Angeles,15 - 19 years,Never Married,284
2020,Los Angeles,15 - 19 years,Unknown,0
2020,Los Angeles,20 - 24 years,Married (including SRDP),6
2020,Los Angeles,20 - 24 years,Widowed,0
2020,Los Angeles,20 - 24 years,Divorced,6
2020,Los Angeles,20 - 24 years,Never Married,598
2020,Los Angeles,20 - 24 years,Unknown,6
2020,Los Angeles,25 - 29 years,Married (including SRDP),66
2020,Los Angeles,25 - 29 years,Widowed,6
2020,Los Angeles,25 - 29 years,Divorced,6
2020,Los Angeles,25 - 29 years,Never Married,781
2020,Los Angeles,25 - 29 years,Unknown,6
2020,Los Angeles,30 - 34 years,Married (including SRDP),183
2020,Los Angeles,30 - 34 years,Widowed,6
2020,Los Angeles,30 - 34 years,Divorced,42
2020,Los Angeles,30 - 34 years,Never Married,810
2020,Los Angeles,30 - 34 years,Unknown,12
2020,Los Angeles,35 - 39 years,Married (including SRDP),287
2020,Los Angeles,35 - 39 years,Widowed,11
2020,Los Angeles,35 - 39 years,Divorced,106
2020,Los Angeles,35 - 39 years,Never Married,749
2020,Los Angeles,35 - 39 years,Unknown,23
2020,Los Angeles,40 - 44 years,Married (including SRDP),477
2020,Los Angeles,40 - 44 years,Widowed,19
2020,Los Angeles,40 - 44 years,Divorced,168
2020,Los Angeles,40 - 44 years,Never Married,749
2020,Los Angeles,40 - 44 years,Unknown,26
2020,Los Angeles,45 - 49 years,Married (including SRDP),783
2020,Los Angeles,45 - 49 years,Widowed,29
2020,Los Angeles,45 - 49 years,Divorced,340
2020,Los Angeles,45 - 49 years,Never Married,910
2020,Los Angeles,45 - 49 years,Unknown,56
2020,Los Angeles,50 - 54 years,Married (including SRDP),1155
2020,Los Angeles,50 - 54 years,Widowed,78
2020,Los Angeles,50 - 54 years,Divorced,557
2020,Los Angeles,50 - 54 years,Never Married,1196
2020,Los Angeles,50 - 54 years,Unknown,101
2020,Los Angeles,55 - 59 years,Married (including SRDP),1865
2020,Los Angeles,55 - 59 years,Widowed,167
2020,Los Angeles,55 - 59 years,Divorced,843
2020,Los Angeles,55 - 59 years,Never Married,1510
2020,Los Angeles,55 - 59 years,Unknown,203
2020,Los Angeles,60 - 64 years,Married (including SRDP),2550
2020,Los Angeles,60 - 64 years,Widowed,402
2020,Los Angeles,60 - 64 years,Divorced,1228
2020,Los Angeles,60 - 64 years,Never Married,1646
2020,Los Angeles,60 - 64 years,Unknown,242
2020,Los Angeles,65 - 69 years,Married (including SRDP),3222
2020,Los Angeles,65 - 69 years,Widowed,768
2020,Los Angeles,65 - 69 years,Divorced,1470
2020,Los Angeles,65 - 69 years,Never Married,1446
2020,Los Angeles,65 - 69 years,Unknown,289
2020,Los Angeles,70 - 74 years,Married (including SRDP),3697
2020,Los Angeles,70 - 74 years,Widowed,1233
2020,Los Angeles,70 - 74 years,Divorced,1527
2020,Los Angeles,70 - 74 years,Never Married,1278
2020,Los Angeles,70 - 74 years,Unknown,257
2020,Los Angeles,75 - 79 years,Married (including SRDP),3758
2020,Los Angeles,75 - 79 years,Widowed,2002
2020,Los Angeles,75 - 79 years,Divorced,1614
2020,Los Angeles,75 - 79 years,Never Married,853
2020,Los Angeles,75 - 79 years,Unknown,195
2020,Los Angeles,80 - 84 years,Married (including SRDP),3802
2020,Los Angeles,80 - 84 years,Widowed,3323
2020,Los Angeles,80 - 84 years,Divorced,1599
2020,Los Angeles,80 - 84 years,Never Married,818
2020,Los Angeles,80 - 84 years,Unknown,151
2020,Los Angeles,85 - 89 years,Married (including SRDP),3400
2020,Los Angeles,85 - 89 years,Widowed,4946
2020,Los Angeles,85 - 89 years,Divorced,1235
2020,Los Angeles,85 - 89 years,Never Married,704
2020,Los Angeles,85 - 89 years,Unknown,118
2020,Los Angeles,90 - 94 years,Married (including SRDP),2133
2020,Los Angeles,90 - 94 years,Widowed,5770
2020,Los Angeles,90 - 94 years,Divorced,893
2020,Los Angeles,90 - 94 years,Never Married,475
2020,Los Angeles,90 - 94 years,Unknown,67
2020,Los Angeles,95 - 99 years,Married (including SRDP),739
2020,Los Angeles,95 - 99 years,Widowed,3572
2020,Los Angeles,95 - 99 years,Divorced,387
2020,Los Angeles,95 - 99 years,Never Married,247
2020,Los Angeles,95 - 99 years,Unknown,26
2020,Los Angeles,100 years and over,Married (including SRDP),73
2020,Los Angeles,100 years and over,Widowed,1040
2020,Los Angeles,100 years and over,Divorced,71
2020,Los Angeles,100 years and over,Never Married,50
2020,Los Angeles,100 years and over,Unknown,6
2020,Madera,Less than 1 year,Married (including SRDP),0
2020,Madera,Less than 1 year,Widowed,0
2020,Madera,Less than 1 year,Divorced,0
2020,Madera,Less than 1 year,Never Married,6
2020,Madera,Less than 1 year,Unknown,0
2020,Madera,1 - 4 years,Married (including SRDP),0
2020,Madera,1 - 4 years,Widowed,0
2020,Madera,1 - 4 years,Divorced,0
2020,Madera,1 - 4 years,Never Married,6
2020,Madera,1 - 4 years,Unknown,0
2020,Madera,5 - 9 years,Married (including SRDP),0
2020,Madera,5 - 9 years,Widowed,0
2020,Madera,5 - 9 years,Divorced,0
2020,Madera,5 - 9 years,Never Married,6
2020,Madera,5 - 9 years,Unknown,0
2020,Madera,10 - 14 years,Married (including SRDP),0
2020,Madera,10 - 14 years,Widowed,0
2020,Madera,10 - 14 years,Divorced,0
2020,Madera,10 - 14 years,Never Married,6
2020,Madera,10 - 14 years,Unknown,0
2020,Madera,15 - 19 years,Married (including SRDP),0
2020,Madera,15 - 19 years,Widowed,0
2020,Madera,15 - 19 years,Divorced,0
2020,Madera,15 - 19 years,Never Married,6
2020,Madera,15 - 19 years,Unknown,0
2020,Madera,20 - 24 years,Married (including SRDP),6
2020,Madera,20 - 24 years,Widowed,0
2020,Madera,20 - 24 years,Divorced,0
2020,Madera,20 - 24 years,Never Married,14
2020,Madera,20 - 24 years,Unknown,0
2020,Madera,25 - 29 years,Married (including SRDP),6
2020,Madera,25 - 29 years,Widowed,0
2020,Madera,25 - 29 years,Divorced,0
2020,Madera,25 - 29 years,Never Married,13
2020,Madera,25 - 29 years,Unknown,0
2020,Madera,30 - 34 years,Married (including SRDP),6
2020,Madera,30 - 34 years,Widowed,0
2020,Madera,30 - 34 years,Divorced,6
2020,Madera,30 - 34 years,Never Married,6
2020,Madera,30 - 34 years,Unknown,0
2020,Madera,35 - 39 years,Married (including SRDP),6
2020,Madera,35 - 39 years,Widowed,0
2020,Madera,35 - 39 years,Divorced,6
2020,Madera,35 - 39 years,Never Married,6
2020,Madera,35 - 39 years,Unknown,0
2020,Madera,40 - 44 years,Married (including SRDP),12
2020,Madera,40 - 44 years,Widowed,6
2020,Madera,40 - 44 years,Divorced,6
2020,Madera,40 - 44 years,Never Married,6
2020,Madera,40 - 44 years,Unknown,0
2020,Madera,45 - 49 years,Married (including SRDP),22
2020,Madera,45 - 49 years,Widowed,6
2020,Madera,45 - 49 years,Divorced,11
2020,Madera,45 - 49 years,Never Married,14
2020,Madera,45 - 49 years,Unknown,6
2020,Madera,50 - 54 years,Married (including SRDP),19
2020,Madera,50 - 54 years,Widowed,6
2020,Madera,50 - 54 years,Divorced,14
2020,Madera,50 - 54 years,Never Married,15
2020,Madera,50 - 54 years,Unknown,0
2020,Madera,55 - 59 years,Married (including SRDP),31
2020,Madera,55 - 59 years,Widowed,6
2020,Madera,55 - 59 years,Divorced,22
2020,Madera,55 - 59 years,Never Married,13
2020,Madera,55 - 59 years,Unknown,0
2020,Madera,60 - 64 years,Married (including SRDP),44
2020,Madera,60 - 64 years,Widowed,6
2020,Madera,60 - 64 years,Divorced,29
2020,Madera,60 - 64 years,Never Married,24
2020,Madera,60 - 64 years,Unknown,6
2020,Madera,65 - 69 years,Married (including SRDP),59
2020,Madera,65 - 69 years,Widowed,14
2020,Madera,65 - 69 years,Divorced,34
2020,Madera,65 - 69 years,Never Married,11
2020,Madera,65 - 69 years,Unknown,0
2020,Madera,70 - 74 years,Married (including SRDP),85
2020,Madera,70 - 74 years,Widowed,17
2020,Madera,70 - 74 years,Divorced,32
2020,Madera,70 - 74 years,Never Married,11
2020,Madera,70 - 74 years,Unknown,6
2020,Madera,75 - 79 years,Married (including SRDP),83
2020,Madera,75 - 79 years,Widowed,49
2020,Madera,75 - 79 years,Divorced,23
2020,Madera,75 - 79 years,Never Married,6
2020,Madera,75 - 79 years,Unknown,6
2020,Madera,80 - 84 years,Married (including SRDP),66
2020,Madera,80 - 84 years,Widowed,52
2020,Madera,80 - 84 years,Divorced,19
2020,Madera,80 - 84 years,Never Married,6
2020,Madera,80 - 84 years,Unknown,0
2020,Madera,85 - 89 years,Married (including SRDP),61
2020,Madera,85 - 89 years,Widowed,89
2020,Madera,85 - 89 years,Divorced,16
2020,Madera,85 - 89 years,Never Married,6
2020,Madera,85 - 89 years,Unknown,0
2020,Madera,90 - 94 years,Married (including SRDP),24
2020,Madera,90 - 94 years,Widowed,72
2020,Madera,90 - 94 years,Divorced,12
2020,Madera,90 - 94 years,Never Married,6
2020,Madera,90 - 94 years,Unknown,0
2020,Madera,95 - 99 years,Married (including SRDP),6
2020,Madera,95 - 99 years,Widowed,47
2020,Madera,95 - 99 years,Divorced,6
2020,Madera,95 - 99 years,Never Married,6
2020,Madera,95 - 99 years,Unknown,0
2020,Madera,100 years and over,Married (including SRDP),0
2020,Madera,100 years and over,Widowed,6
2020,Madera,100 years and over,Divorced,0
2020,Madera,100 years and over,Never Married,0
2020,Madera,100 years and over,Unknown,0
2020,Marin,Less than 1 year,Married (including SRDP),0
2020,Marin,Less than 1 year,Widowed,0
2020,Marin,Less than 1 year,Divorced,0
2020,Marin,Less than 1 year,Never Married,0
2020,Marin,Less than 1 year,Unknown,0
2020,Marin,1 - 4 years,Married (including SRDP),0
2020,Marin,1 - 4 years,Widowed,0
2020,Marin,1 - 4 years,Divorced,0
2020,Marin,1 - 4 years,Never Married,0
2020,Marin,1 - 4 years,Unknown,0
2020,Marin,5 - 9 years,Married (including SRDP),0
2020,Marin,5 - 9 years,Widowed,0
2020,Marin,5 - 9 years,Divorced,0
2020,Marin,5 - 9 years,Never Married,0
2020,Marin,5 - 9 years,Unknown,0
2020,Marin,10 - 14 years,Married (including SRDP),0
2020,Marin,10 - 14 years,Widowed,0
2020,Marin,10 - 14 years,Divorced,0
2020,Marin,10 - 14 years,Never Married,6
2020,Marin,10 - 14 years,Unknown,0
2020,Marin,15 - 19 years,Married (including SRDP),0
2020,Marin,15 - 19 years,Widowed,0
2020,Marin,15 - 19 years,Divorced,0
2020,Marin,15 - 19 years,Never Married,6
2020,Marin,15 - 19 years,Unknown,0
2020,Marin,20 - 24 years,Married (including SRDP),0
2020,Marin,20 - 24 years,Widowed,0
2020,Marin,20 - 24 years,Divorced,0
2020,Marin,20 - 24 years,Never Married,6
2020,Marin,20 - 24 years,Unknown,0
2020,Marin,25 - 29 years,Married (including SRDP),0
2020,Marin,25 - 29 years,Widowed,0
2020,Marin,25 - 29 years,Divorced,6
2020,Marin,25 - 29 years,Never Married,11
2020,Marin,25 - 29 years,Unknown,0
2020,Marin,30 - 34 years,Married (including SRDP),6
2020,Marin,30 - 34 years,Widowed,0
2020,Marin,30 - 34 years,Divorced,0
2020,Marin,30 - 34 years,Never Married,14
2020,Marin,30 - 34 years,Unknown,0
2020,Marin,35 - 39 years,Married (including SRDP),6
2020,Marin,35 - 39 years,Widowed,0
2020,Marin,35 - 39 years,Divorced,6
2020,Marin,35 - 39 years,Never Married,14
2020,Marin,35 - 39 years,Unknown,0
2020,Marin,40 - 44 years,Married (including SRDP),6
2020,Marin,40 - 44 years,Widowed,0
2020,Marin,40 - 44 years,Divorced,6
2020,Marin,40 - 44 years,Never Married,6
2020,Marin,40 - 44 years,Unknown,0
2020,Marin,45 - 49 years,Married (including SRDP),16
2020,Marin,45 - 49 years,Widowed,0
2020,Marin,45 - 49 years,Divorced,6
2020,Marin,45 - 49 years,Never Married,12
2020,Marin,45 - 49 years,Unknown,0
2020,Marin,50 - 54 years,Married (including SRDP),18
2020,Marin,50 - 54 years,Widowed,0
2020,Marin,50 - 54 years,Divorced,6
2020,Marin,50 - 54 years,Never Married,14
2020,Marin,50 - 54 years,Unknown,6
2020,Marin,55 - 59 years,Married (including SRDP),27
2020,Marin,55 - 59 years,Widowed,6
2020,Marin,55 - 59 years,Divorced,20
2020,Marin,55 - 59 years,Never Married,28
2020,Marin,55 - 59 years,Unknown,6
2020,Marin,60 - 64 years,Married (including SRDP),25
2020,Marin,60 - 64 years,Widowed,6
2020,Marin,60 - 64 years,Divorced,33
2020,Marin,60 - 64 years,Never Married,28
2020,Marin,60 - 64 years,Unknown,6
2020,Marin,65 - 69 years,Married (including SRDP),59
2020,Marin,65 - 69 years,Widowed,6
2020,Marin,65 - 69 years,Divorced,39
2020,Marin,65 - 69 years,Never Married,46
2020,Marin,65 - 69 years,Unknown,6
2020,Marin,70 - 74 years,Married (including SRDP),88
2020,Marin,70 - 74 years,Widowed,12
2020,Marin,70 - 74 years,Divorced,69
2020,Marin,70 - 74 years,Never Married,27
2020,Marin,70 - 74 years,Unknown,6
2020,Marin,75 - 79 years,Married (including SRDP),117
2020,Marin,75 - 79 years,Widowed,43
2020,Marin,75 - 79 years,Divorced,64
2020,Marin,75 - 79 years,Never Married,23
2020,Marin,75 - 79 years,Unknown,6
2020,Marin,80 - 84 years,Married (including SRDP),134
2020,Marin,80 - 84 years,Widowed,68
2020,Marin,80 - 84 years,Divorced,56
2020,Marin,80 - 84 years,Never Married,13
2020,Marin,80 - 84 years,Unknown,6
2020,Marin,85 - 89 years,Married (including SRDP),116
2020,Marin,85 - 89 years,Widowed,130
2020,Marin,85 - 89 years,Divorced,50
2020,Marin,85 - 89 years,Never Married,13
2020,Marin,85 - 89 years,Unknown,6
2020,Marin,90 - 94 years,Married (including SRDP),92
2020,Marin,90 - 94 years,Widowed,182
2020,Marin,90 - 94 years,Divorced,37
2020,Marin,90 - 94 years,Never Married,21
2020,Marin,90 - 94 years,Unknown,6
2020,Marin,95 - 99 years,Married (including SRDP),29
2020,Marin,95 - 99 years,Widowed,147
2020,Marin,95 - 99 years,Divorced,17
2020,Marin,95 - 99 years,Never Married,6
2020,Marin,95 - 99 years,Unknown,0
2020,Marin,100 years and over,Married (including SRDP),6
2020,Marin,100 years and over,Widowed,47
2020,Marin,100 years and over,Divorced,6
2020,Marin,100 years and over,Never Married,0
2020,Marin,100 years and over,Unknown,0
2020,Mariposa,Less than 1 year,Married (including SRDP),0
2020,Mariposa,Less than 1 year,Widowed,0
2020,Mariposa,Less than 1 year,Divorced,0
2020,Mariposa,Less than 1 year,Never Married,0
2020,Mariposa,Less than 1 year,Unknown,0
2020,Mariposa,1 - 4 years,Married (including SRDP),0
2020,Mariposa,1 - 4 years,Widowed,0
2020,Mariposa,1 - 4 years,Divorced,0
2020,Mariposa,1 - 4 years,Never Married,0
2020,Mariposa,1 - 4 years,Unknown,0
2020,Mariposa,5 - 9 years,Married (including SRDP),0
2020,Mariposa,5 - 9 years,Widowed,0
2020,Mariposa,5 - 9 years,Divorced,0
2020,Mariposa,5 - 9 years,Never Married,0
2020,Mariposa,5 - 9 years,Unknown,0
2020,Mariposa,10 - 14 years,Married (including SRDP),0
2020,Mariposa,10 - 14 years,Widowed,0
2020,Mariposa,10 - 14 years,Divorced,0
2020,Mariposa,10 - 14 years,Never Married,0
2020,Mariposa,10 - 14 years,Unknown,0
2020,Mariposa,15 - 19 years,Married (including SRDP),0
2020,Mariposa,15 - 19 years,Widowed,0
2020,Mariposa,15 - 19 years,Divorced,0
2020,Mariposa,15 - 19 years,Never Married,0
2020,Mariposa,15 - 19 years,Unknown,0
2020,Mariposa,20 - 24 years,Married (including SRDP),0
2020,Mariposa,20 - 24 years,Widowed,0
2020,Mariposa,20 - 24 years,Divorced,0
2020,Mariposa,20 - 24 years,Never Married,6
2020,Mariposa,20 - 24 years,Unknown,0
2020,Mariposa,25 - 29 years,Married (including SRDP),0
2020,Mariposa,25 - 29 years,Widowed,0
2020,Mariposa,25 - 29 years,Divorced,0
2020,Mariposa,25 - 29 years,Never Married,0
2020,Mariposa,25 - 29 years,Unknown,0
2020,Mariposa,30 - 34 years,Married (including SRDP),6
2020,Mariposa,30 - 34 years,Widowed,0
2020,Mariposa,30 - 34 years,Divorced,0
2020,Mariposa,30 - 34 years,Never Married,6
2020,Mariposa,30 - 34 years,Unknown,0
2020,Mariposa,35 - 39 years,Married (including SRDP),0
2020,Mariposa,35 - 39 years,Widowed,0
2020,Mariposa,35 - 39 years,Divorced,0
2020,Mariposa,35 - 39 years,Never Married,6
2020,Mariposa,35 - 39 years,Unknown,6
2020,Mariposa,40 - 44 years,Married (including SRDP),6
2020,Mariposa,40 - 44 years,Widowed,0
2020,Mariposa,40 - 44 years,Divorced,6
2020,Mariposa,40 - 44 years,Never Married,6
2020,Mariposa,40 - 44 years,Unknown,0
2020,Mariposa,45 - 49 years,Married (including SRDP),0
2020,Mariposa,45 - 49 years,Widowed,6
2020,Mariposa,45 - 49 years,Divorced,0
2020,Mariposa,45 - 49 years,Never Married,6
2020,Mariposa,45 - 49 years,Unknown,0
2020,Mariposa,50 - 54 years,Married (including SRDP),6
2020,Mariposa,50 - 54 years,Widowed,0
2020,Mariposa,50 - 54 years,Divorced,0
2020,Mariposa,50 - 54 years,Never Married,6
2020,Mariposa,50 - 54 years,Unknown,0
2020,Mariposa,55 - 59 years,Married (including SRDP),6
2020,Mariposa,55 - 59 years,Widowed,6
2020,Mariposa,55 - 59 years,Divorced,6
2020,Mariposa,55 - 59 years,Never Married,6
2020,Mariposa,55 - 59 years,Unknown,0
2020,Mariposa,60 - 64 years,Married (including SRDP),6
2020,Mariposa,60 - 64 years,Widowed,6
2020,Mariposa,60 - 64 years,Divorced,6
2020,Mariposa,60 - 64 years,Never Married,6
2020,Mariposa,60 - 64 years,Unknown,6
2020,Mariposa,65 - 69 years,Married (including SRDP),6
2020,Mariposa,65 - 69 years,Widowed,6
2020,Mariposa,65 - 69 years,Divorced,6
2020,Mariposa,65 - 69 years,Never Married,6
2020,Mariposa,65 - 69 years,Unknown,0
2020,Mariposa,70 - 74 years,Married (including SRDP),19
2020,Mariposa,70 - 74 years,Widowed,6
2020,Mariposa,70 - 74 years,Divorced,6
2020,Mariposa,70 - 74 years,Never Married,6
2020,Mariposa,70 - 74 years,Unknown,0
2020,Mariposa,75 - 79 years,Married (including SRDP),15
2020,Mariposa,75 - 79 years,Widowed,11
2020,Mariposa,75 - 79 years,Divorced,6
2020,Mariposa,75 - 79 years,Never Married,0
2020,Mariposa,75 - 79 years,Unknown,0
2020,Mariposa,80 - 84 years,Married (including SRDP),6
2020,Mariposa,80 - 84 years,Widowed,6
2020,Mariposa,80 - 84 years,Divorced,6
2020,Mariposa,80 - 84 years,Never Married,0
2020,Mariposa,80 - 84 years,Unknown,0
2020,Mariposa,85 - 89 years,Married (including SRDP),6
2020,Mariposa,85 - 89 years,Widowed,12
2020,Mariposa,85 - 89 years,Divorced,6
2020,Mariposa,85 - 89 years,Never Married,6
2020,Mariposa,85 - 89 years,Unknown,0
2020,Mariposa,90 - 94 years,Married (including SRDP),6
2020,Mariposa,90 - 94 years,Widowed,11
2020,Mariposa,90 - 94 years,Divorced,6
2020,Mariposa,90 - 94 years,Never Married,6
2020,Mariposa,90 - 94 years,Unknown,0
2020,Mariposa,95 - 99 years,Married (including SRDP),0
2020,Mariposa,95 - 99 years,Widowed,6
2020,Mariposa,95 - 99 years,Divorced,6
2020,Mariposa,95 - 99 years,Never Married,0
2020,Mariposa,95 - 99 years,Unknown,0
2020,Mariposa,100 years and over,Married (including SRDP),0
2020,Mariposa,100 years and over,Widowed,6
2020,Mariposa,100 years and over,Divorced,0
2020,Mariposa,100 years and over,Never Married,0
2020,Mariposa,100 years and over,Unknown,0
2020,Mendocino,Less than 1 year,Married (including SRDP),0
2020,Mendocino,Less than 1 year,Widowed,0
2020,Mendocino,Less than 1 year,Divorced,0
2020,Mendocino,Less than 1 year,Never Married,6
2020,Mendocino,Less than 1 year,Unknown,0
2020,Mendocino,1 - 4 years,Married (including SRDP),0
2020,Mendocino,1 - 4 years,Widowed,0
2020,Mendocino,1 - 4 years,Divorced,0
2020,Mendocino,1 - 4 years,Never Married,0
2020,Mendocino,1 - 4 years,Unknown,0
2020,Mendocino,5 - 9 years,Married (including SRDP),0
2020,Mendocino,5 - 9 years,Widowed,0
2020,Mendocino,5 - 9 years,Divorced,0
2020,Mendocino,5 - 9 years,Never Married,0
2020,Mendocino,5 - 9 years,Unknown,0
2020,Mendocino,10 - 14 years,Married (including SRDP),0
2020,Mendocino,10 - 14 years,Widowed,0
2020,Mendocino,10 - 14 years,Divorced,0
2020,Mendocino,10 - 14 years,Never Married,6
2020,Mendocino,10 - 14 years,Unknown,0
2020,Mendocino,15 - 19 years,Married (including SRDP),0
2020,Mendocino,15 - 19 years,Widowed,0
2020,Mendocino,15 - 19 years,Divorced,0
2020,Mendocino,15 - 19 years,Never Married,6
2020,Mendocino,15 - 19 years,Unknown,0
2020,Mendocino,20 - 24 years,Married (including SRDP),0
2020,Mendocino,20 - 24 years,Widowed,0
2020,Mendocino,20 - 24 years,Divorced,0
2020,Mendocino,20 - 24 years,Never Married,6
2020,Mendocino,20 - 24 years,Unknown,0
2020,Mendocino,25 - 29 years,Married (including SRDP),6
2020,Mendocino,25 - 29 years,Widowed,0
2020,Mendocino,25 - 29 years,Divorced,6
2020,Mendocino,25 - 29 years,Never Married,6
2020,Mendocino,25 - 29 years,Unknown,0
2020,Mendocino,30 - 34 years,Married (including SRDP),6
2020,Mendocino,30 - 34 years,Widowed,0
2020,Mendocino,30 - 34 years,Divorced,6
2020,Mendocino,30 - 34 years,Never Married,11
2020,Mendocino,30 - 34 years,Unknown,6
2020,Mendocino,35 - 39 years,Married (including SRDP),6
2020,Mendocino,35 - 39 years,Widowed,0
2020,Mendocino,35 - 39 years,Divorced,6
2020,Mendocino,35 - 39 years,Never Married,11
2020,Mendocino,35 - 39 years,Unknown,0
2020,Mendocino,40 - 44 years,Married (including SRDP),6
